problem,updates,verified,sameInitialWeights,sameNativeRNGTrace,baselineObjectiveGap,mismatchObjectiveGap,baselineDirectionError,mismatchDirectionError,baselineEndpointRMSE,mismatchEndpointRMSE,offlineFullFE
LIRCMOP7_BC,10000,1,1,1,0.104964667062528,0.128840440613213,5.91280808378165,16.4809477226908,0.119595595559609,0.129590768836663,1000
LIRCMOP8_BC,10000,1,1,1,0.0698525551968291,0.0870196233386103,5.48234482645499,4.71243410358337,0.0661494119293542,0.073791411257716,1000
