problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP10_BC,3,10000,10110,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE010000_domain_boundary.png
LIRCMOP10_BC,3,30000,30170,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE030000_domain_boundary.png
LIRCMOP10_BC,3,50000,50180,225,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE050000_domain_boundary.png
LIRCMOP10_BC,3,70000,70190,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE070000_domain_boundary.png
LIRCMOP10_BC,3,100000,100090,442,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE100000_domain_boundary.png
LIRCMOP5_BC,3,10000,10000,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE010000_domain_boundary.png
LIRCMOP5_BC,3,30000,30210,137,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE030000_domain_boundary.png
LIRCMOP5_BC,3,50000,50220,224,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE050000_domain_boundary.png
LIRCMOP5_BC,3,70000,70000,310,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE070000_domain_boundary.png
LIRCMOP5_BC,3,100000,100110,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE100000_domain_boundary.png
LIRCMOP6_BC,3,10000,10160,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE010000_domain_boundary.png
LIRCMOP6_BC,3,30000,30220,136,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE030000_domain_boundary.png
LIRCMOP6_BC,3,50000,50000,222,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE050000_domain_boundary.png
LIRCMOP6_BC,3,70000,70010,309,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE070000_domain_boundary.png
LIRCMOP6_BC,3,100000,100020,440,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE100000_domain_boundary.png
LIRCMOP7_BC,3,10000,10080,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE010000_domain_boundary.png
LIRCMOP7_BC,3,30000,30090,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE030000_domain_boundary.png
LIRCMOP7_BC,3,50000,50100,221,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE050000_domain_boundary.png
LIRCMOP7_BC,3,70000,70110,308,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE070000_domain_boundary.png
LIRCMOP7_BC,3,100000,100010,438,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE100000_domain_boundary.png
LIRCMOP8_BC,3,10000,10090,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE010000_domain_boundary.png
LIRCMOP8_BC,3,30000,30100,133,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE030000_domain_boundary.png
LIRCMOP8_BC,3,50000,50110,220,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE050000_domain_boundary.png
LIRCMOP8_BC,3,70000,70120,307,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE070000_domain_boundary.png
LIRCMOP8_BC,3,100000,100020,437,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE100000_domain_boundary.png
LIRCMOP9_BC,3,10000,10180,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE010000_domain_boundary.png
LIRCMOP9_BC,3,30000,30170,141,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE030000_domain_boundary.png
LIRCMOP9_BC,3,50000,50220,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE050000_domain_boundary.png
LIRCMOP9_BC,3,70000,70160,318,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE070000_domain_boundary.png
LIRCMOP9_BC,3,100000,100030,448,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE100000_domain_boundary.png
