problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
DASCMOP4_BC,3,10000,10080,48,44,11,12,5,20,0,0.37717965501228,0.732495200649809,0.0542189840067903,0
DASCMOP4_BC,3,30000,30100,139,50,7,29,5,20,0,0.381487942884205,0.779343748299425,0.0106779795377871,0
LIRCMOP9_BC,3,10000,10140,47,21,4,13,5,20,14,0.0122877307973686,0.0556547920023002,0.00662941314355646,0.7
LIRCMOP9_BC,3,30000,30160,138,37,5,16,5,20,20,0.18093963104882,0.193793011230613,0.00725640544548387,1
