problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10012,47,11,1,11,0,0.020989186722657,0.0371616282096408,11,11,11,0,0.0742854645695062,0.0794361978828173,0,0.0748997370122924,0.0795430861141834,0
DASCMOP1_BC,1,30000,30200,141,15,1,15,0,0.00971402573096047,0.0213712398391799,15,20,20,20,0.0208826919434962,0.0311283830591524,0,0.0245882639520037,0.0312813122244522,1
DASCMOP1_BC,1,50000,50219,232,21,1,21,0,0.00968511052943496,0.0342064469845285,21,20,20,0,0.0113743074118152,0.0166703365133527,0,0.0125389021136433,0.0177844292197547,0
DASCMOP1_BC,1,70000,70019,322,21,1,21,0,0.0382301819492451,0.143478340003173,21,20,20,8,0.0456836637216051,0.0719987637447936,0,0.0465643083897366,0.0725925850947579,0.4
DASCMOP1_BC,1,100000,100159,459,20,1,20,0,0.0177787281315284,0.033676571454007,20,20,20,0,0.0128857379158258,0.0211086086266039,0,0.0189923517142044,0.0324011920243539,0
DASCMOP2_BC,1,10000,10069,46,16,1,16,0,0.0359125191017341,0.123343750895829,16,20,20,0,0.0348337601606743,0.0499483055182338,0,0.0386754395269352,0.0520622909038232,0
DASCMOP2_BC,1,30000,30081,139,25,1,25,0,0.0211151160717346,0.224358714877582,25,20,20,5,0.040428649556613,0.0842205284247568,0,0.0479267383384738,0.0871097025838183,0.25
DASCMOP2_BC,1,50000,50101,230,38,1,38,0,0.0380997581475162,0.158590789896128,38,20,20,0,0.0350411611360161,0.0411086978730982,0,0.0413006571356297,0.0524511651981717,0
DASCMOP2_BC,1,70000,70121,321,49,1,49,0,0.0684995546851178,0.237781882006885,49,20,20,8,0.0116723531033687,0.0268470103252656,0,0.0128064429818116,0.0299697634574547,0.4
DASCMOP2_BC,1,100000,100041,457,37,1,37,0,0.0244700859409291,0.135506534808864,37,20,20,20,0.0120634578083019,0.0180066123572925,0,0.012342357780299,0.0187040284409835,1
DASCMOP4_BC,1,10000,10090,48,12,1,12,0,0.0176763938842922,0.024979119815636,12,20,20,0,2.02961280936266,2.10790328818811,0,2.03452319064741,2.10965930699718,0
DASCMOP4_BC,1,30000,30104,139,23,1,23,0,0.00591074514683522,0.00781147504062173,23,20,20,0,0.634328523253734,0.910831056678387,0,0.635321215168592,0.912992580375376,0
DASCMOP4_BC,1,50000,50124,230,25,1,25,0,0.0112898088158646,0.0166398464365593,25,20,20,0,0.339729953306705,0.44269455326021,0,0.342249728939363,0.445146424014552,0
DASCMOP4_BC,1,70000,70144,321,26,1,26,0,0.0170212368893171,0.0204526765451996,26,20,20,0,0.407445984022098,0.542318868248441,0,0.411317016661456,0.545523171068887,0
DASCMOP4_BC,1,100000,100064,457,15,1,15,0,0.000523893839373924,0.00142377710392547,15,20,20,0,0.253977678020398,0.383672353327987,0,0.256753014340273,0.385809838189802,0
DASCMOP5_BC,1,10000,10000,49,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,30000,30000,149,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,50000,50000,249,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,70000,70209,346,15,1,15,0,0.000774517855241723,0.00140371653706553,15,20,20,0,0.764430347948473,1.17213445072536,0,0.768327247355924,1.1728834986407,0
DASCMOP5_BC,1,100000,100129,482,25,1,25,0,0.0161833987303218,0.0208527965230486,25,20,20,0,1.41917806266597,1.62797185157974,0,1.42018490377876,1.63127157471304,0
LIRCMOP5_BC,1,10000,10035,45,8,1,8,0,0.0119871535569285,0.0156752495542693,8,20,20,20,0.0358686270921687,0.0567041237203064,0,0.0457950788782658,0.0591148854156285,1
LIRCMOP5_BC,1,30000,30055,136,31,1,31,0,0.00565047473571,0.0253613857617515,31,20,20,0,0.00495009953567003,0.00548165592402059,0,0.00710587981293763,0.0140563670409914,0
LIRCMOP5_BC,1,50000,50075,227,30,1,30,0,0.0101018059513541,0.0181988267069203,30,20,20,4,0.0111278107593224,0.0238462644155401,0,0.0160942418951343,0.0239889247709093,0.2
LIRCMOP5_BC,1,70000,70095,318,17,1,17,0,0.00681709839641951,0.0232333928861984,17,20,20,4,0.00604803887085311,0.00735848948232491,0,0.00766658076262588,0.00830443637322383,0.2
LIRCMOP5_BC,1,100000,100015,454,40,1,40,0,0.0181156307521293,0.0734576800645782,40,20,20,0,0.00575880763060095,0.00780020724731317,0,0.0174012169538053,0.0204306152956336,0
LIRCMOP6_BC,1,10000,10080,45,18,1,18,0,0.027511195751326,0.0403164775008864,18,20,20,20,0.051302677794623,0.111934561932958,0,0.0522879253448605,0.114091424821379,1
