problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP5_BC,1,10000,10190,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_FE010000_region_boundary.png
LIRCMOP5_BC,1,30000,30080,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_FE030000_region_boundary.png
LIRCMOP5_BC,1,50000,50000,231,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_FE050000_region_boundary.png
LIRCMOP5_BC,1,70000,70120,322,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_FE070000_region_boundary.png
LIRCMOP5_BC,1,100000,100190,468,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_FE100000_region_boundary.png
LIRCMOP6_BC,1,10000,10090,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_FE010000_region_boundary.png
LIRCMOP6_BC,1,30000,30080,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_FE030000_region_boundary.png
LIRCMOP6_BC,1,50000,50190,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_FE050000_region_boundary.png
LIRCMOP6_BC,1,70000,70100,315,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_FE070000_region_boundary.png
LIRCMOP6_BC,1,100000,100090,451,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_FE100000_region_boundary.png
LIRCMOP7_BC,1,10000,10170,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_FE010000_region_boundary.png
LIRCMOP7_BC,1,30000,30120,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/active_layer_chain_runs1_8workers_20260627_131954/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_FE030000_region_boundary.png
