problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP5_BC,1,ref_y,10000,10100,48,102,1,0.34,102,0,0.0041251026225603,0.0111077614689932,102,20,4,0.00530393635276377,31.3725490196078,0.28963983447427,0.397951365943331,0,20,0,20,14,0.196078431372549,0.00378353320178236,0.00758108968238662,0,0.0361802991747898,NaN,0.8,0.012924991002432,0.176470588235294,0.0236998106511721,0.0374298438856378,0.0374298438856378,NaN,0.7,400,96,592,592,460,132,211,54,87,42,2147,0,117,117,117,117,102,102,102,102,102,0,20
LIRCMOP5_BC,1,ref_y,30000,30120,139,82,1,0.28,82,0,0.00257534071095064,0.00851838693425299,82,20,4,0.00426394883261401,39.0243902439024,0.401438815312279,0.50847334844296,0,19,1,20,16,0.24390243902439,0.034899754411807,0.0510798461938283,0,0.0512916566539602,NaN,0.3,-0.0292860071829119,0.25,0.039309687383523,0.0526254119647312,0.0528322929773262,0.0413529362691887,0.8,400,81,562,562,415,147,213,53,49,29,5441,10,85,85,85,85,82,82,82,82,82,0,20
LIRCMOP5_BC,1,ref_y,50000,50140,230,183,1,0.61,183,0,0.00624198176442147,0.0185836172846449,183,20,4,0.00951588580937029,17.4863387978142,0.526786922109231,1.15218163237872,0,20,0,20,13,0.109289617486339,0.0344631389926447,0.052133919272783,0,0.053367180087415,NaN,0.85,0.0806326992377215,0.0983606557377049,0.0355191075734308,0.0534061631046138,0.0534061631046138,NaN,0.65,400,177,754,754,404,350,314,71,100,71,10634,25,213,213,213,213,183,183,183,183,183,0,20
LIRCMOP5_BC,1,ref_y,70000,70160,321,70,1,0.24,70,0,0.0075014961550046,0.0203194342946085,70,20,4,0.00363995632052415,45.7142857142857,0.122998105002432,0.228307449615106,0,20,0,20,0,0.285714285714286,0.00248486391117927,0.00454907437269357,0,0.00462596217480506,NaN,1,0.193104405555471,0,0.0028699589712722,0.00668454865550512,0.00668454865550512,NaN,0,400,63,526,526,331,195,240,64,100,64,4843,1915,111,111,111,111,70,70,70,70,70,0,20
LIRCMOP5_BC,1,ref_y,100000,100080,457,78,1,0.26,78,0,0.0108702564205119,0.0176333517086445,78,20,4,0.00405595132858406,41.025641025641,0.148276231866048,0.361436970907884,0,20,0,20,4,0.256410256410256,0.00232184129872671,0.00703296222863099,0,0.0159173779687244,NaN,1,0.086554152040175,0.0769230769230769,0.0057801875082014,0.0234501654950607,0.0234501654950607,NaN,0.2,400,79,558,558,367,191,267,74,100,74,4885,2013,115,115,115,112,78,78,78,78,78,0,20
LIRCMOP5_BC,2,ref_y,10000,10080,49,27,1,0.1,27,0,0.003088517557304,0.00716975597339017,27,20,4,0.00140398315220217,100,0.257136727978201,0.544323851287113,0,13,7,20,20,0.740740740740741,0.327838758737896,0.331495717810738,0,0.335063018315132,NaN,0.55,0.00674528111815675,1,0.330314878405927,0.335658741694826,0.335332812955471,0.336405641333764,1,400,21,442,442,415,27,125,43,29,12,340,0,35,35,35,35,27,27,27,27,27,0,20
LIRCMOP5_BC,2,ref_y,30000,30100,140,62,1,0.21,62,0,0.00216403453875309,0.00760829026581772,62,20,4,0.00322396131246425,51.6129032258064,0.338422427057299,0.53525736053996,0,20,0,20,4,0.32258064516129,0.0143206793984374,0.0201408107830878,0,0.0243079733966336,NaN,0.9,0.0447368882680189,0.0952380952380952,0.0247103748657528,0.0256585421119722,0.0256585421119722,NaN,0.2,400,57,514,514,384,130,173,34,89,29,1839,18,84,84,84,84,62,62,62,62,62,0,20
LIRCMOP5_BC,2,ref_y,50000,50120,231,102,1,0.34,102,0,0.0281111061314293,0.140902760542104,102,20,4,0.00530393635276377,31.3725490196078,0.150406180289716,0.328352309281528,0,20,0,20,1,0.196078431372549,0.00220370042348858,0.00310727733672922,0,0.00422697973629085,NaN,0.45,-0.0134452546064266,0.0588235294117647,0.00442211913287177,0.00556403235376545,0.00556403235376545,NaN,0.05,400,84,568,568,357,211,244,58,100,58,5174,2009,107,107,107,107,102,102,102,102,102,0,20
LIRCMOP5_BC,2,ref_y,70000,70140,322,72,1,0.24,72,0,0.00615066274382309,0.0173626229088187,72,20,4,0.00374395507253913,44.4444444444444,0.152143566631611,0.391833861830348,0,20,0,20,5,0.277777777777778,0.00109781690531262,0.00160878420415362,0,0.00223191503454366,NaN,0.7,0.017535542813217,0.166666666666667,0.00164738557921089,0.00257945176660406,0.00257945176660406,NaN,0.25,400,78,556,556,370,186,256,45,92,37,6093,1020,99,99,99,99,72,72,72,72,72,0,20
LIRCMOP5_BC,2,ref_y,100000,100060,458,114,1,0.38,114,0,0.0150665398301302,0.064348803649849,114,20,4,0.00592792886485362,28.0701754385965,0.178897783731686,0.417518636431327,0,20,0,20,8,0.175438596491228,0.00110633201285823,0.00122568136796328,0,0.00122568136796328,NaN,1,0.268035741833491,0.0526315789473684,0.00123625350919584,0.00149227300392656,0.00149227300392656,NaN,0.4,400,115,630,630,389,241,302,58,100,58,10082,3112,114,114,114,114,114,114,114,114,114,0,20
