problem,run,seed,target_FE,actual_FE,generation,query_mode,train_count,prev_bmem_candidate_count,prev_bmem_survivor_count,raw_generated_count,feasible_rate,gap_ratio50,gap_ratio90,near_boundary_rate_gap1,better_than_random_gap_rate,sample_feasible_count,sample_infeasible_count
LIRCMOP5_BC,3,3,10000,10000,49,boundary_populated,8,0,0,0,NaN,NaN,NaN,NaN,NaN,399,1
LIRCMOP5_BC,3,3,30000,30176,137,boundary_populated,59,60,43,30,0.266666666666667,1.57705994499667,5.87069987776558,0.333333333333333,1,325,75
LIRCMOP5_BC,3,3,50000,50164,224,boundary_populated,141,130,113,30,0.4,2.28113462504157,8.11203282240386,0.166666666666667,1,236,164
LIRCMOP5_BC,3,3,70000,70170,316,boundary_populated,12,11,0,0,NaN,NaN,NaN,NaN,NaN,286,114
LIRCMOP5_BC,3,3,100000,100012,464,boundary_populated,28,41,13,0,NaN,NaN,NaN,NaN,NaN,259,141
LIRCMOP6_BC,3,3,10000,10156,48,boundary_populated,140,129,113,30,0.333333333333333,0.773680594256891,1.84643531827934,0.6,1,355,45
LIRCMOP6_BC,3,3,30000,30166,135,boundary_populated,146,133,129,30,0.266666666666667,0.689370557351934,3.08399600689976,0.666666666666667,1,315,85
LIRCMOP6_BC,3,3,50000,50176,222,boundary_populated,90,98,79,30,0.4,0.442343081055215,1.98846514315539,0.633333333333333,1,336,64
LIRCMOP6_BC,3,3,70000,70186,309,boundary_populated,109,109,97,30,0.366666666666667,1.39520391009705,3.99658960100676,0.366666666666667,1,266,134
LIRCMOP6_BC,3,3,100000,100070,448,boundary_populated,37,54,24,26,0.0384615384615385,1.58506442111438,5.38520570895157,0.346153846153846,1,248,152
LIRCMOP7_BC,3,3,10000,10078,47,boundary_populated,83,70,67,30,0.4,1.90791420171146,3.78827030015275,0.233333333333333,1,337,63
LIRCMOP7_BC,3,3,30000,30088,134,boundary_populated,98,76,77,30,0.366666666666667,0.529764130597663,2.27914563934166,0.666666666666667,1,312,88
LIRCMOP7_BC,3,3,50000,50092,221,boundary_populated,114,122,87,30,0.3,1.56278357593581,5.86884869403717,0.366666666666667,1,241,159
LIRCMOP7_BC,3,3,70000,70102,308,boundary_populated,152,145,128,30,0.2,1.97939670473426,11.0936982317165,0.366666666666667,1,166,234
LIRCMOP7_BC,3,3,100000,100002,438,boundary_populated,146,164,135,30,0.0666666666666667,1.04541447361215,4.87363739918919,0.5,1,128,272
LIRCMOP8_BC,3,3,10000,10090,46,boundary_populated,68,75,52,30,0.366666666666667,1.84250719026042,4.91856102740595,0.366666666666667,1,336,64
LIRCMOP8_BC,3,3,30000,30100,133,boundary_populated,83,78,73,30,0.333333333333333,0.641896965649686,2.72939723342109,0.633333333333333,1,340,60
LIRCMOP8_BC,3,3,50000,50004,220,boundary_populated,74,73,55,30,0.166666666666667,0.781671161673252,3.68182405483424,0.566666666666667,1,288,112
LIRCMOP8_BC,3,3,70000,70014,307,boundary_populated,121,122,95,30,0.133333333333333,1.80403111101575,4.98106529303226,0.333333333333333,1,224,176
LIRCMOP8_BC,3,3,100000,100144,438,boundary_populated,188,190,175,30,0.1,2.26100788985684,11.9814376059592,0.333333333333333,1,149,251
LIRCMOP9_BC,3,3,10000,10038,48,boundary_populated,23,25,22,0,NaN,NaN,NaN,NaN,NaN,257,143
LIRCMOP9_BC,3,3,30000,30072,143,boundary_populated,53,55,16,26,0.653846153846154,0.192058170216042,18.7800765704527,0.615384615384615,1,288,112
LIRCMOP9_BC,3,3,50000,50128,235,boundary_populated,43,44,25,20,0.75,0.170921466243329,3.35783208559213,0.75,1,263,137
LIRCMOP9_BC,3,3,70000,70098,326,boundary_populated,47,23,5,28,0.785714285714286,0.313044517335438,4.5690331022041,0.714285714285714,1,237,163
LIRCMOP9_BC,3,3,100000,100038,460,boundary_populated,47,50,21,24,0.25,1.44895853746577,5.17018182027341,0.458333333333333,1,213,187
LIRCMOP10_BC,3,3,10000,10044,48,boundary_populated,43,40,27,24,0.5,3.82510525974478,33.8565714043094,0.166666666666667,1,283,117
LIRCMOP10_BC,3,3,30000,30062,142,boundary_populated,61,46,30,26,0.576923076923077,0.341753023773873,15.1789549240132,0.692307692307692,1,266,134
LIRCMOP10_BC,3,3,50000,50076,230,boundary_populated,77,78,37,30,0.3,0.537081989637105,5.13935354956148,0.666666666666667,1,264,136
LIRCMOP10_BC,3,3,70000,70060,317,boundary_populated,86,81,46,30,0.333333333333333,0.671993963678272,13.6449286993634,0.633333333333333,1,239,161
LIRCMOP10_BC,3,3,100000,100188,448,boundary_populated,84,96,54,30,0.533333333333333,0.678485070096948,3.69722604037938,0.533333333333333,1,244,156
