problem,calibratorVariant,run,updateCount,auditReadyUpdateCount,boundaryStarted,meanECE,meanCoreNearGap,TWS,TGP,finalCalibrator,dominantCalibrator
DASCMOP1_BC,raw,1,24,13,1,0.393399479045509,0.394060498287417,0,0,raw,raw
DASCMOP1_BC,beta,1,24,13,1,0.393399479045509,0.394060498287417,0,0,raw,raw
