problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,generated_new_ref_hit_rate,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10048,45,16,2,16,5,20,0,0.0690608355065202,0.0713477342270872,0.00245857106214994,1,0.158165011159783,0.0716314737221658,0.104108942770935,0,0.071808182725334,0.0792180787656104,0
DASCMOP1_BC,1,30000,30068,136,31,3,31,5,20,0,0.0218984449780378,0.0261631577822563,0.00187356656144616,1,0.0809032418182408,0.0237525061701988,0.0456058618609685,0.193548387096774,0.030194302177083,0.0925222575327795,0
DASCMOP1_BC,1,50000,50088,227,29,2,29,5,20,0,0.0308140519259848,0.0343762296403938,0.000259723836975623,1,0.0806533357701982,0.00615887934577746,0.0339435311864077,0.413793103448276,0.0340176654934938,0.0354769787663735,0
DASCMOP1_BC,1,70000,70108,318,29,3,29,5,20,4,0.0257744993466649,0.043250946220107,0.000710901048474844,1,0.0928768081744366,0.0118608294591394,0.0483768282370247,0.689655172413793,0.02862311732291,0.0478434752405614,0.2
DASCMOP1_BC,1,100000,100028,454,32,4,32,5,20,4,0.0149344517566135,0.0243510081743488,0.000522051951259036,1,0.0897453127154293,0.0118980248206795,0.0270875589825755,0.1875,0.0311764509171108,0.038265483250467,0.2
DASCMOP2_BC,1,10000,10020,45,18,2,18,5,20,0,0.0263429197437682,0.0277478776305334,0.0018401278064468,1,0.107034266322114,0.0260922744992871,0.0310731072388597,0,0.0311283773019594,0.0330377041380859,0
DASCMOP2_BC,1,30000,30040,136,36,6,36,5,20,9,0.00759724735863462,0.024552164042684,0.00167067877445128,1,0.103442699558219,0.0213827857625442,0.0389934335894909,0.305555555555556,0.00862355816322175,0.0283888838945484,0.45
DASCMOP2_BC,1,50000,50060,227,41,6,41,5,20,0,0.0346469411817051,0.0358764518286895,0.00076106616023067,1,0.104916521680588,0.024728975139301,0.0348216004661361,0.292682926829268,0.0346689814834559,0.0358833315646849,0
DASCMOP2_BC,1,70000,70080,318,43,3,43,5,20,0,0.0338511452733786,0.0397149281883733,0.000975683324635334,1,0.110602357298372,0.0240274642075369,0.0405238819239399,0,0.0384083677711542,0.0404639732418641,0
DASCMOP2_BC,1,100000,100000,454,47,2,47,5,20,12,0.0123087015531895,0.0357952178060299,0.000295709437439001,1,0.100815647075748,0.0123217207751835,0.03862547037616,0.319148936170213,0.0157392775973442,0.0365097890313447,0.6
LIRCMOP6_BC,1,10000,10124,49,21,7,21,5,20,11,0.00390756681410654,0.00939871577859912,0.00133135278128638,1,0.0651032968652401,0.0140910367245027,0.0570203728661857,0.380952380952381,0.0289656703056792,0.106239297169334,0.55
LIRCMOP6_BC,1,30000,30144,140,45,10,45,5,20,14,0.000774748611735798,0.0012916792823006,0.000686844266359098,0.2,0.0560811842591604,0.0113395206864991,0.0147273167355771,0.244444444444444,0.00269859980351122,0.0267299809402862,0.7
LIRCMOP6_BC,1,50000,50164,231,59,13,59,5,20,4,0.00429822030667059,0.00669709801177323,0.00108813763994064,0.4,0.0800984572870598,0.00643204752716523,0.0194897960461819,0.305084745762712,0.0188479714363864,0.0353014522264541,0.2
LIRCMOP6_BC,1,70000,70184,322,27,7,27,5,20,14,0.00419105400954151,0.00703394752762345,0.000622813835994834,0,0.0628549090787391,0.00864140782908281,0.030800328462351,0.407407407407407,0.0143689994753325,0.0334025268376217,0.7
LIRCMOP6_BC,1,100000,100104,458,56,12,56,5,20,12,0.000654658861762472,0.00377808636092421,9.94358433117948e-05,0.6,0.0457786082306446,0.000663447852440952,0.00516542761452375,0.714285714285714,0.000718663152100338,0.00523184961828858,0.6
LIRCMOP8_BC,1,10000,10152,48,31,3,31,5,20,8,0.00277005390000606,0.00372473454854712,0.00208301086787399,1,0.0588640805279132,0.0205954637169849,0.0319345116227426,0.0645161290322581,0.0206965336601366,0.0535221030382683,0.4
LIRCMOP8_BC,1,30000,30172,139,24,4,24,5,20,0,0.00662687362218302,0.0200813881705289,0.000490045914674562,1,0.0502450868720876,0.00417816072689961,0.0202403261518967,0.125,0.0178524841511006,0.0240130530163677,0
LIRCMOP8_BC,1,50000,50192,230,57,11,57,5,20,12,0.00118875667778792,0.0139321669799204,0.000443070557629464,0,0.0533445443680842,0.00408364131367044,0.00693717016563244,0.192982456140351,0.00267468900749357,0.0148980123602265,0.6
LIRCMOP8_BC,1,70000,70212,321,48,16,48,5,20,9,0.00192372153285968,0.00509777710517306,0.00226524095501304,1,0.0560172807624507,0.0064098161883636,0.0115677560837061,0.208333333333333,0.00788301617672083,0.0216037155159393,0.45
LIRCMOP8_BC,1,100000,100132,457,63,12,63,5,20,5,0.00835143071350064,0.0133487674681129,0.00134137738786114,1,0.0773272425358006,0.00346120616821064,0.015521593229393,0.333333333333333,0.012139625209232,0.0195133760494449,0.25
