problem,seed,mode,guideQuota,guideFull,firstModelFE,firstGuidedFE,trainingEvents,postModelQuotaOccupancy,quotaOccupancy,fallbackRate,positiveUseRate,modelServiceRate,queryRate,nativeBandRate,projectionMedian,coarseIntervalProposals,certifiedIntervalProposals,nativeCertifiedBandRate,pendingPassRate,fullEvaluationRate,uniqueGuidedUpdateRate,logShrinkPerGuideFE,netGapReduction,survivedP1,survivedP2,retainedP1After1,retainedP1After5,retainedP1After10,penalizedGapAUC,pairCoverageAUC,IGDAUC,HVAUC,finalIGD,finalHV,trainingSeconds,wallSeconds,searchFE,CalObjRows,CalConRows
LIRCMOP5_BC,11,cgan,9980,9400,6000,6081,275,1,0.94188376753507,0.0581162324649299,0.94188376753507,0.943775100401606,0.943775100401606,NaN,NaN,NaN,NaN,NaN,0.04,1,0.0414893617021277,0.0278119619007288,7.3438315563336,0.00723404255319149,0.0109574468085106,61,38,25,4.86200730471473,0.00248496993987976,0.56664579837967,0.170235631291191,0.0156953578433222,0.285239618425988,664.435946125001,773.983941291667,100000,200000,100000
LIRCMOP5_BC,12,cgan,9980,9380,6200,6281,283,1,0.939879759519038,0.0601202404809619,0.939879759519038,0.941767068273092,0.941767068273092,NaN,NaN,NaN,NaN,NaN,0.04,1,0.172814498933902,0.0573997698126672,10.3069438379183,0.00618336886993603,0.0218550106609808,50,37,27,3.76773296811946,0.0139278557114228,1.04630853133715,0.0910789657739478,0.0194080152300826,0.284114959140845,644.436661041666,778.687205333333,100000,200000,100000
LIRCMOP5_BC,13,cgan,9980,9480,5200,5281,172,1,0.949899799599198,0.0501002004008016,0.949899799599198,0.951807228915663,0.951807228915663,NaN,NaN,NaN,NaN,NaN,0.04,1,0.0774261603375527,0.0282053012548926,-1.6110091354678,0.010126582278481,0.0143459915611814,80,50,33,4.58733959405926,0.0123547094188377,0.690728586139291,0.173829735546513,0.0179737523104132,0.284485870928072,456.397180083333,568.56406675,100000,200000,100000
LIRCMOP5_BC,14,cgan,9980,9400,6000,6081,282,1,0.94188376753507,0.0581162324649299,0.94188376753507,0.943775100401606,0.943775100401606,NaN,NaN,NaN,NaN,NaN,0.04,1,0.0902127659574468,0.031509368623144,17.8436844095217,0.0157446808510638,0.0190425531914894,112,74,61,4.01966086244937,0.00823647294589178,0.956486803035662,0.112742565438725,0.0185707689927261,0.284390250990448,569.872576333333,663.500449791667,100000,200000,100000
LIRCMOP5_BC,15,cgan,9980,9500,5000,5081,174,1,0.95190380761523,0.0480961923847695,0.95190380761523,0.953815261044177,0.953815261044177,NaN,NaN,NaN,NaN,NaN,0.04,1,0.0195789473684211,0.0121217481574402,10.1235786891365,0.00757894736842105,0.0301052631578947,62,23,17,5.05344878490375,0.00360721442885772,0.509618482532925,0.210679929792018,0.0281578857849155,0.28092633195522,429.761645458333,512.530418208333,100000,200000,100000
LIRCMOP6_BC,11,cgan,9980,7980,4200,4281,318,0.832985386221294,0.799599198396794,0.200400801603206,0.799599198396794,0.801204819277108,0.801204819277108,NaN,NaN,NaN,NaN,NaN,0.04,1,0.0710526315789474,0.0537859429416158,5.37034399600675,0.00764411027568922,0.0102756892230576,50,33,25,4.84316966327422,0.00557114228456914,0.442696315551048,0.106064352462982,0.0150272908803494,0.191400060327071,747.102684125,863.7000715,100000,200000,100000
LIRCMOP6_BC,12,cgan,9980,7180,4200,4281,270,0.749478079331942,0.719438877755511,0.280561122244489,0.719438877755511,0.720883534136546,0.720883534136546,NaN,NaN,NaN,NaN,NaN,0.04,1,0.100278551532033,0.0533943510468234,15.7735652381576,0.0158774373259053,0.0272980501392758,97,70,50,4.76962261335105,0.00799599198396794,0.634680318043945,0.112402485873876,0.0128715229361018,0.193394857272101,668.159705833333,777.44080025,100000,200000,100000
LIRCMOP6_BC,13,cgan,9980,6260,5400,5481,204,0.661733615221987,0.627254509018036,0.372745490981964,0.627254509018036,0.6285140562249,0.6285140562249,NaN,NaN,NaN,NaN,NaN,0.04,1,0.190095846645367,0.170579206877915,28.5295343883255,0.0268370607028754,0.0562300319488818,155,108,70,4.54983833227978,0.0112424849699399,0.676190391010194,0.115118132811485,0.0131916083733561,0.19313118713886,528.254665291667,640.397422083333,100000,200000,100000
LIRCMOP6_BC,14,cgan,9980,7420,4000,4081,287,0.772916666666667,0.743486973947896,0.256513026052104,0.743486973947896,0.744979919678715,0.744979919678715,NaN,NaN,NaN,NaN,NaN,0.04,1,0.154716981132075,0.0924249533247849,26.3249321657614,0.00902964959568733,0.0235849056603774,60,38,28,4.47108949976446,0.0106412825651303,0.649921929833613,0.10758866065347,0.0123249751253176,0.193767710680543,594.140260208333,670.32473825,100000,200000,100000
LIRCMOP6_BC,15,cgan,9980,7980,6000,6081,233,0.848936170212766,0.799599198396794,0.200400801603206,0.799599198396794,0.801204819277108,0.801204819277108,NaN,NaN,NaN,NaN,NaN,0.04,1,0.210401002506266,0.0843161956771628,7.91836330861232,0.0129072681704261,0.0492481203007519,85,49,37,3.8209964553867,0.00867735470941884,0.909421106771865,0.0847771334335017,0.0194099335613676,0.192134263803317,504.782248791667,594.165714,100000,200000,100000
LIRCMOP7_BC,11,cgan,9980,9500,4800,4881,468,0.997899159663866,0.95190380761523,0.0480961923847695,0.95190380761523,0.953815261044177,0.953815261044177,NaN,NaN,NaN,NaN,NaN,0.04,1,0.333789473684211,0.156573319219204,15.0304908317182,0.0117894736842105,0.0325263157894737,102,75,52,2.00780213623525,0.0360921843687375,0.37267284073354,0.247347512021289,0.012137737409711,0.291380763069498,946.282163541667,1097.09582625,100000,200000,100000
LIRCMOP7_BC,12,cgan,9980,9540,4600,4681,473,1,0.955911823647295,0.0440881763527054,0.955911823647295,0.957831325301205,0.957831325301205,NaN,NaN,NaN,NaN,NaN,0.04,1,0.308490566037736,0.144822282496921,46.8386795186355,0.010377358490566,0.029769392033543,90,70,51,1.84483808034558,0.0251302605210421,0.40271215636179,0.234989947881716,0.0101836771844604,0.292880497627513,956.334694416666,1112.62054191667,100000,200000,100000
LIRCMOP7_BC,13,cgan,9980,9580,4200,4281,477,1,0.959919839679359,0.0400801603206413,0.959919839679359,0.961847389558233,0.961847389558233,NaN,NaN,NaN,NaN,NaN,0.04,1,0.343423799582463,0.133694876440427,29.9437426560014,0.0113778705636743,0.0516701461377871,99,77,60,1.30659534494586,0.0352104208416834,0.339545755297388,0.258929638082564,0.00813060080941675,0.293858611059854,856.014308125,987.258058666667,100000,200000,100000
LIRCMOP7_BC,14,cgan,9980,9520,4800,4881,465,1,0.953907815631262,0.0460921843687375,0.953907815631262,0.955823293172691,0.955823293172691,NaN,NaN,NaN,NaN,NaN,0.04,1,0.341176470588235,0.162202172509526,56.9586588806467,0.0137605042016807,0.0297268907563025,122,96,75,1.68445064020251,0.0409118236472946,0.415327022234333,0.233805979747776,0.00821319753234025,0.293830796155036,865.960008916667,992.9302385,100000,200000,100000
LIRCMOP7_BC,15,cgan,9980,9540,4600,4681,467,1,0.955911823647295,0.0440881763527054,0.955911823647295,0.957831325301205,0.957831325301205,NaN,NaN,NaN,NaN,NaN,0.04,1,0.384171907756813,0.140925326862993,6.44882820304474,0.0131027253668763,0.0334381551362683,111,91,80,2.01852368301517,0.025310621242485,0.329223958458034,0.255420253629155,0.00926142576013908,0.293322292624085,902.990701708334,1035.2397635,100000,200000,100000
LIRCMOP8_BC,11,cgan,9980,9540,4600,4681,473,1,0.955911823647295,0.0440881763527054,0.955911823647295,0.957831325301205,0.957831325301205,NaN,NaN,NaN,NaN,NaN,0.04,1,0.287211740041929,0.11386632274089,6.21438734132918,0.00639412997903564,0.00482180293501048,57,53,44,2.3891212099423,0.0381062124248497,0.410798419829995,0.244045334419872,0.00869328602279565,0.293385397551597,973.276905833334,1126.71878008333,100000,200000,100000
LIRCMOP8_BC,12,cgan,9980,9560,4400,4481,473,1,0.957915831663327,0.0420841683366733,0.957915831663327,0.959839357429719,0.959839357429719,NaN,NaN,NaN,NaN,NaN,0.04,1,0.3418410041841,0.110769385976837,27.3326214394601,0.0141213389121339,0.050418410041841,120,92,58,1.44278002940292,0.0414929859719439,0.395892376022002,0.237958868664933,0.00814803317820927,0.293800487147449,970.823955541667,1125.89405025,100000,200000,100000
LIRCMOP8_BC,13,cgan,9980,9600,4000,4081,473,1,0.961923847695391,0.0380761523046092,0.961923847695391,0.963855421686747,0.963855421686747,NaN,NaN,NaN,NaN,NaN,0.04,1,0.356875,0.200537630266886,27.4732225517103,0.0170833333333333,0.0520833333333333,154,123,95,1.50468594903164,0.0246392785571142,0.415046243811988,0.241471509722152,0.00798964044424863,0.293597653891405,855.23147625,991.729882041667,100000,200000,100000
LIRCMOP8_BC,14,cgan,9980,9640,3600,3681,476,1,0.965931863727455,0.0340681362725451,0.965931863727455,0.967871485943775,0.967871485943775,NaN,NaN,NaN,NaN,NaN,0.04,1,0.354668049792531,0.165043929319768,33.7213405261122,0.0156639004149378,0.0511410788381743,134,94,70,1.55274398974578,0.0340881763527054,0.295016484799281,0.246562947616018,0.00822313858040324,0.293945427193264,842.432950708332,973.598713291667,100000,200000,100000
