scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean
problem,MW1_BC,MW_BC,1,1,186,186,51,51,0.0105156165393651,0.0105156165393651,0.013668423303539,0.0138653973463403,0.843137254901961,0.843137254901961,0.388888888888889,0.388888888888889,0.555555555555556,1,1,1,0.121212121212121,0.366340834907517,0.366340834907517,0.366340834907517,0.366340834907517,1,1,25,25
