problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator
MW1_BC,MW_BC,1,1703,186,52,51,51,51,18,33,25,0.0105156165393651,0.013668423303539,0.0138653973463403,0.843137254901961,0.388888888888889,1,0.555555555555556,1,0.121212121212121,0.366340834907517,0.366340834907517,1,1,17,41,25,25,0.311377598909988,0.311377598909988,0,0,0,raw
