family,variant,runCount,meanSAR,medianSAR,meanGPR,medianGPR,meanFDR,medianFDR,meanFSG,medianFSG
DASCMOP_BC,MainBridge,45,0.910198185906,0.961882405544,0.989019433744,0.996342737722,0.000778096398741,0.000324464633355,210.044444444,313
DASCMOP_BC,RandSectorPair,45,0.924484093726,0.947674418605,0.99040503367,0.995761553186,0.00120971976529,0.000487894126974,206.955555556,313
DASCMOP_BC,TopKPair,45,0.933088518308,0.967029916013,0.992743060324,0.995969998881,0.001522947743,0.000567408079891,208.644444444,313
LIRCMOP_BC,MainBridge,70,0.725756603103,0.802880308589,0.827020211677,0.822532890922,0.108990196145,0.0193590654634,77.5571428571,38.5
LIRCMOP_BC,RandSectorPair,70,0.76107949767,0.886803049751,0.859377749544,0.894143367482,0.157785066785,0.0952151356158,76.9285714286,38.5
LIRCMOP_BC,TopKPair,70,0.770249833172,0.868517353492,0.861768745022,0.916682777272,0.187117283027,0.144126339949,77.2285714286,38.5
MW_BC,MainBridge,70,0.52459507421,0.424099439331,0.822295582849,0.87494069794,0.110796715656,0.0103936713828,42.1714285714,38
MW_BC,RandSectorPair,70,0.542666337414,0.514215230223,0.809997270965,0.849426485124,0.177544848509,0.0417640635551,42.6285714286,43
MW_BC,TopKPair,70,0.552947760838,0.499484477981,0.816735620586,0.845742873829,0.158052973777,0.0575981871866,41.7,38
