scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean
problem,MW1_BC,MW_BC,1,1,190,190,56,56,0.0108737532331706,0.0108737532331706,0.0111421161676968,0.0110310681753908,0.625,0.625,0,0,0.275862068965517,1,1,1,0.148148148148148,0.300998429595919,0.300998429595919,0.0781731395654833,0.0781731395654833,1,1,17,17
