problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator
MW1_BC,MW_BC,1,1703,190,58,56,56,56,29,27,26,0.0108737532331706,0.0111421161676968,0.0110310681753908,0.625,0,1,0.275862068965517,1,0.148148148148148,0.300998429595919,0.0781731395654833,1,1,14,33,17,17,0.279857264752733,0.223073542188869,0,0,0,raw
