problem,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
DASCMOP4_BC,MainBridge,RandSectorPair,FSG,5,387,375,0,0.625
DASCMOP4_BC,MainBridge,RandSectorPair,SAR,5,0.910967930882999,0.933094384707288,-0.0221264538242889,0.1875
DASCMOP4_BC,MainBridge,RandSectorPair,GPR,5,0.996145292809488,0.993164838658401,-0.000133665298781782,1
DASCMOP4_BC,MainBridge,TopKPair,FDR,5,0,0,0,1
DASCMOP4_BC,MainBridge,TopKPair,FSG,5,387,387,0,1
DASCMOP4_BC,MainBridge,TopKPair,SAR,5,0.910967930882999,0.885151968111609,-0.0102178307272141,1
DASCMOP4_BC,MainBridge,TopKPair,GPR,5,0.996145292809488,0.994904458598726,-0.00216884037399001,0.8125
DASCMOP5_BC,MainBridge,RandSectorPair,FDR,5,0.000240905805829921,0.000457613545360943,-0.000125350836312322,0.3125
DASCMOP5_BC,MainBridge,RandSectorPair,FSG,5,378,379,8,0.625
DASCMOP5_BC,MainBridge,RandSectorPair,SAR,5,0.915441176470588,0.940712945590994,-0.032233242134063,0.3125
DASCMOP5_BC,MainBridge,RandSectorPair,GPR,5,0.994744832418545,0.993495593789341,0.00285783932223604,0.625
DASCMOP5_BC,MainBridge,TopKPair,FDR,5,0.000240905805829921,0.000263852242744063,2.35773974247397e-05,1
DASCMOP5_BC,MainBridge,TopKPair,FSG,5,378,378,0,1
DASCMOP5_BC,MainBridge,TopKPair,SAR,5,0.915441176470588,0.926963950823088,-0.0115227743524999,0.3125
DASCMOP5_BC,MainBridge,TopKPair,GPR,5,0.994744832418545,0.99555383723178,-0.00164429247525288,0.625
DASCMOP6_BC,MainBridge,RandSectorPair,FDR,5,0.000366032210834553,0.000296120817293456,2.84314776415244e-05,0.8125
DASCMOP6_BC,MainBridge,RandSectorPair,FSG,5,401,380,21,0.625
DASCMOP6_BC,MainBridge,RandSectorPair,SAR,5,0.799941503363557,0.815637065637066,-0.0888541965767214,0.3125
DASCMOP6_BC,MainBridge,RandSectorPair,GPR,5,0.955414012738854,0.972996265440965,-0.0175822527021118,0.1875
DASCMOP6_BC,MainBridge,TopKPair,FDR,5,0.000366032210834553,0.000402414486921529,-1.03321098278478e-05,0.8125
DASCMOP6_BC,MainBridge,TopKPair,FSG,5,401,386,0,0.5
DASCMOP6_BC,MainBridge,TopKPair,SAR,5,0.799941503363557,0.879669421487603,-0.0570189765523719,0.0625
DASCMOP6_BC,MainBridge,TopKPair,GPR,5,0.955414012738854,0.983007018840044,-0.0234243167914984,0.0625
DASCMOP7_BC,MainBridge,RandSectorPair,FDR,5,0.000323519896473633,0.00023696682464455,8.65530718290834e-05,0.625
DASCMOP7_BC,MainBridge,RandSectorPair,FSG,5,354,354,6,0.625
DASCMOP7_BC,MainBridge,RandSectorPair,SAR,5,0.832516770935404,0.787301587301587,-0.0106873490451099,1
DASCMOP7_BC,MainBridge,RandSectorPair,GPR,5,0.975086751490346,0.972938247811772,0.00391663221360539,0.8125
DASCMOP7_BC,MainBridge,TopKPair,FDR,5,0.000323519896473633,0.000584055290567507,-0.000229455109056117,0.625
DASCMOP7_BC,MainBridge,TopKPair,FSG,5,354,354,0,0.5
DASCMOP7_BC,MainBridge,TopKPair,SAR,5,0.832516770935404,0.873123760974228,-0.075891653421836,0.125
DASCMOP7_BC,MainBridge,TopKPair,GPR,5,0.975086751490346,0.98091976516634,-0.0040487810822859,0.4375
DASCMOP8_BC,MainBridge,RandSectorPair,FDR,5,0.000275103163686382,0.00089058524173028,-0.00046802027236624,0.125
DASCMOP8_BC,MainBridge,RandSectorPair,FSG,5,332,332,0,0.75
DASCMOP8_BC,MainBridge,RandSectorPair,SAR,5,0.878072694166258,0.879716819025363,0.0497651797535894,0.625
DASCMOP8_BC,MainBridge,RandSectorPair,GPR,5,0.976053987373921,0.979316167159139,-0.00239040700752013,1
DASCMOP8_BC,MainBridge,TopKPair,FDR,5,0.000275103163686382,0.00107400898262058,-0.000556020365093045,0.0625
DASCMOP8_BC,MainBridge,TopKPair,FSG,5,332,332,0,1
DASCMOP8_BC,MainBridge,TopKPair,SAR,5,0.878072694166258,0.942061354529331,-0.0519810560781958,0.0625
DASCMOP8_BC,MainBridge,TopKPair,GPR,5,0.976053987373921,0.989307395143488,-0.00622858923078207,0.3125
DASCMOP9_BC,MainBridge,RandSectorPair,FDR,5,0.000202702702702703,0.000486914181375533,-0.000193617960948885,0.3125
DASCMOP9_BC,MainBridge,RandSectorPair,FSG,5,10,10,1,1
DASCMOP9_BC,MainBridge,RandSectorPair,SAR,5,0.994626114795335,0.99414748341787,-0.00139963266341536,0.8125
DASCMOP9_BC,MainBridge,RandSectorPair,GPR,5,0.999512380126781,0.999607689289918,-6.14181978112471e-05,0.3125
DASCMOP9_BC,MainBridge,TopKPair,FDR,5,0.000202702702702703,0.000516129032258065,-0.00032028697713151,0.0625
DASCMOP9_BC,MainBridge,TopKPair,FSG,5,10,10,0,1
DASCMOP9_BC,MainBridge,TopKPair,SAR,5,0.994626114795335,0.997125256673511,-0.00249914187817624,0.125
DASCMOP9_BC,MainBridge,TopKPair,GPR,5,0.999512380126781,0.999647100341136,-0.000312794698393737,0.3125
LIRCMOP1_BC,MainBridge,RandSectorPair,FDR,5,0,0,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,FSG,5,81,81,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,SAR,5,1,1,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,GPR,5,1,1,0,1
LIRCMOP1_BC,MainBridge,TopKPair,FDR,5,0,0,0,1
LIRCMOP1_BC,MainBridge,TopKPair,FSG,5,81,81,0,1
LIRCMOP1_BC,MainBridge,TopKPair,SAR,5,1,1,0,1
LIRCMOP1_BC,MainBridge,TopKPair,GPR,5,1,1,0,1
LIRCMOP2_BC,MainBridge,RandSectorPair,FDR,5,0,0,0,1
LIRCMOP2_BC,MainBridge,RandSectorPair,FSG,5,68,68,0,1
LIRCMOP2_BC,MainBridge,RandSectorPair,SAR,5,1,1,0,1
LIRCMOP2_BC,MainBridge,RandSectorPair,GPR,5,1,1,0,1
LIRCMOP2_BC,MainBridge,TopKPair,FDR,5,0,0,0,1
LIRCMOP2_BC,MainBridge,TopKPair,FSG,5,68,68,0,1
LIRCMOP2_BC,MainBridge,TopKPair,SAR,5,1,1,0,1
LIRCMOP2_BC,MainBridge,TopKPair,GPR,5,1,1,0,1
LIRCMOP3_BC,MainBridge,RandSectorPair,FDR,5,0,0,0,1
LIRCMOP3_BC,MainBridge,RandSectorPair,FSG,5,353,353,0,1
LIRCMOP3_BC,MainBridge,RandSectorPair,SAR,5,1,1,0,1
LIRCMOP3_BC,MainBridge,RandSectorPair,GPR,5,1,1,0,1
LIRCMOP3_BC,MainBridge,TopKPair,FDR,5,0,0,0,1
LIRCMOP3_BC,MainBridge,TopKPair,FSG,5,353,353,0,1
LIRCMOP3_BC,MainBridge,TopKPair,SAR,5,1,1,0,1
LIRCMOP3_BC,MainBridge,TopKPair,GPR,5,1,1,0,1
LIRCMOP4_BC,MainBridge,RandSectorPair,FDR,5,0,0,0,1
LIRCMOP4_BC,MainBridge,RandSectorPair,FSG,5,170,170,0,1
LIRCMOP4_BC,MainBridge,RandSectorPair,SAR,5,1,1,0,1
LIRCMOP4_BC,MainBridge,RandSectorPair,GPR,5,1,1,0,1
LIRCMOP4_BC,MainBridge,TopKPair,FDR,5,0,0,0,1
LIRCMOP4_BC,MainBridge,TopKPair,FSG,5,170,170,0,1
LIRCMOP4_BC,MainBridge,TopKPair,SAR,5,1,1,0,1
LIRCMOP4_BC,MainBridge,TopKPair,GPR,5,1,1,0,1
LIRCMOP5_BC,MainBridge,RandSectorPair,FDR,5,0.0767914438502674,0.106916578669483,-0.0301251348192152,0.4375
LIRCMOP5_BC,MainBridge,RandSectorPair,FSG,5,37,37,0,1
LIRCMOP5_BC,MainBridge,RandSectorPair,SAR,5,0.885936151855047,0.907676767676768,-0.0301575651165296,0.0625
LIRCMOP5_BC,MainBridge,RandSectorPair,GPR,5,0.963637533788132,0.978925753809575,-0.0257702215770699,0.3125
LIRCMOP5_BC,MainBridge,TopKPair,FDR,5,0.0767914438502674,0.15721001421231,-0.0804185703620427,0.0625
LIRCMOP5_BC,MainBridge,TopKPair,FSG,5,37,37,0,1
LIRCMOP5_BC,MainBridge,TopKPair,SAR,5,0.885936151855047,0.949785775492716,-0.056474507393241,0.0625
LIRCMOP5_BC,MainBridge,TopKPair,GPR,5,0.963637533788132,0.98820887142055,-0.0245713376324179,0.0625
LIRCMOP6_BC,MainBridge,RandSectorPair,FDR,5,0.0193910013634298,0.0365834754301659,-0.0178041327071612,0.0625
LIRCMOP6_BC,MainBridge,RandSectorPair,FSG,5,39,39,0,1
LIRCMOP6_BC,MainBridge,RandSectorPair,SAR,5,0.870595435866049,0.931121215052723,-0.0548790166886957,0.0625
LIRCMOP6_BC,MainBridge,RandSectorPair,GPR,5,0.98720999405116,0.990013495276653,-0.00275218309765746,0.625
LIRCMOP6_BC,MainBridge,TopKPair,FDR,5,0.0193910013634298,0.0930169491525424,-0.077999884306126,0.0625
LIRCMOP6_BC,MainBridge,TopKPair,FSG,5,39,39,0,1
LIRCMOP6_BC,MainBridge,TopKPair,SAR,5,0.870595435866049,0.968715524034673,-0.0981200881686242,0.0625
LIRCMOP6_BC,MainBridge,TopKPair,GPR,5,0.98720999405116,0.995941558441558,-0.00819729265091784,0.0625
LIRCMOP7_BC,MainBridge,RandSectorPair,FDR,5,0.00743409389832447,0.0426967566341574,-0.0321313654291317,0.0625
LIRCMOP7_BC,MainBridge,RandSectorPair,FSG,5,27,27,0,1
LIRCMOP7_BC,MainBridge,RandSectorPair,SAR,5,0.887444128403088,0.915606807816382,0.0186391568547551,1
LIRCMOP7_BC,MainBridge,RandSectorPair,GPR,5,0.895606326889279,0.922223674627925,0.0209747651575457,0.8125
LIRCMOP7_BC,MainBridge,TopKPair,FDR,5,0.00743409389832447,0.123041738136078,-0.115888252958099,0.0625
LIRCMOP7_BC,MainBridge,TopKPair,FSG,5,27,27,0,1
LIRCMOP7_BC,MainBridge,TopKPair,SAR,5,0.887444128403088,0.92134935992855,-0.0121175544351091,0.625
LIRCMOP7_BC,MainBridge,TopKPair,GPR,5,0.895606326889279,0.925707128301957,-0.00954555870233753,0.625
LIRCMOP8_BC,MainBridge,RandSectorPair,FDR,5,0.0110983774654684,0.0367587562131545,-0.019218502701678,0.0625
LIRCMOP8_BC,MainBridge,RandSectorPair,FSG,5,28,28,0,1
LIRCMOP8_BC,MainBridge,RandSectorPair,SAR,5,0.721602735652691,0.815068229867384,-0.0988499528463627,0.4375
LIRCMOP8_BC,MainBridge,RandSectorPair,GPR,5,0.727688444094606,0.818434460398333,-0.100607190227251,0.4375
LIRCMOP8_BC,MainBridge,TopKPair,FDR,5,0.0110983774654684,0.0825354712192871,-0.074280158712914,0.0625
LIRCMOP8_BC,MainBridge,TopKPair,FSG,5,28,28,0,1
LIRCMOP8_BC,MainBridge,TopKPair,SAR,5,0.721602735652691,0.709596458637998,0.0584794923909336,0.8125
LIRCMOP8_BC,MainBridge,TopKPair,GPR,5,0.727688444094606,0.712426340747207,0.0622609214817145,0.8125
LIRCMOP9_BC,MainBridge,RandSectorPair,FDR,5,0.296015591165006,0.364713966672393,-0.0831470547614764,0.0625
LIRCMOP9_BC,MainBridge,RandSectorPair,FSG,5,31,27,2,0.125
LIRCMOP9_BC,MainBridge,RandSectorPair,SAR,5,0.585742254980997,0.662765347102697,-0.0770230921216992,0.0625
LIRCMOP9_BC,MainBridge,RandSectorPair,GPR,5,0.684153887543718,0.744445710379401,-0.0656838380177515,0.0625
LIRCMOP9_BC,MainBridge,TopKPair,FDR,5,0.296015591165006,0.445062586926287,-0.0791524177563142,0.0625
LIRCMOP9_BC,MainBridge,TopKPair,FSG,5,31,27,1,0.25
LIRCMOP9_BC,MainBridge,TopKPair,SAR,5,0.585742254980997,0.669167933130699,-0.0861836408177982,0.125
LIRCMOP9_BC,MainBridge,TopKPair,GPR,5,0.684153887543718,0.726138940424655,-0.0803035478196091,0.125
LIRCMOP10_BC,MainBridge,RandSectorPair,FDR,5,0.359065460809647,0.406978162742467,-0.0493035931288782,0.0625
LIRCMOP10_BC,MainBridge,RandSectorPair,FSG,5,40,40,0,1
LIRCMOP10_BC,MainBridge,RandSectorPair,SAR,5,0.625756995017248,0.68137582646163,-0.0345195238583469,0.0625
LIRCMOP10_BC,MainBridge,RandSectorPair,GPR,5,0.71743715943048,0.753532697995399,-0.0332098909227443,0.125
LIRCMOP10_BC,MainBridge,TopKPair,FDR,5,0.359065460809647,0.448847823666926,-0.122963039466799,0.0625
LIRCMOP10_BC,MainBridge,TopKPair,FSG,5,40,40,0,1
LIRCMOP10_BC,MainBridge,TopKPair,SAR,5,0.625756995017248,0.703726853660442,-0.082006904468336,0.0625
LIRCMOP10_BC,MainBridge,TopKPair,GPR,5,0.71743715943048,0.774329436038514,-0.057704345912963,0.0625
LIRCMOP11_BC,MainBridge,RandSectorPair,FDR,5,0.259614711033275,0.310433034898593,-0.0426089645716956,0.1875
LIRCMOP11_BC,MainBridge,RandSectorPair,FSG,5,32,32,0,1
LIRCMOP11_BC,MainBridge,RandSectorPair,SAR,5,0.679394991321597,0.785244961855625,-0.0822360144769905,0.0625
LIRCMOP11_BC,MainBridge,RandSectorPair,GPR,5,0.692050262044579,0.792161573023711,-0.0755795250902096,0.0625
LIRCMOP11_BC,MainBridge,TopKPair,FDR,5,0.259614711033275,0.339232075225284,-0.0796173641920091,0.0625
LIRCMOP11_BC,MainBridge,TopKPair,FSG,5,32,32,0,1
LIRCMOP11_BC,MainBridge,TopKPair,SAR,5,0.679394991321597,0.790588008853816,-0.0827933499880991,0.0625
LIRCMOP11_BC,MainBridge,TopKPair,GPR,5,0.692050262044579,0.79730188770806,-0.07896639951192,0.0625
LIRCMOP12_BC,MainBridge,RandSectorPair,FDR,5,0.42160487658639,0.53587289055561,-0.129146616104572,0.125
LIRCMOP12_BC,MainBridge,RandSectorPair,FSG,5,30,26,4,0.125
LIRCMOP12_BC,MainBridge,RandSectorPair,SAR,5,0.710776456554963,0.758903518238722,-0.0365861275471405,0.1875
LIRCMOP12_BC,MainBridge,RandSectorPair,GPR,5,0.717948717948718,0.764957574878526,-0.0248758833226517,0.3125
LIRCMOP12_BC,MainBridge,TopKPair,FDR,5,0.42160487658639,0.536733067729084,-0.169751091830794,0.0625
LIRCMOP12_BC,MainBridge,TopKPair,FSG,5,30,26,3,0.125
LIRCMOP12_BC,MainBridge,TopKPair,SAR,5,0.710776456554963,0.802576733611216,-0.0734623085747976,0.0625
LIRCMOP12_BC,MainBridge,TopKPair,GPR,5,0.717948717948718,0.804466727438469,-0.0607030578024085,0.0625
LIRCMOP13_BC,MainBridge,RandSectorPair,FDR,5,0.064030131826742,0.183232931726908,-0.119202799900166,0.0625
LIRCMOP13_BC,MainBridge,RandSectorPair,FSG,5,40,40,0,1
LIRCMOP13_BC,MainBridge,RandSectorPair,SAR,5,0.07405570708323,0.112037332482451,-0.0412280839275372,0.0625
LIRCMOP13_BC,MainBridge,RandSectorPair,GPR,5,0.753036437246964,0.861128142244022,-0.114123534564171,0.0625
LIRCMOP13_BC,MainBridge,TopKPair,FDR,5,0.064030131826742,0.167609254498715,-0.100301562191022,0.0625
LIRCMOP13_BC,MainBridge,TopKPair,FSG,5,40,40,0,1
LIRCMOP13_BC,MainBridge,TopKPair,SAR,5,0.07405570708323,0.111084615078892,-0.031559751677259,0.0625
LIRCMOP13_BC,MainBridge,TopKPair,GPR,5,0.753036437246964,0.915943600867679,-0.164385516428767,0.0625
LIRCMOP14_BC,MainBridge,RandSectorPair,FDR,5,0.01932712956335,0.119255601974934,-0.0988577173111209,0.0625
LIRCMOP14_BC,MainBridge,RandSectorPair,FSG,5,40,40,0,1
LIRCMOP14_BC,MainBridge,RandSectorPair,SAR,5,0.150281165097618,0.18663550811596,-0.0412198497546646,0.0625
LIRCMOP14_BC,MainBridge,RandSectorPair,GPR,5,0.482697601258356,0.501868206521739,-0.0195816412231152,0.125
LIRCMOP14_BC,MainBridge,TopKPair,FDR,5,0.01932712956335,0.200548081714001,-0.17344614146146,0.0625
LIRCMOP14_BC,MainBridge,TopKPair,FSG,5,40,40,0,1
LIRCMOP14_BC,MainBridge,TopKPair,SAR,5,0.150281165097618,0.158776537875727,-0.00849537277810861,0.125
LIRCMOP14_BC,MainBridge,TopKPair,GPR,5,0.482697601258356,0.418440366972477,0.0615635465047512,0.125
MW1_BC,MainBridge,RandSectorPair,FDR,5,0.376824034334764,0.417627677100494,-0.0408036427657303,0.0625
MW1_BC,MainBridge,RandSectorPair,FSG,5,70,69,1,1
MW1_BC,MainBridge,RandSectorPair,SAR,5,0.375,0.397174506341307,-0.0270503041860599,0.125
MW1_BC,MainBridge,RandSectorPair,GPR,5,0.69,0.663982823403113,0.0192307692307692,0.125
MW1_BC,MainBridge,TopKPair,FDR,5,0.376824034334764,0.395294117647059,-0.0242556127594077,0.0625
MW1_BC,MainBridge,TopKPair,FSG,5,70,70,0,1
MW1_BC,MainBridge,TopKPair,SAR,5,0.375,0.416453265044814,-0.0447770848195969,0.0625
MW1_BC,MainBridge,TopKPair,GPR,5,0.69,0.652948557089084,0.0223497977389748,0.0625
MW2_BC,MainBridge,RandSectorPair,FDR,5,0.218181818181818,0.215525114155251,-0.0293254857847308,0.125
MW2_BC,MainBridge,RandSectorPair,FSG,5,27,27,-2,0.25
MW2_BC,MainBridge,RandSectorPair,SAR,5,0.185108970161818,0.221806033610043,0.00554490690032855,1
MW2_BC,MainBridge,RandSectorPair,GPR,5,0.763733994217266,0.761028134769017,0.0292591316814359,0.8125
MW2_BC,MainBridge,TopKPair,FDR,5,0.218181818181818,0.215038972948189,-0.0325313895305954,0.3125
MW2_BC,MainBridge,TopKPair,FSG,5,27,27,0,1
MW2_BC,MainBridge,TopKPair,SAR,5,0.185108970161818,0.190599886354412,-0.00621284700928162,0.8125
MW2_BC,MainBridge,TopKPair,GPR,5,0.763733994217266,0.793243243243243,-0.0632278789149625,0.1875
MW3_BC,MainBridge,RandSectorPair,FDR,5,0.00108126564989756,0.0402272727272727,-0.0391460070773752,0.0625
MW3_BC,MainBridge,RandSectorPair,FSG,5,22,22,0,1
MW3_BC,MainBridge,RandSectorPair,SAR,5,0.889909915338495,0.923549073230021,-0.0242021751521637,0.0625
MW3_BC,MainBridge,RandSectorPair,GPR,5,0.913892326732673,0.936225275740958,-0.0187943732888129,0.0625
MW3_BC,MainBridge,TopKPair,FDR,5,0.00108126564989756,0.0718235193524483,-0.0713468240827928,0.0625
MW3_BC,MainBridge,TopKPair,FSG,5,22,22,0,1
MW3_BC,MainBridge,TopKPair,SAR,5,0.889909915338495,0.944819921300051,-0.0501074081781785,0.0625
MW3_BC,MainBridge,TopKPair,GPR,5,0.913892326732673,0.957591256431333,-0.0380217137409813,0.0625
MW4_BC,MainBridge,RandSectorPair,FDR,5,0.0154440154440154,0.176008115647984,-0.16029647054632,0.0625
MW4_BC,MainBridge,RandSectorPair,FSG,5,84,80,1,0.5
MW4_BC,MainBridge,RandSectorPair,SAR,5,0.0625309900280976,0.111333890281259,-0.0486825501381988,0.0625
MW4_BC,MainBridge,RandSectorPair,GPR,5,0.625559765759559,0.609451219512195,0.00618768872730335,0.8125
MW4_BC,MainBridge,TopKPair,FDR,5,0.0154440154440154,0.0772699323631892,-0.0618259169191737,0.0625
MW4_BC,MainBridge,TopKPair,FSG,5,84,84,0,1
MW4_BC,MainBridge,TopKPair,SAR,5,0.0625309900280976,0.120604024918899,-0.0559309765581797,0.0625
MW4_BC,MainBridge,TopKPair,GPR,5,0.625559765759559,0.635639543963767,-0.0368782187505983,0.1875
MW5_BC,MainBridge,RandSectorPair,FDR,5,0.288896543805259,0.327912254160363,-0.0352430389591038,0.0625
MW5_BC,MainBridge,RandSectorPair,FSG,5,65,67,-2,0.0625
MW5_BC,MainBridge,RandSectorPair,SAR,5,0.420546826197684,0.51525854761232,-0.0937167421284914,0.0625
MW5_BC,MainBridge,RandSectorPair,GPR,5,0.481117035896872,0.555380710659898,-0.087937758416773,0.0625
MW5_BC,MainBridge,TopKPair,FDR,5,0.288896543805259,0.353264744830396,-0.067677956188472,0.0625
MW5_BC,MainBridge,TopKPair,FSG,5,65,64,0,1
MW5_BC,MainBridge,TopKPair,SAR,5,0.420546826197684,0.468664980191876,-0.053805331905168,0.0625
MW5_BC,MainBridge,TopKPair,GPR,5,0.481117035896872,0.510630881840363,-0.0444412627501524,0.125
MW6_BC,MainBridge,RandSectorPair,FDR,5,0.0878048780487805,0.200534759358289,-0.0814601553587919,0.0625
MW6_BC,MainBridge,RandSectorPair,FSG,5,36,37,-3,0.875
MW6_BC,MainBridge,RandSectorPair,SAR,5,0.0213827512473272,0.0183862351698863,-0.0142670682472577,0.4375
MW6_BC,MainBridge,RandSectorPair,GPR,5,0.887755102040816,0.806122448979592,0.0765376386395494,0.0625
MW6_BC,MainBridge,TopKPair,FDR,5,0.0878048780487805,0.106194690265487,-0.000639134709931169,0.625
MW6_BC,MainBridge,TopKPair,FSG,5,36,33,0,1
MW6_BC,MainBridge,TopKPair,SAR,5,0.0213827512473272,0.0396491228070175,-0.0188841941741444,0.0625
MW6_BC,MainBridge,TopKPair,GPR,5,0.887755102040816,0.766262403528115,0.0937375964718853,0.0625
MW7_BC,MainBridge,RandSectorPair,FDR,5,0.010462273270029,0.0402761138684466,-0.0308852470456872,0.0625
MW7_BC,MainBridge,RandSectorPair,FSG,5,26,25,-2,0.5
MW7_BC,MainBridge,RandSectorPair,SAR,5,0.928746061751733,0.949443218825507,-0.0183538799032302,0.0625
MW7_BC,MainBridge,RandSectorPair,GPR,5,0.949772042346032,0.958732517034684,-0.007952568049163,0.0625
MW7_BC,MainBridge,TopKPair,FDR,5,0.010462273270029,0.050201601453802,-0.0409659090909091,0.0625
MW7_BC,MainBridge,TopKPair,FSG,5,26,26,0,1
MW7_BC,MainBridge,TopKPair,SAR,5,0.928746061751733,0.957415680434726,-0.0276979299165711,0.0625
MW7_BC,MainBridge,TopKPair,GPR,5,0.949772042346032,0.961510206223435,-0.0118294842856018,0.0625
MW8_BC,MainBridge,RandSectorPair,FDR,5,0.00947867298578199,0.015400955921402,-0.00592228293562003,0.3125
MW8_BC,MainBridge,RandSectorPair,FSG,5,48,45,3,0.75
MW8_BC,MainBridge,RandSectorPair,SAR,5,0.052914033503862,0.0931658589654831,-0.0402518254616212,0.4375
MW8_BC,MainBridge,RandSectorPair,GPR,5,0.698542805100182,0.624643468339989,0.0687179647474718,0.125
MW8_BC,MainBridge,TopKPair,FDR,5,0.00947867298578199,0.00773860705073087,0.00220670027315074,0.625
MW8_BC,MainBridge,TopKPair,FSG,5,48,46,0,1
MW8_BC,MainBridge,TopKPair,SAR,5,0.052914033503862,0.107550919026329,-0.0457285579848117,0.125
MW8_BC,MainBridge,TopKPair,GPR,5,0.698542805100182,0.623927038626609,0.100381261768647,0.0625
MW9_BC,MainBridge,RandSectorPair,FDR,5,0.00698472830590742,0.008536368486573,-0.000602319143144323,0.125
MW9_BC,MainBridge,RandSectorPair,FSG,5,66,65,1,0.75
MW9_BC,MainBridge,RandSectorPair,SAR,5,0.984933677114721,0.986993408496784,-0.00391044804580198,0.1875
MW9_BC,MainBridge,RandSectorPair,GPR,5,0.987869024919456,0.992383476775193,-0.00215703601809469,0.0625
MW9_BC,MainBridge,TopKPair,FDR,5,0.00698472830590742,0.0190431131350169,-0.0109976801014153,0.0625
MW9_BC,MainBridge,TopKPair,FSG,5,66,66,0,1
MW9_BC,MainBridge,TopKPair,SAR,5,0.984933677114721,0.991461530056351,-0.00597162251314975,0.0625
MW9_BC,MainBridge,TopKPair,GPR,5,0.987869024919456,0.995330178330774,-0.00580834454015444,0.0625
MW10_BC,MainBridge,RandSectorPair,FDR,5,0,0.000610873549175321,-0.000610873549175321,0.0625
MW10_BC,MainBridge,RandSectorPair,FSG,5,72,55,-1,0.8125
MW10_BC,MainBridge,RandSectorPair,SAR,5,0.65833618623759,0.50783450068597,0.135226059654092,0.3125
MW10_BC,MainBridge,RandSectorPair,GPR,5,0.794628099173554,0.856747707089824,-0.0273377985195256,0.125
MW10_BC,MainBridge,TopKPair,FDR,5,0,0.000166444740346205,-0.000166444740346205,0.25
MW10_BC,MainBridge,TopKPair,FSG,5,72,64,0,1
MW10_BC,MainBridge,TopKPair,SAR,5,0.65833618623759,0.669300100144653,-0.0443518102799856,0.4375
MW10_BC,MainBridge,TopKPair,GPR,5,0.794628099173554,0.844052287581699,-0.0494241884081457,0.125
MW11_BC,MainBridge,RandSectorPair,FDR,5,0,0.000339021358345576,-0.000339021358345576,0.0625
MW11_BC,MainBridge,RandSectorPair,FSG,5,20,21,1,1
MW11_BC,MainBridge,RandSectorPair,SAR,5,0.99823447193546,0.99815717368638,-0.000162722410001592,0.625
MW11_BC,MainBridge,RandSectorPair,GPR,5,0.999678766463219,0.999853669243714,-0.00016941167119644,0.0625
