problem,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
DASCMOP5_BC,MainBridge,RandSectorPair,SAR,10,0.92357066172868,0.940098536287561,4.46918275566199e-05,1
DASCMOP5_BC,MainBridge,RandSectorPair,GPR,10,0.994492416209273,0.993640483610906,0.00161118083654521,0.375
DASCMOP5_BC,MainBridge,RandSectorPair,FDR,10,0.000182719403537625,0.000351430929639392,-0.000114144721070482,0.431640625
DASCMOP5_BC,MainBridge,RandSectorPair,FSG,10,376,376,7,0.333984375
DASCMOP5_BC,MainBridge,TopKPair,SAR,10,0.92357066172868,0.93542677294196,-0.0118561112132802,0.275390625
DASCMOP5_BC,MainBridge,TopKPair,GPR,10,0.994492416209273,0.995761918056168,-0.0018570013615648,0.193359375
DASCMOP5_BC,MainBridge,TopKPair,FDR,10,0.000182719403537625,0.000481579309909349,-4.6725052019052e-05,0.625
DASCMOP5_BC,MainBridge,TopKPair,FSG,10,376,376,0,1
DASCMOP6_BC,MainBridge,RandSectorPair,SAR,10,0.869953510834133,0.870616726372747,-0.0255074949283262,0.375
DASCMOP6_BC,MainBridge,RandSectorPair,GPR,10,0.9692727183148,0.977433160666155,-0.013801996026392,0.037109375
DASCMOP6_BC,MainBridge,RandSectorPair,FDR,10,0.000507586050240386,0.000447609897785725,-0.000165543374703834,0.4921875
DASCMOP6_BC,MainBridge,RandSectorPair,FSG,10,353.5,377,-1,0.8203125
DASCMOP6_BC,MainBridge,TopKPair,SAR,10,0.869953510834133,0.92388473031091,-0.0476300596951905,0.001953125
DASCMOP6_BC,MainBridge,TopKPair,GPR,10,0.9692727183148,0.981283383633859,-0.0174491516814757,0.001953125
DASCMOP6_BC,MainBridge,TopKPair,FDR,10,0.000507586050240386,0.000641606538821892,3.0218574959281e-06,0.845703125
DASCMOP6_BC,MainBridge,TopKPair,FSG,10,353.5,352.5,0,0.25
LIRCMOP1_BC,MainBridge,RandSectorPair,SAR,10,1,1,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,GPR,10,1,1,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,FDR,10,0,0,0,1
LIRCMOP1_BC,MainBridge,RandSectorPair,FSG,10,145,145,0,1
LIRCMOP1_BC,MainBridge,TopKPair,SAR,10,1,1,0,1
LIRCMOP1_BC,MainBridge,TopKPair,GPR,10,1,1,0,1
LIRCMOP1_BC,MainBridge,TopKPair,FDR,10,0,0,0,1
LIRCMOP1_BC,MainBridge,TopKPair,FSG,10,145,145,0,1
MW1_BC,MainBridge,RandSectorPair,SAR,10,0.382619769094797,0.396492853413482,-0.0148257282807701,0.064453125
MW1_BC,MainBridge,RandSectorPair,GPR,10,0.684516582349635,0.659838292320934,0.0257678623769729,0.00390625
MW1_BC,MainBridge,RandSectorPair,FDR,10,0.37743129629563,0.41201326281443,-0.0360206436029072,0.001953125
MW1_BC,MainBridge,RandSectorPair,FSG,10,68,69.5,-1,0.478515625
MW1_BC,MainBridge,TopKPair,SAR,10,0.382619769094797,0.415376622647205,-0.0266877339183774,0.001953125
MW1_BC,MainBridge,TopKPair,GPR,10,0.684516582349635,0.663665230675,0.0180759389604842,0.037109375
MW1_BC,MainBridge,TopKPair,FDR,10,0.37743129629563,0.401333323217712,-0.0258394535533055,0.001953125
MW1_BC,MainBridge,TopKPair,FSG,10,68,68,0,1
