problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
DASCMOP4_BC,1,50000,50172,230,29,4,29,5,20,0,0.457184590806329,0.727047033736677,0.0192104894471879,0
DASCMOP4_BC,1,70000,70192,321,29,3,29,5,20,0,0.333822041457216,0.399376884334493,0.0319803555026784,0
DASCMOP4_BC,1,100000,100112,457,29,4,29,5,20,0,0.107745332942896,0.137466454207164,0.00809502526256682,0
DASCMOP4_BC,2,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP4_BC,2,30000,30000,149,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP4_BC,2,50000,50076,249,6,2,6,5,20,0,1.2822835408077,1.54138913274762,0.106595145280635,0
DASCMOP4_BC,2,70000,70088,340,53,9,53,5,20,0,0.475946152600634,0.497182746446219,0.0181823362054567,0
DASCMOP4_BC,2,100000,100008,476,29,7,29,5,20,0,3.15071150801129,3.55939621601592,0.0346565567703976,0
DASCMOP4_BC,3,10000,10080,48,43,9,43,5,20,0,0.476958879678058,0.666565889495705,0.0881418529240163,0
DASCMOP4_BC,3,30000,30100,139,44,8,44,5,20,0,0.382519666983239,0.843807509429081,0.0539416294049581,0
DASCMOP4_BC,3,50000,50120,230,36,4,36,5,20,2,0.0607650756939259,0.658754379579563,0.00921568658358755,0.1
DASCMOP4_BC,3,70000,70140,321,40,7,40,5,20,0,0.578994277449459,1.21822068287898,0.00778426605237474,0
DASCMOP4_BC,3,100000,100060,457,40,4,40,5,20,8,0.0902535909876381,1.20972964143771,0.00599539666055166,0.4
DASCMOP5_BC,1,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,30000,30000,149,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,50000,50000,249,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,1,70000,70020,345,39,10,39,5,20,0,0.57410430647476,0.674429027355846,0.0493895595146685,0
DASCMOP5_BC,1,100000,100160,482,24,7,24,5,20,0,0.885145163768604,1.34178748660136,0.0472351884982371,0
DASCMOP5_BC,2,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,2,30000,30000,149,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,2,50000,50000,249,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,2,70000,70000,349,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,2,100000,100000,499,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,3,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,3,30000,30000,149,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,3,50000,50000,249,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,3,70000,70000,349,0,0,0,0,0,0,NaN,NaN,NaN,NaN
DASCMOP5_BC,3,100000,100000,499,0,0,0,0,0,0,NaN,NaN,NaN,NaN
LIRCMOP5_BC,1,10000,10100,48,47,4,47,5,20,0,0.00337638593256934,0.00880313697562573,0.00137727262750199,0
LIRCMOP5_BC,1,30000,30120,139,27,1,27,5,20,0,0.00412957258984981,0.00868249020134305,0.000833786494688637,0
LIRCMOP5_BC,1,50000,50140,230,88,4,88,5,20,11,0.00339652825286461,0.0378340049370142,0.00336782319999689,0.55
LIRCMOP5_BC,1,70000,70160,321,69,4,69,5,20,7,0.153541119328134,0.169640616179133,0.00782947957836851,0.35
LIRCMOP5_BC,1,100000,100080,457,76,7,76,5,20,17,0.00443924132419193,0.0220136821392982,0.0031787825469354,0.85
LIRCMOP5_BC,2,10000,10080,49,17,4,17,5,20,20,0.0411610813710585,0.0466131251646684,0.00747990488508171,1
LIRCMOP5_BC,2,30000,30100,140,43,8,43,5,20,6,0.00444378977023993,0.0105505087453568,0.00280338532292324,0.3
LIRCMOP5_BC,2,50000,50120,231,68,10,68,5,20,12,0.148937768260987,0.265038487427673,0.0175658187232846,0.6
LIRCMOP5_BC,2,70000,70140,322,66,7,66,5,20,8,0.0125605253104984,0.0224901843370493,0.0028235955018668,0.4
LIRCMOP5_BC,2,100000,100060,458,80,7,80,5,20,16,0.046704988192194,0.321671541370712,0.00258523284942404,0.8
LIRCMOP5_BC,3,10000,10008,49,2,1,2,2,8,8,0.828713619012264,0.842479152551849,0.0085260624236054,1
LIRCMOP5_BC,3,30000,30028,140,28,1,28,5,20,0,0.00617527263499776,0.010227592809368,0.0036737378227487,0
LIRCMOP5_BC,3,50000,50048,231,77,5,77,5,20,12,0.110237618203498,0.154508760606594,0.0164222614558868,0.6
LIRCMOP5_BC,3,70000,70068,322,79,9,79,5,20,8,0.0283771726289043,0.0472175877338603,0.00757904578439258,0.4
LIRCMOP5_BC,3,100000,100208,459,84,8,84,5,20,20,0.021486063950742,0.0240884365300883,0.00122061484360048,1
LIRCMOP6_BC,1,10000,10164,49,27,3,27,5,20,16,0.00611147507410392,0.00818090702101422,0.00323199008311407,0.8
LIRCMOP6_BC,1,30000,30184,140,64,4,64,5,20,4,0.00687393063100673,0.0128019365670017,0.00115183978800414,0.2
LIRCMOP6_BC,1,50000,50204,231,90,4,90,5,20,7,0.00252579831553283,0.00932526807654524,0.00323726547308384,0.35
LIRCMOP6_BC,1,70000,70004,321,56,4,56,5,20,13,0.00248813657982173,0.00491394268102008,0.00414741386478248,0.65
LIRCMOP6_BC,1,100000,100144,458,59,4,59,5,20,8,0.0716473733254158,0.273643287847638,0.0170290951695655,0.4
LIRCMOP6_BC,2,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
LIRCMOP6_BC,2,30000,30112,141,22,2,22,5,20,0,0.0138302553637815,0.013906159282957,0.000746414512908876,0
LIRCMOP6_BC,2,50000,50132,232,77,2,77,5,20,3,0.0193045408372408,0.0389485737780875,0.00767315974890515,0.15
LIRCMOP6_BC,2,70000,70152,323,65,9,65,5,20,9,0.183247067363173,0.203554951589696,0.0160289453101042,0.45
LIRCMOP6_BC,2,100000,100072,459,76,6,76,5,20,20,0.01218028540846,0.0145972620454561,0.00123827967693275,1
LIRCMOP6_BC,3,10000,10072,48,55,8,55,5,20,0,0.0186564988042959,0.0374373353458029,0.00146152789485066,0
LIRCMOP6_BC,3,30000,30092,139,82,6,82,5,20,16,0.00540248063485644,0.0164489439155,0.0008887068031777,0.8
LIRCMOP6_BC,3,50000,50112,230,58,6,58,5,20,8,0.00297562934903078,0.024494292356117,0.0043020545206735,0.4
LIRCMOP6_BC,3,70000,70132,321,73,6,73,5,20,4,0.00115724240290465,0.00593140356575376,0.00164341725100279,0.2
LIRCMOP6_BC,3,100000,100052,457,95,5,95,5,20,12,0.0111858511639742,0.085252742042609,0.00204519935687958,0.6
LIRCMOP7_BC,1,10000,10120,47,39,7,39,5,20,12,0.0373600548067098,0.0435397627878104,0.00339579249374809,0.6
LIRCMOP7_BC,1,30000,30140,138,41,6,41,5,20,4,0.00665679699298635,0.0866928458946317,0.00645996373026444,0.2
LIRCMOP7_BC,1,50000,50160,229,57,4,57,5,20,5,0.0650885167309115,0.0839920980915076,0.00403495927304716,0.25
LIRCMOP7_BC,1,70000,70180,320,93,9,93,5,20,20,0.120671984220334,0.133031614739703,0.00550673526674049,1
LIRCMOP7_BC,1,100000,100100,456,94,6,94,5,20,6,0.0125572723629239,0.132327499274296,0.00258800051509615,0.3
LIRCMOP7_BC,2,10000,10200,48,49,7,49,5,20,15,0.00161744590092807,0.00469279173617112,0.00520272380878141,0.75
LIRCMOP7_BC,2,30000,30000,138,44,7,44,5,20,4,0.0159737422661706,0.074951538388101,0.00234735114333565,0.2
LIRCMOP7_BC,2,50000,50020,229,94,3,94,5,20,0,0.0109294661865717,0.0545101907473293,0.00256806462043977,0
LIRCMOP7_BC,2,70000,70040,320,95,4,95,5,20,20,0.0507757513158782,0.0733112360205613,0.0068951413561601,1
LIRCMOP7_BC,2,100000,100180,457,100,1,100,5,20,0,0.0230999747924511,0.0447467258535322,0.00631591188346927,0
LIRCMOP7_BC,3,10000,10160,48,57,6,57,5,20,0,0.000637412481391264,0.00180585679227156,0.000907564074863062,0
LIRCMOP7_BC,3,30000,30180,139,53,3,53,5,20,0,0.00383258962029723,0.00794277258661753,0.00127904845072898,0
LIRCMOP7_BC,3,50000,50200,230,97,8,97,5,20,0,0.0798715175789789,0.0975333386172865,0.004611404123709,0
LIRCMOP7_BC,3,70000,70000,320,98,3,98,5,20,8,0.0239728281723378,0.0282121366130297,0.00169771535652542,0.4
LIRCMOP7_BC,3,100000,100140,457,99,2,99,5,20,4,0.00320083949941025,0.0213816211773097,0.00456956177840255,0.2
LIRCMOP8_BC,1,10000,10172,48,33,7,33,5,20,0,0.0221353304350107,0.0245100229228302,0.0031389049080938,0
LIRCMOP8_BC,1,30000,30192,139,57,7,57,5,20,7,0.00332537814787265,0.0329773510053269,0.00155316450969067,0.35
LIRCMOP8_BC,1,50000,50212,230,97,6,97,5,20,20,0.058318614190209,0.0827377936778853,0.0117625291817682,1
LIRCMOP8_BC,1,70000,70012,320,49,3,49,5,20,19,0.158629662902637,0.177883952902868,0.00820930447386818,0.95
LIRCMOP8_BC,1,100000,100152,457,98,3,98,5,20,12,0.00166763560216342,0.0355827398984364,0.00249856808072589,0.6
LIRCMOP8_BC,2,10000,10000,49,0,0,0,0,0,0,NaN,NaN,NaN,NaN
LIRCMOP8_BC,2,30000,30020,140,35,3,35,5,20,0,0.00926190253481594,0.0114768840904075,0.00345107212631159,0
LIRCMOP8_BC,2,50000,50040,231,89,4,89,5,20,12,0.0217399142810893,0.0249547216571468,0.00260734697709214,0.6
LIRCMOP8_BC,2,70000,70060,322,96,2,96,5,20,0,0.00198666183622579,0.011187365116,0.00201174069142558,0
LIRCMOP8_BC,2,100000,100200,459,100,1,100,5,20,0,0.00571210107424388,0.0255942597303549,0.00157713421363922,0
LIRCMOP8_BC,3,10000,10140,47,53,9,53,5,20,15,0.019752262125886,0.050551728459987,0.00265136703497233,0.75
LIRCMOP8_BC,3,30000,30160,138,32,10,32,5,20,0,0.0278147645604244,0.0506086642153033,0.00242909649659173,0
LIRCMOP8_BC,3,50000,50180,229,56,5,56,5,20,8,0.0238437809665158,0.0299601738236166,0.00323522589489625,0.4
LIRCMOP8_BC,3,70000,70200,320,55,7,55,5,20,20,0.0714373034120993,0.0771340813279733,0.00886635452538445,1
LIRCMOP8_BC,3,100000,100120,456,101,2,101,5,20,9,0.00150398676068554,0.0029104717104139,0.00487758220775563,0.45
LIRCMOP9_BC,1,10000,10020,46,27,7,27,5,20,20,0.200498597331393,0.245105193328609,0.0191372386475754,1
LIRCMOP9_BC,1,30000,30040,137,23,5,23,5,20,20,0.00112545164489432,0.447102803151673,0.00191697421171207,1
LIRCMOP9_BC,1,50000,50060,228,30,10,30,5,20,20,0.398230136122483,0.403569214882487,0.0110841761982841,1
LIRCMOP9_BC,1,70000,70080,319,32,6,32,5,20,20,0.152423858014573,0.263706582388541,0.00568008369820371,1
LIRCMOP9_BC,1,100000,100000,455,48,11,48,5,20,20,0.072753598275869,0.134958805672635,0.00331878730187846,1
LIRCMOP9_BC,2,10000,10060,46,31,7,31,5,20,20,0.204589102096838,0.231774859462296,0.0201579451435947,1
LIRCMOP9_BC,2,30000,30080,137,25,7,25,5,20,20,0.00584528574526335,0.00644717554329058,0.00101631197013231,1
LIRCMOP9_BC,2,50000,50100,228,28,8,28,5,20,20,0.49468306522003,0.530970775713779,0.0178664922920052,1
LIRCMOP9_BC,2,70000,70120,319,38,8,38,5,20,20,0.0654970998657369,0.0931261729561841,0.00579452638184362,1
LIRCMOP9_BC,2,100000,100040,455,27,8,27,5,20,16,0.845283929525869,1.00097514575063,0.0127508902215291,0.8
LIRCMOP9_BC,3,10000,10128,47,26,9,26,5,20,20,0.0260652732520494,0.840065305908375,0.00693599572879103,1
LIRCMOP9_BC,3,30000,30148,138,36,9,36,5,20,20,0.215159425966702,0.224558291349114,0.00420142243817518,1
LIRCMOP9_BC,3,50000,50168,229,33,9,33,5,20,20,0.0828243389242007,0.0869010030596635,0.00558813990464481,1
LIRCMOP9_BC,3,70000,70188,320,37,6,37,5,20,14,0.0337437860886373,0.114453874382543,0.0100951755702397,0.7
LIRCMOP9_BC,3,100000,100108,456,54,11,54,5,20,16,0.0243057655569508,0.0603749297359711,0.00349113938118435,0.8
LIRCMOP10_BC,1,10000,10028,46,13,3,13,5,20,0,0.0144882253332208,0.0162386316069303,0.00105358061587995,0
LIRCMOP10_BC,1,30000,30048,137,20,5,20,5,20,10,0.00436406135793046,0.0502836271001501,0.00682142345083291,0.5
LIRCMOP10_BC,1,50000,50068,228,52,14,52,5,20,20,0.524633717804414,0.552145237651493,0.0129539830771238,1
LIRCMOP10_BC,1,70000,70088,319,55,9,55,5,20,20,0.234726592879525,0.242705683092579,0.0118850468703271,1
LIRCMOP10_BC,1,100000,100008,455,54,8,54,5,20,16,0.00620723600761155,0.00697119360262119,0.00040837133898837,0.8
LIRCMOP10_BC,2,10000,10212,47,15,4,15,5,20,0,0.0116084121863162,0.0474481547593587,0.000753007773934567,0
LIRCMOP10_BC,2,30000,30012,137,26,9,26,5,20,20,0.273093801554705,1.94020579647792,0.0417164634578761,1
LIRCMOP10_BC,2,50000,50032,228,26,8,26,5,20,20,0.38420089822864,0.477645828305966,0.0299586353141917,1
LIRCMOP10_BC,2,70000,70052,319,36,9,36,5,20,0,0.00481253278539946,0.0278808848779796,0.000354329508565979,0
LIRCMOP10_BC,2,100000,100192,456,55,9,55,5,20,16,0.0013571257285898,0.0044827476133373,0.000387538678619557,0.8
LIRCMOP10_BC,3,10000,10132,47,24,7,24,5,20,0,0.0608498986540322,0.0666659681098434,0.00371942768416188,0
LIRCMOP10_BC,3,30000,30152,138,26,10,26,5,20,20,0.180337025076036,0.226609653459129,0.0193992681280383,1
LIRCMOP10_BC,3,50000,50172,229,32,8,32,5,20,20,0.208120066484322,0.237700988036668,0.00723949836954917,1
LIRCMOP10_BC,3,70000,70192,320,55,11,55,5,20,20,0.118669859829903,0.12280272158483,0.00539892782315194,1
LIRCMOP10_BC,3,100000,100112,456,61,10,61,5,20,4,0.00139943170877798,0.060418399897825,0.001989011244651,0.2
