problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,26695,21491,19290,7052,7052,91,6961,911,0.0698826097426538,0.0713981165490548,0.0681229033230496,0.987663074305162,0,1,0.043956043956044,0.517885361298664,0.0226978882344491,0.181929019387183,0.181929019387182,1,1,88,913,879,879,0.249958282291704,0.247893923191512,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP1_BC,DASCMOP_BC,2,1002,25285,20661,18700,6999,6999,109,6890,918,0.0706302690196418,0.0720110247979791,0.0674555693840474,0.985140734390627,0,1,0.0458715596330275,0.538171262699565,0.021044992743106,0.220504503085206,0.220504503085206,1,1,85,914,872,872,0.252548428337889,0.25088816535148,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP1_BC,DASCMOP_BC,3,1003,25028,20740,19118,7094,7094,46,7048,918,0.0667373955160912,0.0669824417279652,0.0614604324289012,0.994361432196222,0,1,0.130434782608696,0.654370034052213,0.0137627695800227,0.316345135784393,0.316345135784393,1,1,100,919,887,887,0.324500844579504,0.323976866549421,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP1_BC,DASCMOP_BC,4,1004,25415,20770,19075,7113,7113,123,6990,918,0.0675446774541112,0.0683834585978512,0.0665372304770362,0.983551244200759,0,1,0.0487804878048781,0.610014306151645,0.0244635193133047,0.166068289864302,0.166068289864302,1,1,95,918,913,913,0.246055239667646,0.243200662152462,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP1_BC,DASCMOP_BC,5,1005,24426,20454,19127,7157,7157,63,7094,916,0.073864438643148,0.0740355789423448,0.0708801104595519,0.992874109263658,0,1,0.19047619047619,0.62461234846349,0.0159289540456724,0.127409897122678,0.127409897122678,1,1,93,862,830,830,0.248108718693714,0.240777385053365,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP2_BC,DASCMOP_BC,1,1001,32943,29528,20672,7242,7242,376,6866,916,0.0355950063163211,0.03489435465561,0.0339003702973019,0.949461474730737,0.0212765957446809,1,0.0265957446808511,0.475385959801922,0.064083891639965,0.164485228314659,0.154657689513535,1,1,100,878,874,874,0.22613502069031,0.212756959559747,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP2_BC,DASCMOP_BC,2,1002,30084,26448,19682,7212,7212,283,6929,917,0.0452574158338499,0.0451214233249499,0.0445218838796479,0.962423738214088,0.0318021201413428,1,0.0424028268551237,0.526049935055564,0.0526771539904748,0.222294639203812,0.222294639203812,1,1,98,881,877,877,0.22150740398708,0.208816491517925,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP2_BC,DASCMOP_BC,3,1003,31936,27858,20281,7272,7272,280,6992,919,0.0452511714847649,0.0450401373095959,0.0452714237634401,0.963146314631463,0.0178571428571429,1,0.0428571428571429,0.526744851258581,0.0530606407322654,0.195027435495614,0.195027435495614,1,1,100,896,892,892,0.229130595610944,0.221648630058787,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP2_BC,DASCMOP_BC,4,1004,32514,28289,20451,7292,7292,255,7037,916,0.049614357134671,0.0495660902527604,0.0491077227194823,0.967361492046078,0.0392156862745098,1,0.0666666666666667,0.471507744777604,0.0395054710814267,0.210701386363619,0.198412235266003,1,1,100,904,900,900,0.223099626748656,0.211298836290804,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
DASCMOP2_BC,DASCMOP_BC,5,1005,33090,29308,20582,7258,7258,321,6937,915,0.0454291634476266,0.0453863884906072,0.0453442101400883,0.957701846238633,0.0311526479750779,1,0.043613707165109,0.46633991639037,0.0529047138532507,0.189220236875755,0.189220236875755,1,1,100,857,853,853,0.217377303775944,0.202059954427589,0,0,0,beta,selector_pareto_only,Selector ablation: Pareto-only ordering,beta,176.017307625
