problem,run,seed,target_FE,actual_FE,generation,query_mode,train_count,prev_bmem_candidate_count,prev_bmem_survivor_count,raw_generated_count,feasible_rate,gap_ratio50,gap_ratio90,near_boundary_rate_gap1,better_than_random_gap_rate,sample_feasible_count,sample_infeasible_count
LIRCMOP5_BC,3,3,10000,10000,49,random_all_w,8,0,0,0,NaN,NaN,NaN,NaN,NaN,399,1
LIRCMOP5_BC,3,3,30000,30150,137,random_all_w,79,73,65,30,0.566666666666667,0.91918787425998,2.90935622943748,0.566666666666667,1,333,67
LIRCMOP5_BC,3,3,50000,50160,224,random_all_w,100,130,77,30,0.266666666666667,0.46961426415079,1.69039339137153,0.733333333333333,1,236,164
LIRCMOP5_BC,3,3,70000,70170,311,random_all_w,61,39,22,30,0.166666666666667,2.8008943620154,5.23534601110676,0.166666666666667,1,177,223
LIRCMOP5_BC,3,3,100000,100020,455,random_all_w,24,17,9,0,NaN,NaN,NaN,NaN,NaN,274,126
LIRCMOP6_BC,3,3,10000,10160,48,random_all_w,113,107,102,30,1,7.63577887021466,10.7554375046064,0,1,369,31
LIRCMOP6_BC,3,3,30000,30170,135,random_all_w,81,70,63,30,0.4,0.854033853606397,3.71102005513491,0.533333333333333,1,334,66
LIRCMOP6_BC,3,3,50000,50180,222,random_all_w,120,119,110,30,0.133333333333333,0.577526324346266,2.08353387680444,0.6,1,294,106
LIRCMOP6_BC,3,3,70000,70200,311,random_all_w,32,30,20,30,0.133333333333333,0.766141372238975,31.6391803706036,0.566666666666667,1,249,151
LIRCMOP6_BC,3,3,100000,100200,449,random_all_w,41,41,18,30,0.166666666666667,3.29777485795191,9.80176153308952,0.266666666666667,1,268,132
LIRCMOP7_BC,3,3,10000,10080,47,random_all_w,146,153,135,30,0.633333333333333,0.944950826596392,13.1085678986008,0.5,1,352,48
LIRCMOP7_BC,3,3,30000,30090,134,random_all_w,48,42,34,30,0.666666666666667,5.42887675014789,23.5979339945859,0.366666666666667,1,307,93
LIRCMOP7_BC,3,3,50000,50100,221,random_all_w,98,79,67,30,0.233333333333333,1.68284620578981,5.38287139925439,0.4,1,273,127
LIRCMOP7_BC,3,3,70000,70110,308,random_all_w,175,168,158,30,0.0666666666666667,0.559198634047521,4.36309270892668,0.566666666666667,1,187,213
LIRCMOP7_BC,3,3,100000,100010,438,random_all_w,149,122,111,30,0.266666666666667,0.181387801632539,1.7359831808378,0.833333333333333,1,122,278
LIRCMOP8_BC,3,3,10000,10090,46,random_all_w,154,155,143,30,1,7.98564300882559,9.22462940002501,0,1,333,67
LIRCMOP8_BC,3,3,30000,30100,133,random_all_w,57,62,52,30,0.366666666666667,1.04486637368363,10.7541624335715,0.466666666666667,1,321,79
LIRCMOP8_BC,3,3,50000,50110,220,random_all_w,75,71,60,30,0.266666666666667,3.27458178685958,8.80084418947035,0.3,1,295,105
LIRCMOP8_BC,3,3,70000,70120,307,random_all_w,133,106,98,30,0.133333333333333,1.45416469316861,17.5495983802246,0.466666666666667,1,224,176
LIRCMOP8_BC,3,3,100000,100020,437,random_all_w,195,172,171,30,0.333333333333333,0.958742820938959,4.25834989920054,0.533333333333333,1,146,254
LIRCMOP9_BC,3,3,10000,10100,48,random_all_w,15,19,11,0,NaN,NaN,NaN,NaN,NaN,249,151
LIRCMOP9_BC,3,3,30000,30210,140,random_all_w,51,52,20,30,0.9,10.4799173796584,197.54905793172,0.333333333333333,1,288,112
LIRCMOP9_BC,3,3,50000,50100,227,random_all_w,44,42,17,30,0.766666666666667,23.6403945557702,63.0449603492539,0.233333333333333,1,267,133
LIRCMOP9_BC,3,3,70000,70020,314,random_all_w,57,38,22,30,0.466666666666667,3.57555949667799,29.3990659794877,0.233333333333333,1,236,164
LIRCMOP9_BC,3,3,100000,100090,445,random_all_w,60,38,17,30,0.633333333333333,32.2645587692504,77.5110695618428,0.333333333333333,1,226,174
LIRCMOP10_BC,3,3,10000,10070,48,random_all_w,32,26,21,30,1,167.101440616401,206.775931627654,0,0.866666666666667,316,84
LIRCMOP10_BC,3,3,30000,30220,139,random_all_w,59,55,18,30,0.6,8.82814635851869,55.2039256848799,0.333333333333333,1,267,133
LIRCMOP10_BC,3,3,50000,50000,225,random_all_w,55,75,34,30,0.633333333333333,8.92685736078435,626.505716857904,0.4,0.9,263,137
LIRCMOP10_BC,3,3,70000,70010,312,random_all_w,77,80,40,30,0.466666666666667,0.504162722522538,16.2090869240165,0.6,1,246,154
LIRCMOP10_BC,3,3,100000,100140,443,random_all_w,98,98,59,30,0.433333333333333,1.50284835127046,22.0627297212376,0.5,1,269,131
