problem,run,seed,target_FE,actual_FE,generation,query_mode,train_count,prev_bmem_candidate_count,prev_bmem_survivor_count,raw_generated_count,feasible_rate,gap_ratio50,gap_ratio90,near_boundary_rate_gap1,better_than_random_gap_rate,sample_feasible_count,sample_infeasible_count
LIRCMOP5_BC,3,3,10000,10000,49,random_all_w,8,0,0,0,NaN,NaN,NaN,NaN,NaN,399,1
LIRCMOP5_BC,3,3,30000,30210,137,random_all_w,71,50,48,30,0.6,1.89672431532243,5.97751635703376,0.2,1,343,57
LIRCMOP5_BC,3,3,50000,50220,224,random_all_w,65,85,41,30,0.2,2.1602134202334,5.82755494075729,0.2,1,206,194
LIRCMOP5_BC,3,3,70000,70000,310,random_all_w,94,82,54,30,0.433333333333333,3.19611451967636,63.5571741077834,0.2,1,144,256
LIRCMOP5_BC,3,3,100000,100110,455,random_all_w,34,32,18,30,0.166666666666667,3.25298309116257,17.0595034454245,0.166666666666667,1,258,142
LIRCMOP6_BC,3,3,10000,10160,48,random_all_w,105,100,93,30,0.7,1.35517514420432,3.89817099946662,0.366666666666667,1,368,32
LIRCMOP6_BC,3,3,30000,30220,136,random_all_w,44,47,33,30,0.666666666666667,14.0172559859894,26.3554371084103,0.366666666666667,1,350,50
LIRCMOP6_BC,3,3,50000,50000,222,random_all_w,166,159,124,30,0.266666666666667,1.74993981025272,18.8731569447631,0.333333333333333,1,207,193
LIRCMOP6_BC,3,3,70000,70010,309,random_all_w,115,108,99,30,0.2,3.11104241785725,9.73957550372987,0.233333333333333,1,277,123
LIRCMOP6_BC,3,3,100000,100020,440,random_all_w,41,34,10,30,0.166666666666667,1.12178895410711,7.1336539133887,0.466666666666667,1,255,145
LIRCMOP7_BC,3,3,10000,10080,47,random_all_w,61,131,48,30,0.233333333333333,2.04499105249968,5.77966121764156,0.166666666666667,1,365,35
LIRCMOP7_BC,3,3,30000,30090,134,random_all_w,60,64,43,30,0.7,1.21070203499951,5.82967640166633,0.466666666666667,1,305,95
LIRCMOP7_BC,3,3,50000,50100,221,random_all_w,157,166,136,30,0.3,1.04802726498661,3.77188966682484,0.5,1,162,238
LIRCMOP7_BC,3,3,70000,70110,308,random_all_w,149,169,120,30,0.233333333333333,0.73399573001395,2.65896294966331,0.666666666666667,1,133,267
LIRCMOP7_BC,3,3,100000,100010,438,random_all_w,161,162,138,30,0.166666666666667,1.27582167237963,5.15194896895102,0.466666666666667,1,130,270
LIRCMOP8_BC,3,3,10000,10090,46,random_all_w,69,63,49,30,0.433333333333333,0.994078030171041,8.83287960332016,0.5,0.966666666666667,350,50
LIRCMOP8_BC,3,3,30000,30100,133,random_all_w,80,75,75,30,0.3,2.71070790774815,9.18130980201994,0.2,1,319,81
LIRCMOP8_BC,3,3,50000,50110,220,random_all_w,98,94,78,30,0.266666666666667,1.30145620024184,5.56098792607955,0.466666666666667,1,310,90
LIRCMOP8_BC,3,3,70000,70120,307,random_all_w,88,69,73,30,0.166666666666667,1.63713502795431,16.8757741478338,0.466666666666667,0.966666666666667,275,125
LIRCMOP8_BC,3,3,100000,100020,437,random_all_w,200,176,176,30,0.166666666666667,1.5031019553319,4.06751324789911,0.3,1,207,193
LIRCMOP9_BC,3,3,10000,10180,49,random_all_w,10,16,8,0,NaN,NaN,NaN,NaN,NaN,248,152
LIRCMOP9_BC,3,3,30000,30170,141,random_all_w,25,39,11,0,NaN,NaN,NaN,NaN,NaN,275,125
LIRCMOP9_BC,3,3,50000,50220,230,random_all_w,45,30,9,30,0.766666666666667,22.4286944407955,61.9701116385979,0.266666666666667,1,258,142
LIRCMOP9_BC,3,3,70000,70160,318,random_all_w,20,55,6,0,NaN,NaN,NaN,NaN,NaN,203,197
LIRCMOP9_BC,3,3,100000,100030,448,random_all_w,61,41,27,30,0.466666666666667,14.5920707405642,44.7301978408915,0.233333333333333,1,193,207
LIRCMOP10_BC,3,3,10000,10110,47,random_all_w,48,43,39,30,0.866666666666667,11.1531833080215,22.3146266983481,0.166666666666667,1,292,108
LIRCMOP10_BC,3,3,30000,30170,138,random_all_w,70,63,32,30,0.466666666666667,2.86348727635826,44.937019667395,0.4,1,272,128
LIRCMOP10_BC,3,3,50000,50180,225,random_all_w,79,80,32,30,0.366666666666667,1.23836388603739,14.7837947012391,0.5,1,270,130
LIRCMOP10_BC,3,3,70000,70190,312,random_all_w,73,69,38,30,0.333333333333333,1.33500987455111,11.3371816720039,0.466666666666667,1,250,150
LIRCMOP10_BC,3,3,100000,100090,442,random_all_w,111,106,73,30,0.2,0.82534315460522,3.97379489296327,0.6,1,240,160
