problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP1_BC,1,ref_y_tau,10000,10000,45,27,1,0.09,27,0,0.00264075231174039,0.0065889432029396,27,20,5,0.00139470013947001,100,0.989918694067965,1.50926081215457,0,1,19,20,0,0.740740740740741,0.0782304507549556,0.0790191838044327,0,0.07961439191355,NaN,0.45,-0.0109136410470331,0,0.0786773950715487,0.0796767077020637,0.0785342997534796,0.0796823575419885,0,400,24,448,448,162,286,81,10,100,10,7076,0,30,30,30,30,27,27,27,27,27,0,20
DASCMOP1_BC,1,ref_y_tau,30000,30018,136,78,1,0.26,78,0,0.00563935931482002,0.0140687895209137,78,20,5,0.00402913373624671,41.025641025641,0.447493870074232,0.683271051761359,0,20,0,20,8,0.256410256410256,0.0612550321003724,0.0973921750511502,0,0.107537749677424,NaN,0.8,0.020167908358567,0.0769230769230769,0.0748740808437857,0.119642634657742,0.119642634657742,NaN,0.4,400,76,552,552,207,345,129,26,97,26,6518,0,78,78,78,78,78,78,78,78,78,0,20
DASCMOP1_BC,1,ref_y_tau,50000,50038,227,74,1,0.25,74,0,0.00148418320867138,0.00463474069327939,74,20,5,0.00382251149336226,43.2432432432432,0.584764307133158,0.810960011417582,0,20,0,20,5,0.27027027027027,0.0437582923402684,0.0949094277901454,0,0.0949094277901454,NaN,0.1,-0.179930083162698,0.16,0.0465611933545116,0.095577266363312,0.095577266363312,NaN,0.25,400,75,550,550,215,335,176,29,100,29,8713,0,87,87,87,87,74,74,74,74,74,0,20
DASCMOP1_BC,1,ref_y_tau,70000,70058,318,72,1,0.24,72,0,0.00101875120329379,0.00266663299848196,72,20,5,0.00371920037192004,44.4444444444444,0.438674773440714,0.796226395889617,0,20,0,20,0,0.277777777777778,0.016811128153792,0.0250000689200886,0,0.0253495122231064,NaN,0.75,0.0449909042790817,0,0.018313495773005,0.0264764903339599,0.0264764903339599,NaN,0,400,75,550,550,219,331,175,28,100,28,8934,0,84,84,84,84,72,72,72,72,72,0,20
DASCMOP1_BC,1,ref_y_tau,100000,100198,455,78,1,0.26,78,0,0.000812718563664599,0.00413196357318989,78,20,5,0.00402913373624671,41.025641025641,0.432933171790106,0.791382884234293,0,20,0,20,2,0.256410256410256,0.0654690998539421,0.133517093002009,0,0.134042710915729,NaN,0.3,-0.0225869729688892,0.0769230769230769,0.067105553908073,0.135643085703105,0.135643085703105,NaN,0.1,400,78,556,556,220,336,177,30,100,30,8520,0,90,90,90,90,78,78,78,78,78,0,20
DASCMOP2_BC,1,ref_y_tau,10000,10208,46,45,1,0.15,45,0,0.00373744179644565,0.00665259582805999,45,20,5,0.00232450023245002,71.1111111111111,0.77862946068209,0.976702666167526,0,1,19,20,0,0.444444444444444,0.182249521215686,0.192491649609342,0,0.194291550772706,NaN,0.55,0.0238266844695118,0,0.186219693022811,0.194731419928704,0.184642129672378,0.194785418583103,0,400,42,484,484,180,304,82,16,99,16,6124,0,48,48,48,48,45,45,45,45,45,0,20
DASCMOP2_BC,1,ref_y_tau,30000,30008,136,65,1,0.22,65,0,0.00293344211522692,0.0175728659378784,65,20,5,0.00335761144687226,49.2307692307692,0.679515971152726,0.978923303555058,0,13,7,20,11,0.307692307692308,0.0114272734569376,0.0352672266586836,0,0.0466004732433055,NaN,0.5,0.0137728425251922,0.318181818181818,0.0363388066299285,0.0560808159530102,0.0605247648543528,0.0488436077581415,0.55,400,69,538,538,214,324,170,25,100,25,11344,2,75,75,75,75,65,65,65,65,65,0,20
DASCMOP2_BC,1,ref_y_tau,50000,50028,227,135,1,0.45,135,0,0.00273089121336016,0.00913016123368204,135,20,5,0.00697350069735007,23.7037037037037,0.761130862782486,1.08720326189634,0,1,19,20,5,0.148148148148148,0.0128459255128989,0.0262385841887067,0,0.0314030895499455,NaN,0.8,0.0700564217428948,0.222222222222222,0.0171016872001767,0.0338421896846391,0.0362199763596411,0.0304205567268672,0.25,400,135,670,670,277,393,236,46,100,46,12254,0,138,138,138,138,135,135,135,135,135,0,20
DASCMOP2_BC,1,ref_y_tau,70000,70048,318,126,1,0.42,126,0,0.00183887445823634,0.00674229583487205,126,20,5,0.00650860065086007,25.3968253968254,0.750193878915727,1.08720326189634,0,8,12,20,5,0.158730158730159,0.0255816140132792,0.0289222131398992,0,0.0314678715186496,NaN,0.5,-0.00261058251714541,0.119047619047619,0.0268191887917913,0.0360266834499385,0.0430678657897539,0.0336506718475219,0.25,400,129,658,658,279,379,230,49,100,49,11599,0,147,147,147,147,126,126,126,126,126,0,20
DASCMOP2_BC,1,ref_y_tau,100000,100188,455,138,1,0.46,138,0,0.00134911838137878,0.00544817218472905,138,20,5,0.0071284673795134,23.1884057971014,0.732466685877072,1.09274920099539,0,5,15,20,10,0.144927536231884,0.0679456693633031,0.100944546987158,0,0.106089484769943,NaN,0.6,0.0497089344517601,0.260869565217391,0.0749227551973918,0.106114532091591,0.127468270581964,0.100656672469314,0.5,400,138,676,676,274,402,237,51,100,51,11854,0,153,153,153,153,138,138,138,138,138,0,20
