problem,run,target_FE,actual_FE,gen,bmem_count,chain_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,feasible_rate
DASCMOP4_BC,3,10000,10080,48,41,10,6,5,20,0,0.697907133576108,0.964463879537067,0.0783342673212,0
DASCMOP4_BC,3,30000,30100,139,43,10,8,5,20,0,0.440037952371954,0.580158267505694,0.0100142364814994,0
LIRCMOP9_BC,3,10000,10140,47,19,6,6,5,20,20,0.331893117471785,0.785102863289751,0.0134972609164722,1
LIRCMOP9_BC,3,30000,30160,138,22,4,6,5,20,20,0.257237902865872,0.26797551640824,0.013327825248444,1
