problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,query_obj_dist50,query_obj_dist90,feasible_rate
DASCMOP1_BC,1,10000,10190,46,18,1,18,0,0.00287885514295309,0.0271774130157141,18,18,18,18,0.00789119998981059,0.0081696302373312,0,0.0340268809063459,0.0361483658826259,1
DASCMOP1_BC,1,30000,30141,137,57,1,57,0,0.00386569120947247,0.22731873468602,57,20,20,0,0.00979911757609053,0.0113509370019228,0,0.0965166850823186,0.124645648583984,0
DASCMOP1_BC,1,50000,50161,228,61,1,61,0,0.00209142774663826,0.22731873468602,61,20,20,12,0.0189599202907473,0.482292303475539,0,0.0636818417172619,0.551702049678107,0.6
DASCMOP1_BC,1,70000,70181,319,61,1,61,0,0.00137090942627788,0.22731873468602,61,20,20,4,0.0243771897222247,0.0382570917980949,0,0.0402698894560531,0.0808027701042007,0.2
DASCMOP1_BC,1,100000,100101,455,61,1,61,0,0.00108845710740988,0.22731873468602,61,20,20,2,0.0359401384100485,0.0822311006464722,0,0.0591072641171151,0.131734616999849,0.1
DASCMOP1_BC,2,10000,10031,45,32,1,32,0,0.00933435967740332,0.296858162965737,32,20,20,0,0.0481759331567428,0.0490991490906752,0,0.0495575497332055,0.0616368346124718,0
DASCMOP1_BC,2,30000,30051,136,59,1,59,0,0.00357732268622665,0.0315156256241919,59,20,20,20,0.00263764718358546,0.00668443343925675,0,0.102469719440623,0.10821853992933,1
DASCMOP1_BC,2,50000,50071,227,59,1,59,0,0.00189458956262847,0.0285438531637086,59,20,20,12,0.0183119664386085,0.0591462451659641,0,0.0553824049247083,0.0813415520622294,0.6
DASCMOP1_BC,2,70000,70091,318,59,1,59,0,0.00147982384244706,0.0285438531637086,59,20,20,4,0.011239292218277,0.128831481967835,0,0.0281107942253078,0.149844237344162,0.2
DASCMOP1_BC,2,100000,100011,454,59,1,59,0,0.00113670384474415,0.0285438531637086,59,20,20,8,0.00244886516316741,0.0164333344073135,0,0.0477493052316565,0.0530449399212614,0.4
DASCMOP1_BC,3,10000,10060,45,63,1,59,4,0.00993811128150236,0.111605637103717,63,20,20,14,0.0148674841008951,0.0160600312536708,0,0.0354637332591935,0.0798728909890827,0.7
DASCMOP1_BC,3,30000,30080,136,66,1,64,2,0.00228063975509306,0.0247130043586841,66,20,20,0,0.124710109943162,0.142802466021792,0,0.217005523778746,0.287052117455512,0
DASCMOP1_BC,3,50000,50100,227,67,1,65,2,0.00166248646326521,0.0247130043586841,67,20,20,6,0.0088343512884282,0.0410759751566629,0,0.056330974561185,0.108657344761998,0.3
DASCMOP1_BC,3,70000,70120,318,67,1,65,2,0.00144592066882136,0.0247130043586841,67,20,20,0,0.0225488836060826,0.0260108455124937,0,0.049409546487545,0.0738579480254133,0
DASCMOP1_BC,3,100000,100040,454,67,1,65,2,0.00106664868373519,0.0247130043586841,67,20,20,0,0.0233050042330139,0.0338765761663142,0,0.0539762966732906,0.08165530251117,0
DASCMOP2_BC,1,10000,10057,45,34,1,31,3,0.00742355508879584,0.427999471422899,34,20,20,0,0.172591205747174,0.184959160674069,0,0.237459618918545,0.255066215235108,0
DASCMOP2_BC,1,30000,30077,136,58,1,58,0,0.00437184831350683,0.180185277910389,58,20,20,20,0.0651332208205365,0.0657466862952906,0,0.0847426593423842,0.117414587584356,1
DASCMOP2_BC,1,50000,50097,227,61,1,61,0,0.00296441510964587,0.22430283095465,61,20,20,7,0.0321869268329191,0.0667938645409993,0,0.0683001908128562,0.0797827645196571,0.35
DASCMOP2_BC,1,70000,70117,318,62,1,62,0,0.00186977825194913,0.13738392883094,62,20,20,0,0.0285723494897812,0.0387945473769231,0,0.0442891229958584,0.0491960032817778,0
DASCMOP2_BC,1,100000,100037,454,62,1,62,0,0.00139300022379081,0.0316991727611784,62,20,20,3,0.031634944823982,0.054598865048648,0,0.034041133925477,0.0840202226342193,0.15
DASCMOP2_BC,2,10000,10032,45,45,1,39,6,0.00668290612241953,0.49690122852019,45,20,20,18,0.000120043738805616,0.000853155366501875,0,0.00698653620590843,0.020014618082975,0.9
DASCMOP2_BC,2,30000,30052,136,59,1,55,4,0.00472013137589201,0.180916070109861,59,20,20,20,0.0303369097555116,0.0314000263523359,0,0.0730074828116968,0.0990744636441738,1
DASCMOP2_BC,2,50000,50072,227,63,1,59,4,0.00250619680205402,0.194815294482741,63,20,20,3,0.0182715974907277,0.0251317440908618,0,0.0386938023728484,0.0590545830586998,0.15
DASCMOP2_BC,2,70000,70092,318,63,1,59,4,0.00170966062231186,0.0158718373010186,63,20,20,14,0.0208015514806667,0.0260669846812903,0,0.0258263677169368,0.0345443149078499,0.7
DASCMOP2_BC,2,100000,100012,454,63,1,59,4,0.00114007578155022,0.0143820804456577,63,20,20,8,0.0159394045201386,0.0321967195768464,0,0.0212786694710156,0.0381422249090833,0.4
DASCMOP2_BC,3,10000,10040,45,43,1,37,6,0.00476758725118704,0.0968356497022349,43,20,20,0,0.00812921291866921,0.00866178370588203,0,0.0531942107086591,0.0634801751293436,0
DASCMOP2_BC,3,30000,30060,136,60,1,57,3,0.00426723299829193,0.312300012245017,60,20,20,20,0.0510832164770795,0.0580533041041762,0,0.0613305393634485,0.07399966661089,1
DASCMOP2_BC,3,50000,50080,227,60,1,58,2,0.00222844074252196,0.168336105647409,60,20,20,0,0.0123292633124972,0.0159268358297603,0,0.0449493709950496,0.058037742135219,0
DASCMOP2_BC,3,70000,70100,318,62,1,60,2,0.00192928201268273,0.0865856496841689,62,20,20,18,0.0109723347291933,0.0156186613609086,0,0.0157574128583021,0.0201620077955579,0.9
DASCMOP2_BC,3,100000,100020,454,62,1,60,2,0.00154883334171156,0.0365076674287177,62,20,20,9,0.00453267496456161,0.0297290161199537,0,0.0139905440549332,0.046701007105332,0.45
DASCMOP4_BC,1,10000,10140,48,61,1,56,5,0.00467496234858268,0.0325502063746718,61,20,20,0,1.8221117002864,1.88225492559093,0,1.84726766448013,1.90630787638257,0
DASCMOP4_BC,1,30000,30160,139,92,1,91,1,0.00110864760024878,0.0303917745875959,92,20,20,0,2.30622442634879,2.34006175045001,0,2.33394946626109,2.37972875984304,0
DASCMOP4_BC,1,50000,50180,230,92,1,91,1,0.000680540704136739,0.0260592020733467,92,20,20,0,1.70209810960279,1.74309554763326,0,1.72487598557509,1.76628181052565,0
DASCMOP4_BC,1,70000,70200,321,92,1,91,1,0.000518263903380812,0.0260592020733467,92,20,20,0,2.06872485278197,2.10083881045957,0,2.10154073814027,2.12513234229173,0
DASCMOP4_BC,1,100000,100120,457,92,1,91,1,0.000446600176801748,0.0260592020733467,92,20,20,0,0.0584766663389951,0.137325384683144,0,0.0770696338700366,0.150686137165189,0
DASCMOP4_BC,2,10000,10000,49,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DASCMOP4_BC,2,30000,30000,149,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
