problem,mode,runs,IGDAUCMean,IGDAUCStd,finalIGDMean,finalIGDStd,finalHVMean,finalHVStd,quotaOccupancyMean,quotaOccupancyStd,postModelQuotaOccupancyMean,postModelQuotaOccupancyStd,nativeBandRateMean,nativeBandRateStd,projectionMedianMean,projectionMedianStd,uniqueGuidedUpdateRateMean,uniqueGuidedUpdateRateStd,trainingSecondsMean,trainingSecondsStd,wallSecondsMean,wallSecondsStd
LIRCMOP5_BC,cgan,5,0.753957640284939,0.237314331994819,0.0199611560322919,0.00478467154690791,0.283831406288114,0.00167657030060399,0.945090180360721,0.00541453149743734,1,0,NaN,NaN,NaN,NaN,0.08030434685989,0.0588616304981921,552.980801808333,106.751009253406,659.453216275,119.580054055704
LIRCMOP6_BC,cgan,5,0.662582012242133,0.166134906323142,0.0145650661752985,0.00289218233413391,0.192765615844378,0.00097431109982622,0.737875751503006,0.0711126416552044,0.773209983530931,0.0746622798326091,NaN,NaN,NaN,NaN,0.145309002678938,0.0588920412110204,608.48791285,100.21585653145,709.205749216667,109.550269747087
LIRCMOP7_BC,cgan,5,0.371896346617017,0.0377621971283326,0.0095853277392135,0.00165655526783857,0.293054592107197,0.0010188983391582,0.955511022044088,0.00297242424332492,0.999579831932773,0.000939524360294026,NaN,NaN,NaN,NaN,0.342210443529892,0.0272545807353988,905.516375341667,45.4584724005052,1045.02888576667,57.9378173086915
LIRCMOP8_BC,cgan,5,0.407719588090884,0.0805132098929722,0.0082242620447733,0.000276363712699461,0.293755406311843,0.000267199404750952,0.959519038076152,0.00434458584943463,1,0,NaN,NaN,NaN,NaN,0.346253330711469,0.0376228729531224,908.72243295,61.9005861435114,1050.13988350833,72.7589003930008
