variant,GroupCount,median_train_x_rec50,median_train_x_rec90,median_train_y_rec50,median_train_y_rec90,median_query_y_err50,median_query_y_err90,median_boundary_dist50,median_boundary_dist90,median_pair_violation_rate,median_pair_margin50,median_pair_margin90,median_side_rate,median_feasible_rate,median_segment_width90,median_coverage_by_ref,median_outlier_rate,median_collapse_rate,median_z_sensitivity
V0_Pure_CGAN,18,1.6161424340226,2.52370103979713,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.00100484783951288,0.0204543560115129,0.6,1,0.0385109372598708,0.961538461538462,0,0,0
V1_CGAN_mismatchD,18,1.67558337729988,2.55166521058034,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.00165157619764905,0.0199009999242422,0.625,1,0.0385109372598708,0.961538461538462,0,0,0
V2_Adv_Huber,18,1.65798313315972,2.53234879163338,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.00168826291086815,0.019917243810442,0.65,1,0.0385109372598708,0.961538461538462,0,0,0
V3_Adv_Pair,18,1.69771812528181,2.53668023630702,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.00171686181880243,0.0200531153381787,0.65,1,0.0385109372598708,0.961538461538462,0,0,0
V4_Full_current,18,1.68018044128281,2.52107541293091,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.00182687223130606,0.0200385780606668,0.65,1,0.0385109372598708,0.961538461538462,0,0,0
V5_Huber_Pair_no_adv,18,1.76199315439815,2.38870726427653,0.0332259673053788,0.0488851267788485,0.0356164875280958,0.0393532553340362,0.0308484053916949,0.0308484053916949,0.975,0.0024986951608208,0.0200535741372356,0.7,1,0.0385109372598708,0.961538461538462,0,0,0
