scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25640.2,25571,7083.8,7043,0.0676220767070585,0.0662825059118549,0.0719852512096407,0.0416264923769702,0.973318591429658,0.970848813946842,0,0,0.0593657775522096,1,1,0.613641557736298,0.0593970195784045,0.189265660820326,0.180959242512507,0.175332764321608,0.173995995557687,5,5,865,865,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32604.4,32351,7225.2,7244,0.0372967244664528,0.0348513375100481,0.0386528667796882,0.02094831827072,0.902489990994489,0.90279114533205,0.0127821053464725,0.0122850122850123,0.0301027148270011,1,1,0.616930520069771,0.119378144839734,0.148568160474953,0.137857282101987,0.147709146607931,0.137857282101987,5,5,686.4,686.4,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4677.2,4431,2229.2,2036,0.051937208174186,0.0640593131448906,0.0474174401998548,0.0482852414538251,0.949964358212455,0.959434822242479,0.00131578947368421,0,0.0190621166219844,1,1,0.458484807046698,0.0439705602924293,0.188111691178445,0.16949519909318,0.181280063384619,0.168145685873315,5,5,948,948,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP4_BC,DASCMOP_BC,1,5,7283,6815,3243.2,3154,0.0319315878229337,0.030177700858799,0.0333714837398552,0.0286999356271016,0.996706158913476,0.996328437917223,0,0,0.0842857142857143,1,1,0.515039324643334,0.00717688012322221,0.406990598715744,0.383845391987319,0.406990598715744,0.383845391987319,5,5,520.8,520.8,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9239,9392,3822.2,3782,0.0238903026835596,0.0208836756505515,0.0268109978682905,0.0185719376088186,0.998923671101661,0.998858121610048,0,0,0.200732600732601,1,1,0.510570289914728,0.00281955156653152,0.453031006839608,0.46713336876195,0.453031006839608,0.46713336876195,5,5,538.6,538.6,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP6_BC,DASCMOP_BC,1,5,3084.4,3174,1355.4,1320,0.018449480565863,0.0178900755313746,0.017685426114412,0.0176670358679869,0.998092132093031,0.998774509803922,0.0166666666666667,0,0.233333333333333,1,1,0.489001663185292,0.00455309772825101,0.490125857635194,0.493068510309971,0.490125857635194,0.493068510309971,5,5,549.4,549.4,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP7_BC,DASCMOP_BC,1,5,14160.6,13288,4418.4,4300,0.0310404070784741,0.0242738835409825,0.0333772682984689,0.0173570489459501,0.999334295987465,0.99953488372093,0.133333333333333,0.166666666666667,0.52952380952381,1,1,0.530282703673111,0.00221447181966037,0.445925003401758,0.4726617098901,0.445925003401758,0.4726617098901,4,4,561.8,561.8,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP8_BC,DASCMOP_BC,1,5,14032.8,14189,4423.8,4623,0.0308689912798619,0.0254826667197045,0.0332518330146838,0.0168499756713775,0.998679911142196,0.998702983138781,0.104273504273504,0.0769230769230769,0.367094017094017,1,1,0.508673443702533,0.00329635984671039,0.470382871856866,0.482894836695598,0.470382871856866,0.482894836695598,5,5,580.8,580.8,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP9_BC,DASCMOP_BC,1,5,18088.8,17893,6980.8,6984,0.0627144164652078,0.0636819896189299,0.0638767065420076,0.0491957851750445,0.998293490322058,0.998217468805704,0.0670834912214223,0.0476190476190476,0.480863963622584,1,1,0.592507873889728,0.0142839761789951,0.291240577021817,0.31712282635743,0.282123625890145,0.31712282635743,5,5,913.2,913.2,boundarycore_beta,"BoundaryCore mainline with beta calibrator",beta,224.627456416667
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25259.8,25239,7085,7042,0.0266851792610097,0.026784048343822,0.0287580618644382,0.00828813246223916,0.985864123227936,0.983640939597315,0,0,0.089642412657959,1,1,0.563072181509699,0.0382032919104828,0.251877228029172,0.241720312787937,0.251877228029172,0.241720312787937,5,5,886.2,886.2,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32109.8,32006,7226.4,7247,0.0184005528846095,0.0184860162322079,0.0192785190230929,0.00596486511889304,0.961310975877691,0.958755823513291,0.0274804897880737,0.0290697674418605,0.0493732985201065,1,1,0.318916809451558,0.0626874954980771,0.243031951032402,0.248009327160809,0.243031951032402,0.248009327160809,5,5,903,903,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4735,4539,2169,1968,0.0202088843172409,0.0185856764336012,0.0127101877388701,0.0126927067313701,0.975309405558647,0.973001588141874,0.00350877192982456,0,0.0339861036844652,1,1,0.293834748687056,0.0346703733307817,0.402071545483503,0.398082984853165,0.402071545483503,0.398082984853165,5,5,956,956,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP4_BC,DASCMOP_BC,1,5,7124.8,6815,3213.8,3126,0.0175457625209722,0.0171337794314753,0.0173825825917137,0.0145255837050788,0.997378789412769,0.997120921305182,0,0,0.0605263157894737,1,1,0.476111260510757,0.00521411394261006,0.473495684076444,0.47144947369749,0.472568051115551,0.47144947369749,5,5,517.8,517.8,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9273,9390,3858.4,3763,0.0155358368443126,0.0153325091661439,0.0169875750535171,0.0110919809116057,0.999025930902674,0.998937018336434,0,0,0.283589743589744,1,1,0.486090320528952,0.0029520302063993,0.469256500656451,0.459159496258876,0.469256500656451,0.459159496258876,5,5,546.6,546.6,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP6_BC,DASCMOP_BC,1,5,3004.4,3079,1356.8,1334,0.0163191598069469,0.016199381594216,0.0160439505063146,0.0160151126481648,0.998240843133847,0.999080036798528,0.0166666666666667,0,0.333333333333333,1,1,0.497420767382291,0.00502304696014582,0.48550156424003,0.493996086795801,0.48550156424003,0.493996086795801,5,5,553.2,553.2,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP7_BC,DASCMOP_BC,1,5,14298.2,13288,4407,4297,0.0164802406761344,0.016347770247472,0.0176988547357033,0.00566968260298599,0.999380182783227,0.999764317699741,0.133333333333333,0.166666666666667,0.52,1,1,0.480739092232918,0.00170400239027599,0.476604637080477,0.476142544331158,0.476604637080477,0.476142544331158,4,4,582.6,582.6,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP8_BC,DASCMOP_BC,1,5,14303.8,13904,4457.6,4451,0.0176545945448855,0.0165755747233825,0.0191290311729579,0.00674429208936795,0.998599323646559,0.998581224875857,0.0919047619047619,0.0666666666666667,0.265238095238095,1,1,0.453276018976336,0.00260620721305101,0.477589740562481,0.484522364443529,0.477589740562481,0.484522364443529,5,5,595.8,595.8,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
