scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
problem,DASCMOP9_BC,DASCMOP_BC,1,5,17823.8,17843,6983.6,7035,0.0143785457581989,0.0146649672281932,0.015131747807346,0.006310735086142,0.998141624020912,0.998169014084507,0.0780663780663781,0.111111111111111,0.42038961038961,1,1,0.342496761949803,0.010431110847723,0.417765200585508,0.412754533395231,0.417765200585508,0.412754533395231,5,5,913.8,913.8,boundarycore_raw,"BoundaryCore mainline with raw calibrator",raw,172.14713575
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25843,25860,6994,6996,0.0674143049114471,0.0723212549757866,0.0736070740687186,0.046657826237206,0.996459517977927,0.996718972895863,0,0,0.232617805186591,1,1,0.457802726754662,0.0218679361398776,0.350413038769067,0.357640444558409,0.350413038769067,0.357640444558409,5,5,883,883,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32479.4,32720,7160.4,7184,0.0461977625153834,0.0497098321077103,0.0490294260120484,0.0310131360605766,0.995529878258521,0.994848311390956,0.0810289612921192,0.0526315789473684,0.227942077415762,1,1,0.483141583690191,0.00471500654876335,0.381159726109044,0.387402501546892,0.381159726109044,0.387402501546892,5,5,909.8,909.8,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4757.4,4443,2108.8,1803,0.0464917100035523,0.0359041606437172,0.0434047625882727,0.0430944243416597,0.967255228234739,0.969714618520676,0.0247563352826511,0,0.0379896749225243,1,1,0.362301385062235,0.0279451344167724,0.340513326110545,0.410123524926399,0.340513326110546,0.410123524926399,5,5,953,953,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP4_BC,DASCMOP_BC,1,5,7360.8,7241,3104.2,3018,0.0224372633194051,0.0228866121083929,0.0232514275019039,0.0197471447752631,0.998670776982073,0.998392282958199,0,0,0.25,1,1,0.482125593513575,0.00438772444610585,0.432563524254317,0.470201525341739,0.432563524254317,0.470201525341739,5,5,505.4,505.4,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9470.2,9342,3420.6,3285,0.0312170016243516,0.0222216610081483,0.0320140793505157,0.025973827493626,0.999209792791723,0.999365683476055,0.0444444444444444,0,0.422222222222222,1,1,0.513446813805997,0.00412419769200714,0.461275465107742,0.470458660860434,0.461275465107742,0.470458660860434,5,5,544.8,544.8,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP6_BC,DASCMOP_BC,1,5,3209.6,3319,1255.4,1326,0.0125462276767682,0.0128249000384894,0.0127187806892907,0.0126706191978578,0.999196740220987,0.999217527386541,0,0,0.375,1,1,0.47565772619468,0.00333808535853303,0.481349176981584,0.477212597391597,0.481349176981584,0.477212597391597,5,5,533.4,533.4,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP7_BC,DASCMOP_BC,1,5,12982,12001,4242.2,4214,0.0461978152109215,0.0483419564360648,0.0502804505449027,0.0324230135624622,0.999723903708857,0.999745352686529,0.0467532467532468,0,0.837922077922078,1,1,0.631427930389063,0.00478146082270503,0.454344742011851,0.464923296590632,0.454344742011851,0.464923296590632,5,5,569.2,569.2,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP8_BC,DASCMOP_BC,1,5,14732,14940,4199.8,4219,0.0441276499778336,0.0363183296544598,0.0476680819695397,0.0277814596029574,0.999857763680083,0.999772572208324,0.0222222222222222,0,0.863492063492063,1,1,0.595117779160555,0.00527548664639054,0.42888846337286,0.38610623522584,0.42888846337286,0.38610623522584,5,5,578.2,578.2,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP9_BC,DASCMOP_BC,1,5,17729.6,17517,6944.8,6942,0.0410664001525678,0.0398979086160459,0.0435165438526999,0.0256303370004089,0.999482049470316,0.999435665914221,0.0763636363636364,0,0.565223665223665,1,1,0.399520638122897,0.00319922089595685,0.391507658908613,0.35201572116986,0.391507658908613,0.35201572116986,5,5,913,913,bridge_topk_1,"Bridge ablation with BridgeTopK = 1",beta,170.709496166667
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25309,25206,7026.8,7008,0.0830279406135156,0.0884077373358966,0.0887347617967425,0.0561313540604348,0.993237294761728,0.992426407545013,0,0,0.171436866273823,1,1,0.564041229122595,0.0367140746607107,0.243709124190545,0.226885062871244,0.243709124190545,0.226885062871244,5,5,891.4,891.4,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32580.8,32378,7209,7217,0.0529445093646195,0.0523804024082429,0.05544322577862,0.0342167888225634,0.960507037643629,0.958083832335329,0.0219637837925057,0.0126582278481013,0.0545754145463228,1,1,0.685446419050806,0.052458322948717,0.205827864305572,0.211626294675821,0.194739802395848,0.20458363419585,5,5,864.4,864.4,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4278,4336,1814,1856,0.0586023059057982,0.0635964225222311,0.0505981784101296,0.0512103187200839,0.937740448137602,0.932294465341214,0.0139800327380513,0.0087719298245614,0.0176997412333954,1,1,0.433945273977418,0.0451518691428353,0.266754645315807,0.244350030629697,0.250170165338193,0.221683255887493,5,5,934,934,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP4_BC,DASCMOP_BC,1,5,6956.2,6296,3201.2,3050,0.0314052356724383,0.0214432236383372,0.031420435556332,0.0280881880231941,0.997352687246959,0.998571020291512,0,0,0.165,1,1,0.46288158829941,0.00452910496136345,0.458843207297981,0.478102223958827,0.458843207297981,0.478102223958827,5,5,482.4,482.4,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9596.8,9363,3796,3798,0.0335344805035998,0.023490171374236,0.0361920601399116,0.0273349834538394,0.998222020395496,0.999466666666667,0.00666666666666667,0,0.481538461538461,1,1,0.527165197174844,0.00468236611000135,0.434696895959571,0.467771849760333,0.434696895959571,0.467771849760333,5,5,549,549,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP6_BC,DASCMOP_BC,1,5,2879.4,2932,1320.6,1319,0.014985397770978,0.0134621547377234,0.0146552210056545,0.0146251090308096,0.998799480631587,0.999191592562652,0,0,0.46875,1,1,0.505804966137489,0.00640609155462183,0.486143831277211,0.481857814527544,0.486143831277211,0.481857814527544,5,5,540.6,540.6,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP7_BC,DASCMOP_BC,1,5,13235.2,13209,4251.6,4138,0.0371412646164757,0.0305106922302112,0.039638616900164,0.0230988926510713,0.999241018533448,0.999274661508704,0.0333333333333333,0,0.316666666666667,1,1,0.51142866123775,0.00318335488886552,0.47398847709098,0.473620065021516,0.473988477090981,0.473620065021516,4,4,572,572,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP8_BC,DASCMOP_BC,1,5,14990.2,14999,4390.8,4423,0.0426760024879887,0.0427797856667367,0.0456158187814296,0.0259887827475332,0.997949949770345,0.998501872659176,0.160306513409962,0.2,0.28183908045977,1,1,0.5785719995871,0.00379984164718921,0.456290600080217,0.4693716084619,0.456290600080217,0.4693716084619,5,5,566.4,566.4,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP9_BC,DASCMOP_BC,1,5,17818.2,17869,6939.2,6968,0.0665449080593183,0.0752524490986458,0.0684228587796807,0.0506019900640698,0.998662918117435,0.998428346906701,0.0794152046783626,0.1,0.391382243487507,1,1,0.564206283751199,0.00687554454089578,0.40050561863499,0.444346009455057,0.40050561863499,0.444346009455057,5,5,914.4,914.4,bridge_topk_3,"Bridge ablation with BridgeTopK = 3",beta,183.261025625
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25640.2,25571,7083.8,7043,0.0676220767070585,0.0662825059118549,0.0719852512096407,0.0416264923769702,0.973318591429658,0.970848813946842,0,0,0.0593657775522096,1,1,0.613641557736298,0.0593970195784045,0.189265660820326,0.180959242512507,0.175332764321608,0.173995995557687,5,5,865,865,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32604.4,32351,7225.2,7244,0.0372967244664528,0.0348513375100481,0.0386528667796882,0.02094831827072,0.902489990994489,0.90279114533205,0.0127821053464725,0.0122850122850123,0.0301027148270011,1,1,0.616930520069771,0.119378144839734,0.148568160474953,0.137857282101987,0.147709146607931,0.137857282101987,5,5,686.4,686.4,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP3_BC,DASCMOP_BC,1,5,5033.2,4797,2370.8,2011,0.0482898340321825,0.0456947368771732,0.04206650971384,0.0432320239921615,0.960445791826886,0.96424957841484,0.0027027027027027,0,0.0195973724171399,1,1,0.39773016281826,0.0416320156571782,0.211296311350656,0.237292722861724,0.210301319536224,0.237292722861724,5,5,940.4,940.4,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP4_BC,DASCMOP_BC,1,5,7254.2,7342,3393.2,3386,0.0313948548375802,0.0205458768978819,0.0310299662641509,0.0275571781675374,0.998313369819458,0.99905183312263,0.0333333333333333,0,0.28952380952381,1,1,0.485101583655375,0.0053901112957225,0.452937867389522,0.481352397999461,0.452937867389522,0.481352397999461,5,5,524,524,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9536,9451,3905,3934,0.0187732974790829,0.0176835947916132,0.0210294222513641,0.0131343830301022,0.999492901275451,0.999259990133202,0.0333333333333333,0,0.48,1,1,0.515114714764321,0.00215597413241993,0.480761744320619,0.481409266819255,0.480761744320619,0.481409266819254,5,5,534.2,534.2,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP6_BC,DASCMOP_BC,1,5,3184,3063,1498,1514,0.021097273094822,0.0190118521332435,0.0215076844715041,0.0214861234207814,0.997034775671239,0.998084291187739,0,0,0.08125,1,1,0.522069454379872,0.00438211584922412,0.470686577237616,0.470910798127119,0.470686577237616,0.470910798127119,5,5,542.6,542.6,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP7_BC,DASCMOP_BC,1,5,13725,14102,4438.6,4300,0.0324026555869616,0.0196561826715709,0.034739925458517,0.0195059421950907,0.997389313509412,0.996494508062631,0.180016275284817,0.154150197628458,0.271962692039418,1,1,0.544942054274361,0.00296340282218702,0.431180321586157,0.423741882219152,0.431180321586157,0.423741882219152,5,5,590.8,590.8,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP8_BC,DASCMOP_BC,1,5,15001.4,15177,4531,4471,0.0373681180943027,0.0248252263932752,0.0395415425460841,0.0208929524480474,0.997054735592311,0.997483749213672,0.158060109289618,0.116120218579235,0.33620218579235,1,1,0.60034643499685,0.010774119198548,0.38278178325443,0.407392264038619,0.37452426288425,0.407392264038619,5,5,557.4,557.4,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP9_BC,DASCMOP_BC,1,5,18328,18473,7111.8,7103,0.0679899281649962,0.066506254024836,0.0692378647044696,0.0544495206317241,0.997665517644249,0.997552548229197,0.0747290640394089,0.1,0.440740344113657,1,1,0.610866947782355,0.0149618015678098,0.27691111070025,0.270418515682639,0.27691111070025,0.270418515682639,5,5,911,911,bridge_gap_0,"Bridge ablation with BridgeActivationGap = 0",beta,172.191544583333
problem,DASCMOP1_BC,DASCMOP_BC,1,5,25640.2,25571,7083.8,7043,0.0676220767070585,0.0662825059118549,0.0719852512096407,0.0416264923769702,0.973318591429658,0.970848813946842,0,0,0.0593657775522096,1,1,0.613641557736298,0.0593970195784045,0.189265660820326,0.180959242512507,0.175332764321608,0.173995995557687,5,5,865,865,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP2_BC,DASCMOP_BC,1,5,32604.4,32351,7225.2,7244,0.0372967244664528,0.0348513375100481,0.0386528667796882,0.02094831827072,0.902489990994489,0.90279114533205,0.0127821053464725,0.0122850122850123,0.0301027148270011,1,1,0.616930520069771,0.119378144839734,0.148568160474953,0.137857282101987,0.147709146607931,0.137857282101987,5,5,686.4,686.4,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4644.4,4455,2205,2000,0.055093641367376,0.0647264198763425,0.0501516983028884,0.0511413885395668,0.941980370949918,0.956455696202532,0.0032884627205114,0,0.0208999076775859,1,1,0.444589765396863,0.0434751950612247,0.193413639760885,0.193948704905776,0.174629735696356,0.166875821890758,5,5,897.4,897.4,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP4_BC,DASCMOP_BC,1,5,6920.8,6564,3209.2,3161,0.0254540266156968,0.021111457714441,0.025644102469725,0.0214501833359989,0.996903300633596,0.996222851746931,0,0,0.107142857142857,1,1,0.487257819573977,0.00277509616259917,0.412002936341197,0.411705113178705,0.412002936341197,0.411705113178705,4,4,517.2,517.2,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9503.4,9436,3779.6,3699,0.0277195973198468,0.0249540175495623,0.0293435919044801,0.0210282913965891,0.999482306275475,0.999474375821288,0,0,0.206666666666667,1,1,0.468527386668501,0.00357302620761908,0.445317929156349,0.464068348034101,0.445317929156349,0.464068348034101,4,4,532.6,532.6,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP6_BC,DASCMOP_BC,1,5,3191.8,3236,1576.4,1687,0.0187920415569786,0.0162478033494612,0.0181827605991504,0.0179992642059633,0.995017827011885,0.996363636363636,0.0266666666666667,0,0.178333333333333,1,1,0.491608546278285,0.00372753199735431,0.48113181723703,0.482928349624162,0.48113181723703,0.482928349624162,5,5,538.4,538.4,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP7_BC,DASCMOP_BC,1,5,13937.2,13192,4328.6,4242,0.031793336412315,0.034674121202394,0.0341465860952717,0.0168617411819635,0.99916706970157,0.99915984036967,0.0666666666666667,0,0.505714285714286,1,1,0.510121250946759,0.0022187338162769,0.483971426222256,0.483700438661132,0.483971426222256,0.483700438661132,4,4,569.8,569.8,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP8_BC,DASCMOP_BC,1,5,13909,13781,4399.6,4445,0.0358440954122808,0.0247892975273351,0.0378577784512886,0.0205565136502985,0.998556586601993,0.998875140607424,0.0535714285714286,0,0.440873015873016,1,1,0.504277025494515,0.00207896216970816,0.458692760351517,0.500958138562517,0.458692760351517,0.500958138562517,3,3,539.4,539.4,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP9_BC,DASCMOP_BC,1,5,18035,17641,6914.8,6880,0.0646566554052302,0.0661032606184178,0.065946551682909,0.050874663403402,0.998137426622487,0.998350577297946,0.0420414673046252,0.0526315789473684,0.444542154759941,1,1,0.594433415271058,0.0147660220643258,0.300283770154092,0.347618753038423,0.299231179167374,0.347618753038424,5,5,911.6,911.6,bridge_gap_0p02,"Bridge ablation with BridgeActivationGap = 0.02",beta,184.560311291667
problem,DASCMOP1_BC,DASCMOP_BC,1,5,27071.4,26943,7028.6,7014,0.0807461456834868,0.0819500300817578,0.0894772797356591,0.0423147426443942,0.999971921943002,1,0,0,0,1,1,0.174750403135951,0.0293117041264373,0.459962856203109,0.489067505368335,0.459962856203109,0.489067505368335,5,5,847.4,847.4,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP2_BC,DASCMOP_BC,1,5,31862.2,31066,7234,7243,0.0725744841087015,0.0756016897158762,0.0750210323226137,0.0477703977438993,0.989957069134516,0.989955971381398,0,0,0.131536657222633,1,1,0.132404131370185,0.147083286161102,0.277882029052549,0.257579403885109,0.274879133157048,0.257579403885109,5,5,908.4,908.4,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP3_BC,DASCMOP_BC,1,5,4492.2,4517,2051.8,1965,0.0266183778481604,0.0264733219135144,0.0245548907191391,0.0242966935470774,0.997186032061847,0.997958141909137,0,0,0.477380952380952,1,1,0.131500824350522,0.132794564381666,0.482273081691359,0.488055054394725,0.482273081691359,0.488055054394725,5,5,955.4,955.4,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP4_BC,DASCMOP_BC,1,5,7345.2,7552,3569.4,3464,0.0409994907797556,0.0323745400157194,0.0417200951281426,0.0368425362802029,0.999267394973743,1,0,0,0.267857142857143,1,1,0.444678352311476,0.00151767197170888,0.455168287759002,0.476227588632413,0.455168287759002,0.476227588632413,4,4,467.8,467.8,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP5_BC,DASCMOP_BC,1,5,9921,9851,3906.4,3962,0.0412467320739539,0.0336799204302905,0.0429522241564994,0.0333694265342577,0.999206244591036,0.999495204442201,0,0,0.533928571428571,1,1,0.48231297498021,0.00135848235151289,0.466277093729713,0.487689872839178,0.46435712208852,0.487689872839178,5,5,527.2,527.2,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP6_BC,DASCMOP_BC,1,5,2935,3039,1449,1515,0.036676591988653,0.0373916202876298,0.0360835402448788,0.0359751688317239,0.998446537933855,0.998656816655473,0,0,0.266666666666667,1,1,0.435614513522255,0.00228850876095134,0.486927919332657,0.481063185029625,0.486927919332657,0.481063185029625,5,5,539.4,539.4,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP7_BC,DASCMOP_BC,1,5,13809.2,13492,4391.4,4300,0.0356929480902181,0.0316632349162895,0.0369596371078202,0.021016782876643,0.999474327718782,0.99953488372093,0,0,0.576190476190476,1,1,0.546411033816399,0.0019103224115799,0.479025661928265,0.485892128046831,0.479025661928265,0.485892128046831,5,5,569.8,569.8,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
problem,DASCMOP8_BC,DASCMOP_BC,1,5,14830.2,14942,4490.8,4525,0.0587491674449887,0.0631106268632459,0.0612976392208718,0.0403839544045685,0.998717224140075,0.999047392236247,0,0,0.43,1,1,0.485474018798227,0.00248761845268782,0.448984446344527,0.45683548827198,0.448984446344527,0.45683548827198,5,5,553.8,553.8,midpoint_only,"Finder ablation: midpoint only, no trust refine",beta,171.219114291667
