problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,26294,22270,19440,7038,7038,230,6808,911,0.0595254260333881,0.0630100356869905,0.0380171297816794,0.96874111963626,0,1,0.0434782608695652,0.561251468860165,0.0583137485311398,0.237261477091325,0.167596994597734,1,1,100,898,864,864,0.253258168568585,0.240267683864347,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP1_BC,DASCMOP_BC,2,1002,24525,21283,19001,6998,6998,216,6782,918,0.0644428551557644,0.0678376301401418,0.0411465461508823,0.970848813946842,0,1,0.0555555555555556,0.67826599823061,0.0507225007372457,0.180959242512507,0.180959242512507,1,1,99,916,875,875,0.257648671748458,0.246707296511632,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP1_BC,DASCMOP_BC,3,1003,25571,21721,19300,7043,7043,165,6878,919,0.0662825059118549,0.0710561899156917,0.0410723869787556,0.978702257560699,0,1,0.0909090909090909,0.512939808083745,0.0613550450712416,0.166112281586227,0.166112281586227,1,1,99,919,887,887,0.253386504786572,0.235770964185848,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP1_BC,DASCMOP_BC,4,1004,26313,23033,19719,7188,7188,257,6931,919,0.0708426916000105,0.074122802979626,0.0433221532907346,0.965358931552588,0,1,0.0311284046692607,0.759197806954263,0.0639157408743327,0.187999307353885,0.187999307353885,1,1,95,862,845,845,0.239934092606216,0.220100367216392,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP1_BC,DASCMOP_BC,5,1005,25498,21284,19383,7152,7152,132,7020,916,0.0770169048342746,0.0838995973257538,0.0445742456827994,0.982941834451902,0,1,0.0757575757575758,0.556552706552706,0.0626780626780627,0.173995995557687,0.173995995557687,1,1,92,903,854,854,0.253923656428829,0.232885921249587,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP2_BC,DASCMOP_BC,1,1001,32331,29927,19673,7109,7109,661,6448,917,0.0441776542563398,0.0462376299733252,0.0146533621163742,0.909691939794626,0.0151285930408472,1,0.0287443267776097,0.533808933002481,0.145471464019851,0.136693940630423,0.136693940630423,1,1,100,672,668,668,0.204558528579226,0.19693860920051,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP2_BC,DASCMOP_BC,2,1002,32351,29348,20011,7216,7216,744,6472,917,0.0348513375100481,0.0358373087077934,0.0244849119965504,0.900776053215078,0.0120967741935484,1,0.0376344086021505,0.668881334981459,0.115111248454883,0.137374336756551,0.133079267421438,1,1,100,684,680,680,0.173537479907807,0.165036417241822,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP2_BC,DASCMOP_BC,3,1003,32207,29358,20353,7273,7273,732,6541,919,0.032176237064723,0.033159996184888,0.019507216538441,0.90279114533205,0.00683060109289617,1,0.0341530054644809,0.624675126127503,0.12597462161749,0.137857282101987,0.137857282101987,1,1,100,675,671,671,0.186798420437824,0.177350688429882,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP2_BC,DASCMOP_BC,4,1004,33399,30601,20761,7284,7284,814,6470,916,0.0306411755144382,0.0315503220966443,0.0181597140693706,0.891543108182317,0.0122850122850123,1,0.0294840294840295,0.627047913446677,0.131839258114374,0.139509605142956,0.139509605142956,1,1,100,662,658,658,0.157523694253449,0.148495094000844,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP2_BC,DASCMOP_BC,5,1005,32734,29568,20319,7244,7244,683,6561,915,0.0446372179867149,0.0464790769357898,0.027936386632864,0.907647708448371,0.0175695461200586,1,0.020497803806735,0.630239292790733,0.0784941319920744,0.191405637742851,0.191405637742851,1,1,100,759,755,755,0.18249124567536,0.170032808841033,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP3_BC,DASCMOP_BC,1,1001,4328,2110,2110,2000,2000,174,1826,885,0.071781570872675,0.0693267392931391,0.0700634067835105,0.9135,0.00574712643678161,1,0.00574712643678161,0.561336254107338,0.0388828039430449,0.133598821617597,0.123793207975268,1,1,100,742,737,737,0.216198690154289,0.208601576474695,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP3_BC,DASCMOP_BC,2,1002,4455,2035,2034,1975,1975,87,1888,866,0.039911536139452,0.0310299330593219,0.0318954270110215,0.956455696202532,0,1,0.0114942528735632,0.373411016949153,0.0413135593220339,0.255916074460817,0.255916074460817,1,1,100,968,955,955,0.376882488347119,0.375927729545611,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP3_BC,DASCMOP_BC,3,1003,4025,2029,2027,1886,1886,187,1699,877,0.0712166668135216,0.0665828618850004,0.0671426479880276,0.901908801696713,0.0106951871657754,1,0.0106951871657754,0.501471453796351,0.051795173631548,0.246014769498914,0.166875821890758,1,1,99,941,936,936,0.239981798426966,0.233992681736153,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP3_BC,DASCMOP_BC,4,1004,5935,3184,3182,3055,3055,86,2969,930,0.0647264198763425,0.0561636361699343,0.0583972902938051,0.972176759410802,0,1,0.0116279069767442,0.461434826540923,0.047490737622095,0.137589828321322,0.132614869249162,1,1,100,942,897,897,0.314572979024895,0.314310357146236,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP3_BC,DASCMOP_BC,5,1005,4479,2182,2180,2109,2109,77,2032,887,0.0278320131348891,0.0276553211070466,0.0282081706214695,0.965860597439545,0,1,0.0649350649350649,0.325295275590551,0.0378937007874016,0.193948704905776,0.193948704905776,1,1,99,967,962,962,0.354251706508218,0.353609887335008,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP4_BC,DASCMOP_BC,1,1001,7366,3714,3700,3161,3161,5,3156,534,0.0166019170663148,0.0154131337331972,0.0134651977620685,0.99841822208162,0,1,0,0.443916349809886,0.000633713561470215,NaN,NaN,0,0,99,609,491,491,0.477995873966759,0.477378235084153,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP4_BC,DASCMOP_BC,2,1002,5818,3087,3077,2814,2814,14,2800,521,0.021111457714441,0.0193075968219985,0.0172766395449947,0.995735607675906,0,1,0.142857142857143,0.4725,0.00214285714285714,0.476170558140835,0.476170558140835,1,1,100,602,512,512,0.455186834893686,0.452359698281619,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP4_BC,DASCMOP_BC,3,1003,5891,3232,3224,2979,2979,4,2975,553,0.0159270719060109,0.0153298009874546,0.0142113532876008,0.998992950654582,0,1,0.25,0.409411764705882,0.000672268907563025,0.466620318965036,0.466620318965036,1,1,99,625,540,540,0.465719894212409,0.465601759456138,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP4_BC,DASCMOP_BC,4,1004,6564,3512,3504,3177,3177,14,3163,531,0.0283886891677306,0.0283366679494177,0.0253262626853356,0.996222851746931,0,1,0.142857142857143,0.465697122984508,0.00221308883970914,0.356789907392374,0.356789907392374,1,1,90,609,516,516,0.467646642548735,0.467646642548735,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP4_BC,DASCMOP_BC,5,1005,8965,5531,5519,3915,3915,19,3896,545,0.0452409972239867,0.049833312856557,0.036971463399995,0.99514687100894,0,1,0,0.64476386036961,0.0082135523613963,0.348430960866542,0.348430960866542,1,1,93,616,527,527,0.43724131577945,0.437205048750162,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP5_BC,DASCMOP_BC,1,1001,9436,5177,5156,3805,3805,2,3803,578,0.0191787591485361,0.0199663017405806,0.0130023873118832,0.999474375821288,0,1,0,0.384433342098343,0.00631080725742835,NaN,NaN,0,0,96,639,490,490,0.481436035762106,0.481436035762106,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP5_BC,DASCMOP_BC,2,1002,9204,5676,5638,3593,3593,2,3591,557,0.0249540175495623,0.0253229884327466,0.0188134256281355,0.999721681046479,0,1,0.5,0.389863547758285,0.000835421888053467,0.446289994140693,0.446289994140693,1,1,100,632,498,498,0.478886873919769,0.478153572979824,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP5_BC,DASCMOP_BC,3,1003,9411,5941,5924,3699,3699,3,3696,552,0.0470574063237137,0.0523784140246107,0.0378701917795753,0.999459313327926,0,1,0.333333333333333,0.559794372294372,0.00757575757575758,0.364251794846198,0.364251794846198,1,1,92,628,546,546,0.44325654229754,0.443243581522026,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP5_BC,DASCMOP_BC,4,1004,9808,6422,6400,4112,4112,5,4107,589,0.0223281688034256,0.0241216364571181,0.0180157250138453,0.999027237354086,0,1,0.2,0.576333089846603,0.000973946919892866,0.488883225710997,0.488883225710997,1,1,100,657,544,544,0.486377492997219,0.486279354943045,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP5_BC,DASCMOP_BC,5,1005,9658,5482,5471,3689,3689,1,3688,593,0.0250796347739961,0.0249286188673445,0.0174397272495059,0.999728923827596,0,1,0,0.432212581344902,0.00216919739696312,0.481846701927509,0.481846701927509,1,1,100,668,585,585,0.475606025159474,0.47469004536006,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP6_BC,DASCMOP_BC,1,1001,3624,1914,1913,1839,1839,1,1838,522,0.0119371214192858,0.0125636696836629,0.0118402572367124,0.999456226209897,0,1,0,0.35854189336235,0.00163220892274211,0.482928349624162,0.482928349624162,1,1,100,610,484,484,0.488405785128034,0.488405785128034,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP6_BC,DASCMOP_BC,2,1002,3236,1302,1302,1302,1302,6,1296,516,0.0162478033494612,0.0141943418453294,0.0141943418453294,0.99615975422427,0,1,0.166666666666667,0.650462962962963,0.00848765432098765,0.466977695953525,0.466977695953525,1,1,100,664,580,580,0.472339041756049,0.470900855830642,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP6_BC,DASCMOP_BC,3,1003,2207,1130,1129,1129,1129,2,1127,457,0.0194939816288043,0.0158813861006785,0.0158686304653492,0.99911426040744,0,1,0.5,0.404614019520852,0.000887311446317658,0.498278442674267,0.498278442674267,1,1,100,598,502,502,0.47698260842825,0.476478306319152,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP6_BC,DASCMOP_BC,4,1004,3115,1699,1697,1687,1687,30,1657,532,0.0315120372501583,0.0332610439054053,0.0332564919910653,0.983995257854179,0.133333333333333,1,0.1,0.546771273385637,0.0024140012070006,0.461132556454478,0.461132556454479,1,1,100,639,554,554,0.418324790776442,0.417871770792101,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP6_BC,DASCMOP_BC,5,1005,3777,1945,1945,1925,1925,8,1917,573,0.0147692641371835,0.0150133614606758,0.0148365994913603,0.996363636363636,0,1,0.125,0.497652582159624,0.00521648408972353,0.496342041478718,0.496342041478719,1,1,100,674,572,572,0.491606764723412,0.491606764723412,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
DASCMOP7_BC,DASCMOP_BC,1,1001,15305,13217,10927,4248,4248,7,4241,615,0.0354273296253263,0.0385596003839822,0.0178978242571844,0.999058380414313,0,1,0.428571428571429,0.493279886819146,0.00377269511907569,0.464243715282787,0.464243715282786,1,1,100,661,589,589,0.454683548989717,0.453859500554016,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,184.560311291667
