setting,variant,condition_mode,advWeight,reconstructionWeight,nGen,zDim,ganIter,ganMiniBatch,trainMode,trainZMode,sampleZMode,maxCandidatePairsPerRef,networkPreset,generatorHidden,discriminatorHidden,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_tau_range,train_tau_nonzero_rate,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP5_BC,1,10000,10014,47,177,1,0.3,177,0,0.00396619267246612,0.0142183279588977,177,30,3,0.00926556038318589,18.0790960451977,0.276934736795991,0.38753445574869,0,0.398823332792492,0.0677966101694915,0.361983619290277,1.10816321618521,zero,16,14,30,30,0.169491525423729,0.000524747390210124,0.00171494145845865,0,0.00782189414729555,NaN,0.566666666666667,0.03062851799629,0.7,0.00615244580837697,0.00953373591024522,0.00939846024736548,0.0101863259207709,1,400,178,756,756,551,205,294,46,53,36,11941,0,214,214,214,199,177,177,177,177,177,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP5_BC,1,30000,30024,134,189,1,0.32,189,0,0.0008041063008772,0.00325649715395417,189,30,3,0.00989373396848662,16.9312169312169,0.353549690423682,0.493245290373041,0,0.681390262283898,0.0846560846560847,0.507160657456164,0.838497732257224,zero,17,13,30,1,0.158730158730159,0.00436306123822821,0.00919962466031642,0,0.0159003591433591,NaN,0.533333333333333,0.00208314809715765,0.0625,0.0109075532098017,0.0159836690460176,0.0170080687766681,0.0158254690389903,0.0333333333333333,400,196,792,792,513,279,365,60,71,40,14685,54,225,225,225,224,189,189,189,189,189,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP5_BC,1,50000,50034,221,252,1,0.42,252,0,0.00232529330104634,0.00734889039452039,252,30,3,0.0131916452913155,12.6984126984127,0.398934523760108,0.602503839465707,0,0.996205528971657,0.166666666666667,0.573784322549714,1.09437460465514,zero,30,0,30,22,0.119047619047619,0.0388746818055224,0.0641297834348643,0,0.0641297834348643,NaN,0.0666666666666667,-0.075340865079923,0.0476190476190476,0.0398316256070178,0.0648664724890776,0.0648664724890776,NaN,0.733333333333333,400,250,900,900,547,353,381,53,90,46,19543,32,262,262,262,262,252,252,252,252,252,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP5_BC,1,70000,70044,308,153,1,0.28,153,0,0.00767673952452625,0.0560155862001615,153,30,3,0.00800921321258441,20.9150326797386,0.145854673688251,0.266021253686741,0.109441716828997,0.545652836921089,0.568627450980392,0.255714308167712,1.02646730361866,zero,30,0,30,1,0.196078431372549,0.00253106506832624,0.00418099514179732,0,0.0125906786831947,NaN,0.866666666666667,0.0610528074199801,0.0714285714285714,0.007411996524496,0.0141710336559182,0.0141710336559182,NaN,0.0333333333333333,400,122,644,644,390,254,289,46,100,46,6855,2126,226,226,226,180,153,153,153,153,153,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP5_BC,1,100000,100174,439,94,1,0.17,94,0,0.00774624142592239,0.0187155363778736,94,30,3,0.00492069308485578,34.0425531914894,0.109929244843995,0.208832352454109,0.203834048036276,0.6470544594388,0.553191489361702,0.112639094727004,0.240179116484946,zero,30,0,30,7,0.319148936170213,0.00241480196697997,0.00577495032693558,0,0.0113604046241088,NaN,1,0.081280097622309,0.117647058823529,0.00483401137886308,0.0160436192120473,0.0160436192120473,NaN,0.233333333333333,400,84,568,568,353,215,270,66,100,66,5624,2288,147,147,147,135,94,94,94,94,94,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP6_BC,1,10000,10000,48,85,1,0.15,85,0,0.00363961070393579,0.0100625126338881,85,30,3,0.00444956289588023,37.6470588235294,0.378945474441411,0.470867847843596,0,0.421304603253163,0.141176470588235,0.341480618978946,1.30174566061497,zero,22,8,30,0,0.352941176470588,0.00779128170996015,0.00795123441409796,0,0.0285292629087902,NaN,0.766666666666667,0.0331334285343354,0,0.0149733188946332,0.0304458918549065,0.0304718492623276,0.0294902865466196,0,400,70,540,540,428,112,192,43,48,18,2756,0,94,94,94,94,85,85,85,85,85,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP6_BC,1,30000,30010,135,222,1,0.37,222,0,0.00273037723916699,0.00868107103177365,222,30,3,0.0116212113280637,14.4144144144144,0.378491325104082,0.512196506164612,-0,0.678310459304787,0.189189189189189,0.536131113973509,1.40253076223002,zero,14,16,30,13,0.135135135135135,0.00384824620101068,0.0266459311175245,0,0.0272597823482941,NaN,0.9,0.0709579125398235,0.324324324324324,0.00631949038225106,0.0272597823482941,0.030520270969766,0.0212170955175864,0.433333333333333,400,232,864,864,532,332,378,61,73,45,18444,46,240,240,240,240,222,222,222,222,222,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP6_BC,1,50000,50020,222,414,1,0.69,414,0,0.00123836700158419,0.00396770177334156,414,30,3,0.0216719886928755,7.72946859903382,0.397336209417006,0.635892984943339,0,1,0.115942028985507,0.651361910710256,0.688286447372262,zero,26,4,30,1,0.072463768115942,0.00585865003274577,0.0140026671777744,0,0.0233002869905149,NaN,0.766666666666667,0.0724410179849364,0.0289855072463768,0.00781726544927573,0.0240255538210281,0.0207788874760304,0.0297780503884491,0.0333333333333333,400,378,1156,1156,667,489,541,75,100,75,24569,4,450,450,450,450,414,414,414,414,414,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP6_BC,1,70000,70030,309,342,1,0.57,342,0,0.000896088012558443,0.00291483893414829,342,30,3,0.017902947181071,9.35672514619883,0.398428541887054,0.711946741901638,-0,1,0.175438596491228,0.741455361037025,0.697277985629793,zero,21,9,30,3,0.087719298245614,0.00820968785116213,0.0227456800529736,0,0.0273057220190156,NaN,0.666666666666667,0.0284474138656644,0.0350877192982456,0.00858414844105473,0.0275607735631063,0.0270682742973504,0.0280527711033177,0.1,400,318,1036,1036,627,409,460,70,91,62,19577,2,357,357,357,357,342,342,342,342,342,0,30
D_tau_huber_default_epoch50_pair6,D_tau_huber_default_epoch50_pair6,ref_tau,1,1,30,2,50,32,epoch,zero,zero,6,default,64:64:64,64:64:32,LIRCMOP6_BC,1,100000,100160,440,79,1,0.14,79,0,0.00704075592936293,0.0165849767313205,79,30,3,0.00413547610322986,40.5063291139241,0.156336491315957,0.308680512705339,0.304292783608048,0.652314934868171,0.392405063291139,0.380281454813679,0.632920715792542,zero,30,0,30,9,0.379746835443038,0.0211479247542305,0.0344626178237802,0,0.054096487567217,NaN,0,-0.0236649643177996,0.142857142857143,0.0357582953890538,0.0585453802127689,0.0585453802127689,NaN,0.3,400,74,548,548,337,211,202,24,100,24,5590,858,79,79,79,79,79,79,79,79,79,0,30
