problem,mode,stage,GroupCount,mean_actualFE,mean_IGD,mean_HV,mean_activePairs,mean_eligiblePairs,mean_archivePairs,mean_p1Feasible,mean_p2Feasible,mean_gapMedian,mean_trainingEvents,mean_generatorUpdates,mean_lastTrainingEndpointRMSE,mean_selectedFeasibleRate,mean_cumulativeGuided
LIRCMOP5_BC,cgan,FE010000,3,10000,1.2406302267931,0,37.6666666666667,50.3333333333333,50.3333333333333,100,30.3333333333333,0.221436054321997,25,1480,0.053579763580135,0.166666666666667,506.666666666667
LIRCMOP5_BC,cgan,FE030000,3,30000,0.912851234481334,0.0524600289117893,44.3333333333333,173.333333333333,173.333333333333,100,47.6666666666667,0.181969808110203,120.666666666667,3393.33333333333,0.0637550693850053,0.2,2506.66666666667
LIRCMOP5_BC,cgan,FE050000,3,50000,0.232611752962001,0.189789487728374,9.33333333333333,31.6666666666667,31.6666666666667,100,40.3333333333333,0.120950169498072,185,4680,0.0480726049117671,0.0666666666666667,4506.66666666667
LIRCMOP5_BC,cgan,FE070000,3,70000,0.0670113407013422,0.255682795372396,3.66666666666667,8,8,100,88.3333333333333,0.130979168428079,212,5220,0.0402607897585449,0.0666666666666667,6506.66666666667
LIRCMOP5_BC,cgan,FE100000,3,100000,0.0150735313461303,0.286942187215333,4.33333333333333,12.3333333333333,12.3333333333333,100,95.3333333333333,0.129214650631595,235,5680,0.0379698734879973,0.233333333333333,9506.66666666667
LIRCMOP5_BC,cgan,first_true_use,3,5133.33333333333,1.81775153334931,0,9,10,10,100,70.6666666666667,0.530680306809289,1.66666666666667,1013.33333333333,0.0841881679386076,0.35,20
LIRCMOP5_BC,fallback_only,FE010000,3,10000,1.25579749611779,0,23,30.3333333333333,30.3333333333333,100,47.6666666666667,0.313372579626,0,0,NaN,NaN,0
LIRCMOP5_BC,fallback_only,FE030000,3,30000,0.871572388960405,0.0766291660081027,39,223.666666666667,223.666666666667,100,51.3333333333333,0.158796440121395,0,0,NaN,NaN,0
LIRCMOP5_BC,fallback_only,FE050000,3,50000,0.13546336856458,0.233210093705377,5,9,9,100,65,0.1255561517929,0,0,NaN,NaN,0
LIRCMOP5_BC,fallback_only,FE070000,3,70000,0.0379805233486686,0.278009408154237,2.33333333333333,5.66666666666667,5.66666666666667,100,92.3333333333333,0.131167048437289,0,0,NaN,NaN,0
LIRCMOP5_BC,fallback_only,FE100000,3,100000,0.0204887345927699,0.284512115439217,6,25,25,100,86.6666666666667,0.114839243028425,0,0,NaN,NaN,0
LIRCMOP5_BC,fallback_only,first_true_use,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0
LIRCMOP5_BC,pair_only,FE010000,3,10000,1.22892207108179,0,38,87.3333333333333,87.3333333333333,100,23.3333333333333,0.00330534964192676,0,0,NaN,0.4,480
