problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP5_BC,1,ref_only,10000,10013,47,119,1,0.4,119,0,0.00373007817983775,0.00869846979152182,119,30,2,0.00627140974967062,26.890756302521,0.318180517794054,0.394642514371335,0,0.560849789941427,3.83681820787426,zero,27,3,30,30,0.252100840336134,0.0372153967905721,0.0503433723427826,0,0.055699544477925,NaN,0.266666666666667,-0.00344500750481688,0.675,0.0484988502825704,0.0565061462833438,0.0568901516099829,0.0548789317701755,1,400,93,586,586,452,134,247,58,74,43,3169,0,126,126,126,126,119,119,119,119,119,0,30
LIRCMOP5_BC,1,ref_only,30000,30023,134,77,1,0.26,77,0,0.0014931560680394,0.0056691237264033,77,30,2,0.00405797101449275,41.5584415584416,0.326516157898477,0.518124798066215,0,0.384703877881741,0.6373149737253,zero,26,4,30,1,0.38961038961039,0.00435156045750025,0.00626457589847573,0,0.00778948728063007,NaN,0.833333333333333,0.0407413983902209,0.0769230769230769,0.00795600497415679,0.00960898579653714,0.00976622392601422,0.00872223400585177,0.0333333333333333,400,71,542,542,399,143,217,51,56,28,5122,13,84,84,84,84,77,77,77,77,77,0,30
LIRCMOP5_BC,1,ref_only,50000,50033,221,177,1,0.59,177,0,0.00391874390307035,0.0102649481357807,177,30,2,0.00932806324110672,18.0790960451977,0.438277036308121,1.0734477750969,0,0.614529399453691,1.2212040609937,zero,18,12,30,9,0.169491525423729,0.0107596434136776,0.0356320091557513,0,0.0384354111628693,NaN,0.7,0.0289209558814609,0.11864406779661,0.0132766437607331,0.038677011590572,0.0401304073409708,0.0372236158401733,0.3,400,171,742,742,407,335,296,67,100,67,10079,92,190,190,190,190,177,177,177,177,177,0,30
LIRCMOP5_BC,1,ref_only,70000,70043,308,122,1,0.41,122,0,0.00208986779804046,0.00873103295884801,122,30,2,0.00642951251646904,26.2295081967213,0.517203735640183,1.36366271566035,0,0.769377527761134,1.12064784267289,zero,30,0,30,1,0.245901639344262,0.0103045915034944,0.0163899140621267,0,0.0186228802127739,NaN,0.133333333333333,-0.030342616611827,0.0487804878048781,0.0103656665778173,0.0219526968661031,0.0219526968661031,NaN,0.0333333333333333,400,115,630,630,320,310,251,49,100,49,9280,17,147,147,147,147,122,122,122,122,122,0,30
LIRCMOP5_BC,1,ref_only,100000,100173,439,86,1,0.29,86,0,0.00701212731833216,0.0321049522229287,86,30,2,0.00453227931488801,37.2093023255814,0.151977418812332,0.30778848800321,0,0.196965027115626,0.299764681448742,zero,30,0,30,5,0.348837209302326,0.00310220641356064,0.00382936948628064,0,0.00560444345933001,NaN,1,0.0588978683028802,0.137931034482759,0.00567564549956829,0.00615991746931173,0.00615991746931173,NaN,0.166666666666667,400,70,540,540,335,205,249,65,100,65,4572,2038,101,101,101,101,86,86,86,86,86,0,30
