stageName,factorName,armName,armValue,problem,runCount,igdPenalty,gAUCMedian,IGD100KMedian,blockCombinedScoreMedian,gAUCRatioToBestMedian,IGD100KRatioToBestMedian,withinTenPercent
ratio,nCritic,nCritic=1,1,LIRCMOP5_BC,5,249.901721368189,0.354997534792766,0.0242579524603673,1.1839945355865,1.25785898976337,1.11446757681671,0
ratio,nCritic,nCritic=1,1,LIRCMOP7_BC,5,243.105400775853,0.0600256201767421,0.00885800959681071,1.08983579038159,0.890649190166019,1.06899134901053,1
ratio,nCritic,nCritic=1,1,LIRCMOP8_BC,5,246.086270387969,0.0499802436277325,0.00831139487464721,1.08846188232084,1.12190079949013,1.05538865010271,0
ratio,nCritic,nCritic=1,1,LIRCMOP10_BC,5,166.725621323944,0.210100888305866,0.0232104127254829,1.05476416285667,1.06617632101134,1.04347415837508,1
ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,5,250.806446748351,0.164991461394225,0.0493218568383957,1.19925880452932,0.996397560404753,1.4382216802411,0
ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,5,148.060494884345,0.14263087213463,0.0993893371656165,1.01868079400313,1.00871786675593,1.01440318972742,1
ratio,nCritic,nCritic=2,2,LIRCMOP5_BC,5,249.901721368189,0.253021250376231,0.0183044041809929,1.15302631649126,1.32946968652141,0.707899749083073,0
ratio,nCritic,nCritic=2,2,LIRCMOP7_BC,5,243.105400775853,0.0354939324893437,0.00837899409588983,1.01438433811186,0.838620265460307,1.00411096107256,1
ratio,nCritic,nCritic=2,2,LIRCMOP8_BC,5,246.086270387969,0.0513629986542307,0.00814632773597914,1.06653524769101,1.10816216438503,1.01246093784945,0
ratio,nCritic,nCritic=2,2,LIRCMOP10_BC,5,166.725621323944,0.248377202040033,0.0307018491373853,1.30950586647712,1.22148537333689,1.19112340564503,0
ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,5,250.806446748351,0.181545164134093,0.0786386925155379,1.12986220892144,1.02473133716013,1.10605724282194,0
ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,5,148.060494884345,0.145380436730803,0.100399940748795,1.03513538553794,1.02517256914265,1.02396906422813,1
ratio,nCritic,nCritic=4,4,LIRCMOP5_BC,5,249.901721368189,0.270586420448791,0.0223829023907481,1.1885408714459,1,1,1
ratio,nCritic,nCritic=4,4,LIRCMOP7_BC,5,243.105400775853,0.0391811436028528,0.00835296632342775,1.10408081358628,1,1,1
ratio,nCritic,nCritic=4,4,LIRCMOP8_BC,5,246.086270387969,0.0445229916763589,0.00804606620506524,1.02726101053796,1,1,1
ratio,nCritic,nCritic=4,4,LIRCMOP10_BC,5,166.725621323944,0.20937032032992,0.0200617315649322,1.08563774330557,1,1,1
ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,5,250.806446748351,0.17873670687615,0.0792323002899237,1.00376717710284,1,1,1
ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,5,148.060494884345,0.141810697151587,0.0985922973429781,1.00092693283719,1,1,1
