taskIndex,stageName,factorName,armName,armValue,problem,run,seed,initialEpoch,retrainEpoch,nCritic,resultStage,reused,outputFile,sourceStageName,sourceArmName,sourceArmValue,trajectoryPoints,firstFE,lastFE,igdPenalty,nonfiniteIGDCount,gAUC,rawIGD100K,IGD100K,feasibleCount100K,snapshotCount,auditPresent,wallClockSeconds,trainingEventCount,retrainEventCount,medianPostAllRelationRMSE,medianPostChangedRelationRMSE,medianPostCriticGap,medianPostGeneratedNearest,medianPostGeneratedSpread,blockIndex,blockCombinedScore,gAUCRatioToBest,IGD100KRatioToBest
56,ratio,nCritic,nCritic=2,2,LIRCMOP10_BC,4,4,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic02_run04.mat,ratio,nCritic,2,500,200,100000,166.725621323944,0,0.261550232141647,0.0334100364715104,0.0334100364715104,100,10,1,546.33335475,206,205,0.0337278186605582,0.0338762990699853,0.606232225894928,0.356643430745923,0.217052721495658,19,1.30950586647712,1.22148537333689,1.19112340564503
57,ratio,nCritic,nCritic=4,4,LIRCMOP10_BC,4,4,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,166.725621323944,0,0.21412473522064,0.0280491813973027,0.0280491813973027,100,10,1,798.162980833333,169,168,0.0431857938083739,0.0355723995016851,0.966854333877563,0.451802683627528,0.233432417096276,19,1.08563774330557,1,1
58,ratio,nCritic,nCritic=1,1,LIRCMOP10_BC,5,5,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic01_run05.mat,ratio,nCritic,1,500,200,100000,166.725621323944,0,0.184032731431433,0.0202184176355928,0.0202184176355928,100,10,1,498.817195541667,204,203,0.038170184511458,0.0355325914081017,0.820417612791061,0.62390793488535,0.219192166905692,20,1,0.878981945203311,0.807006528007147
59,ratio,nCritic,nCritic=2,2,LIRCMOP10_BC,5,5,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic02_run05.mat,ratio,nCritic,2,500,200,100000,166.725621323944,0,0.269529876592986,0.0323730318674172,0.0323730318674172,100,10,1,772.637712458333,252,251,0.0310081330917577,0.0279441693820549,0.450324833393097,0.274774790172338,0.23953697325555,20,1.5313484596415,1.28733564608522,1.29215097438673
60,ratio,nCritic,nCritic=4,4,LIRCMOP10_BC,5,5,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP10_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,166.725621323944,0,0.20937032032992,0.0250535986189863,0.0250535986189863,100,10,1,1086.89342133333,249,248,0.0318217092394277,0.0290410774858695,0.549038410186768,0.254859350177205,0.237904919408753,20,1.18733015768481,1,1
61,ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,1,1,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic01_run01.mat,ratio,nCritic,1,500,200,100000,250.806446748351,0,0.182293559704494,0.0493218568383957,0.0493218568383957,100,10,1,223.278294708333,124,123,0.0475409395130874,0.044051745772153,2.46643507480621,1.18915405214288,0.160002809133578,21,1.19925880452932,0.996397560404753,1.4382216802411
62,ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,1,1,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic02_run01.mat,ratio,nCritic,2,500,200,100000,250.806446748351,0,0.208035648998852,0.037930729132375,0.037930729132375,100,10,1,201.8354505,96,95,0.0461984929910719,0.0481211605097095,2.80803155899048,1.03931236969358,0.223955124349627,21,1.12349726679376,1.137101132238,1.10605724282194
63,ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,1,1,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic04_run01.mat,ratio,nCritic,4,500,200,100000,250.806446748351,0,0.182952635522756,0.0342936402058182,0.0342936402058182,100,10,1,322.211978375,107,106,0.0518860763582201,0.0510057293302992,2.29575538635254,0.961412008141629,0.241687767548489,21,1.00180610104262,1,1
64,ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,2,2,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic01_run02.mat,ratio,nCritic,1,500,200,100000,250.806446748351,0,0.202654304418506,0.130588863386361,0.130588863386361,100,10,1,175.803230708333,89,88,0.0352612153698491,0.0366002231865134,1.50450396537781,0.877876661825091,0.27406512913434,22,1.31447388393969,1.04048078917881,1.64817710590902
65,ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,2,2,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic02_run02.mat,ratio,nCritic,2,500,200,100000,250.806446748351,0,0.199586785751162,0.0786386925155379,0.0786386925155379,100,10,1,220.689539375,93,92,0.0344970368196652,0.0362080193389465,2.34820008277893,0.827403830515245,0.254362774335004,22,1.01229014475106,1.02473133716013,0.992508007817346
66,ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,2,2,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic04_run02.mat,ratio,nCritic,4,500,200,100000,250.806446748351,0,0.194769866513777,0.0792323002899237,0.0792323002899237,100,10,1,218.016197208333,69,68,0.0368517420017946,0.0400997703651388,2.87149596214294,0.922136872947847,0.213491319819203,22,1.00376717710284,1,1
67,ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,3,3,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic01_run03.mat,ratio,nCritic,1,500,200,100000,250.806446748351,0,0.164991461394225,0.0784764246619765,0.0784764246619765,100,10,1,170.991436,108,107,0.0476560027439371,0.048936210609794,2.06347739696503,1.15008518589389,0.145541909956043,23,1,0.92309780278402,0.798956851006265
68,ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,3,3,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic02_run03.mat,ratio,nCritic,2,500,200,100000,250.806446748351,0,0.181545164134093,0.0910472763506372,0.0910472763506372,100,10,1,175.416445833333,74,73,0.0530826658921923,0.0516557501626296,2.46809256076813,0.745607677810695,0.148860478602766,23,1.12986220892144,1.01571281751258,0.926938829325232
69,ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,3,3,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic04_run03.mat,ratio,nCritic,4,500,200,100000,250.806446748351,0,0.17873670687615,0.0982236081499739,0.0982236081499739,100,10,1,239.674855291667,77,76,0.0559110665660471,0.0532711569006826,2.92450022697449,0.797149755908899,0.174497446004253,23,1.1644329302152,1,1
70,ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,4,4,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic01_run04.mat,ratio,nCritic,1,500,200,100000,250.806446748351,0,0.131925815695879,0.0138204281224522,0.0138204281224522,100,10,1,211.439738791667,125,124,0.0424016181388138,0.0403584563837236,1.344606757164,0.82649822867904,0.138823206047151,24,2.30395244501028,2.35393380605449,2.2550323442468
71,ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,4,4,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic02_run04.mat,ratio,nCritic,2,500,200,100000,250.806446748351,0,0.140189559328264,0.0205019729095351,0.0205019729095351,100,10,1,261.864498583333,98,97,0.038317747404944,0.037072134509717,1.25885111093521,0.584329594711229,0.193206990790322,24,2.89270090420029,2.50138262339348,3.3452373271104
72,ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,4,4,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,250.806446748351,0,0.0560448281750983,0.00612870505281747,0.00612870505281747,100,10,1,427.605657875,99,98,0.042722586403804,0.0400942214686333,1.03254628181458,0.506573139308343,0.188055675897567,24,1,1,1
73,ratio,nCritic,nCritic=1,1,LIRCMOP12_BC,5,5,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic01_run05.mat,ratio,nCritic,1,500,200,100000,250.806446748351,0,0.155468620430572,0.0201776299594599,0.0201776299594599,100,10,1,209.734413666667,96,95,0.0605421970233861,0.0453511021495686,1.91753476858139,0.907792440668838,0.127066245167224,25,1,0.893256057550331,0.249865507688681
74,ratio,nCritic,nCritic=2,2,LIRCMOP12_BC,5,5,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic02_run05.mat,ratio,nCritic,2,500,200,100000,250.806446748351,0,0.171916527085105,0.0938784010494838,0.0938784010494838,100,10,1,235.851778958333,91,90,0.0550143121171505,0.0408466459036521,1.74896013736725,0.737650962370845,0.231678771978865,25,2.26822016797834,0.987758679445951,1.16252376450354
75,ratio,nCritic,nCritic=4,4,LIRCMOP12_BC,5,5,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP12_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,250.806446748351,0,0.174047093346257,0.0807539629863606,0.0807539629863606,100,10,1,296.141553208333,103,102,0.033347469181138,0.0383068239165092,2.71694445610046,0.781025150719179,0.192271991254178,25,2.11669781076569,1,1
76,ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,1,1,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic01_run01.mat,ratio,nCritic,1,500,200,100000,148.060494884345,0,0.14144348911772,0.10049370548163,0.10049370548163,100,10,1,644.592555041667,204,203,0.0267048371888085,0.0258280787605164,0.045153796672821,0.295710600395771,0.0754302803758037,26,1.01868079400313,0.991780890651874,1.01440318972742
77,ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,1,1,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic02_run01.mat,ratio,nCritic,2,500,200,100000,148.060494884345,0,0.138519689702102,0.0988858326574083,0.0988858326574083,100,10,1,802.940583458333,208,207,0.0203110156168676,0.0209787736037956,0.0673375725746155,0.16315816095609,0.0492893304378434,26,1,0.971279640247231,0.998173005819389
78,ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,1,1,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic04_run01.mat,ratio,nCritic,4,500,200,100000,148.060494884345,0,0.142615662845402,0.0990668271741471,0.0990668271741471,100,10,1,788.224389083333,227,226,0.0214437763530559,0.0220407037626223,0.128436207771301,0.146753930053725,0.045005824242095,26,1.01560527281092,1,1
79,ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,2,2,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic01_run02.mat,ratio,nCritic,1,500,200,100000,148.060494884345,0,0.143268607341954,0.0989106882387716,0.0989106882387716,100,10,1,644.697382541667,209,208,0.0232299253408317,0.0243667428724486,0.0124177932739258,0.219060871593329,0.0635646726621249,27,1.00724568242554,0.970133623181899,1.01454386476489
80,ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,2,2,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic02_run02.mat,ratio,nCritic,2,500,200,100000,148.060494884345,0,0.149919633940681,0.0998295770104386,0.0998295770104386,100,10,1,807.522977083333,213,212,0.0220954027394014,0.0229263399803306,0.0630793571472168,0.193307923096888,0.0555631427445075,27,1.03513538553794,1.01517059709972,1.02396906422813
81,ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,2,2,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic04_run02.mat,ratio,nCritic,4,500,200,100000,148.060494884345,0,0.147679251515944,0.0974927666254162,0.0974927666254162,100,10,1,937.772372791667,213,212,0.0212252251281011,0.0223563888282962,0.0846214294433594,0.168552837748049,0.0499781765738333,27,1.01527623741737,1,1
82,ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,3,3,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic01_run03.mat,ratio,nCritic,1,500,200,100000,148.060494884345,0,0.140387580202776,0.0993893371656165,0.0993893371656165,100,10,1,620.797165083333,206,205,0.0258759842679725,0.0244668004926108,0.0370786786079407,0.301349238184985,0.0720110017035154,28,1.0084009834647,1.00871786675593,1.00808419972065
83,ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,3,3,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic02_run03.mat,ratio,nCritic,2,500,200,100000,148.060494884345,0,0.146327970554185,0.102645907259918,0.102645907259918,100,10,1,778.534568708333,214,213,0.0215510870250052,0.0216123620313693,0.0647472143173218,0.171690946840148,0.0501053993814524,28,1.0462452824352,1.05140097215824,1.04111487434803
84,ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,3,3,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic04_run03.mat,ratio,nCritic,4,500,200,100000,148.060494884345,0,0.139174277396581,0.0985922973429781,0.0985922973429781,100,10,1,867.936857416667,208,207,0.0224233201363415,0.0224218424130635,0.101936459541321,0.165796278856775,0.0500278107108256,28,1,1,1
85,ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,4,4,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic01_run04.mat,ratio,nCritic,1,500,200,100000,148.060494884345,0,0.14263087213463,0.100596861025641,0.100596861025641,100,10,1,614.955333833333,211,210,0.034213563403542,0.0330578526966176,0.137985348701477,0.638006533435269,0.0970089198862415,29,1.03418180264427,1.03995163869964,1.02844397866223
86,ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,4,4,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic02_run04.mat,ratio,nCritic,2,500,200,100000,148.060494884345,0,0.143728099810812,0.100399940748795,0.100399940748795,100,10,1,591.47886575,218,217,0.0220379710244509,0.0240299255142468,0.11979603767395,0.168761602622475,0.0497231726748567,29,1.03713544840023,1.04795175608513,1.02643077993083
87,ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,4,4,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic04_run04.mat,ratio,nCritic,4,500,200,100000,148.060494884345,0,0.137151447073997,0.0978146239491768,0.0978146239491768,100,10,1,695.513481375,208,207,0.02168192471454,0.0214153793569073,0.107725262641907,0.144626947093905,0.0440953305609495,29,1,1,1
88,ratio,nCritic,nCritic=1,1,LIRCMOP14_BC,5,5,500,10,1,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic01_run05.mat,ratio,nCritic,1,500,200,100000,148.060494884345,0,0.148985417192914,0.0988782077608349,0.0988782077608349,100,10,1,607.408369833333,224,223,0.0214203279979531,0.0219819725137103,0.0545719265937805,0.301932755135701,0.0779545744830674,30,1.02498470466912,1.05059364480564,0.998148708757061
89,ratio,nCritic,nCritic=2,2,LIRCMOP14_BC,5,5,500,10,2,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic02_run05.mat,ratio,nCritic,2,500,200,100000,148.060494884345,0,0.145380436730803,0.10050889766779,0.10050889766779,100,10,1,740.133010208333,213,212,0.0192729355242783,0.01943875954198,0.0907475724816322,0.168591940897582,0.0485238924871404,30,1.02082300948987,1.02517256914265,1.01461008140803
90,ratio,nCritic,nCritic=4,4,LIRCMOP14_BC,5,5,500,10,4,ratio,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_training_schedule_v1_20260901/ratio/results/LIRCMOP14_BC_nCritic04_run05.mat,ratio,nCritic,4,500,200,100000,148.060494884345,0,0.141810697151587,0.0990615996327466,0.0990615996327466,100,10,1,768.169087291667,208,207,0.0193646467502614,0.0209538198776366,0.0894944071769714,0.150832806742307,0.0458150439692317,30,1.00092693283719,1,1
