pairCount,decisionThicknessRatioMedian,objectiveThicknessRatioMedian,decisionThicknessImproved,objectiveThicknessImproved,rawBoundaryMarginRatioMedian,rawInfeasibleRateDeltaMedian,candidateValidRateDeltaMedian,referenceMatchRateDeltaMedian,uniqueRateDeltaMedian,assignedCoverageDeltaMedian,entropyDeltaMedian,guidedCountDeltaMedian,guidedFeasibleRateDeltaMedian,guidedBoundaryMarginRatioMedian,guidedUsefulPerQuotaDeltaMedian
12,0.612905998739327,0.485744888322398,12,12,0.123419271321686,0.154,0.01,-0.004,0,-0.07,-0.0208052489186013,0,-0.1,0.723325621418625,0
