problem,run,mode,sigma,iter,reconstructionWeight,repeat,n,dec_rmse,obj_dist50,obj_dist90,feasible_rate
LIRCMOP9_BC,3,true_train,0,NaN,NaN,NaN,28,0,0,0,1
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,1,28,0.00501266535979755,0.000127450878363184,0.000762135217439349,0.857142857142857
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,2,28,0.00516113265148452,0.000126098601493974,0.000580973270756699,0.857142857142857
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,3,28,0.00498874508430792,0.000142337569084038,0.000324561031054564,0.857142857142857
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,1,28,0.0102422049334344,0.000349341284975633,0.000873694054151881,0.607142857142857
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,2,28,0.00989024371931682,0.000245999992296686,0.000868484531790892,0.678571428571429
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,3,28,0.00982264772673682,0.000411456076812858,0.00091888633114288,0.607142857142857
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,1,28,0.0200401301452844,0.000925328098133249,0.00347863952012589,0.357142857142857
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,2,28,0.0200705586247524,0.000880801470352929,0.00330791019527566,0.321428571428571
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,3,28,0.0200899771042441,0.000926096440499064,0.0032041088285641,0.357142857142857
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,1,28,0.0489025905740863,0.00411219799760528,0.0167353683762502,0.321428571428571
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,2,28,0.0494907654765446,0.00524256236519075,0.0178614187929223,0.25
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,3,28,0.0519257631095222,0.00629791825923394,0.0124164697966895,0.178571428571429
LIRCMOP9_BC,3,overfit,0,100,100,1,28,0.28052217109116,0.110973763912625,0.118580727807851,1
LIRCMOP9_BC,3,overfit,0,100,500,2,28,0.286683177406247,0.0987346676455157,0.103904484844228,1
LIRCMOP9_BC,3,overfit,0,300,100,3,28,0.257254949713028,0.0107140372452928,0.0215424641267669,0
LIRCMOP9_BC,3,overfit,0,300,500,4,28,0.241889307373816,0.010919541253452,0.0144499613333778,0
LIRCMOP9_BC,3,overfit,0,1000,100,5,28,0.26333376602173,0.0103696274409062,0.0332458823950967,0.321428571428571
LIRCMOP9_BC,3,overfit,0,1000,500,6,28,0.253352103281093,0.00791328221095297,0.0279374607116787,0.178571428571429
