problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP4_BC,1,10000,10067,48,27,1,0.09,27,0,0.00202572346512876,0.00336810108067238,27,20,3,0.00141339056692666,100,0.0359314887023047,0.30633011961853,0,20,0,20,0,0.740740740740741,1.70808649750842,2.1120532617269,0,2.11363540925894,NaN,0.7,0.00442433344045914,0,1.7090381641285,2.11395778702126,0,400,30,460,460,166,294,88,11,79,10,2424,1,27,27,27,27,27,27,27,27,27,0,20
DASCMOP4_BC,1,30000,30087,139,60,1,0.2,60,0,0.000196454633372351,0.000440909453502285,60,20,3,0.00314086792650369,53.3333333333333,0.00182369720624992,0.003980635880753,0,20,0,20,0,0.333333333333333,1.29855258811411,1.81734449973302,0,1.81734449973302,NaN,0.1,-0.00118632627689597,0,1.30161153439371,1.81802993487436,0,400,60,520,520,182,338,162,23,100,23,7497,0,69,69,69,69,60,60,60,60,60,0,20
DASCMOP4_BC,1,50000,50107,230,52,1,0.18,52,0,0.000232597037064329,0.000901314775226029,52,20,3,0.0027220855363032,61.5384615384615,0.00219740827702214,0.0033769930850137,0,20,0,20,0,0.384615384615385,0.363931353164714,0.700654999019296,0,0.703358322814715,NaN,1,0.00097910231828903,0,0.368780880966219,0.704451634249615,0,400,54,508,508,169,339,156,22,100,22,8165,0,66,66,66,66,52,52,52,52,52,0,20
DASCMOP4_BC,1,70000,70127,321,42,1,0.14,42,0,8.31469002757306e-05,0.000212902674114389,42,20,3,0.00219860754855258,76.1904761904762,0.00210899971274333,0.00818393075047696,0,20,0,20,0,0.476190476190476,0.617101863517217,0.972311314160266,0,0.972311314160266,NaN,0.2,-0.000582667940587027,0,0.619536394563116,0.972627538357712,0,400,42,484,484,158,326,144,20,100,20,6532,0,60,60,60,60,42,42,42,42,42,0,20
DASCMOP4_BC,1,100000,100047,457,43,1,0.15,43,0,6.79899720658948e-05,0.000285068759875637,43,20,3,0.00225095534732764,74.4186046511628,0.00158035467105958,0.00618237750483121,0,20,0,20,0,0.465116279069767,0.137553286501309,0.2584653343656,0,0.260180326927813,NaN,0.4,-9.24922253872675e-05,0,0.139830478786529,0.261901061175125,0,400,39,478,478,155,323,141,22,100,22,6478,0,66,66,66,66,43,43,43,43,43,0,20
DASCMOP5_BC,1,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,70000,70192,346,60,1,0.2,60,0,0.00202385175899817,0.00461433163720845,60,20,3,0.00314086792650369,53.3333333333333,0.0189968883621338,0.31480746519276,0,20,0,20,0,0.333333333333333,1.38883519799232,1.94599941871615,0,1.94845348037957,NaN,0.3,-0.00130305047494622,0,1.39141669396531,1.94930446695038,0,400,83,566,566,271,295,197,23,100,23,3187,58,66,66,66,66,60,60,60,60,60,0,20
DASCMOP5_BC,1,100000,100112,482,66,1,0.22,66,0,0.000751644547587072,0.0025435881049587,66,20,3,0.00345495471915406,48.4848484848485,0.013054944147795,0.327209441402957,0,20,0,20,0,0.303030303030303,1.78158165761902,2.34737083861924,0,2.34871166442128,NaN,0.65,0.000281297857869039,0,1.78463194661576,2.34898042566696,0,400,63,526,526,226,300,166,24,100,24,3252,21,69,69,69,69,66,66,66,66,66,0,20
LIRCMOP5_BC,1,10000,10100,48,140,1,0.47,140,0,0.00614538029433335,0.0142999138645697,140,20,3,0.00732869182850861,22.8571428571429,0.330448735020581,0.47731794817009,0,20,0,20,0,0.142857142857143,0.00616688399561402,0.00809062224027009,0,0.0164700470712714,NaN,0.75,0.0337908939593256,0,0.0111902088084085,0.0172692915283782,0,400,123,646,646,469,177,302,68,85,54,4508,0,162,162,162,162,140,140,140,140,140,0,20
LIRCMOP5_BC,1,30000,30120,139,90,1,0.3,90,0,0.00141665461837651,0.00471300197138708,90,20,3,0.00471130188975554,35.5555555555556,0.328459711152169,0.52555468771063,0,20,0,20,9,0.222222222222222,0.0171371562948111,0.0320234443307762,0,0.0329020046520615,NaN,0.85,0.0536730970741472,0.2,0.0188265108332487,0.0330185808677908,0.45,400,84,568,568,386,182,229,55,79,37,5728,27,106,106,106,106,90,90,90,90,90,0,20
LIRCMOP5_BC,1,50000,50140,230,33,1,0.11,33,0,0.00134449668538317,0.00334525300629224,33,20,3,0.00172747735957703,96.969696969697,0.306300017610591,0.636450652687269,0,9,11,20,20,0.606060606060606,0.0261540861165209,0.0331559839960364,0,0.0380087942584916,NaN,0.45,-0.0364173339533564,1,0.0352324875896399,0.0439225658450455,1,400,39,478,478,375,103,178,50,23,14,5625,0,42,42,42,42,33,33,33,33,33,0,20
LIRCMOP5_BC,1,70000,70160,321,153,1,0.51,153,0,0.00356970808568923,0.0105212184301322,153,20,3,0.00800921321258441,20.9150326797386,0.576147659573129,0.946790543843109,0,20,0,20,0,0.130718954248366,0.0104407574269631,0.0150721424109441,0,0.0310075363796089,NaN,1,0.0686013338833544,0,0.0330075456908691,0.0369946266264399,0,400,150,700,700,268,432,250,53,100,53,13325,0,159,159,159,159,153,153,153,153,153,0,20
LIRCMOP5_BC,1,100000,100080,457,77,1,0.26,77,0,0.00677477819266091,0.0153236719382089,77,20,3,0.00403078050567974,41.5584415584416,0.131778491649196,0.272383030328139,0,20,0,20,7,0.25974025974026,0.00212067282023919,0.0063894325522234,0,0.00660346102177886,NaN,1,0.116679667537449,0.0769230769230769,0.00214570580514631,0.00692247107594975,0.35,400,83,566,566,353,213,262,72,100,72,5397,2286,113,113,113,113,77,77,77,77,77,0,20
LIRCMOP6_BC,1,10000,10166,49,45,1,0.15,45,0,0.00699411109229464,0.0245747288910581,45,20,3,0.00235565094487777,71.1111111111111,0.334776146751966,0.480864980696771,0,9,11,20,20,0.444444444444444,0.0642331814197447,0.0662292988883679,0,0.0870979608935956,NaN,1,0.0206366497573259,0.866666666666667,0.0728771945808776,0.0870979608935956,1,400,39,478,478,428,50,197,44,31,20,1653,0,60,60,60,60,45,45,45,45,45,0,20
LIRCMOP6_BC,1,30000,30183,140,132,1,0.44,132,0,0.00146187169551377,0.00496469594337555,132,20,3,0.00690990943830812,24.2424242424242,0.393276669302025,0.531181883288133,0,20,0,20,3,0.151515151515152,0.0100843622604162,0.0187623055567345,0,0.0220325017157544,NaN,0.65,0.0185128814789819,0.113636363636364,0.0163161322465927,0.0230245484747397,0.15,400,114,628,628,451,177,276,68,79,50,4297,46,144,144,144,144,132,132,132,132,132,0,20
LIRCMOP6_BC,1,50000,50203,231,207,1,0.69,207,0,0.00313865646764187,0.00742971078673247,207,20,3,0.0108359943464377,15.4589371980676,0.468664381391432,0.745288262621704,0,20,0,20,10,0.0966183574879227,0.003443447064409,0.0139727004414992,0,0.0198551842818943,NaN,0.75,0.0439697131939042,0.260869565217391,0.0090393376892182,0.0205456372255715,0.5,400,195,790,790,441,349,343,73,100,73,10445,0,219,219,219,219,207,207,207,207,207,0,20
LIRCMOP6_BC,1,70000,70003,321,63,1,0.21,63,0,0.00376569470716146,0.0141882121639493,63,20,3,0.00329791132282887,50.7936507936508,0.16008852998277,0.273442007666041,0,20,0,20,1,0.317460317460317,0.0111887511792461,0.021274796765075,0,0.0377011934934967,NaN,0.65,0.0242841448248658,0.0952380952380952,0.0162174397342343,0.039636959969915,0.05,400,69,538,538,321,217,218,26,100,26,5329,181,72,72,72,72,63,63,63,63,63,0,20
LIRCMOP6_BC,1,100000,100143,458,109,1,0.37,109,0,0.0183576319975983,0.0562540458721482,109,20,3,0.0057059100664817,29.3577981651376,0.183196634380826,0.320512770692003,0,20,0,20,5,0.18348623853211,0.0178996966847161,0.0354200048748064,0,0.0753581684900496,NaN,1,0.064668932549276,0.0540540540540541,0.0325249059427741,0.0762612350907268,0.25,400,114,628,628,384,244,269,58,100,58,8293,2685,113,113,113,110,109,109,109,109,109,0,20
LIRCMOP7_BC,1,10000,10116,47,68,1,0.24,68,0,0.0149013202189846,0.0506096125184981,68,20,3,0.00355965031670418,47.0588235294118,0.216903261914279,0.42504886158809,0,20,0,20,5,0.294117647058824,0.00588962498908052,0.0124378164632324,0,0.0182780350640823,NaN,0.7,0.0151829865498695,0.291666666666667,0.014623683957322,0.0184545914787462,0.25,400,58,516,516,367,149,119,31,95,27,2231,75,77,77,77,77,68,68,68,68,68,0,20
LIRCMOP7_BC,1,30000,30136,138,96,1,0.32,96,0,0.000759778458897837,0.00364306575554095,96,20,3,0.0050253886824059,33.3333333333333,0.241357132693469,0.390696406509098,0,20,0,20,4,0.208333333333333,0.00743791635800372,0.0126814445052292,0,0.0126814445052292,NaN,0.85,0.0390623496974212,0.09375,0.00767453430205173,0.0161856323047874,0.2,400,114,628,628,394,234,259,50,90,40,10183,4,120,120,120,120,96,96,96,96,96,0,20
LIRCMOP7_BC,1,50000,50156,229,60,1,0.2,60,0,0.00323648612859954,0.0103445655536836,60,20,3,0.00314086792650369,53.3333333333333,0.248686646910675,0.420531020343061,0,20,0,20,2,0.333333333333333,0.00699520390921114,0.0136044755136407,0,0.0305166819786146,NaN,0.75,0.0336564285385916,0.1,0.0271584229880831,0.0321538575834015,0.1,400,60,520,520,370,150,219,58,45,20,5376,27,60,60,60,60,60,60,60,60,60,0,20
LIRCMOP7_BC,1,70000,70176,320,186,1,0.62,186,0,0.00226914156520203,0.00848040780217222,186,20,3,0.00973669057216144,17.2043010752688,0.419127439039767,0.924011413084616,0,20,0,20,0,0.10752688172043,0.00668667855987064,0.0118684715671326,0,0.018016395891422,NaN,0.9,0.0684307418402217,0,0.00785067645821198,0.0180986158419936,0,400,201,802,802,398,404,330,67,100,67,13733,0,201,201,201,201,186,186,186,186,186,0,20
LIRCMOP7_BC,1,100000,100096,456,222,1,0.74,222,0,0.00205442167792003,0.00668537866068056,222,20,3,0.0116212113280637,14.4144144144144,0.448888179840403,1.23536528142854,0,20,0,20,0,0.0900900900900901,0.0135299561585911,0.0198467013426204,0,0.0200944641904682,NaN,0.7,0.0247111449618286,0,0.0147840208249076,0.0203421498416793,0,400,204,808,808,331,477,310,78,100,78,14281,0,234,234,234,234,222,222,222,222,222,0,20
LIRCMOP8_BC,1,10000,10162,48,44,1,0.15,44,0,0.00444369239645145,0.0170342364824123,44,20,3,0.00230330314610271,72.7272727272727,0.356306381069636,0.469014242570137,0,20,0,20,20,0.454545454545455,0.0347283369596398,0.0435005738954074,0,0.0435005738954074,NaN,1,0.0492405164730282,0.2,0.0364803303225329,0.0547985285295481,1,400,99,598,598,470,128,159,34,65,19,1258,22,53,53,53,53,44,44,44,44,44,0,20
LIRCMOP8_BC,1,30000,30182,139,34,1,0.12,34,0,0.0021771415081588,0.00372022860614192,34,20,3,0.00177982515835209,94.1176470588235,0.287151608887335,0.442639927373476,0,20,0,20,3,0.588235294117647,0.0184107871014576,0.0332635197736787,0,0.0572821041494561,NaN,0.55,0.00366956674925384,0.25,0.0400992273235148,0.0574454434800459,0.15,400,39,478,478,360,118,163,36,68,15,1281,52,40,40,40,40,34,34,34,34,34,0,20
LIRCMOP8_BC,1,50000,50202,230,144,1,0.48,144,0,0.00182739518162258,0.00630096068790176,144,20,3,0.00753808302360886,22.2222222222222,0.259083518128759,0.430856985011959,0,20,0,20,1,0.138888888888889,0.0100620586445484,0.0339752432767359,0,0.039476125282172,NaN,0.55,0.000786362769417737,0.0416666666666667,0.0132904222578335,0.0402109623098888,0.05,400,142,684,684,385,299,275,52,100,52,8864,50,153,153,153,153,144,144,144,144,144,0,20
LIRCMOP8_BC,1,70000,70002,320,105,1,0.35,105,0,0.000664625315373158,0.00216923575779633,105,20,3,0.00549651887138146,30.4761904761905,0.273762817307268,0.427780280975872,0,20,0,20,12,0.19047619047619,0.0190839201117987,0.0324401114775643,0,0.0341245111917933,NaN,0.6,0.0147517267866821,0.114285714285714,0.0208858467895074,0.0343595295832989,0.6,400,123,646,646,395,251,271,62,77,44,11785,17,126,126,126,126,105,105,105,105,105,0,20
LIRCMOP8_BC,1,100000,100142,457,192,1,0.64,192,0,0.00154701488833313,0.00457512908942604,192,20,3,0.0100507773648118,16.6666666666667,0.319856803792392,0.631884014510595,0,20,0,20,5,0.104166666666667,0.018418840758064,0.0250527137408006,0,0.0262504921131671,NaN,0.6,0.00519860799673263,0.09375,0.0225792564012641,0.0303026093688973,0.25,400,196,792,792,410,382,325,68,100,68,12858,4,204,204,204,204,192,192,192,192,192,0,20
LIRCMOP9_BC,1,10000,10121,47,27,1,0.09,27,0,0.000774626425770896,0.00259958017839715,27,20,3,0.00141339056692666,100,0.316416656178257,0.547136337512718,0,20,0,20,17,0.740740740740741,1.51395524731354e-05,0.000164920111182183,0,0.00274821718749218,NaN,0.95,0.0339734434899532,0.222222222222222,0.00937924452385033,0.0182436752061875,0.85,400,33,466,466,244,222,111,11,75,11,6014,26,33,33,33,33,27,27,27,27,27,0,20
LIRCMOP9_BC,1,30000,30141,138,39,1,0.13,39,0,0.00224630488440471,0.00686816200599454,39,20,3,0.0020415641522274,82.0512820512821,0.0925203954842907,0.132603725484726,0,20,0,20,16,0.512820512820513,0.00024292554465377,0.000560077761166563,0,0.000717025946486878,NaN,0.05,-0.0103677617926181,0.307692307692308,0.0031393506322323,0.00492252135342429,0.8,400,74,548,548,379,169,231,14,67,13,16155,95,39,39,39,39,39,39,39,39,39,0,20
LIRCMOP9_BC,1,50000,50161,229,75,1,0.25,75,0,0.00659024777886762,0.0142426205043739,75,20,3,0.00392608490812961,42.6666666666667,0.0755019264132933,0.119441047016178,0,20,0,20,12,0.266666666666667,0.000604158776280579,0.232814845055534,0,0.23371084900546,NaN,0.55,0.00297255071173182,0.32,0.0028119822674891,0.248970441922195,0.6,400,66,532,532,323,209,221,28,80,26,5495,253,78,78,78,75,75,75,75,75,75,0,20
LIRCMOP9_BC,1,70000,70181,320,57,1,0.19,57,0,0.00205588640688072,0.00909287190486037,57,20,3,0.00298382453017851,56.140350877193,0.0755019264132933,0.161341502323592,0,20,0,20,5,0.350877192982456,0.000309090523538934,0.0111955991049509,0,0.0174707631502534,NaN,0.6,0.00482277625737491,0.210526315789474,0.000990108334250163,0.0187168774870414,0.25,400,51,502,502,269,233,196,19,100,19,6038,66,57,57,57,57,57,57,57,57,57,0,20
LIRCMOP9_BC,1,100000,100101,456,78,1,0.26,78,0,0.00396501717127723,0.012705148161334,78,20,3,0.0040831283044548,41.025641025641,0.0816628588540874,0.127736873573304,0,20,0,20,2,0.256410256410256,0.000460713440502792,0.000959171432336521,0,0.00100911154632687,NaN,0.75,0.00330504025767663,0.0769230769230769,0.000790646867374454,0.00199326290737043,0.1,400,66,532,532,267,265,196,28,100,28,4137,154,78,78,78,78,78,78,78,78,78,0,20
LIRCMOP10_BC,1,10000,10124,47,45,1,0.15,45,0,0.0047392797312317,0.0149109452960474,45,20,3,0.00235565094487777,71.1111111111111,0.472319541945856,0.76000453234929,0,20,0,20,0,0.444444444444444,0.000100219681307948,0.000465758634504257,0,0.000632263866330335,NaN,0.05,-0.0558361429034352,0,0.0053746456388526,0.0119236413418499,0,400,37,474,474,310,164,166,16,67,15,4740,106,45,45,45,45,45,45,45,45,45,0,20
LIRCMOP10_BC,1,30000,30144,138,69,1,0.23,69,0,0.00602863443377553,0.029643223191842,69,20,3,0.00361199811547924,46.3768115942029,0.0876023718139185,0.157940812787142,0,20,0,20,20,0.289855072463768,2.61868613568959e-05,8.35432730598179e-05,0,0.00168725911417412,NaN,0.8,0.0229432131764077,0.173913043478261,0.00246125765583884,0.00394115770600083,1,400,63,526,526,336,190,239,34,91,25,3252,59,74,74,74,74,69,69,69,69,69,0,20
LIRCMOP10_BC,1,50000,50164,229,93,1,0.31,93,0,0.00875670587821694,0.0191654789439012,93,20,3,0.00486834528608072,34.4086021505376,0.0936415830035769,0.149818023528868,0,20,0,20,3,0.21505376344086,0.000723585729599329,0.00221970678466097,0,0.00226652831405911,NaN,1,0.0205391487435159,0.129032258064516,0.00132353673603513,0.00249697508501981,0.15,400,88,576,576,353,223,254,38,83,33,5800,90,93,93,93,93,93,93,93,93,93,0,20
LIRCMOP10_BC,1,70000,70184,320,117,1,0.39,117,0,0.00314303210398451,0.012774912934146,117,20,3,0.0061246924566822,27.3504273504273,0.0779580414385333,0.128074779936271,0,20,0,20,2,0.170940170940171,0.000280193224948836,0.00305402928541496,0,0.00725703642784309,NaN,0.65,0.00751482292549359,0.0512820512820513,0.00108974040662629,0.007765303537658,0.1,400,123,646,646,374,272,304,44,100,44,8948,194,126,126,126,123,117,117,117,117,117,0,20
LIRCMOP10_BC,1,100000,100104,456,147,1,0.49,147,0,0.0076585676378864,0.0223216272132459,147,20,3,0.00769512641993404,21.7687074829932,0.0994810918944968,0.180623481188684,0,20,0,20,0,0.136054421768707,0.00051112975157917,0.00174864517451361,0,0.00179158228753329,NaN,0.2,-0.00961262852611417,0,0.000791112917472215,0.00247225552909416,0,400,138,676,676,390,286,306,50,100,50,9213,354,149,149,149,149,147,147,147,147,147,0,20
