addedUpdates,distanceBefore,distanceAfter,distanceChange,fullVsAdversarialCosine,fullVsUsedCosine,adamDirectionalDerivative,adamStepNorm,adversarialGradientNorm,distanceGradientNorm,usedGradientNorm
1,0.756548139157312,0.683524343372121,-0.0730237957851914,0.778175684748909,0.974142412655897,-0.0982027747181915,0.0618211689774666,3.44596820446659,3.4299776719533,3.4459683616454
2,0.683524343372121,0.657383258102066,-0.0261410852700548,0.621133088162012,0.88595381558373,-0.0412631276235257,0.055763046953755,3.05889745638906,2.21366576052892,3.05889757274885
3,0.657383258102066,0.649894952592288,-0.00748830550977753,-0.109627163214196,0.673996319320601,-0.0254400454513877,0.0525661133399697,2.93175526308342,2.4614918589061,2.93175532583214
4,0.649894952592288,0.636376998659816,-0.0135179539324725,0.648547698630339,0.827389380046818,-0.0267668666107276,0.0501203255369279,2.50298123625612,1.17151289122101,2.50298129781275
5,0.636376998659816,0.628755825055435,-0.00762117360438119,0.0123695930786608,0.447590433169817,-0.0121628352396959,0.0462946287227146,2.33308630190119,1.29722551791034,2.33308631026189
20,0.608061571337909,0.601428215992125,-0.00663335534578346,0.481353136175886,0.67710516653566,-0.0157838155276506,0.0427871740535109,1.84785014932141,1.95470164766975,1.84785014855806
40,0.595320846089494,0.615338280515465,0.0200174344259713,-0.784900163211893,-0.0254006645716774,-0.00482470406853314,0.0682787002246986,2.8240555533443,0.958052176580231,2.82405545535757
60,0.587339010909456,0.588041316528671,0.000702305619215249,0.584583963622812,0.699662868961489,-0.00515197553908225,0.0363401088489365,1.60423553959602,1.07884631753741,1.60423557943353
80,0.593404486241982,0.598126859074449,0.00472237283246624,-0.560920393721719,-0.370797827076967,0.000770581093086947,0.0381291636819297,1.6784337665619,1.14728941808419,1.67843374398445
100,0.582402379418249,0.607096629982994,0.0246942505647444,0.302058997788525,0.547594340978419,-0.00863686519848368,0.0672068181634724,2.97197483021732,1.15510973131119,2.97197473568538
120,0.578953408749116,0.590055327284319,0.0111019185352028,-0.252701597550619,0.388227887023196,-0.00594957864342623,0.0560087626269346,1.86321063550247,1.13865444823842,1.86321063928909
140,0.577619799843469,0.583992801527212,0.00637300168374333,0.677545540286587,0.180490981092637,-0.00640883609287976,0.0656321600967968,2.27331760093428,0.685637217482553,2.27331767648258
160,0.580248243842592,0.58271673159311,0.00246848775051789,0.573103434314069,0.739254773092657,-0.0121274486946408,0.0508420454710167,1.71975837732382,0.921660180898764,1.7197583995265
