epoch,taskCount,full20Rate,guidedCountMedian,candidateValidRateMedian,rawFeasibleRateMedian,rawInfeasibleRateMedian,rawBoundaryMarginMedian,rawCVMedian,guidedFeasibleRateMedian,guidedBoundaryMarginMedian,guidedCVMedian,guidedUsefulPerQuotaMedian,useFEMedian,wallClockMedian,wallClockP90,qualityScoreMedian,qualityScoreIQR
400,12,0.833333333333333,20,0.974,0.988,0.012,8.38817204245804,0,0.9,2.35706809194452,0,0,3600,46.9649176666667,70.0631364166667,0.44625,0.128774267154015
600,12,1,20,0.988,0.885,0.115,4.93849083355113,0,0.85,2.18054377129214,0,0,3600,87.0840282291667,103.3989802625,0.641083215505023,0.149848716449398
800,12,1,20,0.991,0.842,0.158,3.41693469991629,0,0.825,1.73985753184836,0,0,3600,129.495683854167,152.675074070833,0.676491667230241,0.101345982742583
1000,12,1,20,0.994,0.859,0.141,2.33654600325509,0,0.825,1.12054373553911,0,0,3600,155.231008708333,187.390861833333,0.750794096217505,0.098723778336383
1200,12,1,20,0.998,0.849,0.151,2.10137067716999,0,0.8,0.873866717633676,0,0,3600,214.339211520833,234.635556145833,0.773936195370209,0.0937553127941115
