problem,seed,arm,updates,trainingPairs,trainingSamples,productionFE,firstUseFE,trainingSeconds,wallSeconds,labelAccuracy,feasibleRequestAccuracy,infeasibleRequestAccuracy,directionError,knownDirectionError,unseenDirectionError,referenceHitRate,unseenRequestFraction,rawUseful,rawFeasible,nearestObjectiveDistance,selected,survivedP1,survivedP2,initialIGD,firstUseIGD,firstUseHV,probeRMSE
LIRCMOP8_BC,1,mis2000,2000,11,16,5000,5200,182.192753375,197.160650583333,0.7,0.588,0.812,9.80899514737949,5.05237087804833,10.2451921327767,0.03,0.916,0.178,0.388,0.826273113237028,20,4,16,1.93549144589322,1.81668910944095,0,0.115493970048762
