problem,run,seed,N,D,maxFE,finalFE,runtime,event_count,train_row_count,status,error_message,run_folder,metric_file,event_summary_file,train_history_file,stage_snapshot_file,figure_manifest_file,figure_count
LIRCMOP5_BC,1,1,100,30,100000,100150,1077.746433125,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run1/figure_manifest.csv,0
LIRCMOP5_BC,2,2,100,30,100000,100040,670.659178,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run2/figure_manifest.csv,0
LIRCMOP5_BC,3,3,100,30,100000,100160,803.137934375,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP5_BC_run3/figure_manifest.csv,5
LIRCMOP6_BC,1,1,100,30,100000,100010,967.534762458333,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run1/figure_manifest.csv,0
LIRCMOP6_BC,2,2,100,30,100000,100150,905.047282291666,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run2/figure_manifest.csv,0
LIRCMOP6_BC,3,3,100,30,100000,100080,1310.53590054167,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP6_BC_run3/figure_manifest.csv,5
LIRCMOP7_BC,1,1,100,30,100000,100220,1385.05393366667,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run1/figure_manifest.csv,0
LIRCMOP7_BC,2,2,100,30,100000,100030,1340.105219375,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run2/figure_manifest.csv,0
LIRCMOP7_BC,3,3,100,30,100000,100010,1361.91769941667,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP7_BC_run3/figure_manifest.csv,5
LIRCMOP8_BC,1,1,100,30,100000,100210,1362.63050408333,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run1/figure_manifest.csv,0
LIRCMOP8_BC,2,2,100,30,100000,100100,1157.80106658333,0,0,ok,,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2/metric.mat,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2/event_summary.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2/train_history.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2/stage_snapshots.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_runs1_3_plotrun3_10workers_20260627_185214/LIRCMOP8_BC_run2/figure_manifest.csv,0
