problem,seed,mode,guideQuota,guideFull,firstModelFE,firstGuidedFE,trainingEvents,postModelQuotaOccupancy,quotaOccupancy,fallbackRate,positiveUseRate,modelServiceRate,queryRate,nativeBandRate,projectionMedian,coarseIntervalProposals,certifiedIntervalProposals,nativeCertifiedBandRate,pendingPassRate,fullEvaluationRate,uniqueGuidedUpdateRate,logShrinkPerGuideFE,netGapReduction,survivedP1,survivedP2,retainedP1After1,retainedP1After5,retainedP1After10,penalizedGapAUC,pairCoverageAUC,IGDAUC,HVAUC,finalIGD,finalHV,trainingSeconds,wallSeconds,searchFE,CalObjRows,CalConRows
LIRCMOP5_BC,1,cgan,9980,6848,5200,5281,229,0.722362869198312,0.686172344689379,0.313827655310621,0.949899799599198,0.951807228915663,0.951807228915663,0,NaN,237000,0,0,0.0288945147679325,1,0.191880841121495,0.0449838885236132,28.0067475017414,0.00657126168224299,0.0129964953271028,34,21,16,4.29767927533956,0.00220440881763527,0.745314562444308,0.159496833683859,0.0144750687934188,0.28738753915966,539.451846541667,649.318004875,100000,200000,100000
LIRCMOP5_BC,2,cgan,9980,5246,4800,4883,148,0.551050420168067,0.52565130260521,0.47434869739479,0.953907815631262,0.955823293172691,0.955823293172691,0,NaN,238000,0,0,0.0220420168067227,1,0.0726267632481891,0.00933063678094891,10.1882731202148,0.00209683568433092,0.000762485703393061,11,11,10,4.78630565118675,0.00122244488977956,0.620416060874917,0.178850645007874,0.0121807069803829,0.287788960916242,417.482847166667,520.81682675,100000,200000,100000
LIRCMOP5_BC,3,cgan,9980,8062,4800,4883,362,0.846848739495798,0.807815631262525,0.192184368737475,0.953907815631262,0.955823293172691,0.955823293172691,0,NaN,238000,0,0,0.0338739495798319,1,0.22909947903746,0.0407410962048647,9.00185086998062,0.000620193500372116,0.0184817663110891,5,4,4,3.53329335602401,0.00901803607214429,1.15459688331774,0.049964803081974,0.037685677001973,0.276293197978112,769.084339666667,903.022133333333,100000,200000,100000
LIRCMOP6_BC,1,cgan,9980,7754,5400,5485,339,0.819661733615222,0.776953907815631,0.223046092184369,0.889779559118236,0.891566265060241,0.891566265060241,0,NaN,222000,0,0,0.0349279279279279,1,0.352076347691514,0.13980958322483,36.8951201725968,0.0128965695125097,0.0139282950735104,86,56,45,3.91249335793303,0.00094188376753507,0.941047229360401,0.0809947942437494,0.0204436154841944,0.190690682917288,739.414111374999,862.974018125,100000,200000,100000
LIRCMOP6_BC,2,cgan,9980,3142,6400,6481,87,0.335683760683761,0.314829659318637,0.685170340681363,0.659318637274549,0.660642570281124,0.660642570281124,0,NaN,164500,0,0,0.0191003039513678,1,0.0401018459579885,0.0307154938362482,-0.0712085110154253,0.00190961171228517,0.00159134309357097,6,4,1,5.17107975694658,0.000881763527054108,0.528995758002939,0.131610043446962,0.0140585422897663,0.192752888926353,287.829908375,390.174849166667,100000,200000,100000
LIRCMOP6_BC,3,cgan,9980,5174,5400,5485,184,0.546934460887949,0.518436873747495,0.481563126252505,0.715430861723447,0.716867469879518,0.716867469879518,0,NaN,178500,0,0,0.0289859943977591,1,0.186509470429068,0.044742302165464,5.31099989443731,0.00328565906455354,0.0172013915732509,15,11,10,4.48410564482795,0.000761523046092184,0.719798102326839,0.111036920624651,0.0125783844230516,0.193278786767577,465.730308166667,572.794969583333,100000,200000,100000
LIRCMOP7_BC,1,cgan,9980,9548,4200,4281,466,0.996659707724426,0.956713426853707,0.0432865731462926,0.959919839679359,0.961847389558233,0.961847389558233,0,NaN,239500,0,0,0.039866388308977,1,0.379451193967323,0.212401776092628,92.3101126930802,0.00848345203183913,0.00492249685798073,74,57,40,1.58764038614996,0.0178557114228457,0.373060329172389,0.243197080952546,0.00849094412952968,0.293676110062597,941.158824083333,1086.599034125,100000,200000,100000
LIRCMOP7_BC,2,cgan,9980,9484,3600,3681,464,0.983817427385892,0.950300601202405,0.0496993987975952,0.965931863727455,0.967871485943775,0.967871485943775,0,NaN,241000,0,0,0.0393526970954357,1,0.181990721214677,0.0459830690490367,8.79240593031712,0.00400674820750738,0,33,27,22,1.90560151101271,0.0312625250501002,0.305318615595897,0.261583406726708,0.00952412051544715,0.292754704113249,952.474726458333,1102.02346316667,100000,200000,100000
LIRCMOP7_BC,3,cgan,9980,9544,4000,4081,471,0.994166666666667,0.956312625250501,0.043687374749499,0.961923847695391,0.963855421686747,0.963855421686747,0,NaN,240000,0,0,0.0397666666666667,1,0.288977367979883,0.154981876097574,52.8377164026903,0.00974434199497066,0.009639564124057,86,65,51,1.52515813229284,0.0429859719438878,0.345580586580603,0.250537657400724,0.00832109841381013,0.29377192827652,642.241240541667,734.798411625,100000,200000,100000
LIRCMOP8_BC,1,cgan,9980,9468,5000,5081,467,0.996631578947368,0.948697394789579,0.0513026052104208,0.95190380761523,0.953815261044177,0.953815261044177,0,NaN,237500,0,0,0.0398652631578947,1,0.365335868187579,0.258618550784352,61.8539130387224,0.0128855090832277,0.00887198986058302,114,97,81,1.61482255156049,0.0327054108216433,0.407478665357377,0.250689842376773,0.00738988135312521,0.294272560792317,961.481050916666,1104.47328579167,100000,200000,100000
