problem,run,seed,targetFE,actualFE,gen,condition_mode,boundaryTargetMode,train_count,query_count,condition_dim,condition_unique_count,condition_duplicate_count,condition_nn_dist50,condition_nn_dist90,train_ref_unique_count,train_ref_min,train_ref_max,train_ref_coverage,train_tau_iqr,train_tau_range,train_tau_nonzero_rate,train_x_nn_dist50,train_x_nn_dist90,train_y_nn_dist50_raw,train_y_nn_dist90_raw,train_y_nn_dist50_norm,train_y_nn_dist90_norm,train_x_span50,train_x_span90,train_y_span_f1_raw,train_y_span_f2_raw,train_y_min_f1_raw,train_y_max_f1_raw,train_y_min_f2_raw,train_y_max_f2_raw,train_y_span50_norm,train_pair_dec_dist50,train_pair_dec_dist90,train_pair_obj_dist50_norm,train_pair_obj_dist90_norm,bmem_count,maxCandidatePairsPerRef,snapshot_file
LIRCMOP7_BC,1,1,50000,50156,220,ref_y,feasible_endpoint,42,30,4,16,26,0,4.47034835815436e-09,14,65,100,0.14,-0,0,0,0,8.42936970217881e-08,0,8.42936970217881e-08,0,5.26835606386175e-09,0.211247001994829,0.311411647622371,3.03399816447399,3.08341876843082,1.26442299784449,4.29842116231849,1.11744091303842,4.20085968146925,0.0535484907609703,0.334569988277098,0.387778880050742,0.000921962609421759,0.0019411469910887,42,3,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/single_stage_overfit_endpoint_yb_norm_20260624_203803/LIRCMOP7_BC_run1_targetFE050000_snapshot.mat
