epoch,taskCount,full20Rate,guidedCountMedian,candidateValidRateMedian,rawFeasibleRateMedian,rawInfeasibleRateMedian,rawBoundaryMarginMedian,rawCVMedian,guidedFeasibleRateMedian,guidedBoundaryMarginMedian,guidedCVMedian,guidedUsefulPerQuotaMedian,validationEndpointMedian,validationRelationMedian,useFEMedian,wallClockMedian,wallClockP90,qualityScoreMedian,qualityScoreIQR
10,30,0.866666666666667,20,0.377,1,0,83.3902538484557,0,1,7.55114942700748,0,0,1.67156247570219,0.250979388381793,3500,6.38931379166667,11.0157974375,0.46003782507942,0.0933037149017799
25,30,0.8,20,0.332,1,0,83.7616882864648,0,1,7.79040518254478,0,0,1.74384899716765,0.260398863353681,3500,7.41866370833333,12.3363807083333,0.467921464885598,0.0682958432578193
50,30,0.766666666666667,20,0.414,1,0,65.3054135259485,0,1,7.05693333118349,0,0,1.53576082120349,0.24364356665346,3500,16.0314838333333,30.4292453541667,0.505982670017811,0.16446524534778
100,30,0.866666666666667,20,0.639,1,0,35.510698918875,0,1,4.00631905328611,0,0,1.21875180843292,0.210099813221692,3600,28.5137651875,86.8898047916667,0.626713526453178,0.182616417822228
200,30,0.866666666666667,20,0.939,1,0,12.4893087185313,0,1,1.60544248854547,0,0,0.621213139089874,0.28187348425005,3500,41.3084831041667,96.9869699791667,0.736598352247677,0.196443849402578
400,30,1,20,0.996,0.85,0.15,1.46348118163295,0,0.8,0.464405003217838,0,0,0.270532353524155,0.246109392942558,3500,77.4273954791667,199.9527790625,0.774604471173692,0.0552938467296936
800,30,1,20,0.994,0.854,0.146,1.24492438049377,0,0.7,0.319421233896176,0,0,0.228441734165846,0.190861385404461,3500,132.040405854167,276.780408645833,0.78935,0.0298012206344311
