problem,epoch,run,poolFE,useFE,wallClockSeconds,trainingPairs,batchesPerEpoch,updates,pairVisits,candidateValidCount,candidateValidRate,guidedCount,guidedSelectionRate,fallbackCount,rawFeasibleRate,rawInfeasibleRate,rawBoundaryMarginMedian,rawCVMedian,rawDecisionUniqueRate,guidedFeasibleRate,guidedBoundaryMarginMedian,guidedCVMedian,guidedDominatingRate,guidedUsefulRate,guidedUsefulPerQuota,validationEndpoint,validationRelation,latentSensitivity,validationUniqueRate,validationDuplicateRate,qualityScore
LIRCMOP10_BC,10,4,4000,4100,8.576251125,39,3,30,390,0,0,0,0,20,1,0,13.3838226955028,0,1,NaN,NaN,NaN,NaN,NaN,0,1.66689557992091,0.138330584766754,0.185217980946517,1,0,0.0911907569519942
LIRCMOP10_BC,10,5,4800,4900,9.51925683333333,40,3,30,400,205,0.41,20,1,0,1,0,12.2289007599953,0,1,1,9.29597408849698,0,0,0,0,2.02743917893926,0.276343107002754,0.232467201815455,1,0,0.54330371490178
LIRCMOP10_BC,25,1,4000,4100,2.610671125,30,2,50,750,227,0.454,20,1,0,1,0,14.726142280819,0,1,1,6.10577945430141,0,0,0,0,2.55053210109253,0.195873262453517,0.240788848338164,1,0,0.471537822515354
LIRCMOP10_BC,25,2,5000,5100,5.98715595833333,26,2,50,650,93,0.186,0,0,20,1,0,14.8483449605002,0,1,NaN,NaN,NaN,NaN,NaN,0,1.89241845657124,0.153549925260674,0.227493545057137,1,0,0.0116049185127468
LIRCMOP10_BC,25,3,4200,4300,6.14330795833333,29,2,50,725,236,0.472,20,1,0,1,0,14.2502109786884,0,1,1,3.39390529492321,0,0,0,0,1.87463863112375,0.25772043864163,0.157464448189311,1,0,0.493363210565351
LIRCMOP10_BC,25,4,4000,4100,13.1480265,35,3,75,875,0,0,0,0,20,1,0,11.8489276578765,0,1,NaN,NaN,NaN,NaN,NaN,0,1.81745834937806,0.19755529312681,0.1869402428616,1,0,0.104594827494676
LIRCMOP10_BC,25,5,4600,4700,8.95947883333333,31,2,50,775,175,0.35,0,0,20,1,0,21.6133147228408,0,1,NaN,NaN,NaN,NaN,NaN,0,2.23344949034745,0.314494328359444,0.165960455115743,1,0,0.00901214229212473
LIRCMOP10_BC,50,1,4000,4100,9.11831095833333,30,2,100,1500,229,0.458,20,1,0,1,0,13.8842061981614,0,1,1,5.88203811608015,0,0,0,0,2.45780549018541,0.186334423013443,0.237851834778879,1,0,0.500467744638028
LIRCMOP10_BC,50,2,5000,5100,12.630358875,26,2,100,1300,91,0.182,0,0,20,1,0,14.0045489039078,0,1,NaN,NaN,NaN,NaN,NaN,0,1.79376558426948,0.155417919509293,0.231850888714584,1,0,0.0237681636884715
LIRCMOP10_BC,50,3,4400,4500,22.7113110833333,40,3,150,2000,187,0.374,20,1,0,1,0,12.8080029991078,0,1,1,4.29789686265747,0,0,0,0,1.50191556207882,0.370619010146863,0.210723494329088,1,0,0.480036162278428
LIRCMOP10_BC,50,4,4000,4100,15.70954975,36,3,150,1800,0,0,0,0,20,1,0,15.472972271194,0,1,NaN,NaN,NaN,NaN,NaN,0,1.256434375616,0.174364605895392,0.209100174255116,1,0,0.0729464421289526
LIRCMOP10_BC,50,5,4600,4700,8.585976875,31,2,100,1550,161,0.322,0,0,20,1,0,22.6166614554141,0,1,NaN,NaN,NaN,NaN,NaN,0,2.15108316011951,0.306528966206516,0.172059804330055,1,0,0
LIRCMOP10_BC,100,1,4000,4100,21.1158983333333,30,2,200,3000,242,0.484,20,1,0,1,0,12.6485234664432,0,1,1,5.148757734115,0,0,0,0,2.25570345834629,0.173338373709447,0.236324390829524,1,0,0.568701215540221
LIRCMOP10_BC,100,2,5200,5300,40.0024776666667,25,2,200,2500,131,0.262,20,1,0,1,0,11.9600843015521,0,1,1,5.11165146395343,0,0,0,0,1.63352036066818,0.168680283215206,0.225510205387023,1,0,0.503238939259487
LIRCMOP10_BC,100,3,4400,4500,46.9702189166667,38,3,300,3800,264,0.528,20,1,0,1,0,9.52396984174918,0,1,1,2.50383187097794,0,0,0,0,1.15933595477052,0.182658951214207,0.212850198035394,1,0,0.590675677403052
LIRCMOP10_BC,100,4,3800,3900,21.7002160833333,30,2,200,3000,99,0.198,20,1,0,1,0,23.8260417122792,0,1,1,0.214058462128627,0,0,0,0,1.90497959170359,0.206871574892534,0.191900752857042,1,0,0.514427293908469
LIRCMOP10_BC,100,5,4600,4700,20.7520895,31,2,200,3100,137,0.274,0,0,20,1,0,21.2146759840257,0,1,NaN,NaN,NaN,NaN,NaN,0,1.82930063467006,0.295133083650264,0.176679480854138,1,0,0.0125927479997258
LIRCMOP10_BC,200,1,4000,4100,41.0850211666667,30,2,400,6000,290,0.58,20,1,0,1,0,11.825484878569,0,1,1,5.82891188394025,0,0,0,0,1.87705845450284,0.163521431577178,0.262776046140153,1,0,0.539764251245426
LIRCMOP10_BC,200,2,5200,5300,57.12118875,30,2,400,6000,172,0.344,20,1,0,1,0,10.7622349842172,0,1,1,1.85926525751107,0,0,0,0,1.49249366286702,0.152239700999928,0.196731497539591,1,0,0.621899530275456
LIRCMOP10_BC,200,3,4600,4700,107.000198916667,48,3,600,9600,357,0.714,20,1,0,1,0,2.85254882165516,0,1,1,0.370438537000391,0,0,0,0,0.545833276356922,0.249918181990637,0.217065608053846,1,0,0.760133252633636
LIRCMOP10_BC,200,4,3800,3900,30.297827375,30,2,400,6000,112,0.224,20,1,0,1,0,16.8220924302596,0,1,1,0.187819685476497,0,0,0,0,1.36837533130121,0.202630959179565,0.22272230449382,1,0,0.590485323309127
LIRCMOP10_BC,200,5,4600,4700,33.4970710833333,31,2,400,6200,176,0.352,1,0.05,19,1,0,13.1042124828807,0,1,1,0.330746604769812,0,0,0,0,1.09596138420518,0.297798885157493,0.173088918043415,1,0,0.396074015488415
LIRCMOP10_BC,400,1,4000,4100,55.2215522083333,30,2,800,12000,374,0.748,20,1,0,1,0,11.2988886825086,0,1,1,4.94578251282971,0,0,0,0,1.31369333787275,0.171669096464211,0.372738245623549,1,0,0.605166173232261
LIRCMOP10_BC,400,2,5000,5100,54.9062515,26,2,800,10400,261,0.522,20,1,0,1,0,8.0959586508029,0,1,1,0.603728204212395,0,0,0,0,0.819458808622071,0.130558395478229,0.334045879019903,1,0,0.699475250342757
LIRCMOP10_BC,400,3,4400,4500,158.0014785,38,3,1200,15200,496,0.992,20,1,0,0.992,0.008,0.399976281994318,0,1,0.9,0.199061643110755,0,0,0,0,0.33604091216817,0.370186479088884,0.191583342753526,1,0,0.7866
LIRCMOP10_BC,400,4,3800,3900,72.500302375,30,2,800,12000,283,0.566,20,1,0,1,0,6.75145275506896,0,1,0.95,0.327565386813676,0,0,0,0,1.0998683799251,0.165192141605744,0.308780219286591,1,0,0.591610518477981
LIRCMOP10_BC,400,5,4600,4700,15.5706408333333,31,2,800,12400,482,0.964,20,1,0,1,0,0.968996964505945,0,1,0.95,0.130636627553411,0,0,0,0,0.260114256137425,0.23745603089721,0.15085430462646,1,0,0.785824127063041
LIRCMOP10_BC,800,1,4000,4100,101.008708,30,2,1600,24000,426,0.852,20,1,0,0.906,0.094,3.7210338562042,0,1,0.95,3.96177445882935,0,0.05,0,0,0.704679892406735,0.16006645978854,0.538693037046736,1,0,0.8113
LIRCMOP10_BC,800,2,5000,5100,99.2255374166667,26,2,1600,20800,369,0.738,20,1,0,0.958,0.042,1.77888655990655,0,1,1,0.300130302960479,0,0,0,0,0.645142378201258,0.112890630625208,0.594341104445896,1,0,0.8084
LIRCMOP10_BC,800,3,4200,4300,98.7618109583333,29,2,1600,23200,486,0.972,20,1,0,0.988,0.012,0.43389647481623,0,1,0.95,0.205817821376044,0,0,0,0,0.225065573015219,0.236219742896291,0.206861683298398,1,0,0.794188117291221
LIRCMOP10_BC,800,4,3800,3900,96.6458175,30,2,1600,24000,382,0.764,20,1,0,0.952,0.048,0.924117513374914,0,1,0.9,0.0632979052871999,0,0.05,0.05,0.05,1.4258293419335,0.140927357920874,0.508091796796381,1,0,0.7946
LIRCMOP10_BC,800,5,4600,4700,100.13156375,31,2,1600,24800,489,0.978,20,1,0,0.984,0.016,0.350108175399667,0,1,0.95,0.061875634257289,0,0,0,0,0.241970842503609,0.130114232557662,0.146973296562079,1,0,0.7957
LIRCMOP12_BC,10,1,6200,6300,7.880225625,25,2,20,250,138,0.276,0,0,20,1,0,25.3811772537062,0,1,NaN,NaN,NaN,NaN,NaN,0,1.6003321588199,0.113129624015574,0.226948002087349,1,0,0.0183095209838619
LIRCMOP12_BC,10,2,8000,8100,5.80767020833333,25,2,20,250,36,0.072,0,0,20,1,0,40.9646211475603,0,1,NaN,NaN,NaN,NaN,NaN,0,2.04936320068508,0.157931442540703,0.242332333405463,1,0,0
LIRCMOP12_BC,10,3,5800,5900,4.94849266666667,25,2,20,250,111,0.222,20,1,0,1,0,38.3545899865798,0,1,1,13.6071893245391,0,0,0,0,2.02838681989711,0.147009324543751,0.199122976640457,1,0,0.452876882515193
LIRCMOP12_BC,10,4,4600,4700,11.2044722083333,36,3,30,360,70,0.14,20,1,0,1,0,27.1989720012316,0,1,1,4.24081963015619,0,0,0,0,1.9987051132286,0.0753113706840122,0.186701850218011,1,0,0.603918344138952
LIRCMOP12_BC,10,5,3400,3500,10.1606076666667,29,2,20,290,42,0.084,20,1,0,1,0,29.1159317719123,0,1,1,8.16486802898645,0,0,0,0,1.67622937148346,0.158155330952834,0.170902671838964,1,0,0.496719832749876
LIRCMOP12_BC,25,1,6000,6100,8.29731270833333,25,2,50,625,133,0.266,0,0,20,1,0,27.2776577993181,0,1,NaN,NaN,NaN,NaN,NaN,0,1.6179464120309,0.154037139460055,0.201649235506102,1,0,0
LIRCMOP12_BC,25,2,8000,8100,7.914568125,25,2,50,625,40,0.08,0,0,20,1,0,39.782233508252,0,1,NaN,NaN,NaN,NaN,NaN,0,2.02232914476349,0.149220768302153,0.240208955250358,1,0,0.00698002759320302
LIRCMOP12_BC,25,3,5800,5900,8.622111,25,2,50,625,116,0.232,20,1,0,1,0,37.2391401758767,0,1,1,13.8532986543194,0,0,0,0,2.001425514256,0.144237840492813,0.19758847045649,1,0,0.456122626176724
LIRCMOP12_BC,25,4,3800,3900,7.890611875,26,2,50,650,117,0.234,0,0,20,1,0,40.9360378759585,0,1,NaN,NaN,NaN,NaN,NaN,0,1.80000972974594,0.198580465729671,0.167704992822318,1,0,0.000584248387764008
LIRCMOP12_BC,25,5,3000,3100,7.46754404166667,25,2,50,625,82,0.164,20,1,0,1,0,18.4339179985388,0,1,1,6.62822446412764,0,0,0,0,1.60622487380136,0.18784499004318,0.145172737565194,1,0,0.610043391083139
LIRCMOP12_BC,50,1,6000,6100,10.7769827916667,25,2,100,1250,133,0.266,0,0,20,1,0,24.9152010125282,0,1,NaN,NaN,NaN,NaN,NaN,0,1.56969436511671,0.152596389807271,0.203473566120612,1,0,0.0228082762099948
LIRCMOP12_BC,50,2,8000,8100,12.826830375,25,2,100,1250,45,0.09,0,0,20,1,0,37.6938733427743,0,1,NaN,NaN,NaN,NaN,NaN,0,1.97377620540578,0.137127003559683,0.237800849544467,1,0,0.0193083124085851
LIRCMOP12_BC,50,3,5800,5900,5.42050804166667,25,2,100,1250,127,0.254,20,1,0,1,0,34.3769900333839,0,1,1,12.8206686541974,0,0,0,0,1.92186570818525,0.138857097719301,0.191073662070043,1,0,0.483903644551337
LIRCMOP12_BC,50,4,3800,3900,5.27827758333333,26,2,100,1300,143,0.286,5,0.25,15,1,0,41.0528725574063,0,1,1,8.97859761871569,0,0,0,0,1.69766884857604,0.194223718557728,0.169458912143839,1,0,0.234303744430885
LIRCMOP12_BC,50,5,3000,3100,5.24349870833333,25,2,100,1250,92,0.184,20,1,0,1,0,18.2097915488683,0,1,1,6.49297411539241,0,0,0,0,1.54062468602134,0.188302639995717,0.147802637078612,1,0,0.61446524534778
LIRCMOP12_BC,100,1,6000,6100,27.771980125,25,2,200,2500,135,0.27,0,0,20,1,0,21.6984983742601,0,1,NaN,NaN,NaN,NaN,NaN,0,1.45488124297894,0.149132670603327,0.208291028879135,1,0,0.0538638462713329
LIRCMOP12_BC,100,2,8000,8100,27.3030858333333,25,2,200,2500,49,0.098,0,0,20,1,0,31.5580972649919,0,1,NaN,NaN,NaN,NaN,NaN,0,1.8657023588663,0.119866011091171,0.23058679062528,1,0,0.0555298398542639
LIRCMOP12_BC,100,3,5800,5900,18.2906302083333,25,2,200,2500,152,0.304,20,1,0,1,0,28.7105728285495,0,1,1,12.3264160973255,0,0,0,0,1.70290613990483,0.128356849814281,0.18202728156501,1,0,0.520783753365283
LIRCMOP12_BC,100,4,3800,3900,16.0465254166667,26,2,200,2600,208,0.416,20,1,0,1,0,36.6003938498384,0,1,1,9.56369577983494,0,0,0,0,1.41382434278328,0.176582193810093,0.173873559674355,1,0,0.472265250987238
LIRCMOP12_BC,100,5,3200,3300,32.31924425,25,2,200,2500,72,0.144,2,0.1,18,1,0,30.7537277422007,0,1,1,9.87922329605744,0,0,0,0,1.42217318964539,0.208909362376919,0.21021342749074,1,0,0.18
LIRCMOP12_BC,200,1,6000,6100,36.1756529166667,25,2,400,5000,144,0.288,0,0,20,1,0,19.2579089481564,0,1,NaN,NaN,NaN,NaN,NaN,0,1.22362973062215,0.159858335791011,0.233585018987362,1,0,0.0774264519693633
LIRCMOP12_BC,200,2,8000,8100,36.6605045833333,25,2,400,5000,59,0.118,10,0.5,10,1,0,23.2641547112675,0,1,1,6.22324367079325,0,0,0,0,1.68280684048026,0.106987298819776,0.230209201376477,1,0,0.404491741989256
LIRCMOP12_BC,200,3,5800,5900,36.1756322916667,25,2,400,5000,232,0.464,20,1,0,1,0,24.7848819860389,0,1,1,9.85111973260673,0,0,0,0,1.23541376823937,0.125009853409833,0.171720798984433,1,0,0.571266447653202
LIRCMOP12_BC,200,4,3800,3900,37.2110621666667,26,2,400,5200,293,0.586,20,1,0,1,0,26.0638960265438,0,1,1,7.59841033500395,0,0,0,0,0.835206169493646,0.158266835582208,0.172721346272941,1,0,0.556204837017667
LIRCMOP12_BC,200,5,3200,3300,80.216807625,28,2,400,5600,192,0.384,11,0.55,9,1,0,17.7771987822293,0,1,1,6.45626772684224,0,0,0,0,1.55406475147679,0.148294547949426,0.255998325743538,1,0,0.483548048454943
LIRCMOP12_BC,400,1,6000,6100,15.605386875,25,2,800,10000,132,0.264,20,1,0,1,0,15.6749009757525,0,1,1,3.39725669024745,0,0,0,0,0.944919866134493,0.152569023605125,0.30197858378792,1,0,0.562018507135902
LIRCMOP12_BC,400,2,8000,8100,15.78094925,25,2,800,10000,103,0.206,20,1,0,1,0,15.0586867209219,0,1,0.95,3.52003431295475,0,0,0,0,1.46042183861164,0.102780216827527,0.280220262973766,1,0,0.664918877482866
LIRCMOP12_BC,400,3,5800,5900,15.8501285,25,2,800,10000,309,0.618,20,1,0,1,0,9.72548459150459,0,1,1,3.09462311822827,0,0,0,0,0.461993168284057,0.143758255221273,0.240603881232999,1,0,0.732906153270306
LIRCMOP12_BC,400,4,3800,3900,18.1516729583333,26,2,800,10400,409,0.818,20,1,0,0.998,0.002,7.28158069322415,0,1,0.8,1.90263687792434,0,0,0,0,0.36052660107878,0.181018929900936,0.202676194540586,1,0,0.711097920837958
LIRCMOP12_BC,400,5,3400,3500,53.1797664583333,28,2,800,11200,356,0.712,20,1,0,0.996,0.004,6.24894014349177,0,1,1,2.44591465223904,0,0,0,0,0.747456452707553,0.245364980764762,0.280635872218562,1,0,0.788322448795806
LIRCMOP12_BC,800,1,6000,6100,65.599580875,25,2,1600,20000,245,0.49,20,1,0,0.986,0.014,6.56187230953486,0,1,0.8,0.566905274481698,0,0,0,0,0.545639332048232,0.150842351270266,0.416744568295442,1,0,0.7728
LIRCMOP12_BC,800,2,8000,8100,94.1849059583333,25,2,1600,20000,149,0.298,20,1,0,1,0,7.08545309213116,0,1,0.7,0.387931715842909,0,0,0,0,0.921511424800532,0.0693482211591235,0.281463456047919,1,0,0.755
LIRCMOP12_BC,800,3,5800,5900,96.2549155,25,2,1600,20000,357,0.714,20,1,0,0.906,0.094,1.91761740302816,0,1,0.65,1.02121417673277,0,0,0,0,0.324093735547235,0.126724307656136,0.219432289901975,1,0,0.7663
LIRCMOP12_BC,800,4,3800,3900,95.2979066666667,26,2,1600,20800,443,0.886,20,1,0,0.822,0.178,1.05800602641587,0,1,0.6,0.130426753598247,0,0.05,0,0,0.35348788390853,0.178028002807093,0.393563062511246,1,0,0.7756
LIRCMOP12_BC,800,5,3200,3300,179.641027375,28,2,1600,22400,333,0.666,20,1,0,1,0,4.96111001712353,0,1,0.95,2.32036121848177,0,0,0,0,0.283200807472139,0.126469296228592,0.223439446122426,1,0,0.7925
LIRCMOP14_BC,10,1,3200,3300,6.10659191666667,34,3,30,340,461,0.922,20,1,0,0.89,0.11,564.846417615906,0,1,0.9,72.7489874056581,0,0,0,0,0.534977961392044,0.339730293304829,0.234188580375707,1,0,0.457
LIRCMOP14_BC,10,2,3800,3900,12.7627818333333,76,5,50,760,479,0.958,20,1,0,0.926,0.074,481.378182822407,0,1,0.7,34.6657782317665,0,0,0,0,0.436861604208974,0.342365452632016,0.217647115739569,1,0,0.619756347745267
LIRCMOP14_BC,10,3,3000,3100,7.40148475,54,4,40,540,440,0.88,20,1,0,0.99,0.01,1734.51024821669,0,1,0.9,96.1138542413272,0,0,0,0,0.589406265211739,0.146007220543337,0.219078195237092,1,0,0.437
LIRCMOP14_BC,10,4,3600,3700,10.8271226666667,97,7,70,970,385,0.77,20,1,0,0.982,0.018,2282.02285500458,0,1,0.85,28.3593877089346,0,0,0,0,0.411215243023492,0.130034854445623,0.224243892861131,1,0,0.470464898327955
LIRCMOP14_BC,10,5,3200,3300,6.37610825,36,3,30,360,464,0.928,20,1,0,0.902,0.098,623.662008588351,0,1,0.7,20.7817187022391,0,0,0,0,0.525481166548542,0.428207331982553,0.200534670168172,1,0,0.557662185927421
LIRCMOP14_BC,25,1,3200,3300,9.951426875,34,3,75,850,462,0.924,20,1,0,0.872,0.128,403.761222308731,0,1,0.95,56.4526705066584,0,0,0,0,0.51775160523407,0.336770143023971,0.231495817038242,1,0,0.5633251078417
LIRCMOP14_BC,25,2,3600,3700,11.5247349166667,52,4,100,1300,422,0.844,20,1,0,0.992,0.008,4014.18592118939,0,1,0.8,17.942871086844,0,0.05,0,0,0.640180384432667,0.345188701470416,0.245173324570836,1,0,0.518295843257819
LIRCMOP14_BC,25,3,3000,3100,10.6818345,54,4,100,1350,455,0.91,20,1,0,0.964,0.036,903.647025036014,0,1,0.85,55.4455972752858,0,0,0,0,0.49120854926738,0.142308968970624,0.21581830611136,1,0,0.601616315092407
LIRCMOP14_BC,25,4,3400,3500,19.6069299166667,67,5,125,1675,456,0.912,20,1,0,0.886,0.114,424.215708549144,0,1,0.85,25.0177057904729,0,0.05,0,0,0.436223338087837,0.302478185803035,0.201618886352622,1,0,0.671182612103355
LIRCMOP14_BC,25,5,3200,3300,9.198985,36,3,75,900,468,0.936,20,1,0,0.896,0.104,529.944880506138,0,1,0.85,18.0224626000663,0,0.05,0.05,0.05,0.50427516225989,0.423118318647653,0.190100292765286,1,0,0.614796836208313
LIRCMOP14_BC,50,1,3200,3300,6.73295775,34,3,150,1700,479,0.958,20,1,0,0.84,0.16,212.323141223118,0,1,0.85,43.2992537343635,0,0.05,0,0,0.471080467915641,0.336427420126803,0.223393530123093,1,0,0.654069186850603
LIRCMOP14_BC,50,2,3600,3700,17.5195313333333,52,4,200,2600,455,0.91,20,1,0,0.978,0.022,2227.95395221971,0,1,0.9,39.764979898856,0,0,0,0,0.511646597235168,0.344349615821186,0.253894697991216,1,0,0.529076100819132
LIRCMOP14_BC,50,3,3000,3100,16.7131207083333,54,4,200,2700,485,0.97,20,1,0,0.892,0.108,251.496896412214,0,1,0.9,18.0333184380683,0,0,0,0,0.327870926594013,0.138457396982486,0.207687440542526,1,0,0.763994865192039
LIRCMOP14_BC,50,4,3400,3500,30.96750675,71,5,250,3550,479,0.958,20,1,0,0.886,0.114,284.735233717375,0,1,0.8,29.5063650779323,0,0,0,0,0.283734760800549,0.170859845111482,0.188867768890013,1,0,0.65407228858097
LIRCMOP14_BC,50,5,3200,3300,14.5463315,36,3,150,1800,482,0.964,20,1,0,0.878,0.122,340.618631211779,0,1,0.85,8.41127913456209,0,0.05,0,0,0.471548664754522,0.417222040113951,0.183605065930745,1,0,0.690443051718788
LIRCMOP14_BC,100,1,3400,3500,51.4811740416667,53,4,400,5300,500,1,20,1,0,0.88,0.12,222.980538032536,0,1,0.9,32.9230711857985,0,0.1,0.05,0.05,0.195363648157689,0.306687923544339,0.177724625374231,1,0,0.672752907854729
LIRCMOP14_BC,100,2,3600,3700,29.8467458333333,52,4,400,5200,494,0.988,20,1,0,0.868,0.132,286.357846418628,0,1,0.95,29.9747913986817,0,0,0,0,0.278375369029393,0.326069931997129,0.218210919832015,1,0,0.699433370431781
LIRCMOP14_BC,100,3,3000,3100,28.9400777083333,54,4,400,5400,497,0.994,20,1,0,0.866,0.134,156.368971776714,0,1,1,23.3474638025461,0,0,0,0,0.223524424631135,0.141387684686013,0.177397821153252,1,0,0.786121245470941
LIRCMOP14_BC,100,4,3400,3500,57.7502361666667,72,5,500,7200,493,0.986,20,1,0,0.736,0.264,54.3403134468436,0,1,0.8,19.6100685726421,0,0,0,0,0.184244171832753,0.125780333063822,0.149091643992445,1,0,0.753073400487888
LIRCMOP14_BC,100,5,3200,3300,27.9774155416667,36,3,300,3600,493,0.986,20,1,0,0.806,0.194,165.12165984783,0,1,1,28.0850288991878,0,0,0,0,0.408265518637624,0.402833575505801,0.1735368248263,1,0,0.76225174630655
LIRCMOP14_BC,200,1,3400,3500,63.6305024166667,58,4,800,11600,500,1,20,1,0,0.792,0.208,64.46884963098,0,1,0.7,8.8643221699764,0,0,0,0,0.155785557411434,0.23705307568908,0.13242741845575,1,0,0.771905909736786
LIRCMOP14_BC,200,2,3600,3700,55.001557375,52,4,800,10400,500,1,20,1,0,0.732,0.268,35.6468328017298,0,1,0.9,18.5249555729581,0,0,0,0,0.220349823961357,0.304935824993207,0.157653681145983,1,0,0.782455395178293
LIRCMOP14_BC,200,3,3000,3100,55.6668406666667,54,4,800,10800,499,0.998,20,1,0,0.754,0.246,51.4307742685313,0,1,0.85,9.22983944016733,0,0,0,0,0.204862503728573,0.135824372940316,0.154870544988813,1,0,0.822582308429919
LIRCMOP14_BC,200,4,3200,3300,42.1099504583333,40,3,600,8000,499,0.998,20,1,0,0.83,0.17,80.4689144365971,0,1,0.95,36.3880147828798,0,0,0,0,0.269324833004755,0.542285501204729,0.144900691817411,1,0,0.672187532884509
LIRCMOP14_BC,200,5,3200,3300,41.5319450416667,36,3,600,7200,495,0.99,20,1,0,0.896,0.104,386.657377531493,0,1,0.95,140.101252880284,0,0,0,0,0.273205864726219,0.372848549552785,0.168551533736258,1,0,0.540072422036432
LIRCMOP14_BC,400,1,3400,3500,82.3544885833333,53,4,1600,21200,500,1,20,1,0,0.838,0.162,79.24834420988,0,1,0.7,27.2638023717674,0,0.05,0,0,0.154356538106407,0.200530992941773,0.161077754123382,1,0,0.716360090595477
LIRCMOP14_BC,400,2,3600,3700,101.453680625,52,4,1600,20800,497,0.994,20,1,0,0.676,0.324,30.4445393638452,0,1,0.8,13.1686889693066,0,0,0,0,0.192828726615102,0.266899948645779,0.160172907206719,1,0,0.802650699083099
LIRCMOP14_BC,400,3,3200,3300,241.904079625,70,5,2000,28000,498,0.996,20,1,0,0.67,0.33,23.2100424597335,0,1,0.65,14.1492637346373,0,0,0,0,0.20344647110469,0.199891404530401,0.16256821801678,1,0,0.804192119145099
LIRCMOP14_BC,400,4,3200,3300,30.7608172083333,40,3,1200,16000,499,0.998,20,1,0,0.78,0.22,31.9521344878094,0,1,0.9,16.6090238379095,0,0,0,0,0.250995296732933,0.449012989146895,0.135409953820225,1,0,0.775977722393537
LIRCMOP14_BC,400,5,3200,3300,39.7745039583333,36,3,1200,14400,499,0.998,20,1,0,0.806,0.194,91.9465375194903,0,1,0.85,52.6314693420613,0,0.05,0.05,0.05,0.24689133188152,0.341990104306019,0.157658714223581,1,0,0.736081631240511
LIRCMOP14_BC,800,1,3400,3500,235.985505166667,55,4,3200,44000,500,1,20,1,0,0.786,0.214,18.5060069506592,0,1,0.7,5.32768168125272,0,0.05,0.05,0.05,0.121258889796551,0.19694589702301,0.12077854989085,1,0,0.7978
LIRCMOP14_BC,800,2,3600,3700,150.4550025,52,4,3200,41600,500,1,20,1,0,0.744,0.256,33.9265129833491,0,1,0.9,5.91330425780299,0,0.05,0.05,0.05,0.140127418739122,0.226949256959578,0.124705421651492,1,0,0.836025190779934
LIRCMOP14_BC,800,3,3200,3300,234.989776291667,77,5,4000,61600,500,1,20,1,0,0.73,0.27,18.2564040946468,0,1,0.75,9.08375260610692,0,0.2,0.15,0.15,0.110053324913595,0.143001887870915,0.113116008492663,1,0,0.8165
LIRCMOP14_BC,800,4,3200,3300,116.810770125,40,3,2400,32000,499,0.998,20,1,0,0.86,0.14,32.109373605694,0,1,0.7,5.79492011618885,0,0,0,0,0.19694657010167,0.267715934291135,0.127336162899321,1,0,0.782986023628817
LIRCMOP14_BC,800,5,3400,3500,204.808553958333,62,4,3200,49600,500,1,20,1,0,0.566,0.434,6.24073993438939,0,1,0.35,5.59324069063646,2.29873000348424,0.05,0,0,0.107241655421163,0.170064877372996,0.107546569369007,1,0,0.7893
