problem,epoch,run,poolFE,useFE,wallClockSeconds,trainingPairs,batchesPerEpoch,updates,pairVisits,candidateValidCount,candidateValidRate,guidedCount,guidedSelectionRate,fallbackCount,rawFeasibleRate,rawInfeasibleRate,rawBoundaryMarginMedian,rawCVMedian,rawDecisionUniqueRate,guidedFeasibleRate,guidedBoundaryMarginMedian,guidedCVMedian,guidedDominatingRate,guidedUsefulRate,guidedUsefulPerQuota,validationEndpoint,validationRelation,latentSensitivity,validationUniqueRate,validationDuplicateRate,qualityScore
LIRCMOP7_BC,25,3,2600,2700,2.86021595833333,25,2,50,625,459,0.918,20,1,0,1,0,93.8336102974565,0,1,1,9.41819184635402,0,0,0,0,1.71882776837536,0.450387747760124,0.240470899329718,1,0,0.465425678353048
LIRCMOP7_BC,25,4,2600,2700,7.369783375,27,2,50,675,276,0.552,20,1,0,1,0,79.2658191818758,0,1,1,6.39479476060477,0,0,0,0,2.08882785156413,0.593202956056408,0.262629872764044,1,0,0.485151883667903
LIRCMOP7_BC,25,5,2600,2700,7.56583970833333,32,2,50,800,131,0.262,20,1,0,1,0,81.2941544106314,0,1,1,4.59135428109586,0,0,0,0,1.7991452511119,0.249057113990647,0.187333868551504,1,0,0.463048901254208
LIRCMOP7_BC,50,1,2800,2900,12.9549259583333,32,2,100,1600,161,0.322,20,1,0,1,0,86.7440000462301,0,1,1,3.79697337613429,0,0,0,0,1.53089695638564,0.369017770193049,0.230217978325323,1,0,0.501457288271272
LIRCMOP7_BC,50,2,3000,3100,27.3356992083333,39,3,150,1950,393,0.786,20,1,0,1,0,56.0821061624918,0,1,1,10.4800144572789,0,0,0,0,1.28554423664,0.376386086489686,0.200602547930799,1,0,0.45
LIRCMOP7_BC,50,3,2600,2700,18.368885,25,2,100,1250,472,0.944,20,1,0,1,0,77.4938564796549,0,1,1,7.56688210489503,0,0,0,0,1.63192958504587,0.452493565027598,0.239468769489839,1,0,0.527417471708258
LIRCMOP7_BC,50,4,2600,2700,13.7879503333333,27,2,100,1350,294,0.588,20,1,0,1,0,68.7795994459016,0,1,1,6.54048021088955,0,0,0,0,1.96195570881986,0.581630288025481,0.259543543607005,1,0,0.50765679634457
LIRCMOP7_BC,50,5,2600,2700,16.3534179166667,32,2,100,1600,167,0.334,20,1,0,1,0,70.3820185850602,0,1,1,4.20769183167834,0,0,0,0,1.65410065825476,0.248563306080129,0.190776384214486,1,0,0.500888865747563
LIRCMOP7_BC,100,1,2800,2900,16.2555246666667,32,2,200,3200,304,0.608,20,1,0,1,0,54.5755461148462,0,1,1,3.34614119438312,0,0,0,0,1.18699628786478,0.363491668729531,0.227931962994185,1,0,0.578839956031986
LIRCMOP7_BC,100,2,3200,3300,66.6438828333333,57,4,400,5700,474,0.948,20,1,0,1,0,7.36039534674609,0,1,1,5.53296701486303,0,0.05,0.05,0.05,0.505505796151416,0.213674446977306,0.199883891320562,1,0,0.703400171187511
LIRCMOP7_BC,100,3,3600,3700,171.86274175,90,6,600,9000,493,0.986,20,1,0,0.82,0.18,0.558634407609094,0,1,0.45,0.0789720366290133,0.00689415600422656,0.2,0,0,0.25803277488412,0.222497675075122,0.208903710486524,1,0,0.753112178486208
LIRCMOP7_BC,100,4,2600,2700,20.8772059583333,27,2,200,2700,348,0.696,20,1,0,1,0,45.7227403992827,0,1,1,5.22935448495944,0,0,0,0,1.63873951450319,0.577647698819125,0.25505092249507,1,0,0.590856391904733
LIRCMOP7_BC,100,5,2600,2700,18.848962,32,2,200,3200,301,0.602,20,1,0,1,0,42.0758908455419,0,1,1,3.11787999770616,0,0,0,0,1.28287158598685,0.249319656897914,0.188920434121838,1,0,0.602180739847534
LIRCMOP7_BC,200,1,2800,2900,36.2058187083333,32,2,400,6400,461,0.922,20,1,0,1,0,13.7619544210313,0,1,1,1.60544248854547,0,0.05,0.05,0.05,0.613005223740701,0.356960801673683,0.21681372364684,1,0,0.719241050544733
LIRCMOP7_BC,200,2,2800,2900,40.9729057916667,29,2,400,5800,471,0.942,20,1,0,1,0,7.62465950074426,0,1,1,1.20869064434972,0,0,0,0,0.587126642937644,0.321499125622311,0.199469409734336,1,0,0.76771029705578
LIRCMOP7_BC,200,3,2800,2900,70.0207467083333,34,3,600,6800,500,1,20,1,0,0.962,0.038,2.2587671094297,0,1,0.75,0.304458039368521,0,0.2,0.05,0.05,0.458429974133341,0.33551147566332,0.186669697495427,1,0,0.762735480149698
LIRCMOP7_BC,200,4,2600,2700,29.7340455416667,27,2,400,5400,460,0.92,20,1,0,1,0,12.3120496336474,0,1,0.95,2.12857282651173,0,0.1,0.05,0.05,1.01820291911864,0.592118293319749,0.237532393307249,1,0,0.72873530197783
LIRCMOP7_BC,200,5,2600,2700,28.7573115416667,32,2,400,6400,491,0.982,20,1,0,0.996,0.004,6.33658879409558,0,1,0.9,0.937820195911293,0,0.1,0.05,0.05,0.574037361610642,0.241977163514219,0.156854475926308,1,0,0.742519648537856
LIRCMOP7_BC,400,1,2800,2900,99.7432827083333,32,2,800,12800,499,0.998,20,1,0,0.754,0.246,0.402599751398035,0,1,0.55,0.0747481420935199,0,0.25,0,0,0.272652309099455,0.328911285479703,0.162341003648619,1,0,0.781613310241599
LIRCMOP7_BC,400,2,2800,2900,101.698717833333,29,2,800,11600,487,0.974,20,1,0,0.984,0.016,1.55893888781046,0,1,0.9,0.543640100541546,0,0.05,0.05,0.05,0.252243087829927,0.278220655459187,0.180987346006744,1,0,0.7882
LIRCMOP7_BC,400,3,3000,3100,296.344241291667,48,3,1200,19200,500,1,20,1,0,0.832,0.168,0.540828500009271,0,1,0.7,0.0569673197561152,0,0.2,0.05,0.05,0.274157426067492,0.307656094968573,0.201543208413401,1,0,0.7886
LIRCMOP7_BC,400,4,2600,2700,101.741380875,27,2,800,10800,500,1,20,1,0,0.828,0.172,0.969569338031764,0,1,0.6,0.378607225350204,0,0.4,0.1,0.1,0.473225942357014,0.562413141907763,0.193527239200616,1,0,0.7744
LIRCMOP7_BC,400,5,2600,2700,99.4720201666667,32,2,800,12800,500,1,20,1,0,0.616,0.384,0.177192001499722,0,1,0.5,0.0652994198715698,0.00576228079837691,0.25,0.05,0.05,0.212721325342338,0.246853805120355,0.128210788866085,1,0,0.80161805815224
LIRCMOP7_BC,800,1,2800,2900,130.387392083333,32,2,1600,25600,496,0.992,20,1,0,0.83,0.17,0.515941326164755,0,1,0.6,0.0723485738278535,0,0.2,0,0,0.221562118230243,0.351182356465281,0.14774843129882,1,0,0.773784738082338
LIRCMOP7_BC,800,2,2800,2900,131.28269,29,2,1600,23200,487,0.974,20,1,0,0.848,0.152,2.34505608573917,0,1,0.85,0.771595006318972,0,0.15,0.1,0.1,0.268657769693752,0.262608052029155,0.198727295776194,1,0,0.801575173471032
LIRCMOP7_BC,800,3,2800,2900,273.834298375,36,3,2400,28800,498,0.996,20,1,0,0.884,0.116,1.85723167472083,0,1,0.65,0.249130328866191,0,0.1,0,0,0.249894197465294,0.22614825304125,0.223983500052252,1,0,0.765016440607049
LIRCMOP7_BC,800,4,2600,2700,132.902036208333,27,2,1600,21600,495,0.99,20,1,0,0.906,0.094,1.43184273457167,0,1,0.85,0.470941650513156,0,0.05,0.05,0.05,0.48380251134551,0.428220412994823,0.236276240289509,1,0,0.793266948284165
LIRCMOP7_BC,800,5,2600,2700,132.798121708333,32,2,1600,25600,500,1,20,1,0,0.61,0.39,0.0981716200269766,0,1,0.5,0.0888322875027204,0.00735436819855214,0.2,0,0,0.205949071705757,0.184776873785912,0.154083958829561,1,0,0.802220086752612
LIRCMOP8_BC,10,1,3200,3300,8.58887854166667,36,3,30,360,205,0.41,20,1,0,1,0,65.4183154505785,0,1,1,3.87270641683931,0,0,0,0,1.43623234270015,0.236635426217657,0.191012481643336,1,0,0.606007610079278
LIRCMOP8_BC,10,2,3400,3500,5.11858016666667,25,2,20,250,210,0.42,20,1,0,1,0,83.6167037202879,0,1,1,16.8384037819012,0,0,0,0,1.81553898223027,0.449358961277711,0.223230832877588,1,0,0.45
LIRCMOP8_BC,10,3,2800,2900,8.51904208333333,39,3,30,390,297,0.594,20,1,0,1,0,63.4952639410736,0,1,1,3.96273300964929,0,0,0,0,1.43928716337479,0.265263380457044,0.187458502761698,1,0,0.562165498832746
LIRCMOP8_BC,10,4,3200,3300,5.98505254166667,33,3,30,330,159,0.318,20,1,0,1,0,72.1316103799172,0,1,1,7.46553295803739,0,0,0,0,1.86546410032457,0.214179406151433,0.192333460553956,1,0,0.462270327711453
LIRCMOP8_BC,10,5,3400,3500,9.14227220833333,44,3,30,440,172,0.344,20,1,0,1,0,126.524773172755,0,1,1,5.21048561617208,0,0,0,0,1.36159428630199,0.226445086810826,0.170004964608899,1,0,0.45
LIRCMOP8_BC,25,1,3200,3300,14.451385875,37,3,75,925,93,0.186,20,1,0,1,0,109.652218513279,0,1,1,7.6512549659074,0,0,0,0,1.73952214016608,0.263077288065733,0.205319478176176,1,0,0.45
LIRCMOP8_BC,25,2,3400,3500,7.872186875,25,2,50,625,228,0.456,20,1,0,1,0,76.3023228349481,0,1,1,10.2267861528087,0,0,0,0,1.75941452410829,0.444176476982847,0.224940206148233,1,0,0.527101601382172
LIRCMOP8_BC,25,3,2800,2900,4.49739870833333,40,3,75,1000,203,0.406,20,1,0,1,0,86.2292221622982,0,1,1,6.49976196926838,0,0,0,0,1.68211254000035,0.270936372104975,0.227464597442846,1,0,0.45
LIRCMOP8_BC,25,4,3200,3300,3.04678033333333,33,3,75,825,168,0.336,20,1,0,1,0,68.8109412665249,0,1,1,7.92955539918215,0,0,0,0,1.83443123881543,0.21257130363339,0.192069840854542,1,0,0.462861254836826
LIRCMOP8_BC,25,5,3200,3300,3.27086879166667,33,3,75,825,157,0.314,20,1,0,1,0,109.131392272517,0,1,1,4.93311934162129,0,0,0,0,1.7560584527364,0.216334333862172,0.164706356204386,1,0,0.485639291531441
LIRCMOP8_BC,50,1,3200,3300,21.8086132916667,40,3,150,2000,239,0.478,20,1,0,1,0,50.5423048760471,0,1,1,2.91737086797076,0,0,0,0,1.25852114255574,0.23872382722679,0.206793303418246,1,0,0.652211808533631
LIRCMOP8_BC,50,2,3400,3500,10.9438140833333,25,2,100,1250,253,0.506,20,1,0,1,0,61.8312276059954,0,1,1,8.53330162035176,0,0,0,0,1.62769834220931,0.438713677832195,0.227336046111474,1,0,0.57719584217447
LIRCMOP8_BC,50,3,3000,3100,39.9575195833333,54,4,200,2700,366,0.732,20,1,0,1,0,31.5264730124866,0,1,0.95,1.42545339047977,0,0,0,0,1.21935762998584,0.229842628997462,0.187437865960016,1,0,0.688366646581336
LIRCMOP8_BC,50,4,3200,3300,16.3656090416667,33,3,150,1650,227,0.454,20,1,0,1,0,58.5685539481759,0,1,0.95,8.12439847864337,0,0,0,0,1.72971072306229,0.211353667307562,0.189863875062144,1,0,0.480209996727184
LIRCMOP8_BC,50,5,3200,3300,11.3040476666667,33,3,150,1650,176,0.352,20,1,0,1,0,85.6118765080724,0,1,1,4.18724891337158,0,0,0,0,1.62291861523127,0.205069729742458,0.16249427687712,1,0,0.54469187792254
LIRCMOP8_BC,100,1,3000,3100,20.9779309583333,25,2,200,2500,356,0.712,20,1,0,1,0,33.3782398012119,0,1,1,2.32608578426515,0,0,0,0,1.25050732900105,0.32320232355288,0.203231592993287,1,0,0.695377949825852
LIRCMOP8_BC,100,2,3400,3500,21.2143111666667,25,2,200,2500,342,0.684,20,1,0,1,0,37.5730309718044,0,1,1,2.60989152780434,0,0,0,0,1.33721013402143,0.430494695260833,0.230599921992579,1,0,0.688920814017866
LIRCMOP8_BC,100,3,3000,3100,93.31230175,51,4,400,5100,481,0.962,20,1,0,1,0,8.18285549844154,0,1,0.85,0.57875513190928,0,0,0,0,0.659700683927913,0.224879643444964,0.176564373526023,1,0,0.747534483816133
LIRCMOP8_BC,100,4,3200,3300,24.485866625,33,3,300,3300,365,0.73,20,1,0,1,0,36.6867576663979,0,1,1,3.88202373827397,0,0,0,0,1.44164253340754,0.211290264066465,0.187145595253172,1,0,0.627556489103023
LIRCMOP8_BC,100,5,3200,3300,28.0874526666667,33,3,300,3300,239,0.478,20,1,0,1,0,47.8261751424323,0,1,1,3.45648048968987,0,0,0,0,1.30301783365624,0.194549067677741,0.165511946478919,1,0,0.625870563803333
LIRCMOP8_BC,200,1,3000,3100,29.8875147916667,25,2,400,5000,468,0.936,20,1,0,1,0,9.16804028727114,0,1,0.95,1.52955868640857,0,0,0,0,0.629421054439046,0.314074546075033,0.194987673711141,1,0,0.748020215922822
LIRCMOP8_BC,200,2,3400,3500,29.9384935833333,25,2,400,5000,483,0.966,20,1,0,1,0,9.30184461192499,0,1,0.95,1.47759538467735,0,0,0,0,0.737709699451523,0.42358881387164,0.235942280384581,1,0,0.759708444017606
LIRCMOP8_BC,200,3,2600,2700,33.0054570833333,31,2,400,6200,500,1,20,1,0,1,0,20.5041495712317,0,1,1,1.71262356957957,0,0,0,0,0.924111140300269,0.405736084164868,0.196065825307224,1,0,0.714866858773667
LIRCMOP8_BC,200,4,3200,3300,50.578603375,33,3,600,6600,480,0.96,20,1,0,1,0,5.67521034576748,0,1,0.75,0.109099932752413,0,0.15,0.05,0.05,0.761900397653111,0.210153792054332,0.21443965581626,1,0,0.746544072205075
LIRCMOP8_BC,200,5,3400,3500,102.197210458333,45,3,600,9000,499,0.998,20,1,0,0.798,0.202,0.657482345550307,0,1,0.4,0.0917199083946734,0.0527110594634038,0.15,0,0,0.245202151590828,0.265948083342608,0.189199388691692,1,0,0.749439827261438
LIRCMOP8_BC,400,1,3000,3100,17.9820432083333,25,2,800,10000,498,0.996,20,1,0,0.844,0.156,0.671581847673492,0,1,0.6,0.0957090088252192,0,0.25,0.05,0.05,0.191794486506464,0.281802528477618,0.124797898768633,1,0,0.770743388538203
LIRCMOP8_BC,400,2,3400,3500,17.9329608333333,25,2,800,10000,500,1,20,1,0,0.856,0.144,0.882070944385243,0,1,0.6,0.165536998904214,0,0.2,0,0,0.253670795514485,0.375054189011469,0.200938658184107,1,0,0.768094462817676
LIRCMOP8_BC,400,3,2800,2900,49.2827097916667,41,3,1200,16400,500,1,20,1,0,0.844,0.156,0.442719526619234,0,1,0.5,0.0675950050524384,5.02247425027084e-05,0.3,0.05,0.05,0.161399556047458,0.239744705049878,0.173894575442128,1,0,0.7562
LIRCMOP8_BC,400,4,3200,3300,36.5068514166667,33,3,1200,13200,500,1,20,1,0,0.792,0.208,0.470264048960718,0,1,0.5,0.0700228812701003,0.0150944801159909,0.05,0,0,0.325468358651794,0.210876910787686,0.143957693052023,1,0,0.765843374766304
LIRCMOP8_BC,400,5,3400,3500,146.9937365,40,3,1200,16000,500,1,20,1,0,0.62,0.38,0.0986983911532448,0,1,0.55,0.0891181422725962,0,0,0,0,0.224858469780008,0.206288138057102,0.129648284919257,1,0,0.8085
LIRCMOP8_BC,800,1,3000,3100,94.490394875,25,2,1600,20000,499,0.998,20,1,0,0.8,0.2,0.422203463453413,0,1,0.8,0.191745836900393,0,0.25,0.15,0.15,0.206660800898269,0.30159920782373,0.102038821425888,1,0,0.80809338407931
LIRCMOP8_BC,800,2,3400,3500,89.7352120833333,25,2,1600,20000,500,1,20,1,0,0.882,0.118,0.589175904231906,0,1,0.65,0.338712164831874,0,0.2,0.05,0.05,0.177802530331689,0.270678967507953,0.169318258910857,1,0,0.769542003092375
LIRCMOP8_BC,800,3,3000,3100,199.839666958333,40,3,2400,32000,497,0.994,20,1,0,0.846,0.154,1.57752614100973,0,1,0.65,0.233990623615894,0,0.1,0,0,0.231817895316474,0.279437464290962,0.257473024398981,1,0,0.771773952836601
LIRCMOP8_BC,800,4,3400,3500,279.726518916667,42,3,2400,33600,499,0.998,20,1,0,0.732,0.268,0.198130619288427,0,1,0.4,0.0958286159909294,0.0380527430269775,0.4,0.05,0.05,0.195768492876105,0.180834080272328,0.168413288053143,1,0,0.763119409026643
LIRCMOP8_BC,800,5,3200,3300,141.766185666667,33,3,2400,26400,490,0.98,20,1,0,0.82,0.18,0.758709746619777,0,1,0.55,0.0899936577181363,0,0.15,0,0,0.214646311386113,0.20984892284635,0.194048490772047,1,0,0.76743025060375
LIRCMOP10_BC,10,1,4000,4100,5.04445795833333,30,2,20,300,226,0.452,20,1,0,1,0,15.1855163449988,0,1,1,6.31823749734095,0,0,0,0,2.58785917607127,0.199111941669393,0.243101184054209,1,0,0.45
LIRCMOP10_BC,10,2,5000,5100,4.954156875,26,2,20,260,93,0.186,0,0,20,1,0,15.6534084395852,0,1,NaN,NaN,NaN,NaN,NaN,0,1.94737885852956,0.155448053061206,0.226674442837267,1,0,0
LIRCMOP10_BC,10,3,4200,4300,4.959338,29,2,20,290,226,0.452,20,1,0,1,0,15.0007606411236,0,1,1,2.72390271025514,0,0,0,0,1.94009500009093,0.25651946962582,0.156074402838374,1,0,0.507601516092774
