problem,seed,sameDataConditionsAndBatchIDs,sameArchitecture,freshAdamAtStart,warmFinalRMSE,freshFinalRMSE,warmFinalDirectionError,freshFinalDirectionError,warmFinalObjectiveDistance,freshFinalObjectiveDistance,offlineFullFE
LIRCMOP7_BC,1,1,1,1,0.118985402233113,0.120118221938688,9.59485180573179,7.50694552239952,0.113180627006157,0.165138083088228,1000
LIRCMOP7_BC,2,1,1,1,0.112696244404575,0.125593387422898,6.02304587961964,8.51038319343883,0.138077155821815,0.129311251648945,1000
LIRCMOP7_BC,3,1,1,1,0.123905972058311,0.111859564629853,8.36127605997638,8.03966255615201,0.117390516305363,0.0676794763301556,1000
LIRCMOP8_BC,1,1,1,1,0.0776954610365364,0.067595362971551,8.08060507790009,4.26970238898728,0.07775716487482,0.088469400954908,1000
LIRCMOP8_BC,2,1,1,1,0.0741074728264843,0.0682142852846574,12.9615097454705,7.46161238588418,0.132704437398856,0.102206811998153,1000
LIRCMOP8_BC,3,1,1,1,0.0841220392959447,0.0767643802654567,6.09772393686048,6.8916385024846,0.0664024394040614,0.0696811671204283,1000
