problem,seed,arm,lateIGDAUCRatio,finalIGDRatio,lateHVAUCChange
LIRCMOP5_BC,1,original,1.0,1.0,0.0
LIRCMOP5_BC,1,fallback_only,0.6399215410787296,0.8588261299106859,0.007393277210002047
LIRCMOP5_BC,1,pair_only,0.8346906801038356,0.7567887856869239,-0.0024616736873019907
LIRCMOP5_BC,2,original,1.0,1.0,0.0
LIRCMOP5_BC,2,fallback_only,2.0786765584100726,2.5671561880962805,-0.009098183288679007
LIRCMOP5_BC,2,pair_only,1.4053586772897875,1.0383997198943624,-0.005844122047092004
LIRCMOP5_BC,3,original,1.0,1.0,0.0
LIRCMOP5_BC,3,fallback_only,0.3277999074057631,0.8401209215875549,0.04976543288665397
LIRCMOP5_BC,3,pair_only,0.6748034837446086,1.0464287504763128,0.04133254735819597
LIRCMOP6_BC,1,original,1.0,1.0,0.0
LIRCMOP6_BC,1,fallback_only,0.6463992863937456,0.8619171393129637,0.002979588968713004
LIRCMOP6_BC,1,pair_only,1.1894457127220641,1.3821578298113284,-0.0033480134729849953
LIRCMOP6_BC,2,original,1.0,1.0,0.0
LIRCMOP6_BC,2,fallback_only,0.5870488045772944,0.787542837213508,0.004763202866164995
LIRCMOP6_BC,2,pair_only,0.5069317112889453,0.7910944714435107,0.005847490363578012
LIRCMOP6_BC,3,original,1.0,1.0,0.0
LIRCMOP6_BC,3,fallback_only,0.7806183077179049,0.9406335081988529,-7.904056857999109e-05
LIRCMOP6_BC,3,pair_only,1.7109098582470288,0.9203388660269753,-0.009003729222307993
LIRCMOP7_BC,1,original,1.0,1.0,0.0
LIRCMOP7_BC,1,fallback_only,0.9803817937551759,1.0963826738879692,-0.0006680304385600078
LIRCMOP7_BC,1,pair_only,0.5023582907867349,0.8852917370429686,0.005700452699854031
LIRCMOP7_BC,2,original,1.0,1.0,0.0
LIRCMOP7_BC,2,fallback_only,0.6517526321392286,1.0383638534955488,0.004775572940332984
LIRCMOP7_BC,2,pair_only,0.4970142382660898,0.7478093077370708,0.006762713108312002
LIRCMOP7_BC,3,original,1.0,1.0,0.0
LIRCMOP7_BC,3,fallback_only,0.9931281641869941,1.0290991831621583,-5.610886182100261e-05
LIRCMOP7_BC,3,pair_only,0.7223490156464052,0.804096465176751,0.001719396374710025
LIRCMOP8_BC,1,original,1.0,1.0,0.0
LIRCMOP8_BC,1,fallback_only,0.9983622614360852,1.0986294125456584,-0.0003324244553989941
LIRCMOP8_BC,1,pair_only,0.8779317727083513,0.8862936670856014,0.0003579996265120067
LIRCMOP8_BC,2,original,1.0,1.0,0.0
LIRCMOP8_BC,2,fallback_only,1.0108225540764857,0.9546658381878297,-0.0001780689657699952
LIRCMOP8_BC,2,pair_only,0.8415106901834637,0.8229384451442426,0.0008202486993820202
LIRCMOP8_BC,3,original,1.0,1.0,0.0
LIRCMOP8_BC,3,fallback_only,0.7572255521607931,0.9414819758227172,0.001375764925435008
LIRCMOP8_BC,3,pair_only,0.616205280426612,0.8125699032410357,0.0025786264032899853
LIRCMOP5_BC,1,stable_side,0.7787633157841175,1.1867342348276548,0.004779016042708029
LIRCMOP5_BC,2,stable_side,0.9185250932037414,1.0970278048186892,0.0008059620757749908
LIRCMOP5_BC,3,stable_side,0.9200044314046313,1.4946887263375876,0.03170507131804001
LIRCMOP6_BC,1,stable_side,2.991671584100219,0.9526963706946657,-0.016638764978716997
LIRCMOP6_BC,2,stable_side,0.8343408589074566,0.9133244259792311,0.0016310389637300138
LIRCMOP6_BC,3,stable_side,1.246480199128005,0.9110034011693211,-0.0035054818443560065
LIRCMOP7_BC,1,stable_side,0.44393887652254443,1.0022152783913463,0.005671677090934024
LIRCMOP7_BC,2,stable_side,1.44266599295535,1.0404525885736016,-0.003225456702318996
LIRCMOP7_BC,3,stable_side,0.8860441851037626,0.9858508401850555,0.00029721522400699696
LIRCMOP8_BC,1,stable_side,3.941851499934593,1.383097568241783,-0.01367942624894497
LIRCMOP8_BC,2,stable_side,1.082068741891138,1.009410420638342,-0.0004961249169230242
LIRCMOP8_BC,3,stable_side,0.8091550517109596,0.9929172666940589,0.0011832564657779931
LIRCMOP5_BC,1,stable_no_side,1.2829545879524027,1.0450971725057352,-0.01287539283209399
LIRCMOP5_BC,2,stable_no_side,1.4907131833511997,1.3683405543060994,-0.006963568916784013
LIRCMOP5_BC,3,stable_no_side,0.725097912275182,1.1341022210395406,0.040227383712460985
LIRCMOP6_BC,1,stable_no_side,3.3922794523451634,1.1361059773669724,-0.021386207025713977
LIRCMOP6_BC,2,stable_no_side,0.5910043823136952,0.8439776079668131,0.005278516212404993
LIRCMOP6_BC,3,stable_no_side,1.3778936096223122,1.3320567296328305,-0.009878497556886995
LIRCMOP7_BC,1,stable_no_side,0.3857373003991674,0.9471113356218175,0.006539347551090036
LIRCMOP7_BC,2,stable_no_side,0.40240879663788753,0.93735216212897,0.007775074944448013
LIRCMOP7_BC,3,stable_no_side,0.9591366558579174,0.9334436520069411,0.00010221471773097512
LIRCMOP8_BC,1,stable_no_side,0.9694624365356209,1.055238046207397,-0.00010977166389097848
LIRCMOP8_BC,2,stable_no_side,0.9803592080795718,0.9706986692076652,2.5492171529806207e-06
LIRCMOP8_BC,3,stable_no_side,0.781954858218914,0.9955723291701745,0.0009709803019369856
