FE,IGD,HV,guidedSelected,problem,seed,prefixFE,mode
73000,0.0125314764766657,0.291761714073615,0,LIRCMOP7_BC,2,70000,de
73200,0.0125314764766657,0.291761714073615,0,LIRCMOP7_BC,2,70000,de
73400,0.0125314764766657,0.291761714073615,0,LIRCMOP7_BC,2,70000,de
73600,0.0125370527711673,0.29176014662286,0,LIRCMOP7_BC,2,70000,de
73800,0.0125359515763109,0.291762362203014,0,LIRCMOP7_BC,2,70000,de
74000,0.0122385187845428,0.291824529826479,0,LIRCMOP7_BC,2,70000,de
74200,0.0122385187845428,0.291824529826479,0,LIRCMOP7_BC,2,70000,de
74400,0.0115448088181976,0.292217661316921,0,LIRCMOP7_BC,2,70000,de
74600,0.011567785994993,0.292263988952809,0,LIRCMOP7_BC,2,70000,de
74800,0.0115514131952382,0.292257572465764,0,LIRCMOP7_BC,2,70000,de
75000,0.0115581321063921,0.292308476440418,0,LIRCMOP7_BC,2,70000,de
70000,0.0183825703226021,0.287219397278542,0,LIRCMOP7_BC,2,70000,midpoint
70200,0.0152788319994817,0.28885973773058,20,LIRCMOP7_BC,2,70000,midpoint
70400,0.0148168302801858,0.290749432408227,0,LIRCMOP7_BC,2,70000,midpoint
70600,0.0148168302801858,0.290749432408227,0,LIRCMOP7_BC,2,70000,midpoint
70800,0.0145108344729916,0.290836009770147,0,LIRCMOP7_BC,2,70000,midpoint
71000,0.0145108344729916,0.290836009770147,0,LIRCMOP7_BC,2,70000,midpoint
71200,0.0145108344729916,0.290836009770147,0,LIRCMOP7_BC,2,70000,midpoint
71400,0.0136790365874033,0.291244860850273,0,LIRCMOP7_BC,2,70000,midpoint
71600,0.0136783381108199,0.291245456060971,0,LIRCMOP7_BC,2,70000,midpoint
71800,0.01370071044691,0.291238562477482,0,LIRCMOP7_BC,2,70000,midpoint
72000,0.0126421634402741,0.291690033276821,0,LIRCMOP7_BC,2,70000,midpoint
72200,0.0126421634402741,0.291690033276821,0,LIRCMOP7_BC,2,70000,midpoint
72400,0.0124501888640856,0.292153263277809,0,LIRCMOP7_BC,2,70000,midpoint
72600,0.0123940354932259,0.292196072673773,0,LIRCMOP7_BC,2,70000,midpoint
72800,0.0123940354932259,0.292196072673773,0,LIRCMOP7_BC,2,70000,midpoint
73000,0.0123940354932259,0.292196072673773,0,LIRCMOP7_BC,2,70000,midpoint
73200,0.0123940354932259,0.292196072673773,0,LIRCMOP7_BC,2,70000,midpoint
73400,0.0123940354932259,0.292196072673773,0,LIRCMOP7_BC,2,70000,midpoint
73600,0.0124147394467439,0.29219097702727,0,LIRCMOP7_BC,2,70000,midpoint
73800,0.0119136787793152,0.292241417163994,0,LIRCMOP7_BC,2,70000,midpoint
74000,0.0118105307930404,0.292284685264504,0,LIRCMOP7_BC,2,70000,midpoint
74200,0.0118105307930404,0.292284685264504,0,LIRCMOP7_BC,2,70000,midpoint
74400,0.0116028958005165,0.292379206526376,0,LIRCMOP7_BC,2,70000,midpoint
74600,0.0116028958005165,0.2923827467747,0,LIRCMOP7_BC,2,70000,midpoint
74800,0.0115641533672617,0.292401216091072,0,LIRCMOP7_BC,2,70000,midpoint
75000,0.0115641533672617,0.292401216091072,0,LIRCMOP7_BC,2,70000,midpoint
70000,0.0183825703226021,0.287219397278542,0,LIRCMOP7_BC,2,70000,pair_only
70200,0.015254696759182,0.288866424187935,20,LIRCMOP7_BC,2,70000,pair_only
70400,0.0145525072179471,0.289296507527439,0,LIRCMOP7_BC,2,70000,pair_only
70600,0.0140519570792479,0.289548556556628,0,LIRCMOP7_BC,2,70000,pair_only
70800,0.0129275327465414,0.290169452370679,0,LIRCMOP7_BC,2,70000,pair_only
71000,0.0129275327465414,0.290169452370679,0,LIRCMOP7_BC,2,70000,pair_only
71200,0.0129350750668626,0.290316176992656,0,LIRCMOP7_BC,2,70000,pair_only
71400,0.0129105840489299,0.290384636762464,0,LIRCMOP7_BC,2,70000,pair_only
71600,0.0129090220648666,0.290385050459853,0,LIRCMOP7_BC,2,70000,pair_only
71800,0.0129258186322744,0.290374892067891,0,LIRCMOP7_BC,2,70000,pair_only
72000,0.0128960386075122,0.290396976029492,0,LIRCMOP7_BC,2,70000,pair_only
72200,0.0128960386075122,0.290396976029492,0,LIRCMOP7_BC,2,70000,pair_only
72400,0.0129287870155354,0.290386548881739,0,LIRCMOP7_BC,2,70000,pair_only
72600,0.0129364814660603,0.290386173915586,0,LIRCMOP7_BC,2,70000,pair_only
72800,0.0129364814660603,0.290386173915586,0,LIRCMOP7_BC,2,70000,pair_only
73000,0.0129364814660603,0.290386173915586,0,LIRCMOP7_BC,2,70000,pair_only
73200,0.0129364706843955,0.291153752246423,0,LIRCMOP7_BC,2,70000,pair_only
73400,0.0130043442606451,0.291147787051234,0,LIRCMOP7_BC,2,70000,pair_only
73600,0.0129206887602595,0.29120599983227,0,LIRCMOP7_BC,2,70000,pair_only
73800,0.0127665184109943,0.291206882433489,0,LIRCMOP7_BC,2,70000,pair_only
74000,0.012285873570311,0.291502629814102,0,LIRCMOP7_BC,2,70000,pair_only
74200,0.012285873570311,0.291502629814102,0,LIRCMOP7_BC,2,70000,pair_only
74400,0.0122784258945608,0.291543107866547,0,LIRCMOP7_BC,2,70000,pair_only
74600,0.0122784258945608,0.291543107866547,0,LIRCMOP7_BC,2,70000,pair_only
74800,0.0122808378130407,0.291544403117374,0,LIRCMOP7_BC,2,70000,pair_only
75000,0.0122839246798515,0.291541530125032,0,LIRCMOP7_BC,2,70000,pair_only
70000,0.0183825703226021,0.287219397278542,0,LIRCMOP7_BC,2,70000,raw
70200,0.0152788319994817,0.28885973773058,20,LIRCMOP7_BC,2,70000,raw
70400,0.0152788319994817,0.28885973773058,0,LIRCMOP7_BC,2,70000,raw
70600,0.0144218223700885,0.289109268825233,0,LIRCMOP7_BC,2,70000,raw
70800,0.0144443582384175,0.289103500456388,0,LIRCMOP7_BC,2,70000,raw
71000,0.0140772847254454,0.289351511792376,0,LIRCMOP7_BC,2,70000,raw
71200,0.0140981003949087,0.289348482084898,0,LIRCMOP7_BC,2,70000,raw
71400,0.0136302329715646,0.289817350363454,0,LIRCMOP7_BC,2,70000,raw
71600,0.0136091868289153,0.289822518627872,0,LIRCMOP7_BC,2,70000,raw
71800,0.0136277992724471,0.28982265658892,0,LIRCMOP7_BC,2,70000,raw
72000,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
72200,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
72400,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
72600,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
72800,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
73000,0.0136277992724471,0.28982585615263,0,LIRCMOP7_BC,2,70000,raw
73200,0.0136281048260658,0.289916894289272,0,LIRCMOP7_BC,2,70000,raw
73400,0.0136281048260658,0.289916894289272,0,LIRCMOP7_BC,2,70000,raw
73600,0.0135757122964299,0.290636088726667,0,LIRCMOP7_BC,2,70000,raw
73800,0.0135757122964299,0.290636088726667,0,LIRCMOP7_BC,2,70000,raw
74000,0.0132390711650035,0.290731721571112,0,LIRCMOP7_BC,2,70000,raw
74200,0.0129757939909787,0.29082696156717,0,LIRCMOP7_BC,2,70000,raw
74400,0.0127502802554946,0.291089873438041,0,LIRCMOP7_BC,2,70000,raw
74600,0.0127502802554946,0.291089873438041,0,LIRCMOP7_BC,2,70000,raw
74800,0.0127560332144397,0.291077131002993,0,LIRCMOP7_BC,2,70000,raw
75000,0.0125233294734733,0.291104932937072,0,LIRCMOP7_BC,2,70000,raw
50000,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,de
50200,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,de
50400,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,de
50600,0.0105810275889203,0.292246407371895,0,LIRCMOP7_BC,3,50000,de
50800,0.0105402072731799,0.292259863018509,0,LIRCMOP7_BC,3,50000,de
51000,0.0105402072731799,0.292259863018509,0,LIRCMOP7_BC,3,50000,de
51200,0.0105402072731799,0.292259863018509,0,LIRCMOP7_BC,3,50000,de
51400,0.0105402072731799,0.292259863018509,0,LIRCMOP7_BC,3,50000,de
51600,0.0105402072731799,0.292259863018509,0,LIRCMOP7_BC,3,50000,de
51800,0.0106320675523123,0.292204530742011,0,LIRCMOP7_BC,3,50000,de
52000,0.0105687743501758,0.292254366843169,0,LIRCMOP7_BC,3,50000,de
52200,0.0105243487166047,0.29226281608629,0,LIRCMOP7_BC,3,50000,de
52400,0.0105243487166047,0.29226281608629,0,LIRCMOP7_BC,3,50000,de
52600,0.010536382762874,0.292256462206298,0,LIRCMOP7_BC,3,50000,de
52800,0.010536382762874,0.292256462206298,0,LIRCMOP7_BC,3,50000,de
53000,0.0105154694729846,0.292273671515707,0,LIRCMOP7_BC,3,50000,de
53200,0.0105154694729846,0.292273671515707,0,LIRCMOP7_BC,3,50000,de
53400,0.0105096958131737,0.292281243290557,0,LIRCMOP7_BC,3,50000,de
53600,0.0105096958131737,0.292281243290557,0,LIRCMOP7_BC,3,50000,de
53800,0.0105096958131737,0.292281243290557,0,LIRCMOP7_BC,3,50000,de
54000,0.0105096958131737,0.292281243290557,0,LIRCMOP7_BC,3,50000,de
54200,0.0105096958131737,0.292281243290557,0,LIRCMOP7_BC,3,50000,de
54400,0.0102218908705723,0.292345345242184,0,LIRCMOP7_BC,3,50000,de
54600,0.0101835189544846,0.292378257904425,0,LIRCMOP7_BC,3,50000,de
54800,0.0101834827236403,0.292373308953241,0,LIRCMOP7_BC,3,50000,de
55000,0.00997149695217559,0.29243367304587,0,LIRCMOP7_BC,3,50000,de
50000,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,midpoint
50200,0.0106047600468802,0.292233854552137,20,LIRCMOP7_BC,3,50000,midpoint
50400,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,midpoint
50600,0.0107387622487483,0.292212781860045,0,LIRCMOP7_BC,3,50000,midpoint
50800,0.0107387622487483,0.292212781860045,0,LIRCMOP7_BC,3,50000,midpoint
51000,0.0107387622487483,0.292212781860045,0,LIRCMOP7_BC,3,50000,midpoint
51200,0.0107387622487483,0.292212781860045,0,LIRCMOP7_BC,3,50000,midpoint
51400,0.0107268279676871,0.292217462958676,0,LIRCMOP7_BC,3,50000,midpoint
51600,0.0107268279676871,0.292217462958676,0,LIRCMOP7_BC,3,50000,midpoint
51800,0.0107268279676871,0.292217462958676,0,LIRCMOP7_BC,3,50000,midpoint
52000,0.0105089715646934,0.292398467331346,0,LIRCMOP7_BC,3,50000,midpoint
52200,0.0105089715646934,0.292398467331346,0,LIRCMOP7_BC,3,50000,midpoint
52400,0.0105089715646934,0.292398467331346,0,LIRCMOP7_BC,3,50000,midpoint
52600,0.0104712177865512,0.292428507792854,0,LIRCMOP7_BC,3,50000,midpoint
52800,0.0104712177865512,0.292428507792854,0,LIRCMOP7_BC,3,50000,midpoint
53000,0.0104712177865512,0.292428507792854,0,LIRCMOP7_BC,3,50000,midpoint
53200,0.0104712177865512,0.292428507792854,0,LIRCMOP7_BC,3,50000,midpoint
53400,0.0105080754062924,0.292402243801961,0,LIRCMOP7_BC,3,50000,midpoint
53600,0.0105080754062924,0.292402243801961,0,LIRCMOP7_BC,3,50000,midpoint
53800,0.0105079851164219,0.292403338893417,0,LIRCMOP7_BC,3,50000,midpoint
54000,0.0105079851164219,0.292403338893417,0,LIRCMOP7_BC,3,50000,midpoint
54200,0.0104787435921773,0.292417751035925,0,LIRCMOP7_BC,3,50000,midpoint
54400,0.0104787435921773,0.292417751035925,0,LIRCMOP7_BC,3,50000,midpoint
54600,0.0101782127079521,0.292462888131531,0,LIRCMOP7_BC,3,50000,midpoint
54800,0.0101782127079521,0.292462888131531,0,LIRCMOP7_BC,3,50000,midpoint
55000,0.0101782127079521,0.292462888131531,0,LIRCMOP7_BC,3,50000,midpoint
50000,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,pair_only
50200,0.0106047600468802,0.292233854552137,20,LIRCMOP7_BC,3,50000,pair_only
50400,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,pair_only
50600,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,pair_only
50800,0.0105960761869679,0.29225800184015,0,LIRCMOP7_BC,3,50000,pair_only
51000,0.0105569434844876,0.292288562578381,0,LIRCMOP7_BC,3,50000,pair_only
51200,0.0105784332076803,0.292279831488501,0,LIRCMOP7_BC,3,50000,pair_only
51400,0.0105784332076803,0.292279831488501,0,LIRCMOP7_BC,3,50000,pair_only
51600,0.0105617421357049,0.292290992382458,0,LIRCMOP7_BC,3,50000,pair_only
51800,0.0105617421357049,0.292290992382458,0,LIRCMOP7_BC,3,50000,pair_only
52000,0.0105617421357049,0.292290992382458,0,LIRCMOP7_BC,3,50000,pair_only
52200,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
52400,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
52600,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
52800,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
53000,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
53200,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
53400,0.0105853683414235,0.292284301425606,0,LIRCMOP7_BC,3,50000,pair_only
53600,0.0105674138541229,0.292303119087134,0,LIRCMOP7_BC,3,50000,pair_only
53800,0.0105877672952386,0.292284542064789,0,LIRCMOP7_BC,3,50000,pair_only
54000,0.0105819802582709,0.292288569739048,0,LIRCMOP7_BC,3,50000,pair_only
54200,0.0105330428710281,0.292299818276071,0,LIRCMOP7_BC,3,50000,pair_only
54400,0.0105088627632061,0.292315223264521,0,LIRCMOP7_BC,3,50000,pair_only
54600,0.0104283033552498,0.292347852167969,0,LIRCMOP7_BC,3,50000,pair_only
54800,0.0104189704974721,0.292355275866176,0,LIRCMOP7_BC,3,50000,pair_only
55000,0.0103495458454158,0.292390311438149,0,LIRCMOP7_BC,3,50000,pair_only
50000,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,raw
50200,0.0106047600468802,0.292233854552137,20,LIRCMOP7_BC,3,50000,raw
50400,0.0106047600468802,0.292233854552137,0,LIRCMOP7_BC,3,50000,raw
50600,0.010764255582941,0.292194171024823,0,LIRCMOP7_BC,3,50000,raw
50800,0.0107251835868952,0.292235941640988,0,LIRCMOP7_BC,3,50000,raw
51000,0.010689228652715,0.292252627158115,0,LIRCMOP7_BC,3,50000,raw
51200,0.0104111430732993,0.292333853326894,0,LIRCMOP7_BC,3,50000,raw
51400,0.0102815732915196,0.292349952907256,0,LIRCMOP7_BC,3,50000,raw
51600,0.0102815732915196,0.292349952907256,0,LIRCMOP7_BC,3,50000,raw
51800,0.0102815732915196,0.292349952907256,0,LIRCMOP7_BC,3,50000,raw
52000,0.0102850768651645,0.292343757561387,0,LIRCMOP7_BC,3,50000,raw
52200,0.0102174471678404,0.29237304973585,0,LIRCMOP7_BC,3,50000,raw
52400,0.0102068302845627,0.292396048856234,0,LIRCMOP7_BC,3,50000,raw
52600,0.0101654210936054,0.292414682693685,0,LIRCMOP7_BC,3,50000,raw
52800,0.0101654210936054,0.292414682693685,0,LIRCMOP7_BC,3,50000,raw
53000,0.0101654210936054,0.292414682693685,0,LIRCMOP7_BC,3,50000,raw
53200,0.0101624666635524,0.292419899321996,0,LIRCMOP7_BC,3,50000,raw
53400,0.0101624666635524,0.292419899321996,0,LIRCMOP7_BC,3,50000,raw
53600,0.0101538622371143,0.292432548708856,0,LIRCMOP7_BC,3,50000,raw
53800,0.0101538622371143,0.292432548708856,0,LIRCMOP7_BC,3,50000,raw
54000,0.0101538622371143,0.292432548708856,0,LIRCMOP7_BC,3,50000,raw
54200,0.0100507805661653,0.292495888361441,0,LIRCMOP7_BC,3,50000,raw
54400,0.0100767598365119,0.292478007276885,0,LIRCMOP7_BC,3,50000,raw
54600,0.0100767598365119,0.292478007276885,0,LIRCMOP7_BC,3,50000,raw
54800,0.00980897648936165,0.292525592677827,0,LIRCMOP7_BC,3,50000,raw
55000,0.00980897648936165,0.292525592677827,0,LIRCMOP7_BC,3,50000,raw
70000,0.00967219650793886,0.29300836916348,0,LIRCMOP7_BC,3,70000,de
70200,0.00967219650793886,0.29300836916348,0,LIRCMOP7_BC,3,70000,de
70400,0.00966315008336423,0.293009782563311,0,LIRCMOP7_BC,3,70000,de
70600,0.00958695829463891,0.293042180903593,0,LIRCMOP7_BC,3,70000,de
70800,0.00952709332044744,0.293091241755951,0,LIRCMOP7_BC,3,70000,de
71000,0.00952709332044744,0.293091241755951,0,LIRCMOP7_BC,3,70000,de
71200,0.00951133044088035,0.293097602830061,0,LIRCMOP7_BC,3,70000,de
71400,0.00951020795113893,0.293103066154808,0,LIRCMOP7_BC,3,70000,de
71600,0.00951020795113893,0.293103066154808,0,LIRCMOP7_BC,3,70000,de
71800,0.00886358740662393,0.293293535915516,0,LIRCMOP7_BC,3,70000,de
72000,0.00885508640456264,0.293296302370372,0,LIRCMOP7_BC,3,70000,de
72200,0.0088587595417454,0.293295617690715,0,LIRCMOP7_BC,3,70000,de
72400,0.00882924207124718,0.293316370017932,0,LIRCMOP7_BC,3,70000,de
72600,0.00882643906734704,0.293312357556889,0,LIRCMOP7_BC,3,70000,de
72800,0.00877765319127337,0.293350279730951,0,LIRCMOP7_BC,3,70000,de
73000,0.00877765319127337,0.293350279730951,0,LIRCMOP7_BC,3,70000,de
73200,0.00877765319127337,0.293350279730951,0,LIRCMOP7_BC,3,70000,de
73400,0.00877765319127337,0.293350279730951,0,LIRCMOP7_BC,3,70000,de
73600,0.00866652939175777,0.293389206313834,0,LIRCMOP7_BC,3,70000,de
73800,0.00863962189756315,0.293412940678492,0,LIRCMOP7_BC,3,70000,de
74000,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
74200,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
74400,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
74600,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
74800,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
75000,0.00869982659578531,0.293386948938409,0,LIRCMOP7_BC,3,70000,de
70000,0.00967219650793886,0.29300836916348,0,LIRCMOP7_BC,3,70000,midpoint
70200,0.00967219650793886,0.29300836916348,20,LIRCMOP7_BC,3,70000,midpoint
70400,0.00967170864621202,0.293009055661717,0,LIRCMOP7_BC,3,70000,midpoint
70600,0.00967170864621202,0.293009055661717,0,LIRCMOP7_BC,3,70000,midpoint
70800,0.00964675123870146,0.293012899692627,0,LIRCMOP7_BC,3,70000,midpoint
71000,0.00964675123870146,0.293012899692627,0,LIRCMOP7_BC,3,70000,midpoint
71200,0.00964675123870146,0.293012899692627,0,LIRCMOP7_BC,3,70000,midpoint
71400,0.00963363276734759,0.293022511306549,0,LIRCMOP7_BC,3,70000,midpoint
71600,0.00950065377813082,0.293079091286428,0,LIRCMOP7_BC,3,70000,midpoint
71800,0.00950065377813082,0.293079091286428,0,LIRCMOP7_BC,3,70000,midpoint
72000,0.00943897363146355,0.293098083642847,0,LIRCMOP7_BC,3,70000,midpoint
72200,0.00943897363146355,0.293098083642847,0,LIRCMOP7_BC,3,70000,midpoint
72400,0.00943897363146355,0.293098083642847,0,LIRCMOP7_BC,3,70000,midpoint
72600,0.00943897363146355,0.293098083642847,0,LIRCMOP7_BC,3,70000,midpoint
72800,0.00943897363146355,0.293098083642847,0,LIRCMOP7_BC,3,70000,midpoint
73000,0.00941775944172061,0.293106313039888,0,LIRCMOP7_BC,3,70000,midpoint
73200,0.00938074579989092,0.293131187960924,0,LIRCMOP7_BC,3,70000,midpoint
73400,0.00934090698550849,0.293164557947338,0,LIRCMOP7_BC,3,70000,midpoint
73600,0.00934090698550849,0.293164557947338,0,LIRCMOP7_BC,3,70000,midpoint
73800,0.00934090698550849,0.293164557947338,0,LIRCMOP7_BC,3,70000,midpoint
74000,0.00934090698550849,0.293164557947338,0,LIRCMOP7_BC,3,70000,midpoint
74200,0.0093161382617216,0.293186143700072,0,LIRCMOP7_BC,3,70000,midpoint
74400,0.00926474567647877,0.293224847493322,0,LIRCMOP7_BC,3,70000,midpoint
74600,0.00926474567647877,0.293224847493322,0,LIRCMOP7_BC,3,70000,midpoint
74800,0.00926474567647877,0.293224847493322,0,LIRCMOP7_BC,3,70000,midpoint
75000,0.00925509779541677,0.293233373540982,0,LIRCMOP7_BC,3,70000,midpoint
70000,0.00967219650793886,0.29300836916348,0,LIRCMOP7_BC,3,70000,pair_only
70200,0.00967219650793886,0.29300836916348,20,LIRCMOP7_BC,3,70000,pair_only
70400,0.009699386884426,0.292976508057343,0,LIRCMOP7_BC,3,70000,pair_only
70600,0.00964190246448212,0.292997603036347,0,LIRCMOP7_BC,3,70000,pair_only
70800,0.00962781486257719,0.293005567678538,0,LIRCMOP7_BC,3,70000,pair_only
71000,0.00962781486257719,0.29307763840629,0,LIRCMOP7_BC,3,70000,pair_only
71200,0.00954173804429977,0.293132475410689,0,LIRCMOP7_BC,3,70000,pair_only
71400,0.00906454420499273,0.293303815478573,0,LIRCMOP7_BC,3,70000,pair_only
71600,0.00906454420499273,0.293303815478573,0,LIRCMOP7_BC,3,70000,pair_only
71800,0.00904009943821362,0.293324888066517,0,LIRCMOP7_BC,3,70000,pair_only
72000,0.00902850591208242,0.293328784476395,0,LIRCMOP7_BC,3,70000,pair_only
72200,0.00902746052891118,0.293335056865111,0,LIRCMOP7_BC,3,70000,pair_only
72400,0.00902746052891118,0.293335056865111,0,LIRCMOP7_BC,3,70000,pair_only
72600,0.00899361969401374,0.29334924084975,0,LIRCMOP7_BC,3,70000,pair_only
72800,0.0090116851346674,0.293339738168963,0,LIRCMOP7_BC,3,70000,pair_only
73000,0.0090116851346674,0.293339738168963,0,LIRCMOP7_BC,3,70000,pair_only
73200,0.00884151870514337,0.293372948437006,0,LIRCMOP7_BC,3,70000,pair_only
73400,0.00884151870514337,0.293372948437006,0,LIRCMOP7_BC,3,70000,pair_only
73600,0.00883028182795072,0.293378969516964,0,LIRCMOP7_BC,3,70000,pair_only
73800,0.00883173312407591,0.293377463665539,0,LIRCMOP7_BC,3,70000,pair_only
74000,0.00877215248380222,0.293406404713502,0,LIRCMOP7_BC,3,70000,pair_only
74200,0.00861575793692086,0.293458312228036,0,LIRCMOP7_BC,3,70000,pair_only
74400,0.00858352896049618,0.293478108277993,0,LIRCMOP7_BC,3,70000,pair_only
74600,0.00857551997466982,0.293477109267022,0,LIRCMOP7_BC,3,70000,pair_only
74800,0.00857581055492116,0.293476886022245,0,LIRCMOP7_BC,3,70000,pair_only
75000,0.00857581055492116,0.293476886022245,0,LIRCMOP7_BC,3,70000,pair_only
70000,0.00967219650793886,0.29300836916348,0,LIRCMOP7_BC,3,70000,raw
70200,0.00967219650793886,0.29300836916348,20,LIRCMOP7_BC,3,70000,raw
70400,0.00967696101616655,0.292998486600051,0,LIRCMOP7_BC,3,70000,raw
70600,0.00966193183321042,0.293015665633588,0,LIRCMOP7_BC,3,70000,raw
70800,0.00966193183321042,0.293015665633588,0,LIRCMOP7_BC,3,70000,raw
71000,0.00963636930801384,0.293032988049363,0,LIRCMOP7_BC,3,70000,raw
71200,0.00963636930801384,0.293032988049363,0,LIRCMOP7_BC,3,70000,raw
71400,0.00957600614781402,0.293076148874872,0,LIRCMOP7_BC,3,70000,raw
71600,0.00927435026034812,0.293288522967976,0,LIRCMOP7_BC,3,70000,raw
71800,0.00927435026034812,0.293288522967976,0,LIRCMOP7_BC,3,70000,raw
72000,0.00927435026034812,0.293288522967976,0,LIRCMOP7_BC,3,70000,raw
72200,0.00927435026034812,0.293288522967976,0,LIRCMOP7_BC,3,70000,raw
72400,0.00926556596768641,0.2932994987568,0,LIRCMOP7_BC,3,70000,raw
72600,0.00926556596768641,0.2932994987568,0,LIRCMOP7_BC,3,70000,raw
72800,0.00913394365815473,0.293332796728135,0,LIRCMOP7_BC,3,70000,raw
73000,0.00912248840354133,0.293338066780261,0,LIRCMOP7_BC,3,70000,raw
73200,0.009129112849982,0.293334440253075,0,LIRCMOP7_BC,3,70000,raw
73400,0.009129112849982,0.293334440253075,0,LIRCMOP7_BC,3,70000,raw
73600,0.0090828514982799,0.293356670205651,0,LIRCMOP7_BC,3,70000,raw
73800,0.0090828514982799,0.293356670205651,0,LIRCMOP7_BC,3,70000,raw
74000,0.00908374949309913,0.293355928601094,0,LIRCMOP7_BC,3,70000,raw
74200,0.00908374949309913,0.293355928601094,0,LIRCMOP7_BC,3,70000,raw
74400,0.00880304925045907,0.293414207769733,0,LIRCMOP7_BC,3,70000,raw
74600,0.00880446256577203,0.293411499583729,0,LIRCMOP7_BC,3,70000,raw
74800,0.00880446256577203,0.293411499583729,0,LIRCMOP7_BC,3,70000,raw
75000,0.00880251459657712,0.293401643631856,0,LIRCMOP7_BC,3,70000,raw
50000,0.0127664118070928,0.291421875477931,0,LIRCMOP8_BC,1,50000,de
50200,0.0121901010297653,0.291736145951708,0,LIRCMOP8_BC,1,50000,de
50400,0.0116751552567306,0.291992443272876,0,LIRCMOP8_BC,1,50000,de
50600,0.0116751552567306,0.291992443272876,0,LIRCMOP8_BC,1,50000,de
50800,0.0116751552567306,0.291992443272876,0,LIRCMOP8_BC,1,50000,de
51000,0.0116751552567306,0.291992443272876,0,LIRCMOP8_BC,1,50000,de
51200,0.011733625997497,0.292005928405013,0,LIRCMOP8_BC,1,50000,de
51400,0.011733625997497,0.292005928405013,0,LIRCMOP8_BC,1,50000,de
51600,0.0113963188135403,0.292159572849322,0,LIRCMOP8_BC,1,50000,de
51800,0.0113963188135403,0.292159572849322,0,LIRCMOP8_BC,1,50000,de
52000,0.011378411511372,0.292170770172431,0,LIRCMOP8_BC,1,50000,de
52200,0.011378411511372,0.292170770172431,0,LIRCMOP8_BC,1,50000,de
52400,0.0112259342389512,0.292280093482404,0,LIRCMOP8_BC,1,50000,de
52600,0.0112419381690276,0.292269004787437,0,LIRCMOP8_BC,1,50000,de
52800,0.0109549276779119,0.292408806383979,0,LIRCMOP8_BC,1,50000,de
53000,0.010998491431377,0.292404779638411,0,LIRCMOP8_BC,1,50000,de
53200,0.0108665955209199,0.292481711636225,0,LIRCMOP8_BC,1,50000,de
53400,0.0108777457759942,0.292485662459452,0,LIRCMOP8_BC,1,50000,de
53600,0.0108777457759942,0.292485662459452,0,LIRCMOP8_BC,1,50000,de
53800,0.0108813609619242,0.29248047548818,0,LIRCMOP8_BC,1,50000,de
54000,0.0108813609619242,0.29248047548818,0,LIRCMOP8_BC,1,50000,de
54200,0.0109030121798513,0.292471093456672,0,LIRCMOP8_BC,1,50000,de
54400,0.0108886851778639,0.292464303930787,0,LIRCMOP8_BC,1,50000,de
54600,0.0109283728178221,0.292456239616687,0,LIRCMOP8_BC,1,50000,de
54800,0.0109115779908687,0.292467955179832,0,LIRCMOP8_BC,1,50000,de
55000,0.0108993323009419,0.292476942057157,0,LIRCMOP8_BC,1,50000,de
50000,0.0127664118070928,0.291421875477931,0,LIRCMOP8_BC,1,50000,midpoint
50200,0.0121901010297653,0.291736145951708,20,LIRCMOP8_BC,1,50000,midpoint
50400,0.0121821412694661,0.291736615233093,0,LIRCMOP8_BC,1,50000,midpoint
50600,0.0119081029743098,0.291806621255386,0,LIRCMOP8_BC,1,50000,midpoint
