FE,IGD,HV,guidedSelected,problem,seed,prefixFE,mode
54800,0.06997223715944,0.263218869230946,0,LIRCMOP7_BC,1,50000,midpoint
55000,0.06997223715944,0.263218869230946,0,LIRCMOP7_BC,1,50000,midpoint
50000,0.0791380824412716,0.260086534125296,0,LIRCMOP7_BC,1,50000,pair_only
50200,0.0788441731624905,0.260189848002519,20,LIRCMOP7_BC,1,50000,pair_only
50400,0.0786349724893315,0.26022134570681,0,LIRCMOP7_BC,1,50000,pair_only
50600,0.0786349724893315,0.260305485436788,0,LIRCMOP7_BC,1,50000,pair_only
50800,0.0786252091465204,0.260306448054679,0,LIRCMOP7_BC,1,50000,pair_only
51000,0.0786252091465204,0.260314722075495,0,LIRCMOP7_BC,1,50000,pair_only
51200,0.0785668550675473,0.260340444731206,0,LIRCMOP7_BC,1,50000,pair_only
51400,0.0786062899177616,0.260326586113917,0,LIRCMOP7_BC,1,50000,pair_only
51600,0.080622975519408,0.261032258278735,0,LIRCMOP7_BC,1,50000,pair_only
51800,0.0807713834484176,0.261510653959095,0,LIRCMOP7_BC,1,50000,pair_only
52000,0.080795551643882,0.261494670000935,0,LIRCMOP7_BC,1,50000,pair_only
52200,0.080795551643882,0.261494670000935,0,LIRCMOP7_BC,1,50000,pair_only
52400,0.080746484608313,0.261519014187071,0,LIRCMOP7_BC,1,50000,pair_only
52600,0.0807520352282598,0.262467345983248,0,LIRCMOP7_BC,1,50000,pair_only
52800,0.0807462507450782,0.262472490015165,0,LIRCMOP7_BC,1,50000,pair_only
53000,0.0807657605540943,0.262460935080846,0,LIRCMOP7_BC,1,50000,pair_only
53200,0.0807657605540943,0.262460935080846,0,LIRCMOP7_BC,1,50000,pair_only
53400,0.0807174152857319,0.262487329097402,0,LIRCMOP7_BC,1,50000,pair_only
53600,0.0807118920396886,0.262489989038606,0,LIRCMOP7_BC,1,50000,pair_only
53800,0.0657339516934142,0.264317705344586,0,LIRCMOP7_BC,1,50000,pair_only
54000,0.0657339516934142,0.264317705344586,0,LIRCMOP7_BC,1,50000,pair_only
54200,0.0656401839687212,0.26435024499997,0,LIRCMOP7_BC,1,50000,pair_only
54400,0.0656401839687212,0.26435024499997,0,LIRCMOP7_BC,1,50000,pair_only
54600,0.0656925060682777,0.264330407310449,0,LIRCMOP7_BC,1,50000,pair_only
54800,0.0656816984211134,0.264335750017674,0,LIRCMOP7_BC,1,50000,pair_only
55000,0.065681002897347,0.264338675182323,0,LIRCMOP7_BC,1,50000,pair_only
50000,0.0791380824412716,0.260086534125296,0,LIRCMOP7_BC,1,50000,raw
50200,0.0788441731624905,0.260189848002519,20,LIRCMOP7_BC,1,50000,raw
50400,0.0790047479312271,0.260148280039793,0,LIRCMOP7_BC,1,50000,raw
50600,0.0790047479312271,0.260148280039793,0,LIRCMOP7_BC,1,50000,raw
50800,0.0789799753600583,0.260166603319121,0,LIRCMOP7_BC,1,50000,raw
51000,0.0760367642327767,0.260818214693244,0,LIRCMOP7_BC,1,50000,raw
51200,0.0760367642327767,0.260818214693244,0,LIRCMOP7_BC,1,50000,raw
51400,0.0760367642327767,0.260818214693244,0,LIRCMOP7_BC,1,50000,raw
51600,0.0760266161656844,0.260824944508086,0,LIRCMOP7_BC,1,50000,raw
51800,0.0760020178970691,0.260857968868039,0,LIRCMOP7_BC,1,50000,raw
52000,0.0760020178970691,0.260857968868039,0,LIRCMOP7_BC,1,50000,raw
52200,0.0624167313513083,0.265130356690587,0,LIRCMOP7_BC,1,50000,raw
52400,0.0623065759272735,0.26517846943998,0,LIRCMOP7_BC,1,50000,raw
52600,0.0622900871090542,0.265187970005312,0,LIRCMOP7_BC,1,50000,raw
52800,0.0622845185480181,0.26519229307446,0,LIRCMOP7_BC,1,50000,raw
53000,0.0622733108244064,0.265196865525099,0,LIRCMOP7_BC,1,50000,raw
53200,0.0616580473434508,0.265605029142765,0,LIRCMOP7_BC,1,50000,raw
53400,0.0616413512458184,0.265611717755179,0,LIRCMOP7_BC,1,50000,raw
53600,0.0616169226580212,0.265621172145366,0,LIRCMOP7_BC,1,50000,raw
53800,0.0615917965847015,0.265629270101564,0,LIRCMOP7_BC,1,50000,raw
54000,0.061523308777933,0.26566470516979,0,LIRCMOP7_BC,1,50000,raw
54200,0.061523308777933,0.26566470516979,0,LIRCMOP7_BC,1,50000,raw
54400,0.0614651926052392,0.265695723869529,0,LIRCMOP7_BC,1,50000,raw
54600,0.0614651926052392,0.265695723869529,0,LIRCMOP7_BC,1,50000,raw
54800,0.0614651926052392,0.265695723869529,0,LIRCMOP7_BC,1,50000,raw
55000,0.0614752211464987,0.265691929296764,0,LIRCMOP7_BC,1,50000,raw
70000,0.0129051588235627,0.291442181519239,0,LIRCMOP7_BC,1,70000,de
70200,0.0122174878983062,0.291762421758121,0,LIRCMOP7_BC,1,70000,de
70400,0.0122751985897269,0.29174467729711,0,LIRCMOP7_BC,1,70000,de
70600,0.0122751985897269,0.29174467729711,0,LIRCMOP7_BC,1,70000,de
70800,0.0122062602021419,0.291783803306595,0,LIRCMOP7_BC,1,70000,de
71000,0.0122062602021419,0.291783803306595,0,LIRCMOP7_BC,1,70000,de
71200,0.0121948434417447,0.291807732637394,0,LIRCMOP7_BC,1,70000,de
71400,0.0122139020036121,0.291797268683718,0,LIRCMOP7_BC,1,70000,de
71600,0.0116813262780771,0.29200327119995,0,LIRCMOP7_BC,1,70000,de
71800,0.011695604752941,0.291998819733029,0,LIRCMOP7_BC,1,70000,de
72000,0.011695604752941,0.291998819733029,0,LIRCMOP7_BC,1,70000,de
72200,0.011695604752941,0.291998819733029,0,LIRCMOP7_BC,1,70000,de
72400,0.011695604752941,0.291998819733029,0,LIRCMOP7_BC,1,70000,de
72600,0.0116819889103111,0.292008743722483,0,LIRCMOP7_BC,1,70000,de
72800,0.0116782426726728,0.292012557859414,0,LIRCMOP7_BC,1,70000,de
73000,0.011663295615509,0.292017675212476,0,LIRCMOP7_BC,1,70000,de
73200,0.011663295615509,0.292017675212476,0,LIRCMOP7_BC,1,70000,de
73400,0.011663295615509,0.292017675212476,0,LIRCMOP7_BC,1,70000,de
73600,0.011663295615509,0.292017675212476,0,LIRCMOP7_BC,1,70000,de
73800,0.0116956970510263,0.292007392762925,0,LIRCMOP7_BC,1,70000,de
74000,0.0116853643116804,0.29201349973852,0,LIRCMOP7_BC,1,70000,de
74200,0.0116853643116804,0.29201349973852,0,LIRCMOP7_BC,1,70000,de
74400,0.0117657537645844,0.291992463016705,0,LIRCMOP7_BC,1,70000,de
74600,0.0117657537645844,0.291992463016705,0,LIRCMOP7_BC,1,70000,de
74800,0.0117657537645844,0.291992463016705,0,LIRCMOP7_BC,1,70000,de
75000,0.0117657537645844,0.291992463016705,0,LIRCMOP7_BC,1,70000,de
70000,0.0129051588235627,0.291442181519239,0,LIRCMOP7_BC,1,70000,midpoint
70200,0.0127963427496277,0.291456310172195,20,LIRCMOP7_BC,1,70000,midpoint
70400,0.0127964577024908,0.29145703791944,0,LIRCMOP7_BC,1,70000,midpoint
70600,0.012780518018936,0.291457976178268,0,LIRCMOP7_BC,1,70000,midpoint
70800,0.012780518018936,0.291457976178268,0,LIRCMOP7_BC,1,70000,midpoint
71000,0.0128562064314045,0.291439720421971,0,LIRCMOP7_BC,1,70000,midpoint
71200,0.0128513605086951,0.29143916895851,0,LIRCMOP7_BC,1,70000,midpoint
71400,0.0128909679177089,0.291414090095279,0,LIRCMOP7_BC,1,70000,midpoint
71600,0.0121697570698028,0.291585876912687,0,LIRCMOP7_BC,1,70000,midpoint
71800,0.0120764940152276,0.291644393613533,0,LIRCMOP7_BC,1,70000,midpoint
72000,0.0120764940152276,0.291644393613533,0,LIRCMOP7_BC,1,70000,midpoint
72200,0.0120764940152276,0.291644393613533,0,LIRCMOP7_BC,1,70000,midpoint
72400,0.0120753502277162,0.291642839887355,0,LIRCMOP7_BC,1,70000,midpoint
72600,0.012065795584145,0.291637123839203,0,LIRCMOP7_BC,1,70000,midpoint
72800,0.012065795584145,0.291637123839203,0,LIRCMOP7_BC,1,70000,midpoint
73000,0.0120611598237813,0.291639214786062,0,LIRCMOP7_BC,1,70000,midpoint
73200,0.0120611598237813,0.291639214786062,0,LIRCMOP7_BC,1,70000,midpoint
73400,0.0118971215849678,0.291725473573025,0,LIRCMOP7_BC,1,70000,midpoint
73600,0.0118929606533959,0.291728118622627,0,LIRCMOP7_BC,1,70000,midpoint
73800,0.0118929606533959,0.291728118622627,0,LIRCMOP7_BC,1,70000,midpoint
74000,0.0118851404435989,0.291732463394118,0,LIRCMOP7_BC,1,70000,midpoint
74200,0.0118433000272141,0.2918163123288,0,LIRCMOP7_BC,1,70000,midpoint
74400,0.0118963950694746,0.291789994566998,0,LIRCMOP7_BC,1,70000,midpoint
74600,0.0118963950694746,0.291789994566998,0,LIRCMOP7_BC,1,70000,midpoint
74800,0.0118963950694746,0.291789994566998,0,LIRCMOP7_BC,1,70000,midpoint
75000,0.0118963950694746,0.291789994566998,0,LIRCMOP7_BC,1,70000,midpoint
70000,0.0129051588235627,0.291442181519239,0,LIRCMOP7_BC,1,70000,pair_only
70200,0.0127963427496277,0.291456310172195,20,LIRCMOP7_BC,1,70000,pair_only
70400,0.0128111941357714,0.291465758216223,0,LIRCMOP7_BC,1,70000,pair_only
70600,0.0128004525811936,0.291449978124721,0,LIRCMOP7_BC,1,70000,pair_only
70800,0.0128004525811936,0.291449978124721,0,LIRCMOP7_BC,1,70000,pair_only
71000,0.0127760412506848,0.291463770284035,0,LIRCMOP7_BC,1,70000,pair_only
71200,0.0127760412506848,0.291463770284035,0,LIRCMOP7_BC,1,70000,pair_only
71400,0.0128246951829739,0.291438101088055,0,LIRCMOP7_BC,1,70000,pair_only
71600,0.0128246951829739,0.291438101088055,0,LIRCMOP7_BC,1,70000,pair_only
71800,0.0128083273790684,0.291453651663298,0,LIRCMOP7_BC,1,70000,pair_only
72000,0.0127443048043079,0.291531752604528,0,LIRCMOP7_BC,1,70000,pair_only
72200,0.0127443048043079,0.291531752604528,0,LIRCMOP7_BC,1,70000,pair_only
72400,0.0127443048043079,0.291531752604528,0,LIRCMOP7_BC,1,70000,pair_only
72600,0.0126502329396687,0.291589924188395,0,LIRCMOP7_BC,1,70000,pair_only
72800,0.0126452070023277,0.291592271388979,0,LIRCMOP7_BC,1,70000,pair_only
73000,0.0126452070023277,0.291592271388979,0,LIRCMOP7_BC,1,70000,pair_only
73200,0.0126452070023277,0.291592271388979,0,LIRCMOP7_BC,1,70000,pair_only
73400,0.0126452070023277,0.291592271388979,0,LIRCMOP7_BC,1,70000,pair_only
73600,0.0126220834240416,0.291600990978892,0,LIRCMOP7_BC,1,70000,pair_only
73800,0.0115613211042519,0.292048883027482,0,LIRCMOP7_BC,1,70000,pair_only
74000,0.0115524123703397,0.292056217503802,0,LIRCMOP7_BC,1,70000,pair_only
74200,0.0115084743252449,0.292096811801047,0,LIRCMOP7_BC,1,70000,pair_only
74400,0.0115084743252449,0.292096811801047,0,LIRCMOP7_BC,1,70000,pair_only
74600,0.0115134483333199,0.292100198158587,0,LIRCMOP7_BC,1,70000,pair_only
74800,0.0115134483333199,0.292100198158587,0,LIRCMOP7_BC,1,70000,pair_only
75000,0.0115115076871556,0.29210137306306,0,LIRCMOP7_BC,1,70000,pair_only
70000,0.0129051588235627,0.291442181519239,0,LIRCMOP7_BC,1,70000,raw
70200,0.0127963427496277,0.291456310172195,20,LIRCMOP7_BC,1,70000,raw
70400,0.0127957822885995,0.291458705485631,0,LIRCMOP7_BC,1,70000,raw
70600,0.0128854658408602,0.29142652770099,0,LIRCMOP7_BC,1,70000,raw
70800,0.0128854658408602,0.29142652770099,0,LIRCMOP7_BC,1,70000,raw
71000,0.0128854658408602,0.29142652770099,0,LIRCMOP7_BC,1,70000,raw
71200,0.0120122825363362,0.2920033458243,0,LIRCMOP7_BC,1,70000,raw
71400,0.0120122825363362,0.2920033458243,0,LIRCMOP7_BC,1,70000,raw
71600,0.0119901694942859,0.292028703150104,0,LIRCMOP7_BC,1,70000,raw
71800,0.0116905684787261,0.292201442636584,0,LIRCMOP7_BC,1,70000,raw
72000,0.0116532875121829,0.29221465695527,0,LIRCMOP7_BC,1,70000,raw
72200,0.0116705717604092,0.292208041451837,0,LIRCMOP7_BC,1,70000,raw
72400,0.0114249339570816,0.292318456120408,0,LIRCMOP7_BC,1,70000,raw
72600,0.0116374475663342,0.292221585671132,0,LIRCMOP7_BC,1,70000,raw
72800,0.0116324158069339,0.292212922430165,0,LIRCMOP7_BC,1,70000,raw
73000,0.0116324158069339,0.292212922430165,0,LIRCMOP7_BC,1,70000,raw
73200,0.0116324158069339,0.292212922430165,0,LIRCMOP7_BC,1,70000,raw
73400,0.0115455581633165,0.292268383192155,0,LIRCMOP7_BC,1,70000,raw
73600,0.0115455581633165,0.292268383192155,0,LIRCMOP7_BC,1,70000,raw
73800,0.0115298489816525,0.292274842607381,0,LIRCMOP7_BC,1,70000,raw
74000,0.01154728738047,0.292268408205529,0,LIRCMOP7_BC,1,70000,raw
74200,0.0115530881058666,0.292263894592929,0,LIRCMOP7_BC,1,70000,raw
74400,0.0113727672307092,0.292327853124389,0,LIRCMOP7_BC,1,70000,raw
74600,0.0113727672307092,0.292327853124389,0,LIRCMOP7_BC,1,70000,raw
74800,0.0111303176046065,0.2924377881198,0,LIRCMOP7_BC,1,70000,raw
75000,0.0111542122495452,0.292415707133138,0,LIRCMOP7_BC,1,70000,raw
50000,0.0494857633772628,0.269781257763803,0,LIRCMOP7_BC,2,50000,de
50200,0.0493532709745831,0.269919109874975,0,LIRCMOP7_BC,2,50000,de
50400,0.0487294937779862,0.270461561051268,0,LIRCMOP7_BC,2,50000,de
50600,0.0485781032984235,0.270648927500888,0,LIRCMOP7_BC,2,50000,de
50800,0.0482687899844393,0.270729218402875,0,LIRCMOP7_BC,2,50000,de
51000,0.0483148666730315,0.270714968262417,0,LIRCMOP7_BC,2,50000,de
51200,0.047395954830065,0.27118006672585,0,LIRCMOP7_BC,2,50000,de
51400,0.0472948060480666,0.271233344003856,0,LIRCMOP7_BC,2,50000,de
51600,0.0472374933412645,0.271257478390423,0,LIRCMOP7_BC,2,50000,de
51800,0.0472374933412645,0.271257478390423,0,LIRCMOP7_BC,2,50000,de
52000,0.0471247619040642,0.271262941167799,0,LIRCMOP7_BC,2,50000,de
52200,0.0471452963493849,0.271255539332591,0,LIRCMOP7_BC,2,50000,de
52400,0.0470716500476746,0.271261355559393,0,LIRCMOP7_BC,2,50000,de
52600,0.0462609652825782,0.271405809753463,0,LIRCMOP7_BC,2,50000,de
52800,0.0461620691606923,0.271417728517145,0,LIRCMOP7_BC,2,50000,de
53000,0.0461620691606923,0.271417728517145,0,LIRCMOP7_BC,2,50000,de
53200,0.0455030525141785,0.271579258782204,0,LIRCMOP7_BC,2,50000,de
53400,0.0455180422032329,0.271580238307067,0,LIRCMOP7_BC,2,50000,de
53600,0.0455180422032329,0.271724068203453,0,LIRCMOP7_BC,2,50000,de
53800,0.0455180422032329,0.271724068203453,0,LIRCMOP7_BC,2,50000,de
54000,0.0455180422032329,0.271724068203453,0,LIRCMOP7_BC,2,50000,de
54200,0.0454486191379379,0.271745743949564,0,LIRCMOP7_BC,2,50000,de
54400,0.0454684343037837,0.271738311611315,0,LIRCMOP7_BC,2,50000,de
54600,0.0453289995280178,0.271819095049173,0,LIRCMOP7_BC,2,50000,de
54800,0.0444727143512515,0.271965888679751,0,LIRCMOP7_BC,2,50000,de
55000,0.0444727143512515,0.271965888679751,0,LIRCMOP7_BC,2,50000,de
50000,0.0494857633772628,0.269781257763803,0,LIRCMOP7_BC,2,50000,midpoint
50200,0.0493532709745831,0.269919109874975,20,LIRCMOP7_BC,2,50000,midpoint
50400,0.0493250876368678,0.269943760027976,0,LIRCMOP7_BC,2,50000,midpoint
50600,0.0493250876368678,0.269943760027976,0,LIRCMOP7_BC,2,50000,midpoint
50800,0.0471109560872172,0.270563220240405,0,LIRCMOP7_BC,2,50000,midpoint
51000,0.0467990259353875,0.270610971200211,0,LIRCMOP7_BC,2,50000,midpoint
51200,0.0468385641613526,0.270588391707437,0,LIRCMOP7_BC,2,50000,midpoint
51400,0.0468926771007129,0.270680054638756,0,LIRCMOP7_BC,2,50000,midpoint
51600,0.0468926771007129,0.270680054638756,0,LIRCMOP7_BC,2,50000,midpoint
51800,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
52000,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
52200,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
52400,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
52600,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
52800,0.0467967088142944,0.270690839229546,0,LIRCMOP7_BC,2,50000,midpoint
53000,0.0465238795536401,0.270741415731006,0,LIRCMOP7_BC,2,50000,midpoint
53200,0.0465240414970591,0.270736973473619,0,LIRCMOP7_BC,2,50000,midpoint
53400,0.0465240414970591,0.270736973473619,0,LIRCMOP7_BC,2,50000,midpoint
53600,0.0465029399903825,0.270749940517382,0,LIRCMOP7_BC,2,50000,midpoint
53800,0.0464540129363998,0.270775396792028,0,LIRCMOP7_BC,2,50000,midpoint
54000,0.04648390724837,0.270985136832205,0,LIRCMOP7_BC,2,50000,midpoint
54200,0.04648390724837,0.270985136832205,0,LIRCMOP7_BC,2,50000,midpoint
54400,0.0472401250749308,0.271537608220148,0,LIRCMOP7_BC,2,50000,midpoint
54600,0.0473244671501475,0.271563325220146,0,LIRCMOP7_BC,2,50000,midpoint
54800,0.0473244671501475,0.271563325220146,0,LIRCMOP7_BC,2,50000,midpoint
55000,0.0473244671501475,0.271563325220146,0,LIRCMOP7_BC,2,50000,midpoint
50000,0.0494857633772628,0.269781257763803,0,LIRCMOP7_BC,2,50000,pair_only
50200,0.0493532709745831,0.269919109874975,20,LIRCMOP7_BC,2,50000,pair_only
50400,0.0479615347346489,0.270224972642564,0,LIRCMOP7_BC,2,50000,pair_only
50600,0.0476742931345155,0.270307619061771,0,LIRCMOP7_BC,2,50000,pair_only
50800,0.0475824359880323,0.270338968471458,0,LIRCMOP7_BC,2,50000,pair_only
51000,0.0475824359880323,0.270338968471458,0,LIRCMOP7_BC,2,50000,pair_only
51200,0.0476599494290432,0.27033091365311,0,LIRCMOP7_BC,2,50000,pair_only
51400,0.0475928661353083,0.270337462368761,0,LIRCMOP7_BC,2,50000,pair_only
51600,0.0475856151199234,0.270333796435593,0,LIRCMOP7_BC,2,50000,pair_only
51800,0.0475253652372212,0.270370346311857,0,LIRCMOP7_BC,2,50000,pair_only
52000,0.0474655700722626,0.270365004223424,0,LIRCMOP7_BC,2,50000,pair_only
52200,0.0474523764530875,0.270369288495833,0,LIRCMOP7_BC,2,50000,pair_only
52400,0.0474344529340622,0.270380019058531,0,LIRCMOP7_BC,2,50000,pair_only
52600,0.0474162356594487,0.270401057167948,0,LIRCMOP7_BC,2,50000,pair_only
52800,0.0474162356594487,0.270401057167948,0,LIRCMOP7_BC,2,50000,pair_only
53000,0.0474200129717727,0.270400572933359,0,LIRCMOP7_BC,2,50000,pair_only
53200,0.0470450704031034,0.270520608355219,0,LIRCMOP7_BC,2,50000,pair_only
53400,0.0470261527107349,0.270611277450397,0,LIRCMOP7_BC,2,50000,pair_only
53600,0.0470450704031034,0.270668944657347,0,LIRCMOP7_BC,2,50000,pair_only
53800,0.0470451798433739,0.270718194100685,0,LIRCMOP7_BC,2,50000,pair_only
54000,0.0471037429753873,0.270696084261781,0,LIRCMOP7_BC,2,50000,pair_only
54200,0.0457763402045496,0.271308588916738,0,LIRCMOP7_BC,2,50000,pair_only
54400,0.0457656808077235,0.271314984514598,0,LIRCMOP7_BC,2,50000,pair_only
54600,0.0455629199210448,0.271381366422338,0,LIRCMOP7_BC,2,50000,pair_only
54800,0.0456715129383423,0.271354504681818,0,LIRCMOP7_BC,2,50000,pair_only
55000,0.0456866295522793,0.271370029485604,0,LIRCMOP7_BC,2,50000,pair_only
50000,0.0494857633772628,0.269781257763803,0,LIRCMOP7_BC,2,50000,raw
50200,0.0493532709745831,0.269919109874975,20,LIRCMOP7_BC,2,50000,raw
50400,0.0493250876368678,0.269943760027976,0,LIRCMOP7_BC,2,50000,raw
50600,0.0493191318134242,0.269972328770941,0,LIRCMOP7_BC,2,50000,raw
50800,0.045817722566945,0.271150048043118,0,LIRCMOP7_BC,2,50000,raw
51000,0.0458027940503959,0.271304480684301,0,LIRCMOP7_BC,2,50000,raw
51200,0.0451821470476021,0.271616922056498,0,LIRCMOP7_BC,2,50000,raw
51400,0.0451662107595851,0.271622770261712,0,LIRCMOP7_BC,2,50000,raw
51600,0.0451662107595851,0.271622770261712,0,LIRCMOP7_BC,2,50000,raw
51800,0.0451468815510954,0.271629224429604,0,LIRCMOP7_BC,2,50000,raw
52000,0.0451616764772816,0.271624487285923,0,LIRCMOP7_BC,2,50000,raw
52200,0.0451365688665079,0.271649318997134,0,LIRCMOP7_BC,2,50000,raw
52400,0.0451159032632516,0.271663009236847,0,LIRCMOP7_BC,2,50000,raw
52600,0.0451159032632516,0.272150029053343,0,LIRCMOP7_BC,2,50000,raw
52800,0.0450259354333357,0.272163493319708,0,LIRCMOP7_BC,2,50000,raw
53000,0.0449883409112738,0.272181818018619,0,LIRCMOP7_BC,2,50000,raw
53200,0.0449366968310319,0.272300759454757,0,LIRCMOP7_BC,2,50000,raw
53400,0.0449366968310319,0.272300759454757,0,LIRCMOP7_BC,2,50000,raw
53600,0.0449366968310319,0.272300759454757,0,LIRCMOP7_BC,2,50000,raw
53800,0.044913704655712,0.272310532347548,0,LIRCMOP7_BC,2,50000,raw
54000,0.0449120715349871,0.272310719886229,0,LIRCMOP7_BC,2,50000,raw
54200,0.0449467713296716,0.272337938405391,0,LIRCMOP7_BC,2,50000,raw
54400,0.0449467713296716,0.272337938405391,0,LIRCMOP7_BC,2,50000,raw
54600,0.0448850146954963,0.272377452461721,0,LIRCMOP7_BC,2,50000,raw
54800,0.0448257063213794,0.272362249724757,0,LIRCMOP7_BC,2,50000,raw
55000,0.0448210057207997,0.272368693314637,0,LIRCMOP7_BC,2,50000,raw
70000,0.0183825703226021,0.287219397278542,0,LIRCMOP7_BC,2,70000,de
70200,0.0152507313633519,0.288891195211177,0,LIRCMOP7_BC,2,70000,de
70400,0.0145083484381436,0.289381528106283,0,LIRCMOP7_BC,2,70000,de
70600,0.0131735227758029,0.291546970136105,0,LIRCMOP7_BC,2,70000,de
70800,0.0131735227758029,0.291546970136105,0,LIRCMOP7_BC,2,70000,de
71000,0.0131735227758029,0.291546970136105,0,LIRCMOP7_BC,2,70000,de
71200,0.0131735227758029,0.291546970136105,0,LIRCMOP7_BC,2,70000,de
71400,0.0129728490448805,0.291584749667349,0,LIRCMOP7_BC,2,70000,de
71600,0.0129728490448805,0.291584749667349,0,LIRCMOP7_BC,2,70000,de
71800,0.0129728490448805,0.291584749667349,0,LIRCMOP7_BC,2,70000,de
72000,0.0129728490448805,0.291584749667349,0,LIRCMOP7_BC,2,70000,de
72200,0.0128906080971194,0.291644335598203,0,LIRCMOP7_BC,2,70000,de
72400,0.0130086044542949,0.291626406245406,0,LIRCMOP7_BC,2,70000,de
72600,0.0130086044542949,0.291626406245406,0,LIRCMOP7_BC,2,70000,de
72800,0.0125314764766657,0.291761714073615,0,LIRCMOP7_BC,2,70000,de
