problem,n,IGDAt50000PairedGeomean
ALL,20,0.9574601483832806
LIRCMOP5_BC,5,0.6943498915954416
LIRCMOP6_BC,5,1.0419124896684477
LIRCMOP7_BC,5,1.1708595929431125
LIRCMOP8_BC,5,0.9921295665342349
