problem,runs,warmFinalRMSE,freshFinalRMSE,warmFinalDirectionError,freshFinalDirectionError,warmFinalObjectiveDistance,freshFinalObjectiveDistance
LIRCMOP7_BC,3,0.11852920623199967,0.11919039133047966,7.99305791510927,8.018997090663454,0.12288276637777834,0.12070960368910953
LIRCMOP8_BC,3,0.07864165771965513,0.0708580095072217,9.046612920077024,6.2076510924520205,0.09228801389257914,0.08678579335782977
