problem,mode,stage,GroupCount,std_actualFE,std_IGD,std_HV,std_activePairs,std_eligiblePairs,std_archivePairs,std_p1Feasible,std_p2Feasible,std_gapMedian,std_trainingEvents,std_generatorUpdates,std_lastTrainingEndpointRMSE,std_selectedFeasibleRate,std_cumulativeGuided
LIRCMOP5_BC,cgan,FE010000,3,0,0.00548092435623192,0,6.02771377334171,5.68624070307733,5.68624070307733,0,12.2882057274445,0.0401644106457071,1,20,0.00994160833135196,0.0763762615825973,23.094010767585
LIRCMOP5_BC,cgan,FE030000,3,0,0.516914500196117,0.0917916210866087,34.1223289552946,246.68400839941,246.68400839941,0,3.21455025366432,0.0945744215667884,2.64575131106459,52.9150262212918,0.00894099962355387,0.0577350269189626,23.094010767585
LIRCMOP5_BC,cgan,FE050000,3,0,0.407197893578826,0.125302262847506,13.2790561913614,109.137527917761,109.137527917761,0,42.7356213636041,0.0217282444439784,32.1869538788622,643.739077577243,0.0139101232600461,0.0288675134594813,23.094010767585
LIRCMOP5_BC,cgan,FE070000,3,0,0.028298273528332,0.00900055754211023,4.35889894354067,9.01849950564579,9.01849950564579,0,5.85946527708232,0.0255506741210773,33.2315111503123,664.630223006247,0.00903321126035766,0.104083299973307,23.094010767585
LIRCMOP5_BC,cgan,FE100000,3,0,0.00380623578092266,0.00268376386828768,1,2.3094010767585,2.3094010767585,0,3.51188458428425,0.00744860682986517,42.9107601113443,858.215202226885,0.00540443508381955,0.217944947177034,23.094010767585
LIRCMOP5_BC,cgan,first_true_use,3,230.94010767585,0.680324370832126,0,6.557438524302,8,8,0,8.50490054811538,0.17943625120076,0.577350269189626,11.5470053837925,0.0173479775404598,0.1,0
LIRCMOP6_BC,cgan,FE010000,3,0,0.00515370609259923,0,9,14.5716619962629,14.5716619962629,0,6.65832811847939,0.046876462792752,6.35085296108588,127.017059221718,0.00476473301227723,0.05,57.7350269189626
LIRCMOP6_BC,cgan,FE030000,3,0,0.690044779729005,0.0755019205417152,46.1121820491433,288.097784325623,288.097784325623,0,34.0196021924615,0.0695092555963314,43.5928128632844,871.856257265688,0.00659546750322938,0.115470053837925,277.12812921102
LIRCMOP6_BC,cgan,FE050000,3,0,0.101418982629087,0.0189949866986438,5.85946527708232,17.4355957741627,17.4355957741627,0,25.0066657780147,0.0221911266798602,91.8495146058668,1836.99029211734,0.0234152331567632,0.05,473.427220735493
LIRCMOP6_BC,cgan,FE070000,3,0,0.0748173859056814,0.0180363362378659,3.21455025366432,19.0787840283389,19.0787840283389,0,4.35889894354067,0.0333123294290928,98.8078944214479,1976.15788842896,0.00597688815672272,0.104083299973307,473.427220735493
LIRCMOP6_BC,cgan,FE100000,3,0,0.0009115128357815,0.000487573122261763,1.52752523165195,3.21455025366432,3.21455025366432,0,0,0.0124616140123835,133.451614202801,2669.03228405603,0.00826798023895204,0.208166599946613,1640.77217593831
LIRCMOP6_BC,cgan,first_true_use,3,577.350269189626,0.0509365458527303,0,1.15470053837925,1.52752523165195,1.52752523165195,0,5,0.101978744881534,0,0,0.0107790540300253,0.144337567297406,0
LIRCMOP7_BC,cgan,FE010000,3,0,0.0195500302864725,0.00370738928417096,6.02771377334171,11,11,0,11.5036226178249,0.0294968676521882,2.51661147842358,50.3322295684717,0.00191144918612293,0.0577350269189626,30.5505046330389
LIRCMOP7_BC,cgan,FE030000,3,0,0.0116447423380885,0.00214522549263167,28.4312035153866,59.180514811324,59.180514811324,0,12.6622799421484,0.0356344774285805,2,40,0.00897349993615488,0.0288675134594813,30.5505046330389
LIRCMOP7_BC,cgan,FE050000,3,0,0.0473433725338883,0.0199745789035314,2.51661147842358,0,0,0,13.5277492584687,0.0123560845451116,2,40,0.0133847694163333,0.0288675134594813,30.5505046330389
LIRCMOP7_BC,cgan,FE070000,3,0,0.00831717604245536,0.0032742364209822,8.66025403784439,0,0,0,0.577350269189626,0.0183373802091145,2.08166599946613,41.6333199893227,0.00496967550601113,0.0866025403784439,30.5505046330389
LIRCMOP7_BC,cgan,FE100000,3,0,0.000606455305125397,0.000175272506270252,4.04145188432738,0,0,0,1.73205080756888,0.0236531031290109,2.51661147842358,50.3322295684717,0.00430657828654555,0.0577350269189626,30.5505046330389
LIRCMOP7_BC,cgan,first_true_use,3,305.505046330389,0.364992383016309,0,1.73205080756888,2.3094010767585,2.3094010767585,0,3.60555127546399,0.185012179250133,0,0,0.00445161022703924,0.152752523165195,0
LIRCMOP8_BC,cgan,FE010000,3,0,0.633919722073696,0.0862102339811929,18.7171935218219,26.0576284415908,26.0576284415908,0,7.93725393319377,0.0258075294552406,2.3094010767585,46.1880215351701,0.0168424465656922,0.0288675134594813,30.5505046330389
LIRCMOP8_BC,cgan,FE030000,3,0,0.0768696631309744,0.0284539531086615,14.2243921955679,131.91411347287,131.91411347287,0,25.8907963055085,0.0103426961329374,2.88675134594813,57.7350269189626,0.0136562697351501,0,30.5505046330389
LIRCMOP8_BC,cgan,FE050000,3,0,0.0363545316871547,0.0157123871686423,9.29157324317757,0,0,0,2.51661147842358,0.00676706033015124,2.88675134594813,57.7350269189626,0.0097514703208218,0.125830573921179,30.5505046330389
LIRCMOP8_BC,cgan,FE070000,3,0,0.0215936369621808,0.0125718791423582,10.2143689640297,0,0,0,0.577350269189626,0.0159685809486187,3.21455025366432,64.2910050732864,0.00819666300955883,0.05,30.5505046330389
LIRCMOP8_BC,cgan,FE100000,3,0,0.00149466398999653,0.000690040032113229,3.51188458428425,0,0,0,0,0.0213229679422512,2.88675134594813,57.7350269189626,0.00641697006537658,0.0763762615825973,30.5505046330389
LIRCMOP8_BC,cgan,first_true_use,3,305.505046330389,0.0615162173703643,0,1.73205080756888,1.73205080756888,1.73205080756888,0,5.5075705472861,0.38945177315925,0,0,0.00203696493325075,0.0288675134594813,0
