problem,seed,mode,stage,targetFE,actualFE,missing,IGD,HV,p1Feasible,p2Feasible,populationOverlap,archivePairs,activePairs,inactivePairs,eligiblePairs,activeRefCoverage,frontRejectedPairs,infeasibleDominatedPairs,eligibilityRemoved,feasiblePoolEligible,infeasiblePoolEligible,gapMedian,gapP90,trainingEvents,generatorUpdates,criticUpdates,trainingSeconds,lastTrainingFE,lastTrainingPairs,lastTrainingEpochs,lastTrainingUpdates,lastTrainingEndpointRMSE,modelVersion,consumedTrainingFE,consumedTrainingPairs,consumedTrainingEpochs,consumedTrainingUpdates,consumedTrainingRMSE,productionFE,selectedCount,selectedFeasibleRate,survivedP1,survivedP2,cumulativeGuided,nativeBandRate,rebuildInputPoints,netGapReduction
LIRCMOP6_BC,3,cgan,FE100000,100000,100000,0,0.0130355405906297,0.193162021134555,100,99,82,8,3,5,8,0.03,0,1,1,120,1,0.203944639084121,0.204664525371224,262,6220,31100,443.0724185,85800,8,18.1818181818182,20,0.0231621047092867,262,85800,8,18.1818181818182,20,0.0231621047092867,99800,20,0.2,0,0,8820,NaN,416,0
LIRCMOP7_BC,1,cgan,first_true_use,4400,4400,0,1.94335108384291,0,100,82,75,3,3,0,3,0.03,11,11,13,18,10,0.49280316893479,0.511043884481674,1,1000,5000,98.7828806666667,4200,12,1000,1000,0.10718775494591,1,4200,12,1000,1000,0.10718775494591,4200,20,0.5,4,8,20,NaN,426,0.947526511051967
LIRCMOP7_BC,1,cgan,FE010000,10000,10000,0,0.158878452203554,0.231943461363842,100,26,20,39,32,7,39,0.32,11,4,13,40,112,0.203154340867965,0.355455138526071,27,1520,7600,166.156496041667,10000,32,10.6666666666667,20,0.0451230064283238,26,9800,32,10.8474576271186,20,0.04819946995384,9800,20,0.1,2,13,580,NaN,470,0.243407053708792
LIRCMOP7_BC,1,cgan,FE030000,30000,30000,0,0.0909955564045951,0.255269896074439,100,33,14,424,86,338,424,0.86,9,2,11,159,381,0.134066029379837,0.240933374914152,126,3500,17500,344.345455083333,30000,86,3.90243902439024,20,0.048696952399202,125,29800,85,3.95061728395062,20,0.0480368754830011,29800,20,0.05,0,0,2580,NaN,1240,-0.114559321200951
LIRCMOP7_BC,1,cgan,FE050000,50000,50000,0,0.014264741494043,0.29030844428167,100,18,6,500,82,418,500,0.82,8,0,8,165,510,0.121846732391363,0.222970202957187,226,5500,27500,547.514137875,50000,82,4.0251572327044,20,0.0599264816513556,225,49800,83,3.97515527950311,20,0.0597463557842364,49800,20,0.1,0,0,4580,NaN,1400,-0.65380115120552
LIRCMOP7_BC,1,cgan,FE070000,70000,70000,0,0.00958354011947672,0.292790402416397,100,0,0,500,92,408,500,0.92,4,2,6,187,529,0.13345195688903,0.242419056818466,326,7500,37500,739.333706166667,70000,92,3.61581920903955,20,0.0941890083747967,325,69800,92,3.57541899441341,20,0.0880549151520434,69800,20,0,0,0,6580,NaN,1400,-0.212282887580534
LIRCMOP7_BC,1,cgan,FE100000,100000,100000,0,0.00836986639270363,0.293584845927233,100,0,0,500,97,403,500,0.97,3,2,5,190,589,0.100917062794602,0.224239266272832,474,10460,52300,971.30530475,99800,99,3.40425531914894,20,0.0991779237706983,474,99800,99,3.40425531914894,20,0.0991779237706983,99800,20,0,0,0,9580,NaN,1400,-0.0856960386748446
LIRCMOP7_BC,2,cgan,first_true_use,3800,3800,0,2.59663622631394,0,100,80,55,7,6,1,7,0.06,6,2,6,18,32,0.494804232653407,0.673938914532176,1,1000,5000,99.7540452916667,3600,10,947.368421052632,1000,0.112631060627001,1,3600,10,947.368421052632,1000,0.112631060627001,3600,20,0.6,3,8,20,NaN,420,0.648152291921261
LIRCMOP7_BC,2,cgan,FE010000,10000,10000,0,0.192181195012227,0.229041918403035,100,15,9,50,39,11,50,0.39,12,2,14,49,169,0.192484206594227,0.331275581521904,29,1560,7800,169.704294375,10000,39,8.76712328767123,20,0.0485212732473758,28,9800,37,9.01408450704225,20,0.0477734830894066,9800,20,0,0,3,640,NaN,492,0.0492100739951172
LIRCMOP7_BC,2,cgan,FE030000,30000,30000,0,0.114219291808222,0.251882834538055,100,57,17,381,31,350,381,0.31,3,4,6,156,332,0.165549974782863,0.26793270288062,128,3540,17700,343.792193875,30000,31,10.8474576271186,20,0.0647080180939549,127,29800,37,8.64864864864865,20,0.0614408588497649,29800,20,0.1,0,0,2640,NaN,1148,-0.184347441063915
LIRCMOP7_BC,2,cgan,FE050000,50000,50000,0,0.0936679356334654,0.256985709467947,100,30,9,500,80,420,500,0.8,17,2,19,172,442,0.130844545109328,0.241029317833064,228,5540,27700,546.084527875,50000,80,4.1025641025641,20,0.0617355937720191,227,49800,81,4.07643312101911,20,0.0609784850580672,49800,20,0.05,0,0,4640,NaN,1400,-0.196089172287503
LIRCMOP7_BC,2,cgan,FE070000,70000,70000,0,0.0232362976698364,0.287457589675761,100,1,1,500,77,423,500,0.77,4,0,4,182,562,0.132681066252953,0.262410421296661,327,7520,37600,731.737521416667,70000,77,4.26666666666667,20,0.086136664313707,326,69800,77,4.23841059602649,20,0.0840966408597093,69800,20,0,0,0,6640,NaN,1400,-0.361609807503948
LIRCMOP7_BC,2,cgan,FE100000,100000,100000,0,0.00930280255602395,0.293349236775912,100,0,0,500,92,408,500,0.92,5,0,5,205,570,0.138305697699327,0.26906962565039,476,10500,52500,956.281826916667,99800,87,3.76470588235294,20,0.107740534412331,476,99800,87,3.76470588235294,20,0.107740534412331,99800,20,0.1,0,0,9640,NaN,1400,-0.137511347266604
LIRCMOP7_BC,3,cgan,first_true_use,4200,4200,0,1.98790818762268,0,100,75,53,7,6,1,7,0.06,10,4,10,14,21,0.814249509349376,1.14403546223334,1,1000,5000,71.719270875,4000,12,1000,1000,0.116010909100648,1,4000,12,1000,1000,0.116010909100648,4000,20,0.3,1,15,20,NaN,424,0.531117971096414
LIRCMOP7_BC,3,cgan,FE010000,10000,10000,0,0.193272612105489,0.224583375858266,100,38,23,61,44,17,61,0.44,12,0,12,55,145,0.147571818275049,0.376019547034952,24,1460,7300,112.454414708333,10000,44,8.31168831168831,20,0.0483386328128707,23,9800,34,10.3225806451613,20,0.0383257877344556,9800,20,0.1,1,1,600,NaN,508,0.363642347515599
LIRCMOP7_BC,3,cgan,FE030000,30000,30000,0,0.104121906786455,0.251295611515442,100,38,11,498,71,427,498,0.71,10,1,11,145,406,0.0944363592375758,0.227818556308337,124,3460,17300,226.246719916667,30000,71,4.84848484848485,20,0.0496807023674768,123,29800,80,4.23841059602649,20,0.050066501345844,29800,20,0.05,0,0,2600,NaN,1374,-0.144651374887886
LIRCMOP7_BC,3,cgan,FE050000,50000,50000,0,0.00929493452279666,0.292729736949361,100,3,1,500,85,415,500,0.85,5,3,8,183,554,0.106413303197853,0.206363083690586,224,5460,27300,322.679360916667,50000,85,3.87878787878788,20,0.0839611369762038,223,49800,91,3.65714285714286,20,0.0752177060505494,49800,20,0.1,0,0,4600,NaN,1400,-0.158551143564389
LIRCMOP7_BC,3,cgan,FE070000,70000,70000,0,0.00818022203408492,0.293415303328367,100,0,0,500,92,408,500,0.92,6,2,8,187,556,0.101312254619816,0.219153172483123,323,7440,37200,395.0943375,70000,92,3.53591160220994,20,0.0952089081081605,322,69800,90,3.65714285714286,20,0.0700971992300548,69800,20,0.15,0,0,6600,NaN,1400,0.588375708672118
LIRCMOP7_BC,3,cgan,FE100000,100000,100000,0,0.00816507692489333,0.293691824803417,100,3,3,500,100,400,500,1,3,3,6,209,564,0.0945120705380151,0.215653375118415,471,10400,52000,502.708170333333,99800,94,3.45945945945946,20,0.102652306626661,471,99800,94,3.45945945945946,20,0.102652306626661,99800,20,0,0,0,9600,NaN,1400,0.0994825003487349
LIRCMOP8_BC,1,cgan,first_true_use,5200,5200,0,1.83811598284179,0,100,74,58,4,4,0,4,0.04,6,2,8,17,20,0.853340431060335,1.04620366941523,1,1000,5000,101.100192166667,5000,11,1000,1000,0.106520983849675,1,5000,11,1000,1000,0.106520983849675,5000,20,0.35,4,14,20,NaN,424,0.438998418731291
LIRCMOP8_BC,1,cgan,FE010000,10000,10000,0,0.591753558175633,0.149320505387827,100,47,27,19,16,3,19,0.16,2,2,4,30,88,0.237080947681676,0.374844870552889,25,1480,7400,164.674602833333,10000,16,20,20,0.0492751659503251,24,9800,16,20,20,0.0507666095553622,9800,20,0.15,1,0,500,NaN,440,-0.0346993439636552
LIRCMOP8_BC,1,cgan,FE030000,30000,30000,0,0.129741471498405,0.245933214464804,100,10,5,411,77,334,411,0.77,6,4,10,128,349,0.109754025728419,0.198967257533828,125,3480,17400,346.865515791667,30000,77,4.38356164383562,20,0.040220900357008,124,29800,76,4.47552447552448,20,0.0422119052230833,29800,20,0,0,0,2500,NaN,1210,0.0174205221961856
LIRCMOP8_BC,1,cgan,FE050000,50000,50000,0,0.0737283317225222,0.265273313258123,100,5,2,500,93,407,500,0.93,6,2,8,172,545,0.128036141358127,0.211691689240368,225,5480,27400,556.636013791667,50000,93,3.55555555555556,20,0.0730567051122517,224,49800,80,4.12903225806452,20,0.0744645533718707,49800,20,0.05,0,0,4500,NaN,1400,0.00997390252483044
LIRCMOP8_BC,1,cgan,FE070000,70000,70000,0,0.0461766033547024,0.271640376130858,100,0,0,500,76,424,500,0.76,2,0,2,182,559,0.149625642093035,0.23374097612965,324,7460,37300,741.414429375,70000,76,4.41379310344828,20,0.078968838994573,323,69800,83,4,20,0.0732523262176404,69800,20,0.1,0,0,6500,NaN,1400,0.296021683368309
LIRCMOP8_BC,1,cgan,FE100000,100000,100000,0,0.0107017651816308,0.292671612740269,100,0,0,500,90,410,500,0.9,4,1,5,189,578,0.127372322982048,0.211162646250467,473,10440,52200,975.5315845,99800,82,3.97515527950311,20,0.0866435859290311,473,99800,82,3.97515527950311,20,0.0866435859290311,99800,20,0.05,0,0,9500,NaN,1400,0.766426743354313
LIRCMOP8_BC,2,cgan,first_true_use,5000,5000,0,1.84325751351241,0,100,83,64,1,1,0,1,0.01,11,7,12,13,14,0.108466912403882,0.108466912403882,1,1000,5000,99.45363375,4800,8,933.333333333333,1000,0.107744293429748,1,4800,8,933.333333333333,1000,0.107744293429748,4800,20,0.3,4,14,20,NaN,416,0.75469727612208
LIRCMOP8_BC,2,cgan,FE010000,10000,10000,0,1.69206358094553,0,100,44,14,66,51,15,66,0.51,2,0,2,64,132,0.287010170110723,0.413384110101207,25,1480,7400,160.421735375,10000,51,6.73684210526316,20,0.0824108169753422,24,9800,44,7.90123456790123,20,0.0818164373586282,9800,20,0.15,1,2,520,NaN,520,0
LIRCMOP8_BC,2,cgan,FE030000,30000,30000,0,0.0150872066969191,0.289386616469184,100,0,0,381,80,301,381,0.8,5,0,5,143,420,0.130133533314603,0.222264283473033,125,3480,17400,335.037045458333,30000,80,4.18300653594771,20,0.0626295308653281,124,29800,78,4.18300653594771,20,0.0511143538533491,29800,20,0,0,1,2520,NaN,1144,0.0453264692204995
LIRCMOP8_BC,2,cgan,FE050000,50000,50000,0,0.00969191827283349,0.29276668957927,100,0,0,500,91,409,500,0.91,5,1,6,191,544,0.121462891951452,0.211135892724087,225,5480,27400,525.793589375,50000,91,3.61581920903955,20,0.0665071432606799,224,49800,89,3.69942196531792,20,0.0650419623898233,49800,20,0.3,1,0,4520,NaN,1400,-0.0774534225500062
LIRCMOP8_BC,2,cgan,FE070000,70000,70000,0,0.00886778781550489,0.293269036802295,100,1,1,500,95,405,500,0.95,7,0,7,200,549,0.122625029842313,0.207142811354415,325,7480,37400,719.150306333333,70000,95,3.55555555555556,20,0.0687131055520364,324,69800,92,3.53591160220994,20,0.064870812189656,69800,20,0.15,0,0,6520,NaN,1400,-0.133805565997237
LIRCMOP8_BC,2,cgan,FE100000,100000,100000,0,0.00809228245864822,0.293755487838204,100,0,0,500,87,413,500,0.87,6,2,8,196,546,0.0847502970554459,0.207306194010428,473,10440,52200,940.012801041667,99800,99,3.3160621761658,20,0.0741047318473361,473,99800,99,3.3160621761658,20,0.0741047318473361,99800,20,0.2,1,0,9520,NaN,1400,-0.0300083554414869
LIRCMOP8_BC,3,cgan,first_true_use,4600,4600,0,1.94714288231434,0,100,84,69,1,1,0,1,0.01,19,15,19,14,11,0.283696593375581,0.283696593375581,1,1000,5000,72.867640625,4400,12,1000,1000,0.103767328301666,1,4400,12,1000,1000,0.103767328301666,4400,20,0.35,3,16,20,NaN,424,0.388950320879813
LIRCMOP8_BC,3,cgan,FE010000,10000,10000,0,1.68739095465295,0,100,59,33,62,45,17,62,0.45,7,1,7,65,106,0.27337650283183,0.395679576358542,21,1400,7000,105.741698083333,10000,45,7.52941176470588,20,0.0605965171880656,20,9800,44,7.90123456790123,20,0.0626845085913328,9800,20,0.2,1,10,560,NaN,508,0.328214653766379
LIRCMOP8_BC,3,cgan,FE030000,30000,30000,0,0.161114029073059,0.235836437762412,100,49,30,169,54,115,169,0.54,1,2,3,108,162,0.123013118669167,0.226412118082415,120,3380,16900,219.142309,30000,54,6.53061224489796,20,0.0379022326453531,119,29800,53,6.46464646464646,20,0.0368525805322057,29800,20,0,0,0,2560,NaN,732,0.136539779263212
LIRCMOP8_BC,3,cgan,FE050000,50000,50000,0,0.011886321803712,0.292200404502813,100,2,1,500,76,424,500,0.76,5,1,6,150,528,0.114503853635055,0.196152623087142,220,5380,26900,315.700605916667,50000,76,4.44444444444444,20,0.0538727774488833,219,49800,78,4.29530201342282,20,0.0569653132731315,49800,20,0.15,0,0,4560,NaN,1400,0.574819018621439
LIRCMOP8_BC,3,cgan,FE070000,70000,70000,0,0.00868354690585953,0.293559084597749,100,1,1,500,92,408,500,0.92,13,0,13,194,531,0.121353337588904,0.206868841926648,319,7360,36800,388.459520583333,70000,92,3.55555555555556,20,0.0627652870961458,318,69800,90,3.61581920903955,20,0.0639372858879722,69800,20,0.2,1,0,6560,NaN,1400,0.178419283376289
LIRCMOP8_BC,3,cgan,FE100000,100000,100000,0,0.00813408626514379,0.293953399474418,100,0,0,500,94,406,500,0.94,9,2,11,198,575,0.104824756326884,0.208198852741617,468,10340,51700,497.426782166667,99800,93,3.57541899441341,20,0.0780044820751376,468,99800,93,3.57541899441341,20,0.0780044820751376,99800,20,0.1,0,0,9560,NaN,1400,0.0407272257071031
