problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,generated_new_ref_hit_rate,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate,branch,ganIter,outDir
DASCMOP1_BC,1,10000,10048,45,13,1,13,5,20,0,0.0784227753549438,0.0815903977190025,0.000457976552646971,1,0.142646629315861,0.0806835487597032,0.092786012010787,0,0.0797776606558943,0.103741120999699,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP1_BC,1,30000,30068,136,33,1,33,5,20,0,0.0171515050190183,0.0264247123700286,0.00164091017530901,1,0.0860928839286687,0.0277180173412718,0.0596742022040597,0.242424242424242,0.093505988143047,0.107807892040101,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP1_BC,1,50000,50088,227,34,1,34,5,20,0,0.0379207814395768,0.0474627932179919,0.000601749917052052,1,0.101741729362616,0.033013128733241,0.0643064263676668,0.5,0.0943607896719587,0.11235966150792,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP1_BC,1,70000,70108,318,33,1,33,5,20,0,0.0279664575746353,0.0430772956711798,0.00069906338757088,1,0.0996086380648049,0.0113815490270808,0.017193743095455,0.0606060606060606,0.0424594859626909,0.062078736827047,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP1_BC,1,100000,100028,454,35,1,35,5,20,8,0.0108748598531361,0.0197886109969319,0.00110807795607083,1,0.0910654848354098,0.0100137854181271,0.031792142888169,0.571428571428571,0.0810565447410643,0.0855079770253304,0.4,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP2_BC,1,10000,10040,45,16,1,16,5,20,0,0.00563707985721439,0.00774956658707582,0.00245946747676545,1,0.134462701040756,0.0108873448329266,0.0322107112984764,0,0.0150625464478949,0.0239890898168121,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP2_BC,1,30000,30060,136,37,1,37,5,20,0,0.0321212032509876,0.0349193125018453,0.000366231739019399,1,0.105207980191515,0.0327508240737144,0.0542061943312745,0.243243243243243,0.041938686919549,0.0436816980688369,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP2_BC,1,50000,50080,227,47,1,47,5,20,0,0.00503750293163631,0.0131360126553201,0.0001363246620491,1,0.111585664750847,0.0129230738443424,0.0290858586657726,0,0.00630439586427538,0.0202090282269789,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP2_BC,1,70000,70100,318,49,1,49,5,20,0,0.0136672221316415,0.0417658008029666,0.000559277157597848,1,0.114770024241398,0.0230579446474262,0.0435602443486264,0.224489795918367,0.0201884304556297,0.056258950212494,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
DASCMOP2_BC,1,100000,100020,454,50,1,50,5,20,0,0.0142540119954686,0.0434700989572015,0.000236348967598485,1,0.109643216114907,0.0232890690030487,0.0804115753180645,0.16,0.0228763737390676,0.0446009275909401,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
LIRCMOP6_BC,1,10000,10176,49,24,1,24,5,20,0,0.00369031181448111,0.00443028838455247,0.000619797816432736,1,0.0562419232091143,0.0137522383913818,0.039417591056259,0,0.024685301926626,0.0346043235314276,0,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
LIRCMOP6_BC,1,30000,30196,140,61,1,61,5,20,4,0.00464053752820561,0.00544650001824349,0.00115124623943395,1,0.0708592216974101,0.00577621736838382,0.00708894185519501,0.262295081967213,0.00654961706385737,0.0333310968946158,0.2,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
LIRCMOP6_BC,1,50000,50216,231,88,1,88,5,20,4,0.000332287644271211,0.000597959311427356,0.000497578320463497,0,0.063162848389287,0.00965464241079008,0.0150235926636815,0.159090909090909,0.00302103550254161,0.00461463211837362,0.2,single,50,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter050
