updates,runs,firstUseIGD,labelAccuracy,directionError,rawUseful,survivedP1,trainingSeconds,jointRate
200,12,1.9213410867562217,0.49083333333333334,18.972135474615882,0.1315,2.0833333333333335,33.227001628472216,0.05533333333333333
500,12,2.08599364658246,0.5656666666666667,14.576849952238595,0.15233333333333335,3.8333333333333335,69.15713315972222,0.1385
1000,12,1.842019820311621,0.5536666666666666,15.629707107871273,0.15283333333333332,3.9166666666666665,99.767701579861,0.10766666666666666
2000,12,1.9561374359573267,0.5335,15.767676542906154,0.14433333333333334,3.1666666666666665,142.12271866319426,0.14100000000000001
4000,12,1.85311961905331,0.5561666666666667,14.306296764933146,0.16083333333333333,3.75,280.14553520138884,0.13233333333333333
