problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_tau_range,train_tau_nonzero_rate,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
LIRCMOP5_BC,1,ref_tau,10000,10013,47,102,1,0.34,102,0,0.00343990751013093,0.0072081854012595,102,30,3,0.00533947547505627,31.3725490196078,0.30479408545191,0.44224095560267,0,0.756683742800046,0.147058823529412,0.580285045466675,1.88506374619194,zero,29,1,30,30,0.294117647058824,0.0130080701253588,0.0216849931984904,0,0.0319276473250465,NaN,0.6,0.0140356852518028,0.794117647058823,0.0232097318913764,0.0328421779072206,0.0329637325849959,0.0215347612153229,1,400,99,598,598,460,138,258,55,73,38,2618,0,111,111,111,111,102,102,102,102,102,0,30
LIRCMOP5_BC,1,ref_tau,30000,30023,134,71,1,0.25,71,0,0.00121568982883967,0.00522433186926038,71,30,3,0.00371669371302937,45.0704225352113,0.288316150757438,0.389767417582411,0,0.572597283200475,0.169014084507042,0.517033605174029,1.29724161416655,zero,17,13,30,16,0.422535211267606,0.0169585444216136,0.0334230665765074,0,0.0334230665765074,NaN,0.733333333333333,0.0215072776565066,0.2,0.0263772892535226,0.0343855118154633,0.034545262393139,0.0335371417716949,0.533333333333333,400,66,532,532,400,132,197,59,44,27,4078,5,81,81,81,81,71,71,71,71,71,0,30
LIRCMOP5_BC,1,ref_tau,50000,50033,221,111,1,0.37,111,0,0.00286111692378143,0.00890412602422093,111,30,3,0.00581060566403183,28.8288288288288,0.313252463993742,0.657258609260336,-0,0.696861743002177,0.225225225225225,0.519730751005781,2.06789441232384,zero,30,0,30,20,0.27027027027027,0.0192981604428763,0.0412913408760503,0,0.0414305234172831,NaN,0.9,0.0544711666759554,0.27027027027027,0.0259054358971737,0.0433702267025176,0.0433702267025176,NaN,0.666666666666667,400,108,616,616,408,208,248,57,73,42,5798,9,125,125,125,125,111,111,111,111,111,0,30
LIRCMOP5_BC,1,ref_tau,70000,70043,308,54,1,0.18,54,0,0.00234396585025589,0.00738372442346461,54,30,3,0.00282678113385332,59.2592592592593,0.538461171601173,1.05089053948948,-0,0.336072605255695,0.0555555555555556,1.2347399751413,1.12480272701685,zero,30,0,30,17,0.555555555555556,0.0362667756250613,0.103266449034069,0,0.103266449034069,NaN,0.933333333333333,0.166204174584851,0.111111111111111,0.0490570913108739,0.115662294281571,0.115662294281571,NaN,0.566666666666667,400,64,528,528,285,243,137,24,100,24,3732,28,69,69,69,66,54,54,54,54,54,0,30
LIRCMOP5_BC,1,ref_tau,100000,100173,439,63,1,0.21,63,0,0.0075482830884367,0.0120655247016882,63,30,3,0.00329791132282887,50.7936507936508,0.143302534744691,0.241952540530258,0.281423596388974,0.60947409665717,0.571428571428571,0.176216313379033,0.310868670924615,zero,30,0,30,0,0.476190476190476,0.00485430758035892,0.00698963931334435,0,0.00782659785537093,NaN,1,0.193009373867737,0,0.00560594637978826,0.0101900810648977,0.0101900810648977,NaN,0,400,56,512,512,338,174,243,67,100,67,4042,1645,115,115,115,90,63,63,63,63,63,0,30
LIRCMOP6_BC,1,ref_tau,10000,10024,48,51,1,0.17,51,0,0.00652426768565683,0.0358650820714468,51,30,3,0.00266973773752814,62.7450980392157,0.268050159200165,0.345212816692932,0,0.728960189268403,0.235294117647059,0.722894824272394,3.84656068649808,zero,19,11,30,30,0.588235294117647,0.0509196123272706,0.055555074488591,0,0.0706909960921014,NaN,0.3,-0.00465873863783645,0.823529411764706,0.0551382510774935,0.0725088494972939,0.0691371568567955,0.0783205386100449,1,400,48,496,496,434,62,165,43,48,23,1243,0,69,69,69,69,51,51,51,51,51,0,30
LIRCMOP6_BC,1,ref_tau,30000,30034,135,159,1,0.53,159,0,0.00129468643330968,0.00377594463608904,159,30,3,0.00832330000523478,20.125786163522,0.352303321579918,0.464178396893084,-0,0.98603750849812,0.113207547169811,0.406959074955668,0.599848587791508,zero,26,4,30,10,0.188679245283019,0.00448282252630846,0.00823824755276172,0,0.00823824755276172,NaN,0.633333333333333,0.0242103452140565,0.169811320754717,0.00565463354656536,0.015527751488349,0.0160245665875232,0.0120725830587876,0.333333333333333,400,156,712,712,482,230,326,69,93,62,6265,0,186,186,186,186,159,159,159,159,159,0,30
LIRCMOP6_BC,1,ref_tau,50000,50044,222,154,1,0.52,154,0,0.000894437967279511,0.00365332495853379,154,30,3,0.00806156101135947,20.7792207792208,0.355953778151944,0.6045974068416,0,1,0.0974025974025974,0.648069658680753,1.14940357169679,zero,30,0,30,2,0.194805194805195,0.00393313464328154,0.0050381701239134,0,0.0119685562323994,NaN,0.566666666666667,0.023508609095282,0.0384615384615385,0.0107716527874232,0.0120931620529521,0.0120931620529521,NaN,0.0666666666666667,400,159,718,718,445,273,312,63,100,63,9363,9,189,189,189,186,154,154,154,154,154,0,30
LIRCMOP6_BC,1,ref_tau,70000,70054,309,138,1,0.46,138,0,0.00140162234292941,0.00670990174908682,138,30,3,0.00722399623095849,23.1884057971014,0.49573630143026,0.838293952940295,0,1,0.231884057971014,1.06857896802357,2.52700096110991,zero,10,20,30,8,0.217391304347826,0.00911677726076705,0.0285879449222086,0,0.0292022583392482,NaN,0.533333333333333,0.00136426833209347,0.304347826086957,0.0103436716109021,0.0294123819310449,0.0233692159241694,0.0461129950803467,0.266666666666667,400,171,742,742,478,264,317,69,76,52,12747,18,148,148,148,148,138,138,138,138,138,0,30
LIRCMOP6_BC,1,ref_tau,100000,100184,440,42,1,0.15,42,0,0.0108618398134329,0.0388932037175033,42,30,3,0.00219860754855258,76.1904761904762,0.184202805738142,0.290136995523898,0.374356631932092,0.884546295452865,0.642857142857143,0.271399361206717,0.699020364477812,zero,30,0,30,0,0.714285714285714,0.00492029841011035,0.00564875400863964,0,0.00788855149030456,NaN,0.9,0.121170104820505,0,0.0051941512225985,0.00804457114261589,0.00804457114261589,NaN,0,400,54,508,508,314,194,211,35,95,33,4880,1210,66,66,66,45,42,42,42,42,42,0,30
LIRCMOP7_BC,1,ref_tau,10000,10133,46,85,1,0.3,85,0,0.00810835278856219,0.0256215877054536,85,30,3,0.00444956289588023,37.6470588235294,0.270672755970899,0.359723859415386,0.0508251870264486,0.78465947580141,0.294117647058824,0.559097729478373,3.36751881418511,zero,30,0,30,16,0.352941176470588,0.0292667384513784,0.0376482344789843,0,0.0459866373507347,NaN,0.433333333333333,-0.00386338270184364,0.233333333333333,0.0314169303915623,0.0471418694617691,0.0471418694617691,NaN,0.533333333333333,400,61,522,522,361,161,210,40,92,34,3061,139,99,99,99,96,85,85,85,85,85,0,30
LIRCMOP7_BC,1,ref_tau,30000,30143,133,132,1,0.44,132,0,0.000876967367059249,0.00239139923411677,132,30,3,0.00690990943830812,24.2424242424242,0.228281656040052,0.310769463053936,0,0.70622357536251,0.159090909090909,0.321941392329337,1.22524557401711,zero,30,0,30,7,0.227272727272727,0.00275255254363124,0.00572036276383998,0,0.00588465741894844,NaN,0.666666666666667,0.0342610373105425,0.113636363636364,0.00398571575519602,0.00911530100615534,0.00911530100615534,NaN,0.233333333333333,400,126,652,652,382,270,280,50,100,50,7597,0,150,150,150,150,132,132,132,132,132,0,30
LIRCMOP7_BC,1,ref_tau,50000,50153,220,71,1,0.24,71,0,0.000430204394745988,0.00198800588425733,71,30,3,0.00371669371302937,45.0704225352113,0.2686076650523,0.394358300555055,0,0.908866541664202,0.154929577464789,0.408348273191514,0.950190642313449,zero,26,4,30,0,0.422535211267606,0.00771771986265923,0.00917081522356657,0,0.0146077495663452,NaN,0.9,0.03045783943926,0,0.0153009173483338,0.0161409116759312,0.0161523709815458,0.0156272281691072,0,400,63,526,526,358,168,208,52,64,28,6607,0,83,83,83,83,71,71,71,71,71,0,30
