variant,maxCandidatePairsPerRef,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate
pair1,1,DASCMOP5_BC,3,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,DASCMOP5_BC,3,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,DASCMOP5_BC,3,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,DASCMOP5_BC,3,70000,70000,349,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,DASCMOP5_BC,3,100000,100000,499,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,LIRCMOP5_BC,1,10000,10099,48,33,1,0.33,33,0,0.00567896952615273,0.014654286525032,33,20,3,0.00172747735957703,96.969696969697,0.257426684408242,0.450293938758845,0,20,0,20,20,0.606060606060606,0.0296550131152819,0.0347584227118066,0,0.0605498991020215,34.4926387580997,0.15,-0.00606701088864559,0.0909090909090909,0.057786554028774,0.0677394341732003,1
pair1,1,LIRCMOP5_BC,1,30000,30119,139,27,1,0.27,27,0,0.00147197456033644,0.00545253276724959,27,20,3,0.00141339056692666,100,0.255429093728375,0.438226936785423,0,20,0,20,14,0.740740740740741,0.0239105153724048,0.038850141758674,0,0.0388505079931272,27.5650121857381,0.95,0.0447800453902749,0.111111111111111,0.0271716239553092,0.0421391339817356,0.7
pair1,1,LIRCMOP5_BC,1,50000,50139,230,47,1,0.47,47,0,0.00307589259489814,0.0104306840802073,47,20,3,0.00246034654242789,68.0851063829787,0.446079331132415,0.666988961356324,0,20,0,20,0,0.425531914893617,0.0042496914913116,0.00933510306002757,0,0.0223451742146946,27.6165196293928,0.85,0.0427594369197438,0,0.0226589298909441,0.0288111366588474,0
pair1,1,LIRCMOP5_BC,1,70000,70159,321,21,1,0.21,21,0,0.0024511167474726,0.00940628844706388,21,20,3,0.00109930377427629,100,0.473599128331887,0.65473154867793,0,20,0,20,11,0.952380952380952,0.0299107279746055,0.0507273788294209,0,0.0507273788294209,80.0505755983237,1,0.216488380999761,0.0952380952380952,0.043105083076502,0.0538880999898843,0.55
pair1,1,LIRCMOP5_BC,1,100000,100079,457,32,1,0.32,32,0,0.00583269678291972,0.014045838220083,32,20,3,0.00167512956080197,100,0.131593387372536,0.2406185802045,0,20,0,20,16,0.625,0.000817929881054867,0.00149315634674931,0,0.00175221362661462,3.99613838379324,1,0.194122401703227,0.0625,0.00286354016322008,0.00316117012703223,0.8
pair1,1,LIRCMOP5_BC,2,10000,10072,49,7,1,0.07,7,0,0.00255191163676211,0.00339469473130107,7,17,3,0.000366434591425431,100,0.281989566605346,0.506527372121406,0,11,6,17,17,2.42857142857143,0.381048888265564,0.388513098166887,0,0.389759559047374,258.792461246661,0.823529411764706,0.0362156827256785,1,0.384015215339801,0.390091422917416,1
pair1,1,LIRCMOP5_BC,2,30000,30092,140,20,1,0.2,20,0,0.00172043177907385,0.00443216836022111,20,20,3,0.00104695597550123,100,0.314299250509397,0.702185480411709,0,20,0,20,5,1,0.0153678612902292,0.0252946025724822,0,0.0274773249260061,23.4628962693547,1,0.0164182199251375,0.1,0.0262133233139613,0.0283776649791528,0.25
pair1,1,LIRCMOP5_BC,2,50000,50112,231,10,1,0.1,10,0,0.00233107741129322,0.00745523753395346,10,20,3,0.000523477987750615,100,0.0750565302576473,0.122341180795165,0,20,0,20,2,2,0.00751633861500807,0.0120273524312175,0,0.0254430688441488,60.0911720215923,0.05,-0.000664032957018196,0.2,0.0204094179739102,0.0295975913123217,0.1
pair1,1,LIRCMOP5_BC,2,70000,70132,322,26,1,0.26,26,0,0.00445199198952361,0.0121068595254884,26,20,3,0.0013610427681516,100,0.146321177740908,0.296989262971578,0,20,0,20,0,0.769230769230769,0.00315882835093083,0.00477041249580574,0,0.0071205368883591,10.8356150619407,0.5,0.000270589456670078,0,0.00398768461272053,0.0073787745793207,0
pair1,1,LIRCMOP5_BC,2,100000,100052,458,19,1,0.19,19,0,0.00685886210400386,0.0108092006939514,19,20,3,0.000994608176726169,100,0.148933971651674,0.207934579850499,0,20,0,20,2,1.05263157894737,0.00334902771758857,0.00405883744083149,0,0.0104190035548467,25.2779042347686,0.7,0.0132516165046972,0.105263157894737,0.00679234792656209,0.0112411760621778,0.1
pair1,1,LIRCMOP5_BC,3,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pair1,1,LIRCMOP5_BC,3,30000,30020,140,23,1,0.23,23,0,0.00126423384423323,0.00446040609179586,23,20,3,0.00120399937182641,100,0.316326803742888,0.544142565535643,0,20,0,20,0,0.869565217391304,0.00454567366809293,0.00907118710220634,0,0.00907118710220634,7.45317794067989,0.4,-0.0159294687947596,0,0.00779330362902084,0.0107633232709309,0
pair1,1,LIRCMOP5_BC,3,50000,50040,231,42,1,0.42,42,0,0.00241007390242575,0.00936458342043935,42,20,3,0.00219860754855258,76.1904761904762,0.396795152060085,0.787887634981217,0,20,0,20,10,0.476190476190476,0.0194313460865895,0.0257263836000777,0,0.0257263836000777,31.3000501612762,1,0.0401643946182253,0.0714285714285714,0.0223974669985199,0.0338703762624673,0.5
pair1,1,LIRCMOP5_BC,3,70000,70060,322,46,1,0.46,46,0,0.00235301084012039,0.00659848710362873,46,20,3,0.00240799874365283,69.5652173913043,0.575490868128744,1.08506256661781,0,20,0,20,20,0.434782608695652,0.0381125718705964,0.0395877034682185,0,0.0414193605763062,66.6392675269773,1,0.0847752407187001,0.0434782608695652,0.0441189029538359,0.0469603978187552,1
