scope,name,family,problemCount,runCount,candidateCount_mean,candidateCount_median,selectedSeedCount_mean,selectedSeedCount_median,M1_mean,M1_median,M1_eligible_mean,M1_selected_mean,M2_mean,M2_median,M3_mean,M3_median,M3_downstream_mean,M4_mean,M4_median,M4_tight_mean,M4_recover_mean,gateOpenRate_mean,refineUseCount_mean,refineGainPerSeed_mean,UBY_mean,ABS_mean,AGS_mean,FFC_mean,FGY_mean,tightBracketAbsCount_mean,recoverAbsCount_mean,M5_boundaryEce_mean,M5_boundaryEce_median,M5_boundaryGap_mean,M5_boundaryGap_median,M5_validRunCount,auditReadyRunCount,validUpdateCount_mean,auditReadyUpdateCount_mean,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
problem,DASCMOP1_BC,DASCMOP_BC,1,6,25514.1666666667,25534.5,7071.33333333333,7040.5,0.0679710421144121,0.0679991875315176,0.0723276501168578,0.0423628857359469,0.974483997637618,0.97477553575377,0,0,0.0658113505745538,1,1,0.618184378627001,0.058589309391961,0,0,0,0.00165278166939544,11.6666666666667,0,0,0.0658113505745538,4252,403.333333333333,0.195699161333978,0.184479274933196,0.172012253718743,0.17079649507771,6,6,863.833333333333,863.833333333333,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP2_BC,DASCMOP_BC,1,6,32524.6666666667,32428.5,7256,7260,0.03732778008488,0.0352266517041928,0.0386853131822528,0.0204878219310122,0.905799542340248,0.904483789925039,0.0127245951913664,0.0130463751912772,0.0327984420621668,1,1,0.619234753359396,0.127126272926152,0.00881929445644349,14.1666666666667,2.76581222676446e-06,0.0031917312492615,23.1666666666667,0,8.83333333333333,0.0327984420621668,4052.5,832.833333333333,0.181202222720378,0.172668236216502,0.171256754397584,0.164947470077019,6,6,687.333333333333,687.333333333333,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP3_BC,DASCMOP_BC,1,6,4697.33333333333,4467,2272.33333333333,2054.5,0.0588733452173416,0.067971543344932,0.053901626136521,0.0547679461109147,0.945453809827628,0.959638350209353,0.00440705226709284,0.0028735632183908,0.0224165897313216,1,1,0.453260170513063,0.0430049370295645,0,0,0,0.000985794072778803,2.16666666666667,0,0.666666666666667,0.0224165897313216,976.5,92.8333333333333,0.190231054380756,0.184133416192942,0.172749767736682,0.165112874914536,6,6,905,905,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP4_BC,DASCMOP_BC,1,6,7548.66666666667,6965,3331.33333333333,3169,0.0315829563450124,0.0247500734410858,0.0328312811246044,0.0259581894869748,0.996320144405893,0.995979229711419,0,0,0.0892857142857143,1,1,0.511300140758362,0.00452572279808017,0.00551344838948033,16,0,0.000279323312999961,0.833333333333333,0,0,0.0892857142857143,1733.33333333333,16.8333333333333,0.400523981897136,0.356789907392374,0.400523981897136,0.356789907392374,5,5,527.166666666667,527.166666666667,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP5_BC,DASCMOP_BC,1,6,9483.16666666667,9423.5,3800,3752,0.033903236169436,0.0250168261617792,0.0364931061555651,0.0263189569217149,0.999269596592966,0.999466844574607,0,0,0.172222222222222,1,1,0.492964093083828,0.00460353809984516,0.000520834462440302,2.83333333333333,0,0.00013197549183935,0.5,0,0,0.172222222222222,1881.33333333333,17.5,0.425431012491057,0.446289994140693,0.425431012491057,0.446289994140693,5,5,538.666666666667,538.666666666667,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP6_BC,DASCMOP_BC,1,6,3269,3369.5,1596.33333333333,1600.5,0.0226688095979089,0.0215856657009772,0.0220768795303337,0.0218867742210545,0.994700186589976,0.996860814218806,0.0638888888888889,0,0.120833333333333,1,1,0.517753001043865,0.00438626402136805,0.0027023047586099,4.66666666666667,1.02394068424565e-06,0.000530587465818218,0.833333333333333,0,0.833333333333333,0.120833333333333,818,7,0.45855611752852,0.486805348214733,0.45855611752852,0.486805348214732,6,6,546.166666666667,546.166666666667,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP7_BC,DASCMOP_BC,1,6,14060,13503,4293.33333333333,4217,0.0379183479840672,0.0346926383034287,0.0407768933263051,0.0208914673572663,0.998868530400002,0.999109110391991,0.0740740740740741,0.0416666666666667,0.478835978835979,1,1,0.513105126668155,0.00356651535568766,0.00017415534656914,0.333333333333333,3.1351194832021e-08,0.00101319031582272,4.33333333333333,0,0.666666666666667,0.478835978835979,2210.33333333333,15.1666666666667,0.462966213181156,0.475105650660338,0.462966213181156,0.475105650660338,6,6,573.333333333333,573.333333333333,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP8_BC,DASCMOP_BC,1,6,14028.5,14203.5,4415.83333333333,4461,0.0361638031991874,0.0282188935949687,0.0382626380902109,0.0208979539400142,0.998760093756794,0.998954361799242,0.0446428571428571,0,0.510251322751323,1,1,0.505160327481509,0.00206654419858753,0.000873515024458421,3,0,0.000939169762062567,4.16666666666667,0,0.5,0.510251322751323,2226.16666666667,9.16666666666667,0.456907997084699,0.476255922923381,0.456907997084699,0.476255922923381,4,4,537,537,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
problem,DASCMOP9_BC,DASCMOP_BC,1,6,17949.5,17597,6914.16666666667,6895.5,0.0639565853249045,0.0632797477708467,0.0652347140453275,0.0500899478169001,0.998134345655236,0.998234759058465,0.0350345560871877,0.0263157894736842,0.456871548719704,1,1,0.594770437575776,0.0143629304535661,0,0,0,0.00156274247023483,10.8333333333333,0,0.833333333333333,0.456871548719704,4108.16666666667,99.1666666666667,0.296474295762793,0.312522838422361,0.295597136607195,0.312522838422361,6,6,912.166666666667,912.166666666667,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
