problem,family,run,seed,candidateCount,eligibleCandidateCount,shortlistedCandidateCount,selectedCandidateCount,selectedSeedCount,feasibleSeedCount,infeasibleSeedCount,selectedUpdateCount,M1,M1_eligible,M1_selected,M2,M3,M4,M3_downstream,M4_tight,M4_recover,gateOpenRate,refineUseCount,refineGainPerSeed,UBY,ABS,AGS,FFC,FGY,tightBracketAbsCount,recoverAbsCount,M5_boundaryEce,M5_boundaryGap,M5_valid,M5_auditReady,M5_boundaryCount,updateCount,validUpdateCount,auditReadyUpdateCount,meanUpdateEceBd,meanUpdateGapBd,finalTrustGate,finalTrustAuditPass,finalTrustWeight,finalCalibrator,variant,variantDescription,requestedCalibrator,variantElapsedSeconds
DASCMOP1_BC,DASCMOP_BC,1,1001,26294,22270,19440,7038,7038,230,6808,911,0.0595254260333881,0.0630100356869905,0.0380171297816794,0.96874111963626,0,1,0.0434782608695652,0.561251468860165,0.0583137485311398,0,0,0,0.0014208581983518,10,0,0,0.0434782608695652,3821,397,0.237261477091325,0.167596994597734,1,1,100,898,864,864,0.253258168568585,0.240267683864347,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP1_BC,DASCMOP_BC,2,1002,24525,21283,19001,6998,6998,216,6782,918,0.0644428551557644,0.0678376301401418,0.0411465461508823,0.970848813946842,0,1,0.0555555555555556,0.67826599823061,0.0507225007372457,0,0,0,0.00171477565018577,12,0,0,0.0555555555555556,4600,344,0.180959242512507,0.180959242512507,1,1,99,916,875,875,0.257648671748458,0.246707296511632,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP1_BC,DASCMOP_BC,3,1003,25571,21721,19300,7043,7043,165,6878,919,0.0662825059118549,0.0710561899156917,0.0410723869787556,0.978702257560699,0,1,0.0909090909090909,0.512939808083745,0.0613550450712416,0,0,0,0.00212977424393014,15,0,0,0.0909090909090909,3528,422,0.166112281586227,0.166112281586227,1,1,99,919,887,887,0.253386504786572,0.235770964185848,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP1_BC,DASCMOP_BC,4,1004,26313,23033,19719,7188,7188,257,6931,919,0.0708426916000105,0.074122802979626,0.0433221532907346,0.965358931552588,0,1,0.0311284046692607,0.759197806954263,0.0639157408743327,0,0,0,0.00111296605453534,8,0,0,0.0311284046692607,5262,443,0.187999307353885,0.187999307353885,1,1,95,862,845,845,0.239934092606216,0.220100367216392,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP1_BC,DASCMOP_BC,5,1005,25498,21284,19383,7152,7152,132,7020,916,0.0770169048342746,0.0838995973257538,0.0445742456827994,0.982941834451902,0,1,0.0757575757575758,0.556552706552706,0.0626780626780627,0,0,0,0.00139821029082774,10,0,0,0.0757575757575758,3907,440,0.173995995557687,0.173995995557687,1,1,92,903,854,854,0.253923656428829,0.232885921249587,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP1_BC,DASCMOP_BC,6,1006,24884,21193,19108,7009,7009,153,6856,916,0.0697158691511802,0.0740396446529428,0.0460448525308304,0.980311028677415,0,1,0.0980392156862745,0.640898483080513,0.0545507584597433,0,0,0,0.00214010557854187,15,0,0,0.0980392156862745,4394,374,0.227866663902239,0.15540970070442,1,1,94,896,858,858,0.241309114407718,0.227919267716538,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,1,1001,32233,29455,20340,7241,7241,580,6661,916,0.0472314246029988,0.0498827918756864,0.0165295006648384,0.922386410716752,0.0172413793103448,1,0.0310344827586207,0.479807836661162,0.132562678276535,0.00215982721382289,6,6.00264421641681e-06,0.00248584449661649,18,0,10,0.0310344827586207,3196,883,0.173817792689869,0.15139042644418,1,1,100,760,756,756,0.193462916422999,0.181726684051727,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,2,1002,32014,29594,20204,7220,7220,741,6479,917,0.0370353465973567,0.0383614227249346,0.0185255244861213,0.900554016620499,0.0121457489878543,1,0.0310391363022942,0.582960333384782,0.144312393887946,0.00971922246220302,22,2.71141469726095e-07,0.00318559556786704,23,0,9,0.0310391363022942,3777,935,0.158376260410904,0.158376260410904,1,1,100,642,638,638,0.175332530007122,0.168268619209977,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,3,1003,32059,29427,20173,7229,7229,765,6464,919,0.0351787130829946,0.0360181793086228,0.0237318444717286,0.897081200719325,0.0065359477124183,1,0.0274509803921569,0.696782178217822,0.104733910891089,0.00971922246220302,12,2.73599943964303e-06,0.00290496610872873,21,0,5,0.0274509803921569,4504,677,0.248801425007794,0.211555981316716,1,1,99,696,692,692,0.186045976966261,0.177905745398171,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,4,1004,33368,30305,20761,7284,7284,717,6567,916,0.035059446138831,0.0363414500188783,0.0197210247635583,0.904997254255903,0.0139470013947001,1,0.0348675034867503,0.650525354042942,0.128978224455611,0.00539956803455724,5,4.74602884742505e-07,0.00343218012081274,25,0,10,0.0348675034867503,4272,847,0.171518679743134,0.171518679743134,1,1,100,680,676,676,0.160744178943534,0.151714040978459,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,5,1005,32850,30209,20452,7283,7283,713,6570,915,0.035274590325391,0.0362583746173714,0.0219480981555018,0.905808046134835,0.0154277699859748,1,0.0378681626928471,0.636225266362253,0.134855403348554,0.0161987041036717,28,5.4364376796416e-06,0.00370726349031992,27,0,11,0.0378681626928471,4180,886,0.201095405168214,0.201095405168214,1,1,100,690,686,686,0.16207843646325,0.1538424854065,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP2_BC,DASCMOP_BC,6,1006,32624,29679,20429,7279,7279,724,6555,917,0.0341871597617079,0.0352496605480232,0.0224709390443245,0.903970325594175,0.0110497237569061,1,0.0345303867403315,0.669107551487414,0.117315026697178,0.00971922246220302,12,1.67404767041671e-06,0.00343453771122407,25,0,8,0.0345303867403315,4386,769,0.133603773302356,0.133603773302356,1,1,100,680,676,676,0.170845346483844,0.159914884790821,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,1,1001,4328,2110,2110,2000,2000,174,1826,885,0.071781570872675,0.0693267392931391,0.0700634067835105,0.9135,0.00574712643678161,1,0.00574712643678161,0.561336254107338,0.0388828039430449,0,0,0,0.0005,1,0,1,0.00574712643678161,1025,71,0.133598821617597,0.123793207975268,1,1,100,742,737,737,0.216198690154289,0.208601576474695,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,2,1002,4455,2035,2034,1975,1975,87,1888,866,0.039911536139452,0.0310299330593219,0.0318954270110215,0.956455696202532,0,1,0.0114942528735632,0.373411016949153,0.0413135593220339,0,0,0,0.000506329113924051,1,0,0,0.0114942528735632,705,78,0.255916074460817,0.255916074460817,1,1,100,968,955,955,0.376882488347119,0.375927729545611,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,3,1003,4025,2029,2027,1886,1886,187,1699,877,0.0712166668135216,0.0665828618850004,0.0671426479880276,0.901908801696713,0.0106951871657754,1,0.0106951871657754,0.501471453796351,0.051795173631548,0,0,0,0.00106044538706257,2,0,2,0.0106951871657754,852,88,0.246014769498914,0.166875821890758,1,1,99,941,936,936,0.239981798426966,0.233992681736153,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,4,1004,5935,3184,3182,3055,3055,86,2969,930,0.0647264198763425,0.0561636361699343,0.0583972902938051,0.972176759410802,0,1,0.0116279069767442,0.461434826540923,0.047490737622095,0,0,0,0.000327332242225859,1,0,0,0.0116279069767442,1370,141,0.137589828321322,0.132614869249162,1,1,100,942,897,897,0.314572979024895,0.314310357146236,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,5,1005,4479,2182,2180,2109,2109,77,2032,887,0.0278320131348891,0.0276553211070466,0.0282081706214695,0.965860597439545,0,1,0.0649350649350649,0.325295275590551,0.0378937007874016,0,0,0,0.00237079184447606,5,0,0,0.0649350649350649,661,77,0.193948704905776,0.193948704905776,1,1,99,967,962,962,0.354251706508218,0.353609887335008,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP3_BC,DASCMOP_BC,6,1006,4962,2714,2709,2609,2609,100,2509,909,0.0777718644671696,0.0726512653046841,0.0729007339676541,0.962821004216175,0.01,1,0.03,0.496612196094061,0.0406536468712635,0,0,0,0.00114986584898429,3,0,1,0.03,1246,102,0.174318127480109,0.163349927938314,1,1,99,948,943,943,0.244140396621268,0.238516051598733,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,1,1001,7366,3714,3700,3161,3161,5,3156,534,0.0166019170663148,0.0154131337331972,0.0134651977620685,0.99841822208162,0,1,0,0.443916349809886,0.000633713561470215,0.00206825232678387,5,0,0,0,0,0,0,1401,2,NaN,NaN,0,0,99,609,491,491,0.477995873966759,0.477378235084153,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,2,1002,5818,3087,3077,2814,2814,14,2800,521,0.021111457714441,0.0193075968219985,0.0172766395449947,0.995735607675906,0,1,0.142857142857143,0.4725,0.00214285714285714,0.011340206185567,27,0,0.000710732054015636,2,0,0,0.142857142857143,1323,6,0.476170558140835,0.476170558140835,1,1,100,602,512,512,0.455186834893686,0.452359698281619,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,3,1003,5891,3232,3224,2979,2979,4,2975,553,0.0159270719060109,0.0153298009874546,0.0142113532876008,0.998992950654582,0,1,0.25,0.409411764705882,0.000672268907563025,0.00515995872033024,8,0,0.000335683115139308,1,0,0,0.25,1218,2,0.466620318965036,0.466620318965036,1,1,99,625,540,540,0.465719894212409,0.465601759456138,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,4,1004,6564,3512,3504,3177,3177,14,3163,531,0.0283886891677306,0.0283366679494177,0.0253262626853356,0.996222851746931,0,1,0.142857142857143,0.465697122984508,0.00221308883970914,0.0103412616339193,38,0,0.000629524708844822,2,0,0,0.142857142857143,1473,7,0.356789907392374,0.356789907392374,1,1,90,609,516,516,0.467646642548735,0.467646642548735,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,5,1005,8965,5531,5519,3915,3915,19,3896,545,0.0452409972239867,0.049833312856557,0.036971463399995,0.99514687100894,0,1,0,0.64476386036961,0.0082135523613963,0.00417101147028154,18,0,0,0,0,0,0,2512,32,0.348430960866542,0.348430960866542,1,1,93,616,527,527,0.43724131577945,0.437205048750162,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP4_BC,DASCMOP_BC,6,1006,10688,6559,6543,3942,3942,26,3916,583,0.0622276049915902,0.0687671743990016,0.0484982202418539,0.993404363267377,0,1,0,0.631511746680286,0.0132788559754852,0,0,0,0,0,0,0,0,2473,52,0.354608164120891,0.354608164120891,1,1,98,654,577,577,0.41683173441113,0.415088595020572,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,1,1001,9436,5177,5156,3805,3805,2,3803,578,0.0191787591485361,0.0199663017405806,0.0130023873118832,0.999474375821288,0,1,0,0.384433342098343,0.00631080725742835,0,0,0,0,0,0,0,0,1462,24,NaN,NaN,0,0,96,639,490,490,0.481436035762106,0.481436035762106,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,2,1002,9204,5676,5638,3593,3593,2,3591,557,0.0249540175495623,0.0253229884327466,0.0188134256281355,0.999721681046479,0,1,0.5,0.389863547758285,0.000835421888053467,0,0,0,0.000278318953520735,1,0,0,0.5,1400,3,0.446289994140693,0.446289994140693,1,1,100,632,498,498,0.478886873919769,0.478153572979824,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,3,1003,9411,5941,5924,3699,3699,3,3696,552,0.0470574063237137,0.0523784140246107,0.0378701917795753,0.999459313327926,0,1,0.333333333333333,0.559794372294372,0.00757575757575758,0,0,0,0.000270343336036767,1,0,0,0.333333333333333,2069,28,0.364251794846198,0.364251794846198,1,1,92,628,546,546,0.44325654229754,0.443243581522026,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,4,1004,9808,6422,6400,4112,4112,5,4107,589,0.0223281688034256,0.0241216364571181,0.0180157250138453,0.999027237354086,0,1,0.2,0.576333089846603,0.000973946919892866,0,0,0,0.000243190661478599,1,0,0,0.2,2367,4,0.488883225710997,0.488883225710997,1,1,100,657,544,544,0.486377492997219,0.486279354943045,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,5,1005,9658,5482,5471,3689,3689,1,3688,593,0.0250796347739961,0.0249286188673445,0.0174397272495059,0.999728923827596,0,1,0,0.432212581344902,0.00216919739696312,0.00103950103950104,4,0,0,0,0,0,0,1594,8,0.481846701927509,0.481846701927509,1,1,100,668,585,585,0.475606025159474,0.47469004536006,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP5_BC,DASCMOP_BC,6,1006,9382,6130,6117,3902,3902,7,3895,572,0.064821430417382,0.0722406774109902,0.0527722845473444,0.99820604818042,0,1,0,0.615147625160462,0.00975609756097561,0.00208550573514077,13,0,0,0,0,0,0,2396,38,0.345883345829889,0.345883345829889,1,1,95,648,569,569,0.42108484366376,0.420730132653111,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,1,1001,3624,1914,1913,1839,1839,1,1838,522,0.0119371214192858,0.0125636696836629,0.0118402572367124,0.999456226209897,0,1,0,0.35854189336235,0.00163220892274211,0,0,0,0,0,0,0,0,659,3,0.482928349624162,0.482928349624162,1,1,100,610,484,484,0.488405785128034,0.488405785128034,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,2,1002,3107,1485,1484,1484,1484,12,1472,525,0.0236773497731501,0.0237785462247911,0.0236674159025947,0.991913746630728,0,1,0,0.747282608695652,0.0108695652173913,0.00101626016260163,2,6.14364410547389e-06,0,0,0,0,0,1100,16,0.321972968134191,0.321972968134191,1,1,99,656,578,578,0.440116339961167,0.439442385417737,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,3,1003,2207,1130,1129,1129,1129,2,1127,457,0.0194939816288043,0.0158813861006785,0.0158686304653492,0.99911426040744,0,1,0.5,0.404614019520852,0.000887311446317658,0.0151975683890578,26,0,0.000885739592559787,1,0,0,0.5,456,1,0.498278442674267,0.498278442674267,1,1,100,598,502,502,0.47698260842825,0.476478306319152,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,4,1004,3115,1699,1697,1687,1687,30,1657,532,0.0315120372501583,0.0332610439054053,0.0332564919910653,0.983995257854179,0.133333333333333,1,0.1,0.546771273385637,0.0024140012070006,0,0,0,0.001778304682869,3,0,4,0.1,906,4,0.461132556454478,0.461132556454479,1,1,100,639,554,554,0.418324790776442,0.417871770792101,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,5,1005,3777,1945,1945,1925,1925,8,1917,573,0.0147692641371835,0.0150133614606758,0.0148365994913603,0.996363636363636,0,1,0.125,0.497652582159624,0.00521648408972353,0,0,0,0.000519480519480519,1,0,0,0.125,954,10,0.496342041478718,0.496342041478719,1,1,100,674,572,572,0.491606764723412,0.491606764723412,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP6_BC,DASCMOP_BC,6,1006,3784,1515,1515,1514,1514,4,1510,545,0.0346231033788715,0.0319632698067889,0.031851250239245,0.997357992073976,0.25,1,0,0.551655629139073,0.00529801324503311,0,0,0,0,0,0,1,0,833,8,0.490682346805303,0.490682346805303,1,1,100,667,587,587,0.459258473603453,0.459216570205742,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP7_BC,DASCMOP_BC,1,1001,15305,13217,10927,4248,4248,7,4241,615,0.0354273296253263,0.0385596003839822,0.0178978242571844,0.999058380414313,0,1,0.428571428571429,0.493279886819146,0.00377269511907569,0,0,0,0.000706214689265537,3,0,0,0.428571428571429,2092,16,0.464243715282787,0.464243715282786,1,1,100,661,589,589,0.454683548989717,0.453859500554016,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP7_BC,DASCMOP_BC,2,1002,11857,10007,9723,4175,4175,12,4163,587,0.0232584113335359,0.0248130827779243,0.014016410855572,0.998562874251497,0.0833333333333333,1,0.5,0.496036512130675,0.000720634158059092,0,0,0,0.00143712574850299,6,0,1,0.5,2065,3,0.504241112283974,0.504241112283974,1,1,100,651,574,574,0.465705936003174,0.462776621485223,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
DASCMOP7_BC,DASCMOP_BC,3,1003,13192,11557,10154,4217,4217,4,4213,593,0.0259648229635447,0.0279118131248495,0.013179160782033,0.999525729191368,0.25,1,0.5,0.392119629717541,0.0021362449560883,0,0,0,0.000474270808631729,2,0,1,0.5,1652,9,0.487868820127014,0.487868820127014,1,1,100,654,508,508,0.490430553532778,0.490430553532778,0,0,0,beta,bridge_gap_0p02,Bridge ablation with BridgeActivationGap = 0.02,beta,225.872523416667
