problem,run,seed,FE,DE20IGD,CGANIGD,deltaDE20MinusCGAN
LIRCMOP14_BC,4,4,60000,0.0997906997113024,0.102254271337468,-0.00246357162616562
LIRCMOP14_BC,4,4,70000,0.102273844606059,0.0997046940144055,0.00256915059165343
LIRCMOP14_BC,4,4,80000,0.102311600278815,0.100858164571252,0.0014534357075635
LIRCMOP14_BC,4,4,90000,0.100950657317011,0.0995272848970751,0.00142337241993581
LIRCMOP14_BC,4,4,100000,0.0990138225403196,0.0978146239491768,0.00119919859114281
LIRCMOP14_BC,5,5,10000,0.973961096146708,0.301591503763849,0.672369592382859
LIRCMOP14_BC,5,5,20000,0.18042274416319,0.141576519301079,0.0388462248621111
LIRCMOP14_BC,5,5,30000,0.104680690900357,0.100537379879988,0.00414331102036916
LIRCMOP14_BC,5,5,40000,0.100083328333586,0.098742532750865,0.00134079558272118
LIRCMOP14_BC,5,5,50000,0.10083231707614,0.0985977580394824,0.0022345590366574
LIRCMOP14_BC,5,5,60000,0.09930533850656,0.100945457792285,-0.00164011928572479
LIRCMOP14_BC,5,5,70000,0.100017006500773,0.101268081676941,-0.00125107517616758
LIRCMOP14_BC,5,5,80000,0.0995136259747405,0.0999719120913052,-0.000458286116564718
LIRCMOP14_BC,5,5,90000,0.100680197486147,0.0990589539333912,0.00162124355275529
LIRCMOP14_BC,5,5,100000,0.0997847252259798,0.0990615996327466,0.000723125593233273
