problem,run,target_FE,variant_to,variant_from,delta_query_obj_dist90,delta_boundary_dist90,delta_ref_cover,delta_feasible_rate,delta_missing_ref_query_obj_dist90,delta_large_gap_query_obj_dist90,delta_condition_dim
LIRCMOP5_BC,1,50000,C_ref_y,B_ref_y_tau,-0.0295624594661849,-0.047942353689671,-0.48669623059867,-0.75,-0.0359301431993998,NaN,-1
LIRCMOP5_BC,1,50000,C_ref_y,A_ref_tau,0.0116685907475585,-0.0053451646072061,-0.804878048780488,-0.75,0.0082991781495855,NaN,1
LIRCMOP5_BC,1,70000,B_ref_y_tau,A_ref_tau,0.0036764354118354,0.0234076856900241,0.153846153846154,0.3,0.0036764354118354,NaN,2
LIRCMOP5_BC,1,70000,C_ref_y,B_ref_y_tau,-0.0335200623799705,-0.0350228212359101,-0.153846153846154,-0.3,-0.0335200623799705,NaN,-1
LIRCMOP5_BC,1,70000,C_ref_y,A_ref_tau,-0.0298436269681351,-0.011615135545886,0,0,-0.0298436269681351,NaN,1
LIRCMOP5_BC,1,100000,B_ref_y_tau,A_ref_tau,0.0167976082511502,0.0035102894285389,-0.0281425891181988,0.15,0.0167976082511502,NaN,2
LIRCMOP5_BC,1,100000,C_ref_y,B_ref_y_tau,-0.0129297766121385,-0.00044960671847755,-0.0487804878048781,-0.5,-0.0129297766121385,NaN,-1
LIRCMOP5_BC,1,100000,C_ref_y,A_ref_tau,0.00386783163901165,0.00306068271006135,-0.0769230769230769,-0.35,0.00386783163901165,NaN,1
LIRCMOP5_BC,2,10000,B_ref_y_tau,A_ref_tau,-0.046416087655671,-0.056845287172684,-0.727272727272727,0,-0.04529624572346,NaN,2
LIRCMOP5_BC,2,10000,C_ref_y,B_ref_y_tau,-0.021654644097517,-0.019107275736187,0.727272727272727,0,-0.021846112723859,NaN,-1
LIRCMOP5_BC,2,10000,C_ref_y,A_ref_tau,-0.068070731753188,-0.075952562908871,0,0,-0.067142358447319,-0.069165321181145,1
LIRCMOP5_BC,2,30000,B_ref_y_tau,A_ref_tau,-0.0834847745941581,-0.0785778518928692,0.215,0.15,-0.0834847745941581,NaN,2
LIRCMOP5_BC,2,30000,C_ref_y,B_ref_y_tau,-0.0371806024734361,-0.0282084545953538,-0.175,-0.7,-0.0371806024734361,NaN,-1
LIRCMOP5_BC,2,30000,C_ref_y,A_ref_tau,-0.120665377067594,-0.106786306488223,0.04,-0.55,-0.120665377067594,NaN,1
LIRCMOP5_BC,2,50000,B_ref_y_tau,A_ref_tau,0.0219650392887086,0.0348807763125364,0.211764705882353,0.7,0.0219650392887086,NaN,2
LIRCMOP5_BC,2,50000,C_ref_y,B_ref_y_tau,0.014576679741669,0.0134465089049227,-0.195548489666137,-0.2,0.014576679741669,NaN,-1
LIRCMOP5_BC,2,50000,C_ref_y,A_ref_tau,0.0365417190303776,0.0483272852174591,0.016216216216216,0.5,0.0365417190303776,NaN,1
LIRCMOP5_BC,2,70000,B_ref_y_tau,A_ref_tau,0.0452606902005962,0.00869835326937428,0.0838206627680309,0.25,0.0452606902005962,NaN,2
LIRCMOP5_BC,2,70000,C_ref_y,B_ref_y_tau,-0.050387791405255,-0.00622866830297971,-0.095394736842105,-0.2,-0.050387791405255,NaN,-1
LIRCMOP5_BC,2,70000,C_ref_y,A_ref_tau,-0.0051271012046588,0.00246968496639457,-0.0115740740740741,0.05,-0.0051271012046588,NaN,1
LIRCMOP5_BC,2,100000,B_ref_y_tau,A_ref_tau,0.0028825445085777,0.00358841834515879,0.0740740740740741,0.15,0.0028825445085777,NaN,2
LIRCMOP5_BC,2,100000,C_ref_y,B_ref_y_tau,-0.0220330611920491,-0.0105058475277946,0.165925925925926,0.2,-0.0220330611920491,NaN,-1
LIRCMOP5_BC,2,100000,C_ref_y,A_ref_tau,-0.0191505166834714,-0.00691742918263581,0.24,0.35,-0.0191505166834714,NaN,1
LIRCMOP5_BC,3,10000,B_ref_y_tau,A_ref_tau,-0.136201694175808,-0.136201694175808,0,0,NaN,-0.136201694175808,2
LIRCMOP5_BC,3,10000,C_ref_y,B_ref_y_tau,0.05416854769564,0.05416854769564,0,0,NaN,0.05416854769564,-1
LIRCMOP5_BC,3,10000,C_ref_y,A_ref_tau,-0.082033146480168,-0.082033146480168,0,0,NaN,-0.082033146480168,1
LIRCMOP5_BC,3,30000,B_ref_y_tau,A_ref_tau,0.0073271743233811,0.000670827490727501,0,0,0.0075495502955527,NaN,2
LIRCMOP5_BC,3,30000,C_ref_y,B_ref_y_tau,-0.0075275529322939,-0.0005246914818879,0.111111111111111,0.4,-0.0077499289044655,NaN,-1
LIRCMOP5_BC,3,30000,C_ref_y,A_ref_tau,-0.0002003786089128,0.000146136008839601,0.111111111111111,0.4,-0.0002003786089128,NaN,1
LIRCMOP5_BC,3,50000,B_ref_y_tau,A_ref_tau,0.0406956508263815,0.0386132330208073,0.049019607843138,0.6,0.0406956508263815,NaN,2
LIRCMOP5_BC,3,50000,C_ref_y,B_ref_y_tau,-0.0136920303282544,-0.0189069171520926,-0.114035087719299,-0.2,-0.0136920303282544,NaN,-1
LIRCMOP5_BC,3,50000,C_ref_y,A_ref_tau,0.0270036204981271,0.0197063158687147,-0.0650154798761606,0.4,0.0270036204981271,NaN,1
LIRCMOP5_BC,3,70000,B_ref_y_tau,A_ref_tau,-0.0247027943677687,-0.0059038584076878,-0.0369549150036955,-0.65,-0.0247027943677687,NaN,2
LIRCMOP5_BC,3,70000,C_ref_y,B_ref_y_tau,0.0259677668108441,0.0265859903137805,0.121212121212121,0.9,0.0259677668108441,NaN,-1
LIRCMOP5_BC,3,70000,C_ref_y,A_ref_tau,0.0012649724430754,0.0206821319060927,0.0842572062084259,0.25,0.0012649724430754,NaN,1
LIRCMOP5_BC,3,100000,B_ref_y_tau,A_ref_tau,-0.0175169797438821,-0.00936562308666557,0.0166666666666667,0.2,-0.0175169797438821,NaN,2
LIRCMOP5_BC,3,100000,C_ref_y,B_ref_y_tau,-0.0130812365166479,-0.00477361976301703,0.0133333333333333,0.2,-0.0130812365166479,NaN,-1
LIRCMOP5_BC,3,100000,C_ref_y,A_ref_tau,-0.03059821626053,-0.0141392428496826,0.03,0.4,-0.03059821626053,NaN,1
LIRCMOP6_BC,1,10000,B_ref_y_tau,A_ref_tau,-0.0460785758108748,-0.0374286506355976,-0.0431372549019611,0,-0.0375550552356443,-0.0460189342551171,2
LIRCMOP6_BC,1,10000,C_ref_y,B_ref_y_tau,0.0309236198160805,0.0403971681076316,-0.090196078431373,0,0.0315273685110591,NaN,-1
LIRCMOP6_BC,1,10000,C_ref_y,A_ref_tau,-0.0151549559947943,0.002968517472034,-0.133333333333334,0,-0.0060276867245852,NaN,1
LIRCMOP6_BC,1,30000,B_ref_y_tau,A_ref_tau,-0.0083453471318077,-0.0042630292211676,0.117132867132867,0.2,-0.0073038219320405,NaN,2
LIRCMOP6_BC,1,30000,C_ref_y,B_ref_y_tau,0.0024224460408557,-8.94519080180001e-05,-0.025641025641026,0,0.0015781716786992,0.0011922863394577,-1
LIRCMOP6_BC,1,30000,C_ref_y,A_ref_tau,-0.005922901090952,-0.0043524811291856,0.091491841491841,0.2,-0.0057256502533413,NaN,1
LIRCMOP6_BC,1,50000,B_ref_y_tau,A_ref_tau,0.0012818334625163,-0.000953189361369199,-0.178677784395473,-0.35,0.0012818334625163,NaN,2
LIRCMOP6_BC,1,50000,C_ref_y,B_ref_y_tau,-0.010645445371984,-0.00311496276160713,0.0011415525114155,0.1,-0.010645445371984,NaN,-1
LIRCMOP6_BC,1,50000,C_ref_y,A_ref_tau,-0.0093636119094677,-0.00406815212297633,-0.177536231884058,-0.25,-0.0093636119094677,NaN,1
LIRCMOP6_BC,1,70000,B_ref_y_tau,A_ref_tau,-0.0183966135517838,-0.0107169214233122,0.104761904761905,0.1,-0.0183966135517838,NaN,2
LIRCMOP6_BC,1,70000,C_ref_y,B_ref_y_tau,-0.0168459228443161,-0.00848485046520204,-0.082352941176471,-0.1,-0.0168459228443161,NaN,-1
LIRCMOP6_BC,1,70000,C_ref_y,A_ref_tau,-0.0352425363960999,-0.0192017718885142,0.0224089635854338,0,-0.0352425363960999,NaN,1
LIRCMOP6_BC,1,100000,B_ref_y_tau,A_ref_tau,-0.0486189682682706,-0.0224928085592685,0.02002002002002,-0.15,-0.0486189682682706,NaN,2
LIRCMOP6_BC,1,100000,C_ref_y,B_ref_y_tau,-0.0204556176291976,-0.00602068554896103,-0.0363382250174703,0.1,-0.0204556176291976,NaN,-1
LIRCMOP6_BC,1,100000,C_ref_y,A_ref_tau,-0.0690745858974682,-0.0285134941082295,-0.0163182049974503,-0.05,-0.0690745858974682,NaN,1
LIRCMOP6_BC,2,10000,B_ref_y_tau,A_ref_tau,NaN,NaN,NaN,NaN,NaN,NaN,2
LIRCMOP6_BC,2,10000,C_ref_y,B_ref_y_tau,NaN,NaN,NaN,NaN,NaN,NaN,-1
LIRCMOP6_BC,2,10000,C_ref_y,A_ref_tau,NaN,NaN,NaN,NaN,NaN,NaN,1
LIRCMOP6_BC,2,30000,B_ref_y_tau,A_ref_tau,-0.0096785815013286,-0.0157667821799672,-0.048888888888889,-0.25,-0.0096182685493565,NaN,2
LIRCMOP6_BC,2,30000,C_ref_y,B_ref_y_tau,-0.00718658210718433,0.00173897124949085,0.079365079365079,0.2,-0.00718996513905172,-0.00420751450418344,-1
LIRCMOP6_BC,2,30000,C_ref_y,A_ref_tau,-0.0168651636085129,-0.0140278109304764,0.03047619047619,-0.05,-0.0168082336884082,NaN,1
LIRCMOP6_BC,2,50000,B_ref_y_tau,A_ref_tau,-0.0421440912497545,-0.0248509086750842,0.0786749482401658,-0.6,-0.0421440912497545,NaN,2
LIRCMOP6_BC,2,50000,C_ref_y,B_ref_y_tau,0.0536386282994278,0.0369582202124436,0.015742128935532,0.2,0.0536386282994278,NaN,-1
LIRCMOP6_BC,2,50000,C_ref_y,A_ref_tau,0.0114945370496733,0.0121073115373594,0.0944170771756978,-0.4,0.0114945370496733,NaN,1
LIRCMOP6_BC,2,70000,B_ref_y_tau,A_ref_tau,-0.0317617843136514,-0.0366351523702087,0.0564102564102561,0.1,-0.0317617843136514,NaN,2
LIRCMOP6_BC,2,70000,C_ref_y,B_ref_y_tau,-0.0673787827660687,-0.0460963256105406,-0.133333333333333,-0.6,-0.0670916310752303,NaN,-1
LIRCMOP6_BC,2,70000,C_ref_y,A_ref_tau,-0.0991405670797201,-0.0827314779807493,-0.0769230769230769,-0.5,-0.0988534153888817,NaN,1
LIRCMOP6_BC,2,100000,B_ref_y_tau,A_ref_tau,0.00477485991791332,0.00829468718265845,0.0574162679425834,-0.4,0.00477485991791332,NaN,2
LIRCMOP6_BC,2,100000,C_ref_y,B_ref_y_tau,-0.0102950027841955,-0.0081758035153878,0.01919191919192,0.65,-0.0102950027841955,NaN,-1
LIRCMOP6_BC,2,100000,C_ref_y,A_ref_tau,-0.00552014286628214,0.00011888366727065,0.0766081871345034,0.25,-0.00552014286628214,NaN,1
LIRCMOP6_BC,3,10000,B_ref_y_tau,A_ref_tau,0.0124862603559771,0.0303122500895214,-0.047275641025641,0.3,0.0124862603559771,NaN,2
LIRCMOP6_BC,3,10000,C_ref_y,B_ref_y_tau,-0.0171771359434283,-0.0245637548030846,-0.358974358974359,-1,-0.0171771359434283,NaN,-1
LIRCMOP6_BC,3,10000,C_ref_y,A_ref_tau,-0.0046908755874512,0.00574849528643681,-0.40625,-0.7,-0.0046908755874512,NaN,1
LIRCMOP6_BC,3,30000,B_ref_y_tau,A_ref_tau,-0.0675626105261806,-0.0825894703601451,-0.552631578947368,-0.65,-0.0675626105261806,NaN,2
LIRCMOP6_BC,3,30000,C_ref_y,B_ref_y_tau,-0.0242065051041077,-0.0047311381203815,0.016569200779727,0.05,-0.0242065051041077,NaN,-1
LIRCMOP6_BC,3,30000,C_ref_y,A_ref_tau,-0.0917691156302883,-0.0873206084805266,-0.536062378167641,-0.6,-0.0917691156302883,NaN,1
LIRCMOP6_BC,3,50000,B_ref_y_tau,A_ref_tau,-0.0684678313872638,-0.0425271094332764,0.0625322997416025,-0.1,-0.0684678313872638,NaN,2
LIRCMOP6_BC,3,50000,C_ref_y,B_ref_y_tau,-0.0137255948035242,-0.0165419639190387,0.100258397932816,0.1,-0.0137255948035242,NaN,-1
LIRCMOP6_BC,3,50000,C_ref_y,A_ref_tau,-0.082193426190788,-0.0590690733523151,0.162790697674419,0,-0.082193426190788,NaN,1
LIRCMOP6_BC,3,70000,B_ref_y_tau,A_ref_tau,-0.0200535338070553,-0.0249913931934617,0.017883755588674,-0.3,-0.0200535338070553,NaN,2
LIRCMOP6_BC,3,70000,C_ref_y,B_ref_y_tau,-0.0056873903412172,-0.00220598326067361,-0.126262626262626,-0.05,-0.0057901437667408,NaN,-1
LIRCMOP6_BC,3,70000,C_ref_y,A_ref_tau,-0.0257409241482725,-0.0271973764541353,-0.108378870673952,-0.35,-0.0258436775737961,NaN,1
LIRCMOP6_BC,3,100000,B_ref_y_tau,A_ref_tau,0.00106764897340415,-0.00200634305714681,0.0434782608695652,0.25,0.00106764897340415,NaN,2
LIRCMOP6_BC,3,100000,C_ref_y,B_ref_y_tau,0.0217474856827917,0.0175879911316733,0.0565217391304348,0.05,0.0217474856827917,NaN,-1
LIRCMOP6_BC,3,100000,C_ref_y,A_ref_tau,0.0228151346561958,0.0155816480745265,0.1,0.3,0.0228151346561958,NaN,1
LIRCMOP7_BC,1,10000,B_ref_y_tau,A_ref_tau,0.046422246665428,0.0313118124013349,-0.109848484848485,0.45,0.046422246665428,NaN,2
LIRCMOP7_BC,1,10000,C_ref_y,B_ref_y_tau,-0.0223642109025791,-0.020682968148832,-0.181818181818182,-0.7,-0.0223642109025791,NaN,-1
LIRCMOP7_BC,1,10000,C_ref_y,A_ref_tau,0.0240580357628489,0.0106288442525029,-0.291666666666667,-0.25,0.0240580357628489,NaN,1
LIRCMOP7_BC,1,30000,B_ref_y_tau,A_ref_tau,0.0130116959064136,-0.00536096268265105,0.00148809523809521,-0.1,0.0130116959064136,NaN,2
LIRCMOP7_BC,1,30000,C_ref_y,B_ref_y_tau,0.0042255932354706,0.0241858176458136,-0.0136054421768707,0,0.0042255932354706,NaN,-1
LIRCMOP7_BC,1,30000,C_ref_y,A_ref_tau,0.0172372891418842,0.0188248549631625,-0.0121173469387755,-0.1,0.0172372891418842,NaN,1
LIRCMOP7_BC,1,50000,B_ref_y_tau,A_ref_tau,-0.0138396196876198,0.0024405609047044,0.033333333333333,0.45,-0.0138396196876198,NaN,2
LIRCMOP7_BC,1,50000,C_ref_y,B_ref_y_tau,0.0097749763361828,-0.0058705760018903,-0.133333333333333,-0.55,0.0097749763361828,NaN,-1
LIRCMOP7_BC,1,50000,C_ref_y,A_ref_tau,-0.004064643351437,-0.0034300150971859,-0.1,-0.1,-0.004064643351437,NaN,1
LIRCMOP7_BC,1,70000,B_ref_y_tau,A_ref_tau,0.0287599402722306,0.0325665008648923,0.0273972602739726,0.05,0.0287599402722306,NaN,2
LIRCMOP7_BC,1,70000,C_ref_y,B_ref_y_tau,-0.020942755980717,-0.0209360791272833,0.005389624971929,0,-0.020942755980717,NaN,-1
LIRCMOP7_BC,1,70000,C_ref_y,A_ref_tau,0.0078171842915136,0.011630421737609,0.0327868852459016,0.05,0.0078171842915136,NaN,1
LIRCMOP7_BC,1,100000,B_ref_y_tau,A_ref_tau,0.031142332355555,0.0136095009887753,0,0,0.0197378315781289,NaN,2
LIRCMOP7_BC,1,100000,C_ref_y,B_ref_y_tau,0.00896802320000509,0.0268863893737484,0.08,0.15,0.0203725239774312,NaN,-1
LIRCMOP7_BC,1,100000,C_ref_y,A_ref_tau,0.0401103555555601,0.0404958903625237,0.08,0.15,0.0401103555555601,NaN,1
LIRCMOP7_BC,2,10000,B_ref_y_tau,A_ref_tau,-0.0169128903152254,-0.0124113449056783,0.017543859649122,-0.7,-0.016688444987287,NaN,2
LIRCMOP7_BC,2,10000,C_ref_y,B_ref_y_tau,0.0965389277963994,0.0830802048126355,0.58974358974359,0.8,0.0969649796830024,NaN,-1
LIRCMOP7_BC,2,10000,C_ref_y,A_ref_tau,0.079626037481174,0.0706688599069572,0.607287449392712,0.1,0.0802765346957154,0.0792775651318341,1
LIRCMOP7_BC,2,30000,B_ref_y_tau,A_ref_tau,-0.0025536554549669,0.0040055507846405,-0.263157894736842,-0.2,-0.0025536554549669,NaN,2
LIRCMOP7_BC,2,30000,C_ref_y,B_ref_y_tau,-0.0322760452063697,-0.0278319457669797,0.0909090909090909,0.3,-0.0322760452063697,NaN,-1
LIRCMOP7_BC,2,30000,C_ref_y,A_ref_tau,-0.0348297006613366,-0.0238263949823392,-0.172248803827751,0.1,-0.0348297006613366,NaN,1
LIRCMOP7_BC,2,50000,B_ref_y_tau,A_ref_tau,-0.0137920999114081,-0.0136318992680422,-0.0560416666666667,-0.15,-0.0141074909491519,NaN,2
LIRCMOP7_BC,2,50000,C_ref_y,B_ref_y_tau,0.0031196310843481,-0.0051644973973352,0.0235897435897436,-0.1,0.0034350221220919,NaN,-1
LIRCMOP7_BC,2,50000,C_ref_y,A_ref_tau,-0.01067246882706,-0.0187963966653774,-0.0324519230769231,-0.25,-0.01067246882706,NaN,1
LIRCMOP7_BC,2,70000,B_ref_y_tau,A_ref_tau,0.0248815615960498,0.002655980946105,0.0311025311025311,0.4,0.0248815615960498,NaN,2
LIRCMOP7_BC,2,70000,C_ref_y,B_ref_y_tau,-0.0116233309295805,0.0064826887567277,-0.0445945945945946,-0.35,-0.0127140014763672,NaN,-1
LIRCMOP7_BC,2,70000,C_ref_y,A_ref_tau,0.0132582306664693,0.0091386697028327,-0.0134920634920635,0.05,0.0121675601196826,NaN,1
LIRCMOP7_BC,2,100000,B_ref_y_tau,A_ref_tau,0.0290129922354889,0.030164394135372,0.0714285714285714,0.2,0.0319971210473995,NaN,2
LIRCMOP7_BC,2,100000,C_ref_y,B_ref_y_tau,-0.0315655129644914,-0.0301372802429176,-0.0489566613162119,-0.1,-0.0351821532589784,-0.0242331805907345,-1
LIRCMOP7_BC,2,100000,C_ref_y,A_ref_tau,-0.0025525207290025,2.71138924543991e-05,0.0224719101123595,0.1,-0.0031850322115789,NaN,1
LIRCMOP7_BC,3,10000,B_ref_y_tau,A_ref_tau,0.0118990536264908,0.0252642337442171,0.217171717171717,0.55,0.0119327312318645,NaN,2
LIRCMOP7_BC,3,10000,C_ref_y,B_ref_y_tau,-0.0277569521624143,-0.0046351310800036,0.555555555555556,0,-0.0286286521522875,-0.0271184617077421,-1
LIRCMOP7_BC,3,10000,C_ref_y,A_ref_tau,-0.0158578985359235,0.0206291026642135,0.772727272727273,0.55,-0.016695920920423,NaN,1
LIRCMOP7_BC,3,30000,B_ref_y_tau,A_ref_tau,-0.000248207448481103,-0.00796615192913125,0,-0.05,-0.000248207448481103,NaN,2
LIRCMOP7_BC,3,30000,C_ref_y,B_ref_y_tau,-0.0067216401146427,-0.0013838328854405,0.203761755485894,0.05,-0.0067216401146427,NaN,-1
LIRCMOP7_BC,3,30000,C_ref_y,A_ref_tau,-0.0069698475631238,-0.00934998481457175,0.203761755485894,0,-0.0069698475631238,NaN,1
LIRCMOP7_BC,3,50000,B_ref_y_tau,A_ref_tau,0.193443580626341,0.182988010376536,-0.165085388994308,0.15,0.193443580626341,NaN,2
LIRCMOP7_BC,3,50000,C_ref_y,B_ref_y_tau,-0.177980795879292,-0.154856003424553,-0.0456989247311827,-0.15,-0.177980795879292,NaN,-1
LIRCMOP7_BC,3,50000,C_ref_y,A_ref_tau,0.0154627847470489,0.0281320069519836,-0.210784313725491,0,0.0154627847470489,NaN,1
LIRCMOP7_BC,3,70000,B_ref_y_tau,A_ref_tau,0.0061773681055765,-0.0021434808556,-0.0326492537313433,-0.1,0.0061773681055765,NaN,2
LIRCMOP7_BC,3,70000,C_ref_y,B_ref_y_tau,-0.0153072043031033,6.97004681473982e-05,-0.0298507462686567,-0.05,-0.0153072043031033,NaN,-1
LIRCMOP7_BC,3,70000,C_ref_y,A_ref_tau,-0.0091298361975268,-0.0020737803874526,-0.0625,-0.15,-0.0091298361975268,NaN,1
LIRCMOP7_BC,3,100000,B_ref_y_tau,A_ref_tau,-0.0068888270548628,-0.0021959181641147,-0.0481927710843374,-0.15,-0.0090088753679234,-0.000661232174353404,2
LIRCMOP7_BC,3,100000,C_ref_y,B_ref_y_tau,-0.0137504933148456,-0.0181295147830078,-0.036144578313253,-0.1,-0.0123318530227944,-0.0147453387996532,-1
LIRCMOP7_BC,3,100000,C_ref_y,A_ref_tau,-0.0206393203697084,-0.0203254329471225,-0.0843373493975904,-0.25,-0.0213407283907178,-0.0154065709740066,1
LIRCMOP8_BC,1,10000,B_ref_y_tau,A_ref_tau,-0.0201531713708549,-0.0130942522385514,0.05,0,-0.0201531713708549,NaN,2
LIRCMOP8_BC,1,10000,C_ref_y,B_ref_y_tau,0.0059363494405742,0.0053499464131325,0.277777777777778,0,0.0056997017352498,NaN,-1
LIRCMOP8_BC,1,10000,C_ref_y,A_ref_tau,-0.0142168219302807,-0.0077443058254189,0.327777777777778,0,-0.0144534696356051,NaN,1
LIRCMOP8_BC,1,30000,B_ref_y_tau,A_ref_tau,-0.0358046662665114,-0.0177298944586828,-0.25,-0.15,-0.0358046662665114,NaN,2
LIRCMOP8_BC,1,30000,C_ref_y,B_ref_y_tau,-0.0010095755867097,0.0027032169667907,0.222222222222222,0.05,-0.0010095755867097,NaN,-1
LIRCMOP8_BC,1,30000,C_ref_y,A_ref_tau,-0.0368142418532211,-0.0150266774918921,-0.027777777777778,-0.1,-0.0368142418532211,NaN,1
LIRCMOP8_BC,1,50000,B_ref_y_tau,A_ref_tau,-0.0229860743498741,-0.0221503406425084,-0.0416666666666667,-0.05,-0.0229860743498741,NaN,2
LIRCMOP8_BC,1,50000,C_ref_y,B_ref_y_tau,0.000503108951117999,0.0018576565515486,0,0,0.000503108951117999,NaN,-1
LIRCMOP8_BC,1,50000,C_ref_y,A_ref_tau,-0.0224829653987561,-0.0202926840909598,-0.0416666666666667,-0.05,-0.0224829653987561,NaN,1
LIRCMOP8_BC,1,70000,B_ref_y_tau,A_ref_tau,-0.0248358653682972,-0.0239020082164523,-0.114285714285714,-0.6,-0.0248358653682972,NaN,2
LIRCMOP8_BC,1,70000,C_ref_y,B_ref_y_tau,0.0533776732885922,0.0537652466368639,0.08,0.2,0.0533776732885922,NaN,-1
LIRCMOP8_BC,1,70000,C_ref_y,A_ref_tau,0.028541807920295,0.0298632384204116,-0.034285714285714,-0.4,0.028541807920295,NaN,1
LIRCMOP8_BC,1,100000,B_ref_y_tau,A_ref_tau,0.0062727913204863,0.0085648853431462,0.08125,0,0.0062727913204863,NaN,2
LIRCMOP8_BC,1,100000,C_ref_y,B_ref_y_tau,0.0645875232859304,0.0532723895870086,-0.131521739130435,0,0.0545101275825683,NaN,-1
LIRCMOP8_BC,1,100000,C_ref_y,A_ref_tau,0.0708603146064167,0.0618372749301548,-0.0502717391304348,0,0.0607829189030546,NaN,1
LIRCMOP8_BC,2,10000,B_ref_y_tau,A_ref_tau,NaN,NaN,NaN,NaN,NaN,NaN,2
LIRCMOP8_BC,2,10000,C_ref_y,B_ref_y_tau,NaN,NaN,NaN,NaN,NaN,NaN,-1
LIRCMOP8_BC,2,10000,C_ref_y,A_ref_tau,NaN,NaN,NaN,NaN,NaN,NaN,1
LIRCMOP8_BC,2,30000,B_ref_y_tau,A_ref_tau,-0.0061930593519961,-0.0087368631091834,0.070676691729324,-0.25,-0.0061930593519961,NaN,2
LIRCMOP8_BC,2,30000,C_ref_y,B_ref_y_tau,-0.0129422992468046,-0.0034616365660986,-0.019269102990034,-0.1,-0.0129422992468046,NaN,-1
LIRCMOP8_BC,2,30000,C_ref_y,A_ref_tau,-0.0191353585988007,-0.012198499675282,0.05140758873929,-0.35,-0.0191353585988007,NaN,1
LIRCMOP8_BC,2,50000,B_ref_y_tau,A_ref_tau,0.0159556444583338,0.0125409303420801,0.0540540540540541,0.05,0.0159556444583338,NaN,2
LIRCMOP8_BC,2,50000,C_ref_y,B_ref_y_tau,-0.0165736194411382,-0.0128194193814899,-0.0540540540540541,-0.05,-0.0165736194411382,NaN,-1
LIRCMOP8_BC,2,50000,C_ref_y,A_ref_tau,-0.000617974982804401,-0.0002784890394098,0,0,-0.000617974982804401,NaN,1
LIRCMOP8_BC,2,70000,B_ref_y_tau,A_ref_tau,0.00686937511165495,0.000517608764026749,0.0606060606060606,0.1,0.00686937511165495,NaN,2
LIRCMOP8_BC,2,70000,C_ref_y,B_ref_y_tau,0.0056750084147204,0.0122417089635572,-0.0606060606060606,-0.1,0.0049457746552516,NaN,-1
LIRCMOP8_BC,2,70000,C_ref_y,A_ref_tau,0.0125443835263754,0.0127593177275839,0,0,0.0118151497669066,NaN,1
LIRCMOP8_BC,2,100000,B_ref_y_tau,A_ref_tau,0.00388212100010092,0.00473577009363012,-0.189189189189189,-0.5,0.00388212100010092,NaN,2
LIRCMOP8_BC,2,100000,C_ref_y,B_ref_y_tau,-0.00520874718650088,-0.00458034349250987,0.0617283950617284,0.3,-0.00508236195547403,NaN,-1
LIRCMOP8_BC,2,100000,C_ref_y,A_ref_tau,-0.00132662618639996,0.00015542660112025,-0.127460794127461,-0.2,-0.00120024095537311,NaN,1
LIRCMOP8_BC,3,10000,B_ref_y_tau,A_ref_tau,0.01383913163079,0.0217102530165539,0.26,0.0499999999999999,0.01383913163079,NaN,2
LIRCMOP8_BC,3,10000,C_ref_y,B_ref_y_tau,-0.0080865395968941,-0.007377305342788,0.155555555555556,0,-0.0080865395968941,NaN,-1
LIRCMOP8_BC,3,10000,C_ref_y,A_ref_tau,0.0057525920338959,0.0143329476737659,0.415555555555556,0.0499999999999999,0.0057525920338959,NaN,1
LIRCMOP8_BC,3,30000,B_ref_y_tau,A_ref_tau,0.14362901322464,0.145566074940112,0.243421052631579,0.85,0.14362901322464,NaN,2
LIRCMOP8_BC,3,30000,C_ref_y,B_ref_y_tau,-0.157140038896754,-0.151806104803144,-0.168421052631579,-0.85,-0.157140038896754,NaN,-1
LIRCMOP8_BC,3,30000,C_ref_y,A_ref_tau,-0.0135110256721133,-0.00624002986303201,0.075,0,-0.0135110256721133,NaN,1
LIRCMOP8_BC,3,50000,B_ref_y_tau,A_ref_tau,-0.0101721132712903,0.0009935832407705,0.0333333333333333,0.05,-0.0101721132712903,NaN,2
LIRCMOP8_BC,3,50000,C_ref_y,B_ref_y_tau,0.0443683533532654,0.0030513124579031,0.017948717948718,0,0.0443683533532654,NaN,-1
LIRCMOP8_BC,3,50000,C_ref_y,A_ref_tau,0.0341962400819751,0.0040448956986736,0.0512820512820513,0.05,0.0341962400819751,NaN,1
LIRCMOP8_BC,3,70000,B_ref_y_tau,A_ref_tau,-0.0425522986684995,-0.0217180337513342,0.0106060606060606,0,-0.0425522986684995,NaN,2
LIRCMOP8_BC,3,70000,C_ref_y,B_ref_y_tau,-0.0040269197476015,-0.00634301370652666,-0.0335790335790336,-0.05,-0.0040269197476015,NaN,-1
LIRCMOP8_BC,3,70000,C_ref_y,A_ref_tau,-0.046579218416101,-0.0280610474578609,-0.022972972972973,-0.05,-0.046579218416101,NaN,1
LIRCMOP8_BC,3,100000,B_ref_y_tau,A_ref_tau,-0.0118051644081991,-0.014604799530107,0,0,-0.0124348420856756,-0.0090544770281671,2
LIRCMOP8_BC,3,100000,C_ref_y,B_ref_y_tau,0.0276141873031363,0.0289054999068086,0.0256410256410256,0.05,0.0280214827671427,0.012572770630539,-1
LIRCMOP8_BC,3,100000,C_ref_y,A_ref_tau,0.0158090228949372,0.0143007003767016,0.0256410256410256,0.05,0.0155866406814671,0.0035182936023719,1
