variant,condition_mode,maxCandidatePairsPerRef,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
A_ref_tau,ref_tau,3,LIRCMOP8_BC,3,50000,50176,229,120,1,0.4,120,0,0.00168694117536281,0.00418290796632375,120,20,3,0.00628173585300738,26.6666666666667,0.273820328840494,0.421795398628197,0,20,0,20,0,0.166666666666667,0.00553404499922752,0.011560376853482,0,0.020677244762993,NaN,0.9,0.0834419446726107,0,0.0241330613089194,0.0273176900297625,0.0273176900297625,NaN,0,400,117,634,634,413,221,259,55,95,50,5183,4,150,150,150,150,120,120,120,120,120,0,20
A_ref_tau,ref_tau,3,LIRCMOP8_BC,3,70000,70196,320,178,1,0.6,178,0,0.00220799429291667,0.00676597409073039,178,20,3,0.00931790818196095,17.9775280898876,0.324912353872239,0.546323949210395,0,20,0,20,2,0.112359550561798,0.0153751360743313,0.0352711363952183,0,0.0564063400993756,NaN,0.45,-0.0204275525055011,0.05,0.0337560055378544,0.0569507968621892,0.0569507968621892,NaN,0.1,400,172,744,744,374,370,283,69,100,69,10887,41,207,207,207,207,178,178,178,178,178,0,20
A_ref_tau,ref_tau,3,LIRCMOP8_BC,3,100000,100116,456,246,1,0.82,246,0,0.00185639579395909,0.00569356537442131,246,20,3,0.0128775584986651,13.0081300813008,0.343829216399185,0.681572387939347,0,17,3,20,0,0.0813008130081301,0.012199996744439,0.0228625358671898,0,0.0246164851704823,NaN,0.45,-0.00826090065563653,0,0.0140678596620481,0.0247640890681741,0.0256860824382221,0.0222928525635761,0,400,258,916,916,382,534,357,87,100,87,17905,0,261,261,261,261,246,246,246,246,246,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,1,10000,10121,47,27,1,0.09,27,0,0.000774626425770896,0.00259958017839715,27,20,3,0.00141339056692666,100,0.316416656178257,0.547136337512718,0,20,0,20,17,0.740740740740741,1.51395524731354e-05,0.000164920111182183,0,0.00274821718749218,NaN,0.95,0.0339734434899532,0.222222222222222,0.00937924452385033,0.0182436752061875,0.0182436752061875,NaN,0.85,400,33,466,466,244,222,111,11,75,11,6014,26,33,33,33,33,27,27,27,27,27,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,1,30000,30141,138,39,1,0.13,39,0,0.00224630488440471,0.00686816200599454,39,20,3,0.0020415641522274,82.0512820512821,0.0925203954842907,0.132603725484726,0,20,0,20,16,0.512820512820513,0.00024292554465377,0.000560077761166563,0,0.000717025946486878,NaN,0.05,-0.0103677617926181,0.307692307692308,0.0031393506322323,0.00492252135342429,0.00492252135342429,NaN,0.8,400,74,548,548,379,169,231,14,67,13,16155,95,39,39,39,39,39,39,39,39,39,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,1,50000,50161,229,75,1,0.25,75,0,0.00659024777886762,0.0142426205043739,75,20,3,0.00392608490812961,42.6666666666667,0.0755019264132933,0.119441047016178,0,20,0,20,12,0.266666666666667,0.000604158776280579,0.232814845055534,0,0.23371084900546,NaN,0.55,0.00297255071173182,0.32,0.0028119822674891,0.248970441922195,0.248970441922195,NaN,0.6,400,66,532,532,323,209,221,28,80,26,5495,253,78,78,78,75,75,75,75,75,75,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,1,70000,70181,320,57,1,0.19,57,0,0.00205588640688072,0.00909287190486037,57,20,3,0.00298382453017851,56.140350877193,0.0755019264132933,0.161341502323592,0,20,0,20,5,0.350877192982456,0.000309090523538934,0.0111955991049509,0,0.0174707631502534,NaN,0.6,0.00482277625737491,0.210526315789474,0.000990108334250163,0.0187168774870414,0.0187168774870414,NaN,0.25,400,51,502,502,269,233,196,19,100,19,6038,66,57,57,57,57,57,57,57,57,57,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,1,100000,100101,456,78,1,0.26,78,0,0.00396501717127723,0.012705148161334,78,20,3,0.0040831283044548,41.025641025641,0.0816628588540874,0.127736873573304,0,20,0,20,2,0.256410256410256,0.000460713440502792,0.000959171432336521,0,0.00100911154632687,NaN,0.75,0.00330504025767663,0.0769230769230769,0.000790646867374454,0.00199326290737043,0.00199326290737043,NaN,0.1,400,66,532,532,267,265,196,28,100,28,4137,154,78,78,78,78,78,78,78,78,78,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,2,10000,10143,47,27,1,0.09,27,0,0.00196320447357043,0.00338453060751032,27,20,3,0.00141339056692666,100,0.314221583818833,1.32128497614209,0,20,0,20,7,0.740740740740741,9.67546142378627e-05,0.000355981599977365,0,0.00270194113676214,NaN,0.3,-0.0285735289542955,0.222222222222222,0.0158557753374545,0.0238666128329437,0.0238666128329437,NaN,0.35,400,34,468,468,262,206,114,12,60,10,14927,34,30,30,30,30,27,27,27,27,27,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,2,30000,30163,138,94,1,0.32,94,0,0.00327058735133972,0.0119174712188884,94,20,3,0.00492069308485578,34.0425531914894,0.06314751444644,0.104345131880609,0,20,0,20,19,0.212765957446809,3.81412531659032e-06,2.54508211234552e-05,0,0.000203018385614235,NaN,0.3,-0.0205018844363499,0.1875,0.000983821818721282,0.00266207420155652,0.00266207420155652,NaN,0.95,400,81,562,562,361,201,264,37,85,35,5807,325,94,94,94,94,94,94,94,94,94,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,2,50000,50183,229,69,1,0.23,69,0,0.00245511634050852,0.00647565128541527,69,20,3,0.00361199811547924,46.3768115942029,0.0769171684780832,0.091990758368437,0,20,0,20,20,0.289855072463768,1.70222062989753e-05,8.81102550857997e-05,0,0.00048317011272009,NaN,0.95,0.0163272652223268,0.260869565217391,0.00102774343002608,0.00260545648338082,0.00260545648338082,NaN,1,400,54,508,508,295,213,207,37,91,28,2595,306,72,72,72,72,69,69,69,69,69,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,2,70000,70203,320,87,1,0.29,87,0,0.00186359327597259,0.00559501122941077,87,20,3,0.00455425849343035,36.7816091954023,0.0783659431172796,0.135470292887911,0,20,0,20,4,0.229885057471264,0.000450316512798423,0.00119309470579279,0,0.00138594166149009,NaN,0.6,0.00048271889819855,0.0689655172413793,0.00159866140586037,0.00268612523633786,0.00268612523633786,NaN,0.2,400,95,590,590,307,283,230,29,100,29,7271,29,87,87,87,87,87,87,87,87,87,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,2,100000,100123,456,104,1,0.35,104,0,0.00248772420683056,0.0085755805368484,104,20,3,0.0054441710726064,30.7692307692308,0.0827670344627443,0.11127563247175,0,20,0,20,5,0.192307692307692,0.000116955261056586,0.000212579542560646,0,0.000212579542560646,NaN,0.55,0.0127757599896656,0.171428571428571,0.000483509663204184,0.00230519102787895,0.00230519102787895,NaN,0.25,400,102,604,604,297,307,229,39,100,39,6870,227,104,104,104,104,104,104,104,104,104,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,3,10000,10079,47,18,1,0.06,18,0,0.00687459456202134,0.0154751915602239,18,20,3,0.000942260377951107,100,0.209861524727498,0.337890125171787,0,20,0,20,0,1.11111111111111,0.0123883161632362,0.013048235350934,0,0.018595825698219,NaN,0.85,0.0206884956270618,0,0.0172984692883463,0.0202866709964829,0.0202866709964829,NaN,0,400,16,432,432,352,80,21,9,59,6,155,0,18,18,18,18,18,18,18,18,18,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,3,30000,30099,138,19,1,0.07,19,0,0.000449196073489802,0.00233611193580503,19,20,3,0.000994608176726169,100,0.142844739641292,0.432377464193953,0,20,0,20,9,1.05263157894737,0.00412411576614419,0.317880812162904,0,0.320595992735578,NaN,0.7,0.0147781839574323,0.285714285714286,0.00413956632068901,0.335031076235007,0.335031076235007,NaN,0.45,400,18,436,436,250,186,44,8,50,7,2376,10,21,21,21,21,19,19,19,19,19,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,3,50000,50119,229,18,1,0.06,18,0,0.000113618046376064,0.000499841518085269,18,20,3,0.000942260377951107,100,0.0853595510067734,0.41842997422163,0,20,0,20,8,1.11111111111111,0.000698830968941246,0.0982545068421473,0,0.0987657509518815,NaN,0.85,0.0232912316986319,0.666666666666667,0.00400944346078948,0.101929762581737,0.101929762581737,NaN,0.4,400,39,478,478,259,219,152,7,63,7,17967,0,21,21,21,21,18,18,18,18,18,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,3,70000,70139,320,31,1,0.11,31,0,0.000618081770063085,0.00287385815866039,31,20,3,0.00162278176202691,100,0.078748128225749,0.260632570487801,0,20,0,20,2,0.645161290322581,0.0105510782318967,0.01184426351494,0,0.0186650378834268,NaN,0.55,0.000291443782073852,0.181818181818182,0.0190421295975385,0.0196718702569961,0.0196718702569961,NaN,0.1,400,54,508,508,243,265,174,14,70,11,13793,64,33,33,33,33,31,31,31,31,31,0,20
A_ref_tau,ref_tau,3,LIRCMOP9_BC,3,100000,100059,456,60,1,0.2,60,0,0.00405378464685952,0.00879781963104046,60,20,3,0.00314086792650369,53.3333333333333,0.0473893072781993,0.10135229969748,0,20,0,20,8,0.333333333333333,0.00628832970657357,0.0355209538200723,0,0.0372463174063759,NaN,0.6,0.00628161978524118,0.2,0.00816569971739043,0.0425108969369863,0.0425108969369863,NaN,0.4,400,57,514,514,247,267,178,20,99,20,4399,0,60,60,60,60,60,60,60,60,60,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,1,10000,10124,47,45,1,0.15,45,0,0.0047392797312317,0.0149109452960474,45,20,3,0.00235565094487777,71.1111111111111,0.472319541945856,0.76000453234929,0,20,0,20,0,0.444444444444444,0.000100219681307948,0.000465758634504257,0,0.000632263866330335,NaN,0.05,-0.0558361429034352,0,0.0053746456388526,0.0119236413418499,0.0119236413418499,NaN,0,400,37,474,474,310,164,166,16,67,15,4740,106,45,45,45,45,45,45,45,45,45,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,1,30000,30144,138,69,1,0.23,69,0,0.00602863443377553,0.029643223191842,69,20,3,0.00361199811547924,46.3768115942029,0.0876023718139185,0.157940812787142,0,20,0,20,20,0.289855072463768,2.61868613568959e-05,8.35432730598179e-05,0,0.00168725911417412,NaN,0.8,0.0229432131764077,0.173913043478261,0.00246125765583884,0.00394115770600083,0.00394115770600083,NaN,1,400,63,526,526,336,190,239,34,91,25,3252,59,74,74,74,74,69,69,69,69,69,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,1,50000,50164,229,93,1,0.31,93,0,0.00875670587821694,0.0191654789439012,93,20,3,0.00486834528608072,34.4086021505376,0.0936415830035769,0.149818023528868,0,20,0,20,3,0.21505376344086,0.000723585729599329,0.00221970678466097,0,0.00226652831405911,NaN,1,0.0205391487435159,0.129032258064516,0.00132353673603513,0.00249697508501981,0.00249697508501981,NaN,0.15,400,88,576,576,353,223,254,38,83,33,5800,90,93,93,93,93,93,93,93,93,93,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,1,70000,70184,320,117,1,0.39,117,0,0.00314303210398451,0.012774912934146,117,20,3,0.0061246924566822,27.3504273504273,0.0779580414385333,0.128074779936271,0,20,0,20,2,0.170940170940171,0.000280193224948836,0.00305402928541496,0,0.00725703642784309,NaN,0.65,0.00751482292549359,0.0512820512820513,0.00108974040662629,0.007765303537658,0.007765303537658,NaN,0.1,400,123,646,646,374,272,304,44,100,44,8948,194,126,126,126,123,117,117,117,117,117,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,1,100000,100104,456,147,1,0.49,147,0,0.0076585676378864,0.0223216272132459,147,20,3,0.00769512641993404,21.7687074829932,0.0994810918944968,0.180623481188684,0,20,0,20,0,0.136054421768707,0.00051112975157917,0.00174864517451361,0,0.00179158228753329,NaN,0.2,-0.00961262852611417,0,0.000791112917472215,0.00247225552909416,0.00247225552909416,NaN,0,400,138,676,676,390,286,306,50,100,50,9213,354,149,149,149,149,147,147,147,147,147,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,2,10000,10141,47,33,1,0.11,33,0,0.00440940932683967,0.0192678634003725,33,20,3,0.00172747735957703,96.969696969697,0.221120421574186,0.35602066402805,0,20,0,20,0,0.606060606060606,0.000614178590151407,0.00066152976871633,0,0.00066152976871633,NaN,0.15,-0.0137093945653098,0,0.00518441396623782,0.00902994106182378,0.00902994106182378,NaN,0,400,24,448,448,286,162,173,16,72,12,6378,26,33,33,33,33,33,33,33,33,33,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,2,30000,30161,138,69,1,0.23,69,0,0.00927916788716978,0.0217351343252139,69,20,3,0.00361199811547924,46.3768115942029,0.109970256412938,0.32761860850299,0,20,0,20,7,0.289855072463768,1.5963376342101e-05,0.000563409790658787,0,0.000794262033798729,NaN,0.25,-0.0227879692367155,0.0869565217391304,0.00127846004387814,0.00238384221094276,0.00238384221094276,NaN,0.35,400,45,490,490,328,162,220,32,87,23,2836,99,69,69,69,69,69,69,69,69,69,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,2,50000,50181,229,77,1,0.26,77,0,0.00894065501803238,0.0224632611285633,77,20,3,0.00403078050567974,41.5584415584416,0.0815568216188844,0.182112979720909,0,20,0,20,2,0.25974025974026,0.00107437233761269,0.00334562648361229,0,0.00484657956669192,NaN,0.75,0.0107289798301543,0.0769230769230769,0.00267323087526291,0.00655419240020649,0.00655419240020649,NaN,0.1,400,105,610,610,381,229,271,26,87,26,12904,439,77,77,77,77,77,77,77,77,77,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,2,70000,70201,320,107,1,0.36,107,0,0.00723774889863123,0.0240369585415808,107,20,3,0.00560121446893158,29.9065420560748,0.0790560300809638,0.145214647125246,0,20,0,20,6,0.186915887850467,0.000548843545164301,0.00193289572854324,0,0.00193289572854324,NaN,0.25,-0.00948133046390117,0.166666666666667,0.00074037040291304,0.00280828266931077,0.00280828266931077,NaN,0.3,400,96,592,592,354,238,258,39,100,39,5590,245,108,108,108,107,107,107,107,107,107,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,2,100000,100121,456,126,1,0.42,126,0,0.00493131314685026,0.0175638325246149,126,20,3,0.00659582264565775,25.3968253968254,0.0726701964503568,0.152388900345577,0,20,0,20,5,0.158730158730159,2.37898570723907e-05,0.000156269251735589,0,0.000370795194670827,NaN,1,0.0122817692609671,0.0476190476190476,0.000865433005072965,0.00156904127624467,0.00156904127624467,NaN,0.25,400,121,642,642,353,289,274,50,100,50,8219,193,126,126,126,126,126,126,126,126,126,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,3,10000,10026,47,44,1,0.15,44,0,0.00321172583955746,0.0142912540885482,44,20,3,0.00230330314610271,72.7272727272727,0.216559706893244,0.54646133008343,0,20,0,20,0,0.454545454545455,0.000470902250350954,0.000482728305282284,0,0.000482728305282284,NaN,1,0.0774160068379143,0,0.00273452910328768,0.0109504970917854,0.0109504970917854,NaN,0,400,48,496,496,314,182,209,18,62,17,5799,29,51,51,51,51,44,44,44,44,44,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,3,30000,30046,138,45,1,0.15,45,0,0.00437824872250162,0.0169962733722823,45,20,3,0.00235565094487777,71.1111111111111,0.108147150453114,0.155002858213789,0,15,5,20,6,0.444444444444444,0.000799307314987013,0.00194577359294819,0,0.00292125923878472,NaN,0.85,0.0116733384807766,0.133333333333333,0.00210698143614468,0.00292126499846371,0.00228934668971223,0.00313139635562714,0.3,400,63,526,526,340,186,228,17,89,17,14542,81,48,48,48,48,45,45,45,45,45,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,3,50000,50066,229,102,1,0.34,102,0,0.00959144889415229,0.0232735329445937,102,20,3,0.00533947547505627,31.3725490196078,0.0742856058914135,0.146712051267113,0,20,0,20,9,0.196078431372549,2.38843135701659e-05,0.000201917752594643,0,0.000332486045069236,NaN,0.2,-0.013542279196063,0.117647058823529,0.000989306310154114,0.001773726722443,0.001773726722443,NaN,0.45,400,99,598,598,376,222,275,37,98,35,6253,192,102,102,102,102,102,102,102,102,102,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,3,70000,70086,320,99,1,0.33,99,0,0.00515638053185649,0.0163165512487168,99,20,3,0.00518243207873109,32.3232323232323,0.0862024860111167,0.140134637147739,0,20,0,20,6,0.202020202020202,4.80299987290066e-05,0.000188418300795928,0,0.00019544672560071,NaN,0.9,0.0175036056740463,0.181818181818182,0.000376174913054114,0.000482004973451263,0.000482004973451263,NaN,0.3,400,99,598,598,348,250,269,40,100,40,6655,259,101,101,101,101,99,99,99,99,99,0,20
A_ref_tau,ref_tau,3,LIRCMOP10_BC,3,100000,100006,456,123,1,0.41,123,0,0.00756864345782303,0.0237651063728819,123,20,3,0.00643877924933257,26.0162601626016,0.0825022669250378,0.184942759682609,0,20,0,20,10,0.16260162601626,6.18824304038201e-05,0.000182059291227306,0,0.000381163823819558,NaN,0.4,-0.00128223801806347,0.0975609756097561,0.000206549874448956,0.000680585733528351,0.000680585733528351,NaN,0.5,400,136,672,672,371,301,290,51,100,51,8392,331,123,123,123,123,123,123,123,123,123,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,1,10000,10002,45,30,1,0.1,30,0,0.00161656149452902,0.00349785514998604,30,20,5,0.00154966682163335,100,0.858176538783199,1.27736876566998,0,0,20,20,6,0.666666666666667,0.0506100410803174,0.0576575312583013,0,0.0617904078034679,NaN,0.65,0.0688393059679842,0.6,0.0550573507927269,0.0618682082506728,NaN,0.0618682082506728,0.3,400,33,466,466,160,306,62,14,100,14,5718,0,42,42,42,42,30,30,30,30,30,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,1,30000,30217,137,57,1,0.19,57,0,0.00768203701758388,0.0144524880525523,57,20,5,0.00294436696110336,56.140350877193,0.474304408335693,0.767080210134265,0,20,0,20,1,0.350877192982456,0.129909287904547,0.196052734997514,0,0.196052734997514,NaN,0.3,-0.0324980633328248,0.105263157894737,0.132575323962809,0.19875608876825,0.19875608876825,NaN,0.05,400,66,532,532,191,341,92,20,100,20,4102,0,60,60,60,60,57,57,57,57,57,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,1,50000,50017,227,81,1,0.27,81,0,0.00185119142482641,0.00517405015392744,81,20,5,0.00418410041841004,39.5061728395062,0.449433572472564,0.717316379475851,0,20,0,20,0,0.246913580246914,0.0034624204150668,0.0112544742934634,0,0.0112544742934634,NaN,1,0.0314330659236154,0,0.00825469234105824,0.0115987738454412,0.0115987738454412,NaN,0,400,87,574,574,216,358,188,29,100,29,9644,0,87,87,87,87,81,81,81,81,81,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,1,70000,70037,318,87,1,0.29,87,0,0.00194252603431514,0.00711985653612371,87,20,5,0.00449403378273671,36.7816091954023,0.39615557458678,0.735586163292142,0,20,0,20,0,0.229885057471264,0.0114954677320504,0.018601426127786,0,0.018601426127786,NaN,0.6,0.00608451343488287,0,0.0170728238205714,0.0232406609626399,0.0232406609626399,NaN,0,400,84,568,568,226,342,184,29,100,29,9261,0,87,87,87,87,87,87,87,87,87,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,1,100000,100177,455,87,1,0.29,87,0,0.00108307172430136,0.00497543867237414,87,20,5,0.00449403378273671,36.7816091954023,0.504782867757291,0.747816245279309,0,20,0,20,9,0.229885057471264,0.0269820948190856,0.042321321752404,0,0.042321321752404,NaN,0.4,-0.0418525681011039,0.0689655172413793,0.031058781349952,0.0462501320013564,0.0462501320013564,NaN,0.45,400,78,556,556,216,340,178,31,100,31,8531,0,93,93,93,93,87,87,87,87,87,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,2,10000,10002,45,39,1,0.13,39,0,0.00358822043429887,0.0120198542314896,39,20,5,0.00201456686812335,82.0512820512821,0.924671735380247,1.36189825416412,0,2,18,20,0,0.512820512820513,0.464576849373905,0.592059650526951,0,0.593808722577134,NaN,0.8,0.0432670011458894,0,0.4657233147237,0.594019289628647,0.585107322436679,0.595022069091631,0,400,39,478,478,167,311,67,16,100,16,5755,0,48,48,48,48,39,39,39,39,39,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,2,30000,30175,137,70,1,0.24,70,0,0.00480164696348967,0.0133579441551659,70,20,5,0.00361588925047781,45.7142857142857,0.667257847533927,0.830015668049195,0,20,0,20,1,0.285714285714286,0.202800945222532,0.340061121428798,0,0.340061121428798,NaN,0.15,-0.0890946251048196,0.0833333333333333,0.205150030771868,0.341977056448602,0.341977056448602,NaN,0.05,400,75,550,550,213,337,115,24,100,24,5237,3,72,72,72,72,70,70,70,70,70,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,2,50000,50195,228,76,1,0.26,76,0,0.00190357743457388,0.00718043547225405,76,20,5,0.00392582261480448,42.1052631578947,0.581592667421536,0.77767043249852,0,20,0,20,1,0.263157894736842,0.0224821193482401,0.0417804256926741,0,0.0417804256926741,NaN,0.95,0.0650996752936597,0.0769230769230769,0.0251893866114372,0.0463251558119004,0.0463251558119004,NaN,0.05,400,87,574,574,210,364,184,29,100,29,10224,0,87,87,87,87,76,76,76,76,76,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,2,70000,70215,319,78,1,0.26,78,0,0.000998498129137066,0.003388265584802,78,20,5,0.00402913373624671,41.025641025641,0.571597331049327,0.752170947352818,0,20,0,20,3,0.256410256410256,0.0780034903065427,0.139353439224145,0,0.139353439224145,NaN,1,0.0235298122697147,0.153846153846154,0.0823492931986442,0.140080930870772,0.140080930870772,NaN,0.15,400,75,550,550,212,338,176,30,100,30,7933,0,90,90,90,90,78,78,78,78,78,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,2,100000,100135,455,81,1,0.27,81,0,0.00104370712558479,0.00380015914900103,81,20,5,0.00418410041841004,39.5061728395062,0.528803891775493,0.670669089617681,0,20,0,20,2,0.246913580246914,0.0938307667254795,0.168461277778593,0,0.168461277778593,NaN,0.95,0.0368216981360144,0.148148148148148,0.0974172552398136,0.169475015727234,0.169475015727234,NaN,0.1,400,87,574,574,219,355,188,29,100,29,9330,0,87,87,87,87,81,81,81,81,81,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,3,10000,10014,45,36,1,0.12,36,0,0.00453361368140048,0.00921301785830695,36,20,5,0.00185960018596002,88.8888888888889,0.981553313505352,1.23680019645773,0,0,20,20,0,0.555555555555556,0.0942858335422438,0.102933286984609,0,0.105695677552719,NaN,0.85,0.136791575860165,0,0.0975998724390059,0.106027964405078,NaN,0.106027964405078,0,400,36,472,472,171,301,68,14,96,14,6097,0,42,42,42,42,36,36,36,36,36,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,3,30000,30034,136,68,1,0.23,68,0,0.00320110910099943,0.00647561164784724,68,20,5,0.00351257812903559,47.0588235294118,0.583192734306717,0.837613826112484,0,20,0,20,12,0.294117647058824,0.0247726155834863,0.0626290539579436,0,0.101723138780061,NaN,0.1,-0.376756492632854,0.173913043478261,0.0688173069201743,0.10901062540886,0.10901062540886,NaN,0.6,400,70,540,540,222,318,125,26,100,26,5945,0,78,78,78,78,68,68,68,68,68,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,3,50000,50054,227,78,1,0.26,78,0,0.00211788917837144,0.00598840038869904,78,20,5,0.00402913373624671,41.025641025641,0.528218741741991,0.724500925422581,0,20,0,20,5,0.256410256410256,0.0965333725775885,0.129873157145689,0,0.129873157145689,NaN,0.85,0.0746714788145764,0.153846153846154,0.100720254192704,0.133197653857713,0.133197653857713,NaN,0.25,400,78,556,556,221,335,178,26,100,26,9587,0,78,78,78,78,78,78,78,78,78,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,3,70000,70074,318,81,1,0.27,81,0,0.00140442111319033,0.00415888948795901,81,20,5,0.00418410041841004,39.5061728395062,0.457177172503075,0.731524321213169,0,20,0,20,5,0.246913580246914,0.00772451686178595,0.0287350755234707,0,0.0287350755234707,NaN,0.1,-0.000795642451209444,0.148148148148148,0.0180949209431495,0.0339801393100916,0.0339801393100916,NaN,0.25,400,84,568,568,225,343,185,29,100,29,9564,0,87,87,87,87,81,81,81,81,81,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP1_BC,3,100000,100214,455,81,1,0.27,81,0,0.000620395798174164,0.00189659135837661,81,20,5,0.00418410041841004,39.5061728395062,0.509282575739847,0.748386262028485,0,20,0,20,5,0.246913580246914,0.0360289095459382,0.0729025446965981,0,0.0729025446965981,NaN,0.65,0.0409474976969957,0.0740740740740741,0.0362858260867197,0.0729105870145412,0.0729105870145412,NaN,0.25,400,71,542,542,210,332,171,32,100,32,7624,0,96,96,96,96,81,81,81,81,81,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP2_BC,1,10000,10208,46,36,1,0.12,36,0,0.00359292363990622,0.00816848982929371,36,20,5,0.00185960018596002,88.8888888888889,0.599951435427141,0.917101803467803,0,1,19,20,0,0.555555555555556,0.182799900559725,0.190648258121372,0,0.195176202542262,NaN,0.55,0.00682743960960019,0,0.186007448628319,0.195176202542262,0.172959660010206,0.195280388410153,0,400,33,466,466,179,287,64,15,100,15,4835,0,45,45,45,45,36,36,36,36,36,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP2_BC,1,30000,30008,136,87,1,0.29,87,0,0.00658594246924834,0.0218641431623798,87,20,5,0.00449403378273671,36.7816091954023,0.634090182290256,1.03290944454699,0,16,4,20,15,0.229885057471264,0.0161861829251575,0.0425263630469169,0,0.0425441296605667,NaN,0.55,0.0107914684877895,0.344827586206897,0.0172418133883856,0.0439060670325169,0.0476931084403118,0.0390853431278323,0.75,400,90,580,580,241,339,193,30,100,30,11094,0,90,90,90,90,87,87,87,87,87,0,20
B_ref_y_tau,ref_y_tau,3,DASCMOP2_BC,1,50000,50028,227,123,1,0.41,123,0,0.00296355745717301,0.00855484717216947,123,20,5,0.00635363396869673,26.0162601626016,0.770460205656843,0.982796956875506,0,5,15,20,7,0.16260162601626,0.0874294456512767,0.263992794170767,0,0.272338123887808,NaN,0.6,0.0278513939967548,0.121951219512195,0.0898082604455248,0.272484352819579,0.0277755242586871,0.286026721696297,0.35,400,123,646,646,257,389,224,46,100,46,12167,0,138,138,138,138,123,123,123,123,123,0,20
