variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,target_FE,GroupCount,mean_has_GAN,mean_AF_size,mean_AI_size,mean_BoundaryHit_all,mean_ObjInterfaceScore,mean_RefCov,mean_DuplicateRate,mean_GAN_to_Segment_Dist50,mean_GAN_to_Segment_Dist90,mean_GAN_to_Decision_Segment_Dist50,mean_GAN_to_Decision_Segment_Dist90,mean_GAN_to_AF_Dist90,mean_AF_Cover_epsilon,mean_AF_CoverEpsilon,mean_PairCover_epsilon,mean_PairCoverEpsilon,mean_LargestClusterRate_epsilon,mean_EffectiveClusterCount_epsilon,mean_ClusterEpsilon,mean_RawGANOutsideStandardRangeCount,mean_RawGANFeasibleRate,mean_InjectedCount,mean_GAN_to_AF_ObjNN_mean,mean_GAN_to_AF_ObjNN_median,mean_GAN_to_AF_ObjNN_p90,mean_GAN_to_AF_DecNN_mean,mean_GAN_to_AF_DecNN_median,mean_GAN_to_AF_DecNN_p90,mean_RawGANVarClipRate
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,10000,3,1,68,68,0.06,0.0812018460394633,0.39,0,1.97018001451011,12.4415364658894,0.124098064119865,0.174405572194863,12.4415364658894,0.142791788185509,0.05,0.17916166294962,0.05,0.0633333333333333,96.5709728867624,0.05,82.3333333333333,0.175,NaN,4.54345001561042,1.97445067301331,12.4415364658894,0.137365935922932,0.134375546440011,0.182337440971554,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,30000,3,1,122,122,0.0916666666666667,0.000999812427962632,0.55,0,0.171788375801489,0.435069827230585,0.0629597137552561,0.108054760612984,0.43741202620565,0.819267280316481,0.05,0.844288306388811,0.05,0.51,3.92223348356238,0.05,12,0.205,NaN,0.232614937151924,0.189015279032391,0.43741202620565,0.0785829950297617,0.0738264451079346,0.1189669380237,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,50000,3,1,178.666666666667,178.666666666667,0.111666666666667,0.00106006698172782,0.723333333333333,0,0.102069396883766,0.509936892061275,0.0504167178871169,0.0981447873083296,0.511891615958961,0.760294566544567,0.05,0.801800976800977,0.05,0.335,10.7391871803529,0.05,26.6666666666667,0.245,NaN,0.170729059757695,0.105502678052882,0.511891615958961,0.0657214910469557,0.0576224245698,0.109094880553991,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,70000,3,1,206.666666666667,206.666666666667,0.0566666666666667,0.00119336591625353,0.68,0,0.106715014581298,0.260684401725409,0.0526341275476147,0.0996729658067854,0.264491258019596,0.65740143911039,0.05,0.676073949872413,0.05,0.59,2.76574306322575,0.05,18.3333333333333,0.203333333333333,NaN,0.147381823551437,0.110609472450195,0.264491258019596,0.0686943039722857,0.060006729739296,0.109054695166933,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,100000,3,1,226.666666666667,226.666666666667,0.0566666666666667,0.00147589921460864,0.716666666666667,0,0.0957736236232115,1.20991543160416,0.0523493103642116,0.146563673578039,1.20991543160416,0.682703969287218,0.05,0.690237251417275,0.05,0.623333333333333,2.57855492705724,0.05,49,0.251666666666667,NaN,0.548052345911262,0.0980738698416872,1.20991543160416,0.0836132790815582,0.0597917389058839,0.162214867086449,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,10000,3,1,70.6666666666667,70.6666666666667,0.27,0.0218670541102761,0.606666666666667,0,0.327525321419788,1.67830457491106,0.0795617757435643,0.124046285328898,1.6899671936678,0.669376693766938,0.05,0.702405149051491,0.05,0.0983333333333333,43.9952919218758,0.05,54,0.26,NaN,0.632836531821164,0.343255624065377,1.6899671936678,0.0959884171531301,0.0918177213384894,0.132047608502069,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,30000,3,1,108.666666666667,108.666666666667,0.0583333333333333,0.00146520920103749,0.69,0,0.216885341107086,0.550532334136339,0.0720578528648392,0.106708836717704,0.55367461731945,0.647037676157607,0.05,0.678671897469083,0.05,0.263333333333333,28.8373475513039,0.05,31.3333333333333,0.276666666666667,NaN,0.282348356291734,0.221151451178184,0.55367461731945,0.0844314768080229,0.0825448972595428,0.114608180208765,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,50000,3,1,149.333333333333,149.333333333333,0.0866666666666667,0.000585266165298929,0.76,0,0.165794664758362,0.44002659977919,0.062571175811677,0.0915113814513602,0.442519151704732,0.771072700052579,0.05,0.821671041593918,0.05,0.223333333333333,20.3726166630425,0.05,29.6666666666667,0.358333333333333,NaN,0.222273508429716,0.170730217646338,0.442519151704732,0.0714557784238207,0.070249854512208,0.0976292999082133,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,70000,3,1,191,191,0.1,0.000566758996593852,0.766666666666667,0,0.13841503059616,0.37625921609592,0.0645791114666383,0.0899667922814348,0.380087318977164,0.823519047632749,0.05,0.849152282272691,0.05,0.193333333333333,15.7378051023897,0.05,22,0.37,NaN,0.185281411673642,0.142184128890706,0.380087318977164,0.072036950290161,0.0705650427072371,0.0977204753475027,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,100000,3,1,221.666666666667,221.666666666667,0.0583333333333333,6.31887163551487e-05,0.73,0,0.159083343985399,0.479160714448443,0.0688675111231811,0.11609710147885,0.482171620621079,0.61678555503288,0.05,0.645518196473897,0.05,0.298333333333333,13.3668476486682,0.05,25.6666666666667,0.25,NaN,0.223749506546804,0.162978977627354,0.482171620621079,0.0823939301604919,0.0755631510479257,0.122499612251615,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,10000,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,30000,3,0.666666666666667,17.3333333333333,17.3333333333333,0,0,0.12,0,28.7477393233571,42.4762821793258,0.0206274136340359,0.0307138378722897,42.4891691060888,0,0.05,0,0.05,0.015,179.664840476958,0.05,200,0,NaN,28.4048730861338,28.7910999550337,42.4891691060888,0.0224101067039524,0.0221516915932367,0.0315039775222492,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,50000,3,1,59,59,0,0,0.286666666666667,0,5.65782991496065,12.8623495676624,0.00998000592278648,0.0158805478914842,12.8676786340324,0,0.05,0,0.05,0.02,154.779860662214,0.05,198.666666666667,0,NaN,6.89548091777404,5.68224409097443,12.8676786340324,0.011990330878008,0.0114392581931738,0.0170193600275238,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,70000,3,1,69.3333333333333,69.3333333333333,0,0,0.263333333333333,0,6.32004553725318,11.3726516101735,0.0110262550548308,0.0167614872486265,11.3726516101735,0,0.05,0,0.05,0.0166666666666667,151.989155487996,0.05,200,0,NaN,7.02879088715931,6.32595620572108,11.3726516101735,0.0134025054798415,0.0122935693138008,0.0196153230022633,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,100000,3,1,112.333333333333,112.333333333333,0.00166666666666667,1.06775947497525e-14,0.22,0,6.16510708430086,12.1563469113216,0.010966269066567,0.0175330474236144,12.1633595876024,0,0.05,0,0.05,0.025,132.51578147476,0.05,198,0.00166666666666667,NaN,7.07858418952756,6.18138926550821,12.1633595876024,0.0135074395461177,0.012520542150121,0.0194613061903901,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,10000,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,30000,3,1,47,47,0,0,0.156666666666667,0,15.04086211377,30.2548075349062,0.0125224077607881,0.0203498740287426,30.2548075349062,0,0.05,0,0.05,0.0133333333333333,176.548089591568,0.05,200,0,NaN,17.4875137944596,15.054217119334,30.2548075349062,0.014383768570066,0.0133062186335144,0.020730099190281,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,50000,3,1,67.3333333333333,67.3333333333333,0,0,0.206666666666667,0,11.0413084580308,19.6081752444389,0.0137619957541893,0.0212761895529027,19.6096509651204,0,0.05,0,0.05,0.0116666666666667,175.452746590958,0.05,199.666666666667,0,NaN,12.1135764565386,11.0677530164525,19.6096509651204,0.0162171884358148,0.0155891890544708,0.022320042377189,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,70000,3,1,73.6666666666667,73.6666666666667,0,0,0.126666666666667,0,16.5851764999575,24.3635073935347,0.0220932560179468,0.0336665772774124,24.3635073935347,0,0.05,0,0.05,0.0183333333333333,160.099454930567,0.05,200,0,NaN,16.5157106460409,16.6559012594508,24.3635073935347,0.0241894218929608,0.0226669767649338,0.0345282826225544,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,100000,3,1,110.666666666667,110.666666666667,0,0,0.203333333333333,0,14.0077852116443,19.806996418481,0.0301616191398471,0.0396687230000671,19.8233476121205,0,0.05,0,0.05,0.0216666666666667,142.588677472398,0.05,200,0,NaN,14.7314756363617,14.0353342720946,19.8233476121205,0.032034349641634,0.0314608309118347,0.0406731195276926,0
C6_refToken,ref_af_nd,af_not_dominates_ai,none,neighbor4,none,yt_dt_ref,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,10000,3,1,36.6666666666667,36.6666666666667,0.521666666666667,0.092231474596072,0.733333333333333,0,0.175049141342816,0.473738459700171,0.0224696340133934,0.0364663655054639,0.479145232984994,0.606994073813296,0.05,0.649328169923136,0.05,0.761666666666667,1.81659075554351,0.05,1.33333333333333,0.285,NaN,0.240150517930596,0.184722859702322,0.479145232984994,0.0293491132684264,0.028553151224604,0.0426243793715356,0
